subject_id,workflow_id,task,reducer,data.aggregation_version,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.gold_standard,data.user_ids
59688120,17771,T10,text_reducer,3.4.5,"[['27', '27', 'D-3', '27']]",4.0,3.0,27,"[False, False, False, False]","[2137134.0, 2271829.0, 2278395.0, 2017299.0]"
59688120,17771,T12,text_reducer,3.4.5,"[['Madison,', 'Madison,', 'Madison,', 'Madison,'], ['M.CCC', 'MCCC', 'MCCC', 'MCCC']]",4.0,3.5,"Madison, MCCC","[False, False, False, False]","[2137134.0, 2271829.0, 2278395.0, 2017299.0]"
59688121,17771,T6,text_reducer,3.4.5,,,,,,
59688121,17771,T8,text_reducer,3.4.5,"[['48N', '48N', '48N', '48N']]",4.0,4.0,48N,"[False, False, False, False]","[1325481.0, 2253914.0, 1484814.0, nan]"
59688121,17771,T9,text_reducer,3.4.5,"[['24W', '24W', '24W', '24W']]",4.0,4.0,24W,"[False, False, False, False]","[1325481.0, 2253914.0, 1484814.0, nan]"
59688121,17771,T10,text_reducer,3.4.5,"[['15', '15', '15', '15']]",4.0,4.0,15,"[False, False, False, False]","[1325481.0, 2253914.0, 1484814.0, nan]"
59688121,17771,T12,text_reducer,3.4.5,"[['Bullen,', 'Bullen,', 'Bullen,', 'Bullen,'], ['Peterson', 'Peterson', 'Peterson', 'Peterson']]",4.0,4.0,"Bullen, Peterson","[False, False, False, False]","[1325481.0, 2253914.0, 1484814.0, nan]"
59688122,17771,T6,text_reducer,3.4.5,,,,,,
59688122,17771,T8,text_reducer,3.4.5,"[['45', '45', '45', '45']]",4.0,4.0,45,"[False, False, False, False]","[2023041.0, 1484814.0, 2323717.0, 2060660.0]"
59688122,17771,T9,text_reducer,3.4.5,"[['25', '25', '25', '25']]",4.0,4.0,25,"[False, False, False, False]","[2023041.0, 1484814.0, 2323717.0, 2060660.0]"
59688122,17771,T10,text_reducer,3.4.5,"[['25', '25', '25', '25']]",4.0,4.0,25,"[False, False, False, False]","[2023041.0, 1484814.0, 2323717.0, 2060660.0]"
59688122,17771,T12,text_reducer,3.4.5,"[['Peterson', 'Peterson', 'Peterson', 'Peterson']]",4.0,4.0,Peterson,"[False, False, False, False]","[2023041.0, 1484814.0, 2323717.0, 2060660.0]"
59688123,17771,T6,text_reducer,3.4.5,,,,,,
59688123,17771,T8,text_reducer,3.4.5,"[['45N', '45N', '45N', '45N']]",4.0,4.0,45N,"[False, False, False, False]","[2023041.0, 1440915.0, 2301059.0, 2308172.0]"
59688123,17771,T9,text_reducer,3.4.5,"[['24W', '24W', '24W', '24W']]",4.0,4.0,24W,"[False, False, False, False]","[2023041.0, 1440915.0, 2301059.0, 2308172.0]"
59688123,17771,T10,text_reducer,3.4.5,"[['27', '27', '27', '27']]",4.0,4.0,27,"[False, False, False, False]","[2023041.0, 1440915.0, 2301059.0, 2308172.0]"
59688123,17771,T12,text_reducer,3.4.5,"[['Leonardi', 'Leonardi', 'Leonard1', 'Leonardi']]",4.0,3.0,Leonardi,"[False, False, False, False]","[2023041.0, 1440915.0, 2301059.0, 2308172.0]"
59688124,17771,T6,text_reducer,3.4.5,,,,,,
59688124,17771,T8,text_reducer,3.4.5,"[['48', '48', '48', '48']]",4.0,4.0,48,"[False, False, False, False]","[2253914.0, 2312252.0, 2017299.0, 2271829.0]"
59688124,17771,T9,text_reducer,3.4.5,"[['26', '26', '26', '26']]",4.0,4.0,26,"[False, False, False, False]","[2253914.0, 2312252.0, 2017299.0, 2271829.0]"
59688124,17771,T10,text_reducer,3.4.5,"[['14,15', '14,15', '14,15', '14,'], ['', '', '', '15']]",4.0,2.0,"14,15 15","[False, False, False, False]","[2253914.0, 2312252.0, 2017299.0, 2271829.0]"
59688124,17771,T12,text_reducer,3.4.5,"[['Murray', 'Murray', 'Murray', 'Murray']]",4.0,4.0,Murray,"[False, False, False, False]","[2253914.0, 2312252.0, 2017299.0, 2271829.0]"
59688125,17771,T6,text_reducer,3.4.5,[['9-19-80']],1.0,1.0,9-19-80,[False],[2131407.0]
59688125,17771,T8,text_reducer,3.4.5,"[['46N', '46N', '46N', '46N']]",4.0,4.0,46N,"[False, False, False, False]","[2253914.0, 2023041.0, 2131407.0, 2060660.0]"
59688125,17771,T9,text_reducer,3.4.5,"[['29W', '29W', '29W', '29W']]",4.0,4.0,29W,"[False, False, False, False]","[2253914.0, 2023041.0, 2131407.0, 2060660.0]"
59688125,17771,T10,text_reducer,3.4.5,"[['8', '8', '8', '8']]",4.0,4.0,8,"[False, False, False, False]","[2253914.0, 2023041.0, 2131407.0, 2060660.0]"
59688125,17771,T12,text_reducer,3.4.5,"[['Peterson', 'Peterson', 'Peterson', 'Peterson']]",4.0,4.0,Peterson,"[False, False, False, False]","[2253914.0, 2023041.0, 2131407.0, 2060660.0]"
59688126,17771,T6,text_reducer,3.4.5,,,,,,
59688126,17771,T8,text_reducer,3.4.5,"[['45N', '45N', '45N', '45N']]",4.0,4.0,45N,"[False, False, False, False]","[2277793.0, 1959934.0, 2301059.0, 2232561.0]"
59688126,17771,T9,text_reducer,3.4.5,"[['26W', '26W', '26W', '26W']]",4.0,4.0,26W,"[False, False, False, False]","[2277793.0, 1959934.0, 2301059.0, 2232561.0]"
59688126,17771,T10,text_reducer,3.4.5,"[['28,', '28,29.', '28,29', '28,29'], ['29', '', '', '']]",4.0,1.5,"28,29 29","[False, False, False, False]","[2277793.0, 1959934.0, 2301059.0, 2232561.0]"
59688126,17771,T12,text_reducer,3.4.5,"[['B.', 'B.', '', 'B.'], ['Mulzer,', 'Mulzer,', 'B.Mulzer,', 'Mulzer,'], ['D.', 'D.', '', 'D.'], ['Harrison', 'Harrison', 'D.Harrison', 'Harrison']]",4.0,3.0,"B. Mulzer, D. Harrison","[False, False, False, False]","[2277793.0, 1959934.0, 2301059.0, 2232561.0]"
59688127,17771,T6,text_reducer,3.4.5,,,,,,
59688127,17771,T8,text_reducer,3.4.5,"[['45', '45', '45', '45']]",4.0,4.0,45,"[False, False, False, False]","[2301059.0, 2017299.0, 318891.0, 2318347.0]"
59688127,17771,T9,text_reducer,3.4.5,"[['26', '26', '26', '26']]",4.0,4.0,26,"[False, False, False, False]","[2301059.0, 2017299.0, 318891.0, 2318347.0]"
59688127,17771,T10,text_reducer,3.4.5,"[['28', '28', '28', '28']]",4.0,4.0,28,"[False, False, False, False]","[2301059.0, 2017299.0, 318891.0, 2318347.0]"
59688127,17771,T12,text_reducer,3.4.5,"[['John', 'John', 'John', 'John'], ['Lackman', 'Lackman', 'Lackman', 'Lackman']]",4.0,4.0,John Lackman,"[False, False, False, False]","[2301059.0, 2017299.0, 318891.0, 2318347.0]"
59688128,17771,T6,text_reducer,3.4.5,,,,,,
59688128,17771,T8,text_reducer,3.4.5,"[['45N', '45N', '45N', '45N']]",4.0,4.0,45N,"[False, False, False, False]","[1543903.0, 1484814.0, 2324093.0, 2250307.0]"
59688128,17771,T9,text_reducer,3.4.5,"[['26W', '26W', '26W', '26W']]",4.0,4.0,26W,"[False, False, False, False]","[1543903.0, 1484814.0, 2324093.0, 2250307.0]"
59688128,17771,T10,text_reducer,3.4.5,"[['25', '25', '25', '25']]",4.0,4.0,25,"[False, False, False, False]","[1543903.0, 1484814.0, 2324093.0, 2250307.0]"
59688128,17771,T12,text_reducer,3.4.5,"[['Bullon,', 'Bullen,', '', 'Bullon,'], ['Peterson', 'Peterson', 'Peterson', 'Peterson']]",4.0,3.0,"Bullon, Peterson","[False, False, False, False]","[1543903.0, 1484814.0, 2324093.0, 2250307.0]"
59688129,17771,T6,text_reducer,3.4.5,,,,,,
59688129,17771,T8,text_reducer,3.4.5,"[['45N', '45N', '45N', '45N']]",4.0,4.0,45N,"[False, False, False, False]","[1440915.0, 2278307.0, 2131407.0, 2017299.0]"
59688129,17771,T9,text_reducer,3.4.5,"[['26W', '26W', '26W', '26W']]",4.0,4.0,26W,"[False, False, False, False]","[1440915.0, 2278307.0, 2131407.0, 2017299.0]"
59688129,17771,T10,text_reducer,3.4.5,"[['29', '29', '29', '29']]",4.0,4.0,29,"[False, False, False, False]","[1440915.0, 2278307.0, 2131407.0, 2017299.0]"
59688129,17771,T12,text_reducer,3.4.5,"[['Madison,', 'Madison,', 'Madison,', 'Madison,'], ['Mulzer', 'Mulzer', 'Mulzer', 'Mulzer']]",4.0,4.0,"Madison, Mulzer","[False, False, False, False]","[1440915.0, 2278307.0, 2131407.0, 2017299.0]"
59688130,17771,T6,text_reducer,3.4.5,,,,,,
59688130,17771,T8,text_reducer,3.4.5,"[['46N', '46N', '46N', '46N']]",4.0,4.0,46N,"[False, False, False, False]","[1741294.0, 2017299.0, 1763607.0, 2002458.0]"
59688130,17771,T9,text_reducer,3.4.5,"[['27W', '27W', '27W', '27W']]",4.0,4.0,27W,"[False, False, False, False]","[1741294.0, 2017299.0, 1763607.0, 2002458.0]"
59688130,17771,T10,text_reducer,3.4.5,[['Many']],1.0,1.0,Many,[False],[1741294.0]
59688130,17771,T12,text_reducer,3.4.5,"[['Peterson', 'Peterson', 'Peterson', 'Peterson']]",4.0,4.0,Peterson,"[False, False, False, False]","[1741294.0, 2017299.0, 1763607.0, 2002458.0]"
59688131,17771,T6,text_reducer,3.4.5,,,,,,
59688131,17771,T8,text_reducer,3.4.5,"[['45N', '45N', '45N', '45N']]",4.0,4.0,45N,"[False, False, False, False]","[2017299.0, 318891.0, 1484814.0, 2060660.0]"
59688131,17771,T9,text_reducer,3.4.5,"[['25,26', '25,', '25,', '25,'], ['', '26', '26', '26']]",4.0,3.0,"25, 26","[False, False, False, False]","[2017299.0, 318891.0, 1484814.0, 2060660.0]"
59688131,17771,T10,text_reducer,3.4.5,"[['31,36', '31,', '31,', '31,'], ['', '36', '36', '36']]",4.0,3.0,"31, 36","[False, False, False, False]","[2017299.0, 318891.0, 1484814.0, 2060660.0]"
59688131,17771,T12,text_reducer,3.4.5,"[['Bullen', 'Bullen', 'Bullen', 'Bullen,'], ['', '', '', 'Peterson']]",4.0,2.0,Bullen Peterson,"[False, False, False, False]","[2017299.0, 318891.0, 1484814.0, 2060660.0]"
59688132,17771,T6,text_reducer,3.4.5,,,,,,
59688132,17771,T8,text_reducer,3.4.5,"[['46N', '46N', '46N', '46N']]",4.0,4.0,46N,"[False, False, False, False]","[2262647.0, 2271829.0, 1484814.0, 2301059.0]"
59688132,17771,T9,text_reducer,3.4.5,"[['29W', '29W', '29W', '29W']]",4.0,4.0,29W,"[False, False, False, False]","[2262647.0, 2271829.0, 1484814.0, 2301059.0]"
59688132,17771,T10,text_reducer,3.4.5,"[['7', '7', '7', '7']]",4.0,4.0,7,"[False, False, False, False]","[2262647.0, 2271829.0, 1484814.0, 2301059.0]"
59688132,17771,T12,text_reducer,3.4.5,"[['Bullen', 'Bullen', 'Bullen', 'Bullen']]",4.0,4.0,Bullen,"[False, False, False, False]","[2262647.0, 2271829.0, 1484814.0, 2301059.0]"
59688133,17771,T6,text_reducer,3.4.5,,,,,,
59688133,17771,T8,text_reducer,3.4.5,"[['49N', '49N', '49N', '49N']]",4.0,4.0,49N,"[False, False, False, False]","[2159581.0, 2301059.0, 2277793.0, 1484814.0]"
59688133,17771,T9,text_reducer,3.4.5,"[['28,', '28,29,', '28,', '28,'], ['29', '', '29', '29']]",4.0,3.0,"28, 29","[False, False, False, False]","[2159581.0, 2301059.0, 2277793.0, 1484814.0]"
59688133,17771,T10,text_reducer,3.4.5,"[['Many,', 'Many'], ['Mgt.', '']]",2.0,1.0,"Many, Mgt.","[False, False]","[2159581.0, 1484814.0]"
59688133,17771,T12,text_reducer,3.4.5,"[['Peterson', 'Peterson', 'Peterson', 'Peterson']]",4.0,4.0,Peterson,"[False, False, False, False]","[2159581.0, 2301059.0, 2277793.0, 1484814.0]"
59688134,17771,T6,text_reducer,3.4.5,,,,,,
59688134,17771,T8,text_reducer,3.4.5,"[['45N', '45N', '45N', '45N']]",4.0,4.0,45N,"[False, False, False, False]","[1484814.0, nan, 2309007.0, 2253914.0]"
59688134,17771,T9,text_reducer,3.4.5,"[['25W', '25W', '25W', '25W']]",4.0,4.0,25W,"[False, False, False, False]","[1484814.0, nan, 2309007.0, 2253914.0]"
59688134,17771,T10,text_reducer,3.4.5,"[['13', '13', '13', '13']]",4.0,4.0,13,"[False, False, False, False]","[1484814.0, nan, 2309007.0, 2253914.0]"
59688134,17771,T12,text_reducer,3.4.5,"[['Bullen,', 'BULLAN,', 'Bullen,', 'Bullen,'], ['Peterson', 'PETERSON', 'Peterson', 'Peterson']]",4.0,3.0,"Bullen, Peterson","[False, False, False, False]","[1484814.0, nan, 2309007.0, 2253914.0]"
59688135,17771,T6,text_reducer,3.4.5,[['9/60']],1.0,1.0,9/60,[False],[2309755.0]
59688135,17771,T8,text_reducer,3.4.5,"[['46N', '46N', '46N', '46N']]",4.0,4.0,46N,"[False, False, False, False]","[1440915.0, 1325481.0, 2301059.0, 2309755.0]"
59688135,17771,T9,text_reducer,3.4.5,"[['24W', '24W', '24W', '24W']]",4.0,4.0,24W,"[False, False, False, False]","[1440915.0, 1325481.0, 2301059.0, 2309755.0]"
59688135,17771,T10,text_reducer,3.4.5,"[['32', '32', '32', '32,'], ['', '', '', 'Mgt.,'], ['', '', '', 'Mgt.']]",4.0,1.6666666666666667,"32 Mgt., Mgt.","[False, False, False, False]","[1440915.0, 1325481.0, 2301059.0, 2309755.0]"
59688135,17771,T12,text_reducer,3.4.5,"[['Reichardt', 'Reichardt', 'Reichardt', 'Reichardt,'], ['', '', '', 'Peterson']]",4.0,2.0,Reichardt Peterson,"[False, False, False, False]","[1440915.0, 1325481.0, 2301059.0, 2309755.0]"
59688136,17771,T6,text_reducer,3.4.5,"[['12/22,', ''], ['28,', ''], ['29/1991', '12/22,28,29/1991']]",2.0,1.0,"12/22, 28, 29/1991","[False, False]","[318891.0, 2305978.0]"
59688136,17771,T8,text_reducer,3.4.5,"[['15N', '15N', '15N', '15N']]",4.0,4.0,15N,"[False, False, False, False]","[2301059.0, 318891.0, 2305978.0, 1763607.0]"
59688136,17771,T9,text_reducer,3.4.5,"[['8W', '8W', '8W', '8W']]",4.0,4.0,8W,"[False, False, False, False]","[2301059.0, 318891.0, 2305978.0, 1763607.0]"
59688136,17771,T10,text_reducer,3.4.5,"[['14', '14', '14', '14']]",4.0,4.0,14,"[False, False, False, False]","[2301059.0, 318891.0, 2305978.0, 1763607.0]"
59688136,17771,T12,text_reducer,3.4.5,"[['Dummer', 'Dummer', 'Dummer', 'Dummer,'], ['&', '&', '&', 'Estes,'], ['Estes', 'Estes', 'Estes', 'Borgeson']]",4.0,3.0,Dummer & Estes,"[False, False, False, False]","[2301059.0, 318891.0, 2305978.0, 1763607.0]"
59688137,17771,T6,text_reducer,3.4.5,,,,,,
59688137,17771,T8,text_reducer,3.4.5,[['19']],1.0,1.0,19,[False],[318891.0]
59688137,17771,T9,text_reducer,3.4.5,,,,,,
59688137,17771,T10,text_reducer,3.4.5,,,,,,
59688137,17771,T12,text_reducer,3.4.5,"[['M.', 'M.', 'M.'], ['Shouder', 'Shouder', 'Shouder']]",3.0,3.0,M. Shouder,"[False, False, False]","[318891.0, 2017299.0, 2275607.0]"
59688138,17771,T6,text_reducer,3.4.5,,,,,,
59688138,17771,T8,text_reducer,3.4.5,"[['14N', '14N', '14N', '14N']]",4.0,4.0,14N,"[False, False, False, False]","[nan, 2253914.0, 2017299.0, 1484814.0]"
59688138,17771,T9,text_reducer,3.4.5,"[['8W', '8W', '8W', '8W']]",4.0,4.0,8W,"[False, False, False, False]","[nan, 2253914.0, 2017299.0, 1484814.0]"
59688138,17771,T10,text_reducer,3.4.5,"[['7', '7', '7', '7']]",4.0,4.0,7,"[False, False, False, False]","[nan, 2253914.0, 2017299.0, 1484814.0]"
59688138,17771,T12,text_reducer,3.4.5,,,,,,
59688139,17771,T6,text_reducer,3.4.5,,,,,,
59688139,17771,T8,text_reducer,3.4.5,"[['21N', '21N', '21N', '21N']]",4.0,4.0,21N,"[False, False, False, False]","[1325481.0, 2258567.0, 1484814.0, 2023041.0]"
59688139,17771,T9,text_reducer,3.4.5,"[['6W', '6W', '6W', '6W']]",4.0,4.0,6W,"[False, False, False, False]","[1325481.0, 2258567.0, 1484814.0, 2023041.0]"
59688139,17771,T10,text_reducer,3.4.5,"[['11,14', '11,14', '11-14', '11-14']]",4.0,2.0,"11,14","[False, False, False, False]","[1325481.0, 2258567.0, 1484814.0, 2023041.0]"
59688139,17771,T12,text_reducer,3.4.5,"[['Larkins', 'Larkins', 'Larkins', 'Larkins']]",4.0,4.0,Larkins,"[False, False, False, False]","[1325481.0, 2258567.0, 1484814.0, 2023041.0]"
59688140,17771,T6,text_reducer,3.4.5,,,,,,
59688140,17771,T8,text_reducer,3.4.5,"[['12N', '12N', '12N', '12N']]",4.0,4.0,12N,"[False, False, False, False]","[2203867.0, 318891.0, 2312252.0, nan]"
59688140,17771,T9,text_reducer,3.4.5,"[['12N', '12N', '12N', '12N']]",4.0,4.0,12N,"[False, False, False, False]","[2203867.0, 318891.0, 2312252.0, nan]"
59688140,17771,T10,text_reducer,3.4.5,"[['27,', '27,', '27,28,29,33', '27,'], ['28,', '28,', '', '28,'], ['29,', '29,', '', '29,'], ['33', '33', '', '33']]",4.0,3.0,"27, 28, 29, 33","[False, False, False, False]","[2203867.0, 318891.0, 2312252.0, nan]"
59688140,17771,T12,text_reducer,3.4.5,"[['J.', '', 'J.'], ['Vogt', 'J.Vogt', 'Vogt']]",3.0,2.0,J. Vogt,"[False, False, False]","[2203867.0, 2312252.0, nan]"
59688141,17771,T6,text_reducer,3.4.5,[['4/25-26/85']],1.0,1.0,4/25-26/85,[False],[2325690.0]
59688141,17771,T8,text_reducer,3.4.5,"[['12N', '12N', '12N', '12N']]",4.0,4.0,12N,"[False, False, False, False]","[2278307.0, 1484814.0, 2010165.0, 2325690.0]"
59688141,17771,T9,text_reducer,3.4.5,"[['11W', '11W', '11W', '11W']]",4.0,4.0,11W,"[False, False, False, False]","[2278307.0, 1484814.0, 2010165.0, 2325690.0]"
59688141,17771,T10,text_reducer,3.4.5,"[['4,5,6,7,8,18', '4,', '4,', '4,5,6,7,8,18'], ['', '5,', '5,', ''], ['', '6,', '6,', ''], ['', '7,', '7,', ''], ['', '8,', '8,', ''], ['', '18', '18', '']]",4.0,2.0,"4,5,6,7,8,18 5, 6, 7, 8, 18","[False, False, False, False]","[2278307.0, 1484814.0, 2010165.0, 2325690.0]"
59688141,17771,T12,text_reducer,3.4.5,"[['', '', 'J.', 'J'], ['', '', 'Vogt,', ''], ['J.', 'J.', 'J.', ''], ['Vogt', 'Vogt', 'VanNeuren', 'Vogt']]",4.0,2.0,"J. Vogt, J. Vogt","[False, False, False, False]","[2278307.0, 1484814.0, 2010165.0, 2325690.0]"
59688142,17771,T6,text_reducer,3.4.5,,,,,,
59688142,17771,T8,text_reducer,3.4.5,"[['15N', '15N', '15N']]",3.0,3.0,15N,"[False, False, False]","[2196406.0, 2271829.0, 2017299.0]"
59688142,17771,T9,text_reducer,3.4.5,"[['13W', '13W', '13W']]",3.0,3.0,13W,"[False, False, False]","[2196406.0, 2271829.0, 2017299.0]"
59688142,17771,T10,text_reducer,3.4.5,"[['9', '9', '9']]",3.0,3.0,9,"[False, False, False]","[2196406.0, 2271829.0, 2017299.0]"
59688142,17771,T12,text_reducer,3.4.5,"[['Tom', 'Tom', 'Tom'], ['Wolter', 'Wolter', 'Wolter']]",3.0,3.0,Tom Wolter,"[False, False, False]","[2196406.0, 2271829.0, 2017299.0]"
59688143,17771,T6,text_reducer,3.4.5,,,,,,
59688143,17771,T8,text_reducer,3.4.5,"[['10N', '10N', '10N', '10N']]",4.0,4.0,10N,"[False, False, False, False]","[2262647.0, 2301059.0, 2196406.0, 2277793.0]"
59688143,17771,T9,text_reducer,3.4.5,"[['11W', '11W', '11W', '11W']]",4.0,4.0,11W,"[False, False, False, False]","[2262647.0, 2301059.0, 2196406.0, 2277793.0]"
59688143,17771,T10,text_reducer,3.4.5,"[['5,6,7,8', '5,6,7,8', '5,', '5,'], ['', '', '6,', '6,'], ['', '', '7,', '7,'], ['', '', '8', '8']]",4.0,2.0,"5,6,7,8 6, 7, 8","[False, False, False, False]","[2262647.0, 2301059.0, 2196406.0, 2277793.0]"
59688143,17771,T12,text_reducer,3.4.5,[['Borgeson']],1.0,1.0,Borgeson,[False],[2277793.0]
59688144,17771,T6,text_reducer,3.4.5,,,,,,
59688144,17771,T8,text_reducer,3.4.5,"[['12N', '12N', '12N', '12N']]",4.0,4.0,12N,"[False, False, False, False]","[1440915.0, 2023041.0, 2305978.0, 2017299.0]"
59688144,17771,T9,text_reducer,3.4.5,"[['11W', '11W', '11W', '11W']]",4.0,4.0,11W,"[False, False, False, False]","[1440915.0, 2023041.0, 2305978.0, 2017299.0]"
59688144,17771,T10,text_reducer,3.4.5,"[['4,5,6,7,8,18', '4,', '4,5,6,7,8,18', '4,5,6,7,8,18'], ['', '5,', '', ''], ['', '6,', '', ''], ['', '7,', '', ''], ['', '8,', '', ''], ['', '18', '', '']]",4.0,1.3333333333333333,"4,5,6,7,8,18 5, 6, 7, 8, 18","[False, False, False, False]","[1440915.0, 2023041.0, 2305978.0, 2017299.0]"
59688144,17771,T12,text_reducer,3.4.5,"[['J.', 'J.', 'J.', 'J.'], ['Vogt', 'Vogt', 'Vogt', 'Vogt']]",4.0,4.0,J. Vogt,"[False, False, False, False]","[1440915.0, 2023041.0, 2305978.0, 2017299.0]"
59688145,17771,T6,text_reducer,3.4.5,,,,,,
59688145,17771,T8,text_reducer,3.4.5,"[['13N', '13N', '13N', '13N']]",4.0,4.0,13N,"[False, False, False, False]","[2030.0, 2002458.0, 2250307.0, 2323717.0]"
59688145,17771,T9,text_reducer,3.4.5,"[['13W', '13W', '13W', '13W']]",4.0,4.0,13W,"[False, False, False, False]","[2030.0, 2002458.0, 2250307.0, 2323717.0]"
59688145,17771,T10,text_reducer,3.4.5,"[['21', '21', '21', '21']]",4.0,4.0,21,"[False, False, False, False]","[2030.0, 2002458.0, 2250307.0, 2323717.0]"
59688145,17771,T12,text_reducer,3.4.5,"[['D-9', 'D-9', 'D-9'], ['Fish', 'Fish', 'Fish']]",3.0,3.0,D-9 Fish,"[False, False, False]","[2030.0, 2002458.0, 2250307.0]"
59688146,17771,T6,text_reducer,3.4.5,,,,,,
59688146,17771,T8,text_reducer,3.4.5,"[['11N', '11N', '11N']]",3.0,3.0,11N,"[False, False, False]","[nan, 2301059.0, 2017299.0]"
59688146,17771,T9,text_reducer,3.4.5,"[['11W', '11W', '11W']]",3.0,3.0,11W,"[False, False, False]","[nan, 2301059.0, 2017299.0]"
59688146,17771,T10,text_reducer,3.4.5,"[['S', '25', '25']]",3.0,2.0,25,"[False, False, False]","[nan, 2301059.0, 2017299.0]"
59688146,17771,T12,text_reducer,3.4.5,,,,,,
59688147,17771,T6,text_reducer,3.4.5,,,,,,
59688147,17771,T8,text_reducer,3.4.5,,,,,,
59688147,17771,T9,text_reducer,3.4.5,,,,,,
59688147,17771,T10,text_reducer,3.4.5,,,,,,
59688147,17771,T12,text_reducer,3.4.5,"[['D-9', 'D-9', 'D-9', 'D-9'], ['Fish', 'Fish,', 'Fish', 'Fish'], ['', 'S.', '', ''], ['', 'VanderLaan', '', '']]",4.0,2.25,D-9 Fish S. VanderLaan,"[False, False, False, False]","[nan, nan, 2305978.0, 318891.0]"
59688148,17771,T6,text_reducer,3.4.5,,,,,,
59688148,17771,T8,text_reducer,3.4.5,"[['13N', '13N', '13N', '13N']]",4.0,4.0,13N,"[False, False, False, False]","[1325481.0, 2023041.0, 1484814.0, 2325801.0]"
59688148,17771,T9,text_reducer,3.4.5,"[['13W', '13W', '13W', '13W']]",4.0,4.0,13W,"[False, False, False, False]","[1325481.0, 2023041.0, 1484814.0, 2325801.0]"
59688148,17771,T10,text_reducer,3.4.5,"[['21', '21', '21', '21']]",4.0,4.0,21,"[False, False, False, False]","[1325481.0, 2023041.0, 1484814.0, 2325801.0]"
59688148,17771,T12,text_reducer,3.4.5,,,,,,
59688149,17771,T6,text_reducer,3.4.5,,,,,,
59688149,17771,T8,text_reducer,3.4.5,"[['13N', '13N', '13N', '13N']]",4.0,4.0,13N,"[False, False, False, False]","[2278307.0, nan, 2017299.0, 1484814.0]"
59688149,17771,T9,text_reducer,3.4.5,"[['14W', '14W', '14W', '14W']]",4.0,4.0,14W,"[False, False, False, False]","[2278307.0, nan, 2017299.0, 1484814.0]"
59688149,17771,T10,text_reducer,3.4.5,"[['36', '36', '36', '36']]",4.0,4.0,36,"[False, False, False, False]","[2278307.0, nan, 2017299.0, 1484814.0]"
59688149,17771,T12,text_reducer,3.4.5,"[['DISTRICT', 'District', 'District'], ['6', '6', '6'], ['CREW', 'crew', 'Crew']]",3.0,2.0,District 6 CREW,"[False, False, False]","[nan, 2017299.0, 1484814.0]"
59688150,17771,T6,text_reducer,3.4.5,,,,,,
59688150,17771,T8,text_reducer,3.4.5,"[['13N', '13N', '13N', '13N']]",4.0,4.0,13N,"[False, False, False, False]","[2301059.0, 2023041.0, nan, 2324740.0]"
59688150,17771,T9,text_reducer,3.4.5,"[['14W', '14W', '14W', '14W']]",4.0,4.0,14W,"[False, False, False, False]","[2301059.0, 2023041.0, nan, 2324740.0]"
59688150,17771,T10,text_reducer,3.4.5,"[['25', '25', '25', '25']]",4.0,4.0,25,"[False, False, False, False]","[2301059.0, 2023041.0, nan, 2324740.0]"
59688150,17771,T12,text_reducer,3.4.5,"[['District', 'District', 'District', 'District'], ['6', '6', '6', '6'], ['Crew', 'Crew', 'Crew', 'Crew']]",4.0,4.0,District 6 Crew,"[False, False, False, False]","[2301059.0, 2023041.0, nan, 2324740.0]"
59688151,17771,T6,text_reducer,3.4.5,,,,,,
59688151,17771,T8,text_reducer,3.4.5,"[['13N', '13N', '13N', '13N']]",4.0,4.0,13N,"[False, False, False, False]","[2275607.0, 2023041.0, 2060660.0, 2277793.0]"
59688151,17771,T9,text_reducer,3.4.5,"[['11W', '11W', '11W', '11W']]",4.0,4.0,11W,"[False, False, False, False]","[2275607.0, 2023041.0, 2060660.0, 2277793.0]"
59688151,17771,T10,text_reducer,3.4.5,,,,,,
59688151,17771,T12,text_reducer,3.4.5,"[['D.', 'D.'], ['Borgeson', 'Borgeson']]",2.0,2.0,D. Borgeson,"[False, False]","[2060660.0, 2277793.0]"
59688152,17771,T6,text_reducer,3.4.5,,,,,,
59688152,17771,T8,text_reducer,3.4.5,"[['16N', '16N', '16N', '16N']]",4.0,4.0,16N,"[False, False, False, False]","[2249176.0, 1741294.0, 2303939.0, nan]"
59688152,17771,T9,text_reducer,3.4.5,"[['13W', '13W', '13W', '13W']]",4.0,4.0,13W,"[False, False, False, False]","[2249176.0, 1741294.0, 2303939.0, nan]"
59688152,17771,T10,text_reducer,3.4.5,"[['17,20', '17,', '17,', '17,20'], ['', '20', '20', '']]",4.0,2.0,"17,20 20","[False, False, False, False]","[2249176.0, 1741294.0, 2303939.0, nan]"
59688152,17771,T12,text_reducer,3.4.5,"[['Doesnt', 'Frontjes', 'Frontjes'], ['say', '', '']]",3.0,1.5,Frontjes say,"[False, False, False]","[2249176.0, 1741294.0, 2303939.0]"
59688153,17771,T6,text_reducer,3.4.5,,,,,,
59688153,17771,T8,text_reducer,3.4.5,"[['12N', '12N', '12N', '12N']]",4.0,4.0,12N,"[False, False, False, False]","[2203867.0, 2051799.0, 2017299.0, 1325481.0]"
59688153,17771,T9,text_reducer,3.4.5,"[['14W', '14W', '14W', '14W']]",4.0,4.0,14W,"[False, False, False, False]","[2203867.0, 2051799.0, 2017299.0, 1325481.0]"
