subject_id,workflow_id,task,reducer,data.aggregation_version,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.gold_standard,data.user_ids
58642605,17771,T6,text_reducer,3.4.5,,,,,,
58642605,17771,T8,text_reducer,3.4.5,"[['25N', '25N', '25N', '25N']]",4.0,4.0,25N,"[False, False, False, False]","[2272550.0, 1763607.0, 2278307.0, 1484814.0]"
58642605,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[2272550.0, 1763607.0, 2278307.0, 1484814.0]"
58642605,17771,T10,text_reducer,3.4.5,"[['3,', '3,', '', '3,'], ['4,', '4,', '', '4,'], ['9,', '9,', '', '9,'], ['10,', '10,', '3,4,9,10,11,14,15,16', '10,'], ['11,', '11,', '', '11,'], ['14,', '14,', '', '14,'], ['15,', '15,', '', '15,'], ['16', '16', '', '16']]",4.0,3.0,"3, 4, 9, 10, 11, 14, 15, 16","[False, False, False, False]","[2272550.0, 1763607.0, 2278307.0, 1484814.0]"
58642605,17771,T12,text_reducer,3.4.5,"[['LMS', 'L', '', 'L,'], ['', 'M', '', 'M,'], ['', '&', '', '&'], ['', 'S', '', 'S'], ['Engineers', 'Engineers,', '', 'Engineers'], ['', 'M.', 'M.', ''], ['', 'Phillips', 'Phillips', '']]",4.0,1.7142857142857142,LMS M & S Engineers M. Phillips,"[False, False, False, False]","[2272550.0, 1763607.0, 2278307.0, 1484814.0]"
58642606,17771,T6,text_reducer,3.4.5,,,,,,
58642606,17771,T8,text_reducer,3.4.5,"[['25N', '25N', '25N', '25N']]",4.0,4.0,25N,"[False, False, False, False]","[nan, 1325481.0, 2262647.0, 1484814.0]"
58642606,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[nan, 1325481.0, 2262647.0, 1484814.0]"
58642606,17771,T10,text_reducer,3.4.5,"[['', '', '', '3,'], ['', '', '', '4,'], ['', '', '', '9,'], ['3,4,9,10,11,14,15,16', '3,4,9,10,11,14,15,16', '3,4,9,10,11,14,15,16', '10,'], ['', '', '', '11,'], ['', '', '', '14,'], ['', '', '', '15,'], ['', '', '', '16']]",4.0,1.25,"3, 4, 9, 3,4,9,10,11,14,15,16 11, 14, 15, 16","[False, False, False, False]","[nan, 1325481.0, 2262647.0, 1484814.0]"
58642606,17771,T12,text_reducer,3.4.5,"[['L,', 'L', 'L,', 'L,'], ['Ms', 'M', 'M', 'M.'], ['&S', '&', '&', '&'], ['', 'S', 'S', 'S'], ['Engineers', 'Engineers', 'Engineers', 'Engineers']]",4.0,3.0,"L, M & S Engineers","[False, False, False, False]","[nan, 1325481.0, 2262647.0, 1484814.0]"
58642607,17771,T6,text_reducer,3.4.5,,,,,,
58642607,17771,T8,text_reducer,3.4.5,"[['26N', '26N', '26N', '26N']]",4.0,4.0,26N,"[False, False, False, False]","[2264726.0, 2277793.0, 1484814.0, 2245753.0]"
58642607,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[2264726.0, 2277793.0, 1484814.0, 2245753.0]"
58642607,17771,T10,text_reducer,3.4.5,"[['36', '36', '36', '36']]",4.0,4.0,36,"[False, False, False, False]","[2264726.0, 2277793.0, 1484814.0, 2245753.0]"
58642607,17771,T12,text_reducer,3.4.5,"[['MacAuinchey,', 'MacAuinchey,', 'MacAuinchey,', 'MacAuinchey,'], ['Orupido,', 'Orupido,', 'Orupido,', 'Orupido'], ['Wiersma', 'Wiersma', 'Wiersma', '']]",4.0,3.3333333333333335,"MacAuinchey, Orupido, Wiersma","[False, False, False, False]","[2264726.0, 2277793.0, 1484814.0, 2245753.0]"
58642608,17771,T6,text_reducer,3.4.5,,,,,,
58642608,17771,T8,text_reducer,3.4.5,"[['26N', '26N', '26N', '26N']]",4.0,4.0,26N,"[False, False, False, False]","[2264726.0, 1061480.0, 2002458.0, 2023041.0]"
58642608,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[2264726.0, 1061480.0, 2002458.0, 2023041.0]"
58642608,17771,T10,text_reducer,3.4.5,"[['15', '15', '15', '15']]",4.0,4.0,15,"[False, False, False, False]","[2264726.0, 1061480.0, 2002458.0, 2023041.0]"
58642608,17771,T12,text_reducer,3.4.5,"[['USFS', 'USFS', 'S.', 'USFS'], ['', '', 'Sendek', '']]",4.0,2.0,USFS Sendek,"[False, False, False, False]","[2264726.0, 1061480.0, 2002458.0, 2023041.0]"
58642609,17771,T6,text_reducer,3.4.5,,,,,,
58642609,17771,T8,text_reducer,3.4.5,"[['26N', '26N', '26N', '26N']]",4.0,4.0,26N,"[False, False, False, False]","[1484814.0, 2301059.0, 2002458.0, 2310215.0]"
58642609,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[1484814.0, 2301059.0, 2002458.0, 2310215.0]"
58642609,17771,T10,text_reducer,3.4.5,"[['36', '36', '36', '36']]",4.0,4.0,36,"[False, False, False, False]","[1484814.0, 2301059.0, 2002458.0, 2310215.0]"
58642609,17771,T12,text_reducer,3.4.5,"[['USFS', 'USFS', 'USFS', 'USFS']]",4.0,4.0,USFS,"[False, False, False, False]","[1484814.0, 2301059.0, 2002458.0, 2310215.0]"
58642610,17771,T6,text_reducer,3.4.5,,,,,,
58642610,17771,T8,text_reducer,3.4.5,"[['26N', '26N', '26N', '26N']]",4.0,4.0,26N,"[False, False, False, False]","[1763607.0, 1325481.0, 2301059.0, 1484814.0]"
58642610,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[1763607.0, 1325481.0, 2301059.0, 1484814.0]"
58642610,17771,T10,text_reducer,3.4.5,"[['15', '15', '15', '15']]",4.0,4.0,15,"[False, False, False, False]","[1763607.0, 1325481.0, 2301059.0, 1484814.0]"
58642610,17771,T12,text_reducer,3.4.5,"[['Schnicke,', 'Schnicke', 'Schnicke', 'Schnicke'], ['Kent', '', '', '']]",4.0,2.0,Schnicke Kent,"[False, False, False, False]","[1763607.0, 1325481.0, 2301059.0, 1484814.0]"
58642611,17771,T6,text_reducer,3.4.5,,,,,,
58642611,17771,T8,text_reducer,3.4.5,"[['28N', '28N', '28n', '28N']]",4.0,3.0,28N,"[False, False, False, False]","[1543903.0, 318891.0, 2323663.0, 2023041.0]"
58642611,17771,T9,text_reducer,3.4.5,"[['7E', '7E', '7e', '7E']]",4.0,3.0,7E,"[False, False, False, False]","[1543903.0, 318891.0, 2323663.0, 2023041.0]"
58642611,17771,T10,text_reducer,3.4.5,"[['Many', 'many', 'Many']]",3.0,2.0,Many,"[False, False, False]","[318891.0, 2323663.0, 2023041.0]"
58642611,17771,T12,text_reducer,3.4.5,"[['J.', 'J.', 'j', 'J.'], ['Fenske,', 'Fenske', 'fenske', 'Fenske'], ['B.', '', '', ''], ['Kent', '', '', '']]",4.0,1.75,J. Fenske B. Kent,"[False, False, False, False]","[1543903.0, 318891.0, 2323663.0, 2023041.0]"
58642612,17771,T6,text_reducer,3.4.5,,,,,,
58642612,17771,T8,text_reducer,3.4.5,"[['25N', '25N', '25N', '25N']]",4.0,4.0,25N,"[False, False, False, False]","[2277793.0, 1440915.0, 2253914.0, 2263135.0]"
58642612,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[2277793.0, 1440915.0, 2253914.0, 2263135.0]"
58642612,17771,T10,text_reducer,3.4.5,"[['1', '1', '1', '1']]",4.0,4.0,1,"[False, False, False, False]","[2277793.0, 1440915.0, 2253914.0, 2263135.0]"
58642612,17771,T12,text_reducer,3.4.5,"[['Casey', 'Casey', 'Casey', 'Casey']]",4.0,4.0,Casey,"[False, False, False, False]","[2277793.0, 1440915.0, 2253914.0, 2263135.0]"
58642613,17771,T6,text_reducer,3.4.5,,,,,,
58642613,17771,T8,text_reducer,3.4.5,"[['28N', '28N', '28N', '28N']]",4.0,4.0,28N,"[False, False, False, False]","[2264726.0, 2261663.0, 2272550.0, 2253914.0]"
58642613,17771,T9,text_reducer,3.4.5,"[['7E', '7E', '7E', '7E']]",4.0,4.0,7E,"[False, False, False, False]","[2264726.0, 2261663.0, 2272550.0, 2253914.0]"
58642613,17771,T10,text_reducer,3.4.5,"[['Many', 'MANY', 'many']]",3.0,1.0,Many,"[False, False, False]","[2264726.0, 2261663.0, 2272550.0]"
58642613,17771,T12,text_reducer,3.4.5,"[['Larkins', 'FISH', 'Larkins,', 'Larkins,'], ['&', 'DIV.', '', ''], ['Wininger', '', 'Wininger', 'Wininger']]",4.0,2.0,"Larkins, & Wininger","[False, False, False, False]","[2264726.0, 2261663.0, 2272550.0, 2253914.0]"
58642614,17771,T6,text_reducer,3.4.5,"[['-84', '7-5-84'], ['', '8-9-84']]",2.0,1.0,-84 8-9-84,"[False, False]","[2010165.0, 1484814.0]"
58642614,17771,T8,text_reducer,3.4.5,"[['27-28N', '27-28N', '27,28N', '27-28N']]",4.0,3.0,27-28N,"[False, False, False, False]","[2010165.0, 1484814.0, nan, 2060660.0]"
58642614,17771,T9,text_reducer,3.4.5,"[['7E', '7E', '7E', '7E']]",4.0,4.0,7E,"[False, False, False, False]","[2010165.0, 1484814.0, nan, 2060660.0]"
58642614,17771,T10,text_reducer,3.4.5,"[['Several', 'several', 'several']]",3.0,2.0,several,"[False, False, False]","[2010165.0, 1484814.0, 2060660.0]"
58642614,17771,T12,text_reducer,3.4.5,"[['Fenske', 'Fenske', 'Fenske,', 'Fenske,'], ['/', '/', '', ''], ['Casey,', 'Casey', 'Casey', 'Casey,'], ['Kent', '', '', 'Kent']]",4.0,2.0,"Fenske / Casey, Kent","[False, False, False, False]","[2010165.0, 1484814.0, nan, 2060660.0]"
58642615,17771,T6,text_reducer,3.4.5,"[['There'], ['is'], ['no'], ['end'], ['date']]",1.0,1.0,There is no end date,[False],[2325958.0]
58642615,17771,T8,text_reducer,3.4.5,"[['26N', '26N', '26N']]",3.0,3.0,26N,"[False, False, False]","[2305978.0, 2325958.0, 2225608.0]"
58642615,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E']]",3.0,3.0,5E,"[False, False, False]","[2305978.0, 2325958.0, 2225608.0]"
58642615,17771,T10,text_reducer,3.4.5,"[['13', '13', '13']]",3.0,3.0,13,"[False, False, False]","[2305978.0, 2325958.0, 2225608.0]"
58642615,17771,T12,text_reducer,3.4.5,"[['Kent,', 'Kent,', 'Kent,'], ['Sendek', 'Sendek', 'Sendek']]",3.0,3.0,"Kent, Sendek","[False, False, False]","[2305978.0, 2325958.0, 2225608.0]"
58642616,17771,T6,text_reducer,3.4.5,[['7-2-85']],1.0,1.0,7-2-85,[False],[1800447.0]
58642616,17771,T8,text_reducer,3.4.5,"[['26N', '26N', '26N', '26N']]",4.0,4.0,26N,"[False, False, False, False]","[2009569.0, 2003472.0, 1800447.0, 2305978.0]"
58642616,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[2009569.0, 2003472.0, 1800447.0, 2305978.0]"
58642616,17771,T10,text_reducer,3.4.5,"[['13', '13', '13', '13']]",4.0,4.0,13,"[False, False, False, False]","[2009569.0, 2003472.0, 1800447.0, 2305978.0]"
58642616,17771,T12,text_reducer,3.4.5,"[['Sendek,', 'Sendek,', 'Sendek,', 'Sendek,'], ['Biddick', 'Biddick', 'Biddick', 'Biddick']]",4.0,4.0,"Sendek, Biddick","[False, False, False, False]","[2009569.0, 2003472.0, 1800447.0, 2305978.0]"
58642617,17771,T6,text_reducer,3.4.5,[['7/23/92']],1.0,1.0,7/23/92,[False],[nan]
58642617,17771,T8,text_reducer,3.4.5,"[['03N', '03N', '03N', '03N']]",4.0,4.0,03N,"[False, False, False, False]","[2265542.0, 2299301.0, nan, 2179991.0]"
58642617,17771,T9,text_reducer,3.4.5,"[['10W', '10W', '10W', '10W']]",4.0,4.0,10W,"[False, False, False, False]","[2265542.0, 2299301.0, nan, 2179991.0]"
58642617,17771,T10,text_reducer,3.4.5,"[['26', '26', '26', '26']]",4.0,4.0,26,"[False, False, False, False]","[2265542.0, 2299301.0, nan, 2179991.0]"
58642617,17771,T12,text_reducer,3.4.5,"[['J.', 'J.', 'J.', 'J.'], ['Dexter,', 'Dexter,', 'Dexter,', 'Dexter'], ['D.', 'D.', 'D.', ''], ['Gordon', 'Gordon', 'Gordan', '']]",4.0,3.0,"J. Dexter, D. Gordon","[False, False, False, False]","[2265542.0, 2299301.0, nan, 2179991.0]"
58642618,17771,T6,text_reducer,3.4.5,,,,,,
58642618,17771,T8,text_reducer,3.4.5,"[['26N', '26N', '26N', '26N']]",4.0,4.0,26N,"[False, False, False, False]","[2264726.0, 1440915.0, 2305978.0, 2017299.0]"
58642618,17771,T9,text_reducer,3.4.5,"[['5E', '5E', '5E', '5E']]",4.0,4.0,5E,"[False, False, False, False]","[2264726.0, 1440915.0, 2305978.0, 2017299.0]"
58642618,17771,T10,text_reducer,3.4.5,"[['13', '13', '13', '13']]",4.0,4.0,13,"[False, False, False, False]","[2264726.0, 1440915.0, 2305978.0, 2017299.0]"
58642618,17771,T12,text_reducer,3.4.5,"[['Sendek', 'Sendek,', 'Sendek,', 'Sendek,'], ['&', '', '', ''], ['Biddick', 'Biddick', 'Biddick', 'Biddick']]",4.0,2.6666666666666665,"Sendek, & Biddick","[False, False, False, False]","[2264726.0, 1440915.0, 2305978.0, 2017299.0]"
58642619,17771,T6,text_reducer,3.4.5,"[['8-90/9-90', '8-90/9-90']]",2.0,2.0,8-90/9-90,"[False, False]","[1325481.0, nan]"
58642619,17771,T8,text_reducer,3.4.5,"[['33,34N', '33,', '33N,', '33,34N'], ['', '34N', '34N', '']]",4.0,2.0,"33,34N 34N","[False, False, False, False]","[1325481.0, 2245753.0, nan, 2131407.0]"
58642619,17771,T9,text_reducer,3.4.5,"[['6,7,8,9W', '6,', '6W,', '6,7,8,9W'], ['', '7,', '7W,', ''], ['', '8,', '8W,', ''], ['', '9W', '9W', '']]",4.0,1.5,"6,7,8,9W 7, 8, 9W","[False, False, False, False]","[1325481.0, 2245753.0, nan, 2131407.0]"
58642619,17771,T10,text_reducer,3.4.5,"[['Many', 'Many', 'Many']]",3.0,3.0,Many,"[False, False, False]","[1325481.0, 2245753.0, 2131407.0]"
58642619,17771,T12,text_reducer,3.4.5,"[['Pat', 'Pat', '', 'Pat'], ['Mitchell', 'Mitchell', '', 'Mitchell,'], ['', '', 'J.', 'J.'], ['', '', 'Holser', 'Holser']]",4.0,2.25,Pat Mitchell J. Holser,"[False, False, False, False]","[1325481.0, 2245753.0, nan, 2131407.0]"
58642620,17771,T6,text_reducer,3.4.5,,,,,,
58642620,17771,T8,text_reducer,3.4.5,"[['3N', '03N', '03N', '03N']]",4.0,3.0,03N,"[False, False, False, False]","[nan, 2262631.0, 1484814.0, 2060660.0]"
58642620,17771,T9,text_reducer,3.4.5,"[['10W', '10W', '10W', '10W']]",4.0,4.0,10W,"[False, False, False, False]","[nan, 2262631.0, 1484814.0, 2060660.0]"
58642620,17771,T10,text_reducer,3.4.5,"[['26', '26', '26', '26']]",4.0,4.0,26,"[False, False, False, False]","[nan, 2262631.0, 1484814.0, 2060660.0]"
58642620,17771,T12,text_reducer,3.4.5,"[['', 'BW', 'BW', 'BW,'], ['D.', '', '', 'D.'], ['Waite', '', '', 'Waite']]",4.0,2.0,BW D. Waite,"[False, False, False, False]","[nan, 2262631.0, 1484814.0, 2060660.0]"
58642621,17771,T6,text_reducer,3.4.5,,,,,,
58642621,17771,T8,text_reducer,3.4.5,"[['32N', '32N', '32N', '32N']]",4.0,4.0,32N,"[False, False, False, False]","[2183425.0, 2205077.0, 2074763.0, 2147890.0]"
58642621,17771,T9,text_reducer,3.4.5,"[['5', '5&6W', '5&6W', '5&6W'], ['6N', '', '', '']]",4.0,2.0,5&6W 6N,"[False, False, False, False]","[2183425.0, 2205077.0, 2074763.0, 2147890.0]"
58642621,17771,T10,text_reducer,3.4.5,"[['13,', '13,', '13,', '13,18,19,24'], ['18,', '18,', '18,', ''], ['18,', '19,', '19,', ''], ['24', '24', '24', '']]",4.0,2.75,"13, 18, 19, 24","[False, False, False, False]","[2183425.0, 2205077.0, 2074763.0, 2147890.0]"
58642621,17771,T12,text_reducer,3.4.5,"[['Deer', 'Deer', 'Deer', 'Deer'], ['Lk', 'Lk', 'Lake', 'Lk'], ['Assoc.', 'Assoc.', 'Assoc.', 'Assoc.']]",4.0,3.6666666666666665,Deer Lk Assoc.,"[False, False, False, False]","[2183425.0, 2205077.0, 2074763.0, 2147890.0]"
58642622,17771,T6,text_reducer,3.4.5,,,,,,
58642622,17771,T8,text_reducer,3.4.5,"[['33N', '33N', '33N', '33N']]",4.0,4.0,33N,"[False, False, False, False]","[nan, 2245753.0, 1741294.0, 2017299.0]"
58642622,17771,T9,text_reducer,3.4.5,"[['7W', '7W', '7W', '7W']]",4.0,4.0,7W,"[False, False, False, False]","[nan, 2245753.0, 1741294.0, 2017299.0]"
58642622,17771,T10,text_reducer,3.4.5,"[['9', '9', '9', '9']]",4.0,4.0,9,"[False, False, False, False]","[nan, 2245753.0, 1741294.0, 2017299.0]"
58642622,17771,T12,text_reducer,3.4.5,"[['Dist.', 'DIST', 'Dist.', 'Dist.'], ['5', '5.', '5', '5'], ['Crew', 'CREW', 'Crew,', 'Crew'], ['', '', 'Hollenbraugh', '']]",4.0,2.25,Dist. 5 Crew Hollenbraugh,"[False, False, False, False]","[nan, 2245753.0, 1741294.0, 2017299.0]"
58642623,17771,T6,text_reducer,3.4.5,"[['2/18/94', '2/18/94', '2/18/94']]",3.0,3.0,2/18/94,"[False, False, False]","[1902136.0, 1440915.0, 2275525.0]"
58642623,17771,T8,text_reducer,3.4.5,"[['33N', '33N', '33N', '33N']]",4.0,4.0,33N,"[False, False, False, False]","[1902136.0, 1901349.0, 1440915.0, 2275525.0]"
58642623,17771,T9,text_reducer,3.4.5,"[['1W', '1W', '1W', '1W']]",4.0,4.0,1W,"[False, False, False, False]","[1902136.0, 1901349.0, 1440915.0, 2275525.0]"
58642623,17771,T10,text_reducer,3.4.5,"[['26,', '26,', '26,27', '26,27'], ['27', '27', '', '']]",4.0,2.0,"26, 27","[False, False, False, False]","[1902136.0, 1901349.0, 1440915.0, 2275525.0]"
58642623,17771,T12,text_reducer,3.4.5,"[['D.', '', '', ''], ['5', '', '', ''], ['Crew', 'Hollenbaugh', 'Hollenbaugh', 'Hollenbaugh']]",4.0,1.6666666666666667,D. 5 Hollenbaugh,"[False, False, False, False]","[1902136.0, 1901349.0, 1440915.0, 2275525.0]"
58642624,17771,T6,text_reducer,3.4.5,,,,,,
58642624,17771,T8,text_reducer,3.4.5,"[['36N', '36N', '36N', '36N']]",4.0,4.0,36N,"[False, False, False, False]","[2272550.0, 2003472.0, 1915510.0, 1484814.0]"
58642624,17771,T9,text_reducer,3.4.5,"[['1W', '1W', '1W', '1W']]",4.0,4.0,1W,"[False, False, False, False]","[2272550.0, 2003472.0, 1915510.0, 1484814.0]"
58642624,17771,T10,text_reducer,3.4.5,"[['1,', '1,2,3,11&12', '1,2,3,11&12', '1,'], ['2,', '', '', '2,'], ['3,', '', '', '3,'], ['11,', '', '', '11'], ['', '', '', '&'], ['12', '', '', '12']]",4.0,1.6666666666666667,"1, 2, 3, 11, & 12","[False, False, False, False]","[2272550.0, 2003472.0, 1915510.0, 1484814.0]"
58642624,17771,T12,text_reducer,3.4.5,,,,,,
58642625,17771,T6,text_reducer,3.4.5,,,,,,
58642625,17771,T8,text_reducer,3.4.5,"[['35,36N', '35,', '35,36N', '35,36N'], ['', '36N.', '', '']]",4.0,2.0,"35,36N 36N.","[False, False, False, False]","[2288992.0, 2286369.0, 2301059.0, 2017299.0]"
58642625,17771,T9,text_reducer,3.4.5,"[['3W', '3W.', '3W', '3W']]",4.0,3.0,3W,"[False, False, False, False]","[2288992.0, 2286369.0, 2301059.0, 2017299.0]"
58642625,17771,T10,text_reducer,3.4.5,"[['Many', 'Many.']]",2.0,1.0,Many,"[False, False]","[2288992.0, 2286369.0]"
58642625,17771,T12,text_reducer,3.4.5,"[['Hollenbaugh', 'Hollenbaugh.', 'Hollenbaugh', 'Hollenbaugh']]",4.0,3.0,Hollenbaugh,"[False, False, False, False]","[2288992.0, 2286369.0, 2301059.0, 2017299.0]"
58642626,17771,T6,text_reducer,3.4.5,,,,,,
58642626,17771,T8,text_reducer,3.4.5,"[['35,36,37', '35,'], ['', '36,'], ['', '37N']]",2.0,1.0,"35,36,37 36, 37N","[False, False]","[2264726.0, 2272550.0]"
58642626,17771,T9,text_reducer,3.4.5,"[['12W', '12W', '1-2W']]",3.0,2.0,12W,"[False, False, False]","[2264726.0, 2272550.0, 2288401.0]"
58642626,17771,T10,text_reducer,3.4.5,"[['Many', 'many']]",2.0,1.0,Many,"[False, False]","[2264726.0, 2272550.0]"
58642626,17771,T12,text_reducer,3.4.5,"[['', 'Dist.', ''], ['D-5', '5', 'D-5'], ['Crew', 'Crew', 'Crew']]",3.0,2.0,Dist. D-5 Crew,"[False, False, False]","[2264726.0, 2272550.0, 2288401.0]"
58642627,17771,T6,text_reducer,3.4.5,,,,,,
58642627,17771,T8,text_reducer,3.4.5,"[['35N', '35N', '35N', '35N']]",4.0,4.0,35N,"[False, False, False, False]","[2282884.0, 2262647.0, 2253914.0, 2017299.0]"
58642627,17771,T9,text_reducer,3.4.5,"[['2W', '2W', '2W', '2W']]",4.0,4.0,2W,"[False, False, False, False]","[2282884.0, 2262647.0, 2253914.0, 2017299.0]"
58642627,17771,T10,text_reducer,3.4.5,"[['28', '28', '28', '28']]",4.0,4.0,28,"[False, False, False, False]","[2282884.0, 2262647.0, 2253914.0, 2017299.0]"
58642627,17771,T12,text_reducer,3.4.5,"[['Miller,', 'Miller,', 'Miller,', 'Miller,'], ['Hoxie,', 'Hoxie,', 'Hoxie,', 'Hoxie'], ['', '&', '', '&'], ['Holser', 'Hosler', 'Holser', 'Holser']]",4.0,3.0,"Miller, Hoxie, & Holser","[False, False, False, False]","[2282884.0, 2262647.0, 2253914.0, 2017299.0]"
58642628,17771,T6,text_reducer,3.4.5,,,,,,
58642628,17771,T8,text_reducer,3.4.5,"[['36N', '36N', '36N', '36N']]",4.0,4.0,36N,"[False, False, False, False]","[2301059.0, 1484814.0, 2017299.0, 2325920.0]"
58642628,17771,T9,text_reducer,3.4.5,"[['1E', '1E', '1E', '1E']]",4.0,4.0,1E,"[False, False, False, False]","[2301059.0, 1484814.0, 2017299.0, 2325920.0]"
58642628,17771,T10,text_reducer,3.4.5,"[['2', '2', '2', '2']]",4.0,4.0,2,"[False, False, False, False]","[2301059.0, 1484814.0, 2017299.0, 2325920.0]"
58642628,17771,T12,text_reducer,3.4.5,"[['Hollenbaugh', 'Hollenbaugh', 'Hollenbaugh', 'Hollenbaugh'], ['&', '&', '&', '&'], ['Hoxie', 'Hoxie', 'Hoxie', 'Hoxie']]",4.0,4.0,Hollenbaugh & Hoxie,"[False, False, False, False]","[2301059.0, 1484814.0, 2017299.0, 2325920.0]"
58642629,17771,T6,text_reducer,3.4.5,,,,,,
58642629,17771,T8,text_reducer,3.4.5,"[['34N', '34N', '34N', '34N']]",4.0,4.0,34N,"[False, False, False, False]","[2074763.0, 1440915.0, 318891.0, 2271829.0]"
58642629,17771,T9,text_reducer,3.4.5,"[['E', '1E', '1E', '1E']]",4.0,3.0,1E,"[False, False, False, False]","[2074763.0, 1440915.0, 318891.0, 2271829.0]"
58642629,17771,T10,text_reducer,3.4.5,"[['31', '31', '31', '31']]",4.0,4.0,31,"[False, False, False, False]","[2074763.0, 1440915.0, 318891.0, 2271829.0]"
58642629,17771,T12,text_reducer,3.4.5,"[['Reeves', 'Reeves,', 'Reeves', 'Reeves'], ['', 'H.', '', ''], ['', 'Brado', '', '']]",4.0,1.6666666666666667,Reeves H. Brado,"[False, False, False, False]","[2074763.0, 1440915.0, 318891.0, 2271829.0]"
58642630,17771,T6,text_reducer,3.4.5,[['2-21-78']],1.0,1.0,2-21-78,[False],[1440915.0]
58642630,17771,T8,text_reducer,3.4.5,"[['34', '34N', '34N', '34N'], ['N', '', '', '']]",4.0,2.0,34N N,"[False, False, False, False]","[2186539.0, 1484814.0, 1440915.0, 2023041.0]"
58642630,17771,T9,text_reducer,3.4.5,"[['3', '3W', '3W', '3W'], ['W', '', '', '']]",4.0,2.0,3W W,"[False, False, False, False]","[2186539.0, 1484814.0, 1440915.0, 2023041.0]"
58642630,17771,T10,text_reducer,3.4.5,"[['31', '31', '31', '31']]",4.0,4.0,31,"[False, False, False, False]","[2186539.0, 1484814.0, 1440915.0, 2023041.0]"
58642630,17771,T12,text_reducer,3.4.5,"[['Shouder', 'Shouder', 'Shouder,', 'Shouder'], ['', '', 'H.', ''], ['', '', 'Brado', '']]",4.0,1.6666666666666667,Shouder H. Brado,"[False, False, False, False]","[2186539.0, 1484814.0, 1440915.0, 2023041.0]"
58642631,17771,T6,text_reducer,3.4.5,,,,,,
58642631,17771,T8,text_reducer,3.4.5,"[['44N', '44N', '44N', '44N']]",4.0,4.0,44N,"[False, False, False, False]","[1325481.0, 1484814.0, 2131407.0, 2017299.0]"
58642631,17771,T9,text_reducer,3.4.5,"[['6W', '6W', '6W', '6W']]",4.0,4.0,6W,"[False, False, False, False]","[1325481.0, 1484814.0, 2131407.0, 2017299.0]"
58642631,17771,T10,text_reducer,3.4.5,"[['21,22,27,28', '21,', '21,22,27,28', '21,22,27,28'], ['', '22,', '', ''], ['', '27,', '', ''], ['', '28', '', '']]",4.0,1.5,"21,22,27,28 22, 27, 28","[False, False, False, False]","[1325481.0, 1484814.0, 2131407.0, 2017299.0]"
58642631,17771,T12,text_reducer,3.4.5,"[['D.', 'D.', '', 'D.'], ['Ogle,', 'Ogle,', 'D.Ogle,', 'Ogle,'], ['J.', 'J.', '', 'J.'], ['Robertson,', 'Robertson,', 'J.Robertson,', 'Robertson,'], ['B.', 'B.', 'B.', 'B.'], ['Gruhn,', 'Gruhn,', 'Cruhn,', 'Cruhn,'], ['K.', 'K.', '', 'K.'], ['Smith', 'Smith', 'K.Smith', 'Smith']]",4.0,3.0,"D. Ogle, J. Robertson, B. Gruhn, K. Smith","[False, False, False, False]","[1325481.0, 1484814.0, 2131407.0, 2017299.0]"
58642632,17771,T6,text_reducer,3.4.5,[['-77']],1.0,1.0,-77,[False],[2010165.0]
58642632,17771,T8,text_reducer,3.4.5,"[['94N', '34N', '34N', '34N']]",4.0,3.0,34N,"[False, False, False, False]","[318883.0, 2023041.0, 2010165.0, 1484814.0]"
58642632,17771,T9,text_reducer,3.4.5,"[['3W', '3W', '3W', '3W']]",4.0,4.0,3W,"[False, False, False, False]","[318883.0, 2023041.0, 2010165.0, 1484814.0]"
58642632,17771,T10,text_reducer,3.4.5,"[['31', '31', '31', '31']]",4.0,4.0,31,"[False, False, False, False]","[318883.0, 2023041.0, 2010165.0, 1484814.0]"
58642632,17771,T12,text_reducer,3.4.5,"[['Shouder,', 'Shouder', 'Shouder,', 'Shouder'], ['H.', '', 'H.', ''], ['Brado', '', 'Brado', '']]",4.0,2.0,"Shouder, H. Brado","[False, False, False, False]","[318883.0, 2023041.0, 2010165.0, 1484814.0]"
58642633,17771,T6,text_reducer,3.4.5,,,,,,
58642633,17771,T8,text_reducer,3.4.5,"[['34N', '34N', '34N']]",3.0,3.0,34N,"[False, False, False]","[1543903.0, 1484814.0, 2060660.0]"
