subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,location_min,location_max,units,thermo_temp_top,thermo_temp_bottom,units,comments,URL_front,URL_back,column_name
63264584,T17,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Indian_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Indian_SUMM_005.jpg,Thermocline_location
63264589,T17,"[['25-40', '25', '25-40', '25-40'], ['', '-', '', ''], ['', '40', '', ''], ['Ft.', 'ft.', 'Ft.', 'ft.']]",4,1.75,25-40 - 40 Ft.,25,40,feet,76,55,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Long_SUMM_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Long_SUMM_026.jpg,Thermocline_location
63264603,T17,"[[""22'"", ""22'-35'"", '22-35', ""22-35'""], ['-', '', 'feet', ''], [""35'"", '', '', '']]",4,1,22' - 35',22,35,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_TwinNorth_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_TwinNorth_SUMM_014.jpg,Thermocline_location
63264608,T17,"[[""15-27'"", '15', ""15-27'"", '15-27’'], ['', '-', '', ''], ['', ""27'"", '', '']]",4,1.333333333,15-27' - 27',15,27,feet,18.1,10.4,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Bohmier_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Bohmier_SUMM_004.jpg,Thermocline_location
63264615,T17,"[['17-20', '17', '17-20', '17-20'], ['', '-', '', ''], ['', '20', '', '']]",4,1.666666667,17-20 - 20,17,20,feet,69,65,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Crystal_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Crystal_SUMM_008.jpg,Thermocline_location
63264619,T17,"[['6', ""6'"", '', ""6'""], ['feet', '', '', ''], ['to', 'to', '', 'to'], ['18', ""18'"", ""6-18'"", ""18'""], ['feet', '', '', '']]",4,1.8,6' feet to 18' feet,6,18,feet,68,47,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kunze_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kunze_SUMM_004.jpg,Thermocline_location
63264621,T16,"[['yes.', 'Yes.', 'Yes', 'YES']]",4,1,yes.,yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kratt_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kratt_SUMM_009.jpg,Thermocline_Present
63264625,T17,"[['10-25', '10', ""10-25'"", '10-25'], ['', '-', '', ''], ['', '25', '', ''], ['ft.', 'ft.', '', 'feet']]",4,1.5,10-25 - 25 ft.,10,25,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Ongie_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Ongie_SUMM_010.jpg,Thermocline_location
63264628,T17,"[[""15-24'"", '15-24', '15', ""15-24'""], ['', 'feet', '-', ''], ['', '', ""24'"", '']]",4,1.333333333,15-24' feet 24',15,24,feet,69,61.5,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Otter_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Otter_SUMM_014.jpg,Thermocline_location
63264636,T17,"[['6', '', ''], ['-', '', ''], ['18', '6-18', '6-18'], ['ft', 'ft.', 'feet']]",3,1.25,6 - 6-18 ft,6,18,feet,26,13,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ingham_Jones_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ingham_Jones_SUMM_006.jpg,Thermocline_location
63264638,T17,"[['', '', '8', ''], ['', '', '-', ''], [""8-30'"", ""8-30'"", ""30'"", ""8-30'""]]",4,1.666666667,8 - 8-30',8,30,feet,69,47,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Twenty-Eight_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Twenty-Eight_SUMM_003.jpg,Thermocline_location
63264639,T17,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Webber_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Webber_SUMM_006.jpg,Thermocline_location
63264640,T17,"[[""10'-26'"", '10’', '10-26', ""10'""], ['', '-', 'ft', '-'], ['', '26’', '', ""26'""]]",4,1.333333333,10'-26' - 26’,10,26,feet,65.3,45.1,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Toivola_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Toivola_SUMM_008.jpg,Thermocline_location
63264644,T17,"[['15', '15-27.5', '15-27.5', ""15-27.5'""], ['-', '', '', ''], ['27.5', '', '', ''], ['ft', 'ft.', 'ft.', '']]",4,1.5,15-27.5 - 27.5 ft.,15,27.5,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ionia_Morrison_SUMM_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ionia_Morrison_SUMM_030.jpg,Thermocline_location
63264647,T17,"[['15', '15-25', ""15-25'"", '15-25'], ['-', '', '', 'FT'], ['25', '', '', ''], ['ft.', 'ft.', '', '']]",4,1.5,15-25 - 25 ft.,15,25,feet,25,20.8,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_BassBig_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_BassBig_SUMM_010.jpg,Thermocline_location
63264651,T16,[['No']],1,1,No,no,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_IslandLittle_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_IslandLittle_SUMM_008.jpg,Thermocline_Present
63264657,T16,"[['24.2', 'Y'], ['C.', ''], ['to', ''], ['9.1', ''], ['C', '']]",2,1,24.2 C. to 9.1 C,yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_Loon_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_Loon_SUMM_010.jpg,Thermocline_Present
63264661,T17,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bass_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bass_SUMM_002.jpg,Thermocline_location
63264662,T17,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_008.jpg,Thermocline_location
63264668,T17,"[['15-25ft', '15-25', '15', ""15-25'""], ['', '', '-', ''], ['', '', '25', ''], ['', 'ft.', 'ft.', '']]",4,1.25,15-25ft - 25 ft.,15,25,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_ChiefEdwards_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_ChiefEdwards_SUMM_006.jpg,Thermocline_location
63264675,T17,"[['10-20', ""10-20'"", '10-20', '10'], ['', '', '', '-'], ['', '', '', '20'], ['Ft.', '', 'ft.', 'Ft.']]",4,1.5,10-20 - 20 Ft.,10,20,feet,20.3,12.2,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_36-849_1949_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_36-849_1949_SUMM_001_02.jpg,Thermocline_location
63264681,T17,"[['', '9', '', ''], ['', '-', '', ''], ['9-24', '24', '9-24', '9-24']]",4,1.666666667,9/9/24,9,24,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_015.jpg,Thermocline_location
63264683,T16,"[[""21'"", '21’', ""21'""], ['-', '-', '-'], ['14.1', '14.1°C.', '14.1*C'], ['*C', '', '']]",3,1.75,21' - 14.1 *C,yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Five_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Five_SUMM_010.jpg,Thermocline_Present
63264683,T17,"[[""21'""], ['-'], ['14.1*C']]",1,1,21' - 14.1*C,21,,feet,14.1,,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Five_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Five_SUMM_010.jpg,Thermocline_location
63264684,T17,"[['14', '', '', ''], ['-', '', '', ''], ['17.0', '14-17.0', '14-17.0', '14-17.0']]",4,1.666666667,14 - 14-17.0,14,17,feet,20.7,17.9,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gibson_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gibson_SUMM_010.jpg,Thermocline_location
63264685,T17,[['---']],1,1,---,,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gabbit_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gabbit_SUMM_004.jpg,Thermocline_location
63264686,T16,"[['36', ""36'""], ['ft.', '-'], ['14.2', '14.2*C']]",2,1,36 ft. 14.2,yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Golden_SUMM_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Golden_SUMM_043.jpg,Thermocline_Present
63264688,T17,"[['15-26', ""15-26'"", '15-26', '15'], ['', '', '', '-'], ['', '', '', '26'], ['ft.', '', 'ft.', 'ft.']]",4,1.75,15-26 - 26 ft.,15,26,feet,49.6,,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_019.jpg,Thermocline_location
63264697,T17,"[['10', ""10-24'"", ""10-24'"", '10-24'], ['-', '', '', 'feet'], [""26'"", '', '', '']]",4,1.333333333,10-24' - 26',10,24,feet,75.4,54.5,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ice_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ice_SUMM_010.jpg,Thermocline_location
63264700,T16,[['`']],1,1,`,no,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Stanley_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Stanley_SUMM_016.jpg,Thermocline_Present
63264724,T17,"[['20', ""20-30'"", '20-30', '20'], ['-', '', '', '-'], ['30', '', '', '30'], ['ft', '', 'feet', 'ft.']]",4,1.75,20 - 30 ft,20,30,feet,71,52,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Vineyard_SUMM_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Vineyard_SUMM_026.jpg,Thermocline_location
63264733,T17,"[['15-27.5', '15-27.5ft', '15-27.5', '15'], ['', '', '', '-'], ['', '', '', '27.5'], ['ft.', '', 'ft.', 'ft.']]",4,1.75,15-27.5 - 27.5 ft.,15,27.5,feet,74,50,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle2S_9W_S2_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle2S_9W_S2_SUMM_027.jpg,Thermocline_location
63264740,T17,"[['13', '13-35', ""13-35'"", '13-35'], ['-', '', '', ''], ['35', '', '', ''], ['feet', 'feet', '', 'feet']]",4,1.75,13-35 - 35 feet,13,35,feet,75,45,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lyons_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lyons_SUMM_004.jpg,Thermocline_location
63264746,T16,[['Yes']],1,1,Yes,yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_038.jpg,Thermocline_Present
63264746,T17,"[['22', '21-1/2-35', '22-1/2-35ft', '22½-35'], ['1/2', 'ft.', '', 'ft.'], ['-', '', '', ''], [""35'"", '', '', '']]",4,1.25,22 ft. - 35',22.5,35,feet,69,50,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_038.jpg,Thermocline_location
63264749,T17,"[['15-25', '14-25', '15', ""15-25'""], ['', '', '-', ''], ['', '', '25', ''], ['ft', 'ft.', 'ft.', '']]",4,1.25,15-25 - 25 ft.,15,25,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_036.jpg,Thermocline_location
63264751,T16,[['None']],1,1,None,no,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Eagle_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Eagle_SUMM_012.jpg,Thermocline_Present
63264754,T17,"[[""15'-35'"", ""15'-35'"", ""15'-"", ""15'""], ['', '', '', '-'], ['', '', ""35'"", ""35'""]]",4,1.666666667,15'-35' - 35',15,35,feet,21.5,10,C,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_023.jpg,Thermocline_location
63264757,T17,"[['15', '', '', ''], ['-', '', '', ''], [""30'"", ""15-30'"", ""15-30'"", ""15-30'""]]",4,1.666666667,15 - 15-30',15,30,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Log_SUMM_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Log_SUMM_026.jpg,Thermocline_location
63264758,T17,"[['10', ""10-30'"", '10-30', ""10-30'""], ['-', '', 'feet', ''], [""30'"", '', '', '']]",4,1.333333333,10-30' - 30',10,30,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_019.jpg,Thermocline_location
63264759,T16,[['-']],1,1,-,yes,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_016.jpg,Thermocline_Present
63264760,T17,"[[""15-25'"", '15', ""15'"", ""15'""], ['', 'feet', '', ''], ['', '-', '-', '-'], ['', '25', ""25'"", ""25'""], ['', 'feet', '', '']]",4,1.8,15' feet - 25' feet,15,25,feet,71,51,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_010.jpg,Thermocline_location
63264764,T17,"[['', '20', '', ''], ['', '-', '', ''], [""20-25'"", ""25'"", ""20-25'"", ""20-25'""]]",4,1.666666667,20 - 20-25',20,25,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_016.jpg,Thermocline_location
63264771,T17,"[['15', ""15-30'"", '15-30', '15-30'], ['-', '', 'feet', ''], ['30', '', '', ''], ['ft.', '', '', 'ft']]",4,1.25,15-30 - 30 ft.,15,30,feet,73.1,49.4,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Byrne_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Byrne_SUMM_004.jpg,Thermocline_location
63264772,T17,"[['17.5', ""17.5-30'"", '17.5-30', '17.5-30'], ['-', '', '', ''], ['30', '', '', ''], ['ft.', '', 'ft.', 'feet']]",4,1.5,17.5-30 - 30 ft.,17.5,30,feet,70.3,48.4,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Campbell_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Campbell_SUMM_005.jpg,Thermocline_location
63264775,T17,"[['13', ""13-30'"", '13-30', ""13-30'""], ['-', '', 'feet', ''], [""30'"", '', '', '']]",4,1.333333333,13-30' - 30',13,30,feet,74,46,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Campau_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Campau_SUMM_019.jpg,Thermocline_location
63264777,T17,[['--']],1,1,--,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_006.jpg,Thermocline_location
63264778,T17,[['--']],1,1,--,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_20191125120204234_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_20191125120204234_0002.jpg,Thermocline_location
63264782,T17,"[['15-20', '15-20', '15', '15-20'], ['', '', '-', ''], ['', '', '20', '']]",4,1.666666667,15-20 - 20,15,20,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Lime_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Lime_SUMM_027.jpg,Thermocline_location
63264786,T17,"[['10-23', '10', ""10-23'"", '10-23'], ['', '-', '', ''], ['', '23', '', ''], ['ft', 'ft.', '', 'feet']]",4,1.25,10-23 - 23 ft,10,23,feet,76.6,48.4,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Gove_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Gove_SUMM_010.jpg,Thermocline_location
63264789,T17,"[['', '17', '', '17'], ['17-1/2-30', '1/2', '17½-30', ""1/2-30'""], ['', '-', '', ''], ['', '30', '', ''], ['feet', 'feet', 'feet', '']]",4,1.6,17 17-1/2-30 - 30 feet,17.5,30,feet,70,51,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Murray_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Murray_SUMM_027.jpg,Thermocline_location
63264790,T17,"[['10-32', '10-32', ""10-32'"", '10'], ['', '', '', '-'], ['', '', '', '32']]",4,1.333333333,10-32 - 32,10,32,feet,76,54,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_PineIslandBig_SUMM_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_PineIslandBig_SUMM_022.jpg,Thermocline_location
63264791,T17,"[[""16-29'"", '16', '16-29', ""16-29'""], ['', '-', 'feet', ''], ['', ""29'"", '', '']]",4,1.333333333,16-29' - 29',16,29,feet,73,55,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Reeds_SUMM_066.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Reeds_SUMM_067.jpg,Thermocline_location
63264792,T17,"[['20-30', '20', '20', ""20-30'""], ['', '', '-', ''], ['', '-30', '30', '']]",4,1.333333333,20 - -30,20,30,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round10N_11W_S31_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round10N_11W_S31_SUMM_004.jpg,Thermocline_location
63264799,T17,"[['15', ""15-30'"", '15-30', '15-30'], ['-', '', '', 'feet'], ['30', '', '', '']]",4,1.333333333,15-30 - 30,15,30,feet,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scram_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scram_SUMM_010.jpg,Thermocline_location
63264802,T17,"[['15-30', ""15-30'"", '15', '15-30'], ['', '', '-', ''], ['', '', '30', ''], ['Ft.', '', 'ft.', 'ft.']]",4,1.5,15-30 - 30 ft.,15,30,feet,70,51,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_WabasisBig_SUMM_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_WabasisBig_SUMM_020.jpg,Thermocline_location
63264821,T16,[['-']],1,1,-,no,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121417025_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121417025_0002.jpg,Thermocline_Present
63264822,T16,[['None']],1,1,None,no,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121332670_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121332670_0002.jpg,Thermocline_Present
63264839,T16,[['-']],1,1,-,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_McCarthy_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_McCarthy_SUMM_011.jpg,Thermocline_Present
63264843,T16,[['none']],1,1,none,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Oxbow_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Oxbow_SUMM_004.jpg,Thermocline_Present
63264843,T17,[['none']],1,1,none,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Oxbow_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Oxbow_SUMM_004.jpg,Thermocline_location
63264847,T17,"[[""18-22'"", '18', '18-22', '18-22'], ['', '-', '', ''], ['', '22', '', ''], ['', 'ft', 'Ft.', 'Ft.']]",4,1.5,18-22 - 22 Ft.,18,22,feet,70,62,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Paradise_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Paradise_SUMM_016.jpg,Thermocline_location
63264852,T17,"[['Not'], ['taken']]",1,1,Not taken,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Spruce_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Spruce_SUMM_008.jpg,Thermocline_location
63264867,T17,"[[""15-30'"", '15-30', '15', ""15-30'""], ['', 'feet', '-', ''], ['', '', ""23'"", '']]",4,1.333333333,15-30' feet 23',15,30,feet,72,51,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Davidson_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Davidson_SUMM_013.jpg,Thermocline_location
63264869,T17,"[[""17'"", ""17-29'"", '17', '17-29'], ['', '', 'feet', ''], ['-', '', '-', ''], [""29'"", '', '29', ''], ['', '', 'feet', 'feet']]",4,1.4,17' feet - 29' feet,17,29,feet,74,52,F,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Davie_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Davie_SUMM_006.jpg,Thermocline_location
