subject_id,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,URL_front,URL_back,column_name,min,max,units,
63264374,"[['15', '', '15', ''], ['-', '', '-', ''], ['20%', '15-20%', '20%', '15-20%']]",4,2,15 - 20%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Chippewa_Frenchman's_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Chippewa_Frenchman's_030.jpg,Percent shoal,15,20,pct,
63264377,"[['80*', '80', '80%', '80']]",4,2,80,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Chippewa_Frenchman's_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Chippewa_Frenchman's_032.jpg,Percent shoal,80,,pct,
63264420,"[['(less'], ['than'], ['15'], ['ft.)']]",1,1,(less than 15 ft.),https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Crawford_Glory_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Crawford_Glory_SUMM_016.jpg,Percent shoal,NA,,pct,
63264448,"[['Approx.', 'Approximately', 'Approx.', 'Approx.'], ['75', '', '', ''], ['-', '', '', ''], ['85%', '75-85%', '75-85%', '75-85%']]",4,2,approx. 75 - 75-85%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_BeatonsLittle_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_BeatonsLittle_SUMM_006.jpg,Percent shoal,75,85,pct,
63264450,"[['60', '60%', '60%', '60%'], ['percent', '', '', '']]",4,2,60% percent,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Buck_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Buck_SUMM_003.jpg,Percent shoal,60,,pct,
63264456,"[['90%', '90%', '90', '90%'], ['', '', '%', '']]",4,2,90% %,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Cloverleaf_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Cloverleaf_SUMM_007.jpg,Percent shoal,90,,pct,
63264483,"[['100%', '100', '100', '100%'], ['', 'f', '', '']]",4,1.5,100% f,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Holly_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Holly_SUMM_006.jpg,Percent shoal,100,,pct,
63264484,"[['90', '90', '90%', '90%']]",4,2,90,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Grass_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Grass_SUMM_009.jpg,Percent shoal,90,,pct,
63264486,"[['46%', '40', '40', '40%']]",4,2,40,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Henry_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Henry_SUMM_009.jpg,Percent shoal,40,,pct,
63264518,"[['50', '50%', '50', '50%']]",4,2,50,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Ormes_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Ormes_SUMM_013.jpg,Percent shoal,50,,pct,
63264527,"[['95%', '95', '95%', '95%'], ['', 'per', '', ''], ['', 'cent', '', '']]",4,1.666666667,95% per cent,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Pomeroy_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Pomeroy_SUMM_011.jpg,Percent shoal,95,,pct,
63264548,[['5-7']],1,1,7-May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Suns_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Suns_SUMM_007.jpg,Percent shoal,NA,,pct,
63264558,"[['41.6', '41.6%', '41.6%', '41%']]",4,2,41.60%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Boardman_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Boardman_SUMM_014.jpg,Percent shoal,41.6,,pct,
63264567,"[['approx', 'approx-30%', 'approx-30%', 'approx-30%'], ['-', '', '', ''], ['30%', '', '', '']]",4,1.666666667,approx-30% - 30%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_ChristmasTree_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_ChristmasTree_SUMM_007.jpg,Percent shoal,30,,pct,
63264576,[['small']],1,1,small,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fife_SUMM_060.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fife_SUMM_061.jpg,Percent shoal,NA,,pct,
63264597,"[['30', '30%', '30%', '30']]",4,2,30,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Sands_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Sands_SUMM_010.jpg,Percent shoal,30,,pct,
63264617,"[['100', '100%', '100%', '100']]",4,2,100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Hauger_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Hauger_SUMM_011.jpg,Percent shoal,100,,pct,
63264621,"[['20%.', '20%.', '20%', '20%']]",4,2,20%.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kratt_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kratt_SUMM_009.jpg,Percent shoal,20,,pct,
63264622,[['---']],1,1,---,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Maggie_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Maggie_SUMM_005.jpg,Percent shoal,NA,,pct,
63264639,[['-']],1,1,-,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Webber_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Webber_SUMM_006.jpg,Percent shoal,NA,,pct,
63264644,"[['15%', '15', '15', '15%'], ['', 'per', 'per', ''], ['', 'cent', 'cent', '']]",4,2,15% per cent,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ionia_Morrison_SUMM_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ionia_Morrison_SUMM_030.jpg,Percent shoal,15,,pct,
63264679,"[['lake'], ['not'], ['completely'], ['sounded']]",1,1,lake not completely sounded,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_016.jpg,Percent shoal,NA,,pct,
63264711,"[['100', '100%', '100%', '100%'], ['percent', '', '', '']]",4,2,100% percent,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Lost_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Lost_SUMM_003.jpg,Percent shoal,100,,pct,
63264715,"[['100', '100%', '100%', '100%'], ['%', '', '', '']]",4,2,100% %,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PondLily2S_2E_S12_SUMM_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PondLily2S_2E_S12_SUMM_017.jpg,Percent shoal,100,,pct,
63264746,"[['20%', '20', '20', '20%']]",4,2,20%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_038.jpg,Percent shoal,20,,pct,
63264779,"[['35%', '35%', '35', '35%'], ['', '', '%', '']]",4,2,35% %,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Deer_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Deer_SUMM_004.jpg,Percent shoal,35,,pct,
63264782,"[['25', ""25'"", '25', '25%']]",4,2,25,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Lime_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Lime_SUMM_027.jpg,Percent shoal,25,,pct,
63264796,"[['10%', '10%', '10', '10'], ['', '', 'Per', 'Per'], ['', '', 'Cent', 'Cent']]",4,2,10% per cent,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scotch_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scotch_SUMM_003.jpg,Percent shoal,10,,pct,
63264799,"[['25', '25%', '25', '25%']]",4,2,25,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scram_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scram_SUMM_010.jpg,Percent shoal,25,,pct,
63264812,"[['55-60', '55', '55-60', '55-60%'], ['', '-', '', ''], ['', '60', '', '']]",4,1.333333333,55-60 - 60,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_045.jpg,Percent shoal,55,60,pct,
63264817,"[['25', '25%', '25%']]",3,2,25%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassLittle_SUMM_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassLittle_SUMM_068.jpg,Percent shoal,25,,pct,
63264822,"[['70', '70', '70%', '70%']]",4,2,70,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121332670_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BigStar_SUMM_20191127121332670_0002.jpg,Percent shoal,70,,pct,
63264825,[['Steep']],1,1,steep,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Guard_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Guard_SUMM_003.jpg,Percent shoal,NA,,pct,
63264835,"[['~70', '70%', '-70']]",3,1,~70,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Idlewild_SUMM_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Idlewild_SUMM_018.jpg,Percent shoal,70,,pct,
63264847,"[['55%', '55', '~55', '~55']]",4,2,~55,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Paradise_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Paradise_SUMM_016.jpg,Percent shoal,55,,pct,
63264852,"[['less'], ['than'], ['15'], ['ft']]",1,1,less than 15 ft,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Spruce_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Spruce_SUMM_008.jpg,Percent shoal,NA,,pct,
63264864,"[['58.6', '58.6%', '58.6%', '58.6%'], ['%', '', '', '']]",4,2,58.6% %,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Whalen_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Whalen_SUMM_006.jpg,Percent shoal,58.6,,pct,
63264866,"[['100', '100%', '100%', '100']]",4,2,100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Wolf_SUMM_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Wolf_SUMM_032.jpg,Percent shoal,100,,pct,
63264874,"[['10', '10%', '10%', '10']]",4,2,10,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Horton_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Horton_SUMM_003.jpg,Percent shoal,10,,pct,
63264878,[['none']],1,1,none,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Indian_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Indian_SUMM_013.jpg,Percent shoal,NA,,pct,
63264897,"[['60', '60%', '60%', '60']]",4,2,60,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Zukey_47-97_1939_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Zukey_47-97_1939_SUMM_001_02.jpg,Percent shoal,60,,pct,
63264901,"[['100', '100*', '100', '100%']]",4,2,100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Belle_SUMM_003_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Belle_SUMM_003_B.jpg,Percent shoal,100,,pct,
63264902,"[['10-20', '10', '10-20%', '10-20%'], ['', '-', '', ''], ['', '20', '', '']]",4,1.333333333,10-20% - 20,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Bass_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Bass_SUMM_001_B.jpg,Percent shoal,10,20,pct,
63264909,"[['25', '25', ''], ['to', 'to', ''], ['35%', '35%', '25-35%']]",3,2,25 to 35%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pike_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pike_SUMM_001_B.jpg,Percent shoal,25,30,pct,
63264931,"[['100%', '100%', '100', '100']]",4,2,100%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1969_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1969_SUMM_001_02.jpg,Percent shoal,100,,pct,
63264932,"[['58.24', '2.1', '58.24%', '58.24%'], ['', ""16'"", '', '']]",4,1.5,58.24% 16',https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Menominee_Bass_SUMM_20191202121716322_0003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Menominee_Bass_SUMM_20191202121716322_0004.jpg,Percent shoal,58.24,,pct,
63264947,"[['5%?', '5', '5', '5%'], ['', '?', '-', '?'], ['', '', '7', '']]",4,1.666666667,5 ? 7,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Deep_SUMM_20191211145550015_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Deep_SUMM_20191211145550015_0002.jpg,Percent shoal,5,,pct,
63264969,"[['35-40%.', '35-40%', '35-40%', '35'], ['', '', '', '-'], ['', '', '', '40%']]",4,1.333333333,35-40% - 40%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEASENORTH_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_DEASENORTH_SUMM_0002_2.jpeg,Percent shoal,35,40,pct,
63264985,"[['36%', '36%', '36%', '36%'], ['', '(less', '', ''], ['', 'than', '', ''], ['', '15', '', ''], ['', 'ft.)', '', '']]",4,1.6,36% (less than 15 ft.),https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_COUNTYLINE_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/ONTONAGON_COUNTYLINE_SUMM_0001_2.jpg,Percent shoal,36,,pct,
63265016,"[['25-30', '25-30%', '25-30%', '25'], ['', '', '', '-'], ['', '', '', '30%']]",4,1.333333333,25-30% - 30%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_WELLS_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_WELLS_SUMM_0001_2.jpg,Percent shoal,25,30,pct,
63265017,"[[""45'"", '<', ""<15'"", ""21.5'""], ['-', '15', '', '-'], ['', 'ft.', '', ''], ['', '=', '=', ''], ['60%', '60%', '60%', '40%']]",4,1.8,45' - ft. = 60%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_Loon_SUMM_20191210112529965_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_Loon_SUMM_20191210112529965_0002.jpg,Percent shoal,60,,pct,
63265020,"[['100(75%', '100%', '100', '100%'], ['', '(75%', '(75%', '(75%'], ['to', 'to', 'to', 'to'], ['6', ""6'"", ""6'"", '6'], ['foot', 'contour', '', 'feet'], ['contour)/', '(J.', 'contour)', 'contour)'], ['', 'L.', '', ''], ['', 'F.)', '', '']]",4,2,100% (75% to 6 foot contour) l. f.),https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Argo_SUMM_20200203130132622_0005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Argo_SUMM_20200203130132622_0006.jpg,Percent shoal,100,,pct,
63265024,"[['44%', '44%', '44%', '44'], ['', '', '', '%']]",4,2,44% %,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_BigPortage_81-71_1941_SUMM_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_BigPortage_81-71_1941_SUMM_002_02.jpg,Percent shoal,44,,pct,
63265037,"[['100%', '100%', '100', '100'], ['', 'J.L.F.', '', '']]",4,1.5,100% j.l.f.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Geddes_SUMM_20200224114400057_0009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Geddes_SUMM_20200224114400057_0010.jpg,Percent shoal,100,,pct,
63265042,"[['Not'], ['worth'], ['managing'], ['(R.W.'], ['Eschmeyer)']]",1,1,not worth managing (r.w. eschmeyer),https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Klink_SUMM_20200225130740036_0005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Klink_SUMM_20200225130740036_0006.jpg,Percent shoal,NA,,pct,
63265057,"[['100', '100%', '100%', '100']]",4,2,100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Fowler_SUMM_12.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Fowler_SUMM_11.jpeg,Percent shoal,100,,pct,
63265062,"[['100%', '100', '100', '100%']]",4,2,100%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CEDAR_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CEDAR_SUMM_0001_2.jpeg,Percent shoal,100,,pct,
63265098,"[['100', '100%', '100%', '100']]",4,2,100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ECHO_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ECHO_SUMM_0001_2.jpeg,Percent shoal,100,,pct,
63265108,"[['entire', 'Entire', 'Entire', 'entire']]",4,2,entire,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HARTNEY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HARTNEY_SUMM_0001_2.jpeg,Percent shoal,100,,pct,
63265118,"[['5', '', '', ''], ['-', '', '', ''], [""18'"", '80%', '80%', '80%']]",4,1.666666667,5 - 80%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_KENNEDY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_KENNEDY_SUMM_0001_2.jpeg,Percent shoal,80,,pct,
63265138,"[['', '60', '', ''], ['', '-', '', ''], ['60-70%', '70%', '60-70%', '60-70%']]",4,1.666666667,60 - 60-70%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NAWAKWA_SUMM_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NAWAKWA_SUMM_0007_2.jpeg,Percent shoal,60,70,pct,
63265139,"[['100', '100', '100%', '100'], ['%', 'per', '', ''], ['', 'cent', '', '']]",4,1.666666667,100 % cent,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NONAMES_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NONAMES_SUMM_0002_2.jpeg,Percent shoal,100,,pct,
63265147,"[['[holes', '50.5%'], ['(4)]', '']]",2,1,[holes (4)],https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUND_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUND_SUMM_0001_2.jpeg,Percent shoal,NA,,pct,
63265166,"[['5', '5-8%', '5-8%', '5'], ['to', '', '', 'to'], ['8', '', '', '8'], ['per', '', '', 'per'], ['cent', '', '', 'cent']]",4,2,5 to 8 per cent,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TIE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TIE_SUMM_0001_2.jpeg,Percent shoal,5,8,pct,
63265169,"[['(less'], ['than'], ['15'], ['ft.)']]",1,1,(less than 15 ft.),https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TOWNLINE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TOWNLINE_SUMM_0001_2.jpeg,Percent shoal,NA,,pct,
63265185,"[['10', '10-15', '10-15%', '10'], ['-', '', '', '-'], ['15', '', '', '15']]",4,2,15-Oct,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_PIKE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_PIKE_SUMM_0001_2.jpeg,Percent shoal,10,15,pct,
63265202,"[['75', '75%', '75%', '75']]",4,2,75,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_SKEGEMOG_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_SKEGEMOG_SUMM_0001_2.jpeg,Percent shoal,75,,pct,
63265225,"[['60%', '60', '60%', '60']]",4,2,60%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_GEORGE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_GEORGE_SUMM_0001_2.jpeg,Percent shoal,60,,pct,
63265230,"[['10%', '10', '10%', '10']]",4,2,10%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_KINGBIG_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_KINGBIG_SUMM_0001_2.jpeg,Percent shoal,10,,pct,
