subject_id,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,min,max,units,notes,URL_front,URL_back,column_name
63265261,"[['134-131', '134-131', '134-131', '134'], ['', '', '', '-'], ['', '', '', '131']]",4,1.666666667,134-131 - 131,131,134,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_CHIEFNOONDAY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_CHIEFNOONDAY_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265274,"[['146-185', '146-185', '146', '146-185'], ['', '', '-', ''], ['', '', '185', ''], ['ppm.', 'ppm', 'ppm', 'ppm.']]",4,1.75,146-185 - 185 ppm.,146,185,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LIME_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LIME_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265276,"[['143-161', '143-161', '143', '143-161'], ['', '', '-', ''], ['', '', '161', '']]",4,1.666666667,143-161 - 161,143,161,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LONG1NR103536_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LONG1NR103536_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265279,"[['71-98', '71-98', '71', '71-98'], ['', '', '-', ''], ['', '', '98', '']]",4,1.666666667,71-98 - 98,71,98,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LOON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LOON_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265281,"[['136-174', '136-174', '136', '136-174'], ['', '', '-', ''], ['', '', '174', ''], ['ppm.', 'ppm', 'ppm', 'ppm.']]",4,1.75,136-174 - 174 ppm.,136,174,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_MIDDLE4N8WSECS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_MIDDLE4N8WSECS_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265289,"[['904', '', '', ''], ['-', '', '', ''], ['98', '94-98', '94-98', '94-98']]",4,1.666666667,904 - 94-98,94,98,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_SHELP_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_SHELP_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265291,"[[""15'""], ['-'], [""27'""]]",1,1,15' - 27',NA,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_SUGARBUSH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_SUGARBUSH_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265316,"[['162-222', '162', '162', '162-222'], ['', '-', 'to', ''], ['', '222', '222', '']]",4,1.666666667,162-222 - 222,162,222,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_CRAIG_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_CRAIG_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265319,"[['134.0-192.0', '134.0-192.0', '134.0', '134.0-192.0'], ['', '', '-', ''], ['', '', '192.0', '']]",4,1.666666667,134.0-192.0 - 192.0,134,192,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_GOODRICH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_GOODRICH_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265320,"[['184', '184-189', '184-189', '184-189'], ['-', '', '', ''], ['189', '', '', '']]",4,1.666666667,184-189 - 189,184,189,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_LOON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_LOON_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265326,"[['172-183', '172-183', '172-183', '172'], ['', '', '', '-'], ['', '', '', '183']]",4,1.666666667,172-183 - 183,172,183,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Eagle_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Eagle_SUMM_019.jpg,Methyl Orange Alk Range
63265338,"[['204-210', '204-210', '204-210', '204'], ['', '', '', '-'], ['', '', '', '210'], ['ppm.', 'ppm.', 'ppm', 'ppm']]",4,1.75,204-210 - 210 ppm.,204,210,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Lawler_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Lawler_SUMM_005.jpg,Methyl Orange Alk Range
63265340,"[['210', '210-213', '210-213', '210-213'], ['-', '', '', ''], ['213', '', '', '']]",4,1.666666667,210-213 - 213,210,213,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_PawPawLittle_SUMM_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_PawPawLittle_SUMM_017.jpg,Methyl Orange Alk Range
63265341,"[['215-221ppm', '215-221', '215', '215-221'], ['', '', '-', ''], ['', '', '221', ''], ['', 'ppm', 'ppm', 'ppm.']]",4,1.5,215-221 - 221 ppm,215,221,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg,Methyl Orange Alk Range
63265342,"[['145-180', '145-180', '145-180', '145'], ['', '', '', '-'], ['', '', '', '180']]",4,1.666666667,145-180 - 180,145,180,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Lyons_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Lyons_SUMM_004.jpg,Methyl Orange Alk Range
63265346,[['27']],1,1,27,NA,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_015.jpg,Methyl Orange Alk Range
63265348,"[['135-143', '135', '135-143', '135-143'], ['', '-', '', ''], ['', '143', '', '']]",4,1.666666667,135-143 - 143,135,143,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_036.jpg,Methyl Orange Alk Range
63265351,"[['95', '95-88', '95--88', '95--88ppm'], ['-', '', '', ''], ['88', '', '', ''], ['ppm', 'ppm', 'ppm', '']]",4,1.5,95 - 88 ppm,88,95,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Eagle_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Eagle_SUMM_012.jpg,Methyl Orange Alk Range
63265355,"[['73-76ppm', '73-76', '73', '73-76'], ['', '', '-', ''], ['', '', '76', ''], ['', 'ppm', 'ppm', 'p.p.m.']]",4,1.5,73-76 - 76 ppm,73,76,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Manistee_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Manistee_SUMM_016.jpg,Methyl Orange Alk Range
63265359,"[['', '', '', '90'], ['', '', '', '-'], ['90-137', '90-137', '90-137', '137']]",4,1.666666667,90 - 90-137,90,137,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_016.jpg,Methyl Orange Alk Range
63265360,"[['140-165', '140-165', '140-165', '140'], ['', '', '', '-'], ['', '', '', '165']]",4,1.666666667,140-165 - 165,140,165,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_010.jpg,Methyl Orange Alk Range
63265365,"[['[22]', '', '87', ''], ['', '', '-', ''], ['87-92', '87-92', '92', '87-92']]",4,1.666666667,[22] - 87-92,87,92,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_016.jpg,Methyl Orange Alk Range
63265377,"[['151-170', '151', '151-170', '151-170'], ['', '-', '', ''], ['', '170', '', '']]",4,1.666666667,151-170 - 170,151,170,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Frant_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Frant_SUMM_006.jpg,Methyl Orange Alk Range
63265385,[['37']],1,1,37,NA,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Round10N_11W_S31_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Round10N_11W_S31_SUMM_004.jpg,Methyl Orange Alk Range
63265393,[['-']],1,1,-,NA,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Scotch_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Scotch_SUMM_003.jpg,Methyl Orange Alk Range
63265397,"[['149-170', '149-170', '149-178', '149'], ['', '', '', '-'], ['', '', '', '170'], ['ppm.', 'ppm.', 'ppm.', 'ppm']]",4,1.75,149-170 - 170 ppm.,149,170,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_WabasisBig_SUMM_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_WabasisBig_SUMM_020.jpg,Methyl Orange Alk Range
63265404,"[['91.0', '91.0-93.5', '91.0-93.5', '91.0-93.5'], ['-', '', '', ''], ['93.5', '', '', '']]",4,1.666666667,91.0-93.5 - 93.5,91,93.5,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Hamlin_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Hamlin_SUMM_005.jpg,Methyl Orange Alk Range
63265407,"[['', '', '95', ''], ['', '', '-', ''], ['95-110', '95-110', '110', '95-110']]",4,1.666666667,95 - 95-110,95,110,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Harper_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Harper_SUMM_012.jpg,Methyl Orange Alk Range
63265437,"[['133', '133-149', '133-149', '133-149'], ['-', '', '', ''], ['149', '', '', ''], ['ppm', 'ppm.', 'ppm', 'ppm.']]",4,1.75,133-149 - 149 ppm,133,149,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Switzer_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Switzer_SUMM_012.jpg,Methyl Orange Alk Range
63265442,"[['40-30', '40'], ['', '-'], ['', '30']]",2,1,40-30 - 30,30,40,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Davis_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Davis_SUMM_006.jpg,Methyl Orange Alk Range
63265455,"[['136-150', '136', '136-150', '136-150'], ['', '-', '', ''], ['', '150', '', '']]",4,1.666666667,136-150 - 150,136,150,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Lime_SUMM_063.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Lime_SUMM_064.jpg,Methyl Orange Alk Range
63265468,"[['phth=4,', 'phth', 'phth=4,'], ['', '=', ''], ['', '4,', ''], ['total', 'totoal', ''], ['=', '=', ''], ['104ppm', '104', 'total=104ppm'], ['', 'ppm', '']]",3,1.285714286,"phth=4, = 4, total = 104ppm ppm",0,104,ppm,"phth=4, total=104ppm",https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Buck_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Buck_SUMM_003.jpg,Methyl Orange Alk Range
63265469,"[['102', '102-155', '102-155', '102-155ppm'], ['-', '', '', ''], ['155', '', '', ''], ['ppm', 'ppm.', 'ppm.', '']]",4,1.5,102-155 - 155 ppm.,102,155,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Fonda_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Fonda_SUMM_013.jpg,Methyl Orange Alk Range
63265482,"[['107-205', '107', '107-205', '107-205'], ['', '-', '', ''], ['', '205', '', ''], ['ppm.', 'ppm.', 'ppm', 'ppm']]",4,1.75,107-205 - 205 ppm.,107,205,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Whitewood_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Whitewood_SUMM_008.jpg,Methyl Orange Alk Range
63265504,"[['2-8', '2', '2-8', '2-8'], ['', '-', '', ''], ['', '8', '', '']]",4,1.666666667,2/8/08,2,8,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Dillingham_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Dillingham_SUMM_013.jpg,Methyl Orange Alk Range
63265510,"[['18-23', '18-23', '18-23', '18'], ['', '', '', '-'], ['', '', '', '23']]",4,1.666666667,18-23 - 23,18,23,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Holland_SUMM_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Holland_SUMM_045.jpg,Methyl Orange Alk Range
63265544,"[['', 'PN-', '', ''], ['', 'TH', '', ''], ['17.1ppm', '17.1', '17.1', '17.1'], ['', 'ppm.', 'ppm', 'ppm']]",4,1.75,PN- TH 17.1 ppm,0,17.1,ppm,PH-TH Alk. Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_DollarBig_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_DollarBig_SUMM_004.jpg,Methyl Orange Alk Range
63265549,"[['26', '26-70', '26-70', '26-70'], ['-', '', '', ''], ['70', '', '', '']]",4,1.666666667,26-70 - 70,26,70,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_Gamble_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_Gamble_SUMM_007.jpg,Methyl Orange Alk Range
63265560,"[['10', '10-19', '10-19', '10-19'], ['-', '', '', ''], ['19', '', '', ''], ['ppm', 'ppm.', 'ppm.', 'ppm']]",4,1.75,10-19 - 19 ppm,10,19,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_BaldwinKiln_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_BaldwinKiln_SUMM_009.jpg,Methyl Orange Alk Range
63265580,"[['13.6-20.4', '13.6-20.4', '13.6', '13.6-20.4'], ['', '', '-', ''], ['', '', '20.4', '']]",4,1.666666667,13.6-20.4 - 20.4,13.6,20.4,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Clear_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Clear_SUMM_012.jpg,Methyl Orange Alk Range
63265603,"[['5', '5-11', '5-11', '5-11pm'], ['-', '', '', ''], ['11', '', '', ''], ['ppm', 'ppm', 'ppm', '']]",4,1.75,5-11 - 11 ppm,5,11,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Hasscib_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Hasscib_SUMM_010.jpg,Methyl Orange Alk Range
63265620,"[['45-52', '45-52', '45'], ['', '', '-'], ['', '', '52'], ['ppm', 'ppm', 'ppm']]",3,1.75,45-52 - 52 ppm,45,52,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Lowmoor_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Lowmoor_SUMM_004.jpg,Methyl Orange Alk Range
63265631,"[['', '97', '', ''], ['', '-', '', ''], ['97-130', '130', '97-130', '97-130'], ['ppm.', 'ppm', 'ppm', 'ppm.']]",4,1.75,97 - 97-130 ppm.,97,130,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_North_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_North_SUMM_007.jpg,Methyl Orange Alk Range
63265633,"[['2-3', '2-3', '2-3', '2'], ['', '', '', '-'], ['', '', '', '3'], ['pp,', 'ppm.', 'ppm', 'ppm']]",4,1.75,2-3 - 3 ppm,2,3,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch45N_30W_S4_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch45N_30W_S4_SUMM_016.jpg,Methyl Orange Alk Range
63265637,"[['140-168', '140-168', '140-168', '140'], ['', '', '', '-'], ['', '', '', '168'], ['ppm.', 'ppm.', 'ppm', 'ppm']]",4,1.75,140-168 - 168 ppm.,140,168,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Porterfield_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Porterfield_SUMM_004.jpg,Methyl Orange Alk Range
63265639,"[['57-59', '57-59', '57', '57-59'], ['', '', '-', ''], ['', '', '59', ''], ['ppm.', 'ppm.', 'ppm', 'ppm']]",4,1.75,57-59 - 59 ppm.,57,59,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Round45N_28W_S6_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Round45N_28W_S6_SUMM_007.jpg,Methyl Orange Alk Range
63265643,"[['16-20', '16-20ppm.', '16-20', '16'], ['', '', '', '-'], ['', '', '', '20'], ['ppm.', '', 'ppm', 'ppm']]",4,1.5,16-20 - 20 ppm,16,20,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_SauxHead_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_SauxHead_SUMM_007.jpg,Methyl Orange Alk Range
63265649,"[['116-136', '116-136', '116', '116-136'], ['', '', '-', ''], ['', '', '136', '']]",4,1.666666667,116-136 - 136,116,136,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Spring_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Spring_SUMM_006.jpg,Methyl Orange Alk Range
63265652,"[['19.0-20.0', '19.0', '19.0-20.0', '19.0-20.0'], ['', '-', '', ''], ['', '20.0', '', '']]",4,1.666666667,19.0-20.0 - 20.0,19,20,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Sporley_SUMM_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Sporley_SUMM_075.jpg,Methyl Orange Alk Range
63265661,"[['6.0-9.0', '6.0-9.0', '6.0', '6.0-9.0'], ['', '', '-', ''], ['', '', '9.0', '']]",4,1.666666667,6.0-9.0 - 9.0,6,9,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_UnnamedPond_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_UnnamedPond_SUMM_004.jpg,Methyl Orange Alk Range
63265663,"[['s'], ['6'], ['[?]0'], ['low'], ['range'], ['so[?]le'], ['[crossed'], ['out'], ['in'], ['pen]']]",1,1,s 6 [?]0 low range so[?]le [crossed out in pen],NA,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Wahlstrom_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Wahlstrom_SUMM_002.jpg,Methyl Orange Alk Range
63265664,"[['30-34', '30-34', '30-34', '30'], ['', '', '', '-'], ['', '', '', '34'], [""40'"", '', '', ""40'""], ['--', '', '', '-'], ['4.7', '', '', '4.7'], ['ppm', '', '', 'ppm']]",4,1.714285714,30-34 - 34 40' -- 4.7 ppm,30,34,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Eden_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Eden_SUMM_011.jpg,Methyl Orange Alk Range
63265666,"[['71.0-92.5', '71.0-92.5', '32.5-71.0', '71.0'], ['', '', '', '-'], ['', '', '', '92.5']]",4,1.333333333,71.0-92.5 - 92.5,71,92.5,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Chancellor_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mason_Chancellor_SUMM_006.jpg,Methyl Orange Alk Range
63265682,"[['108.0-112.0', '108.0-112.0', '108.0', '108.0-112.0'], ['', '', '-', ''], ['', '', '112.0', '']]",4,1.666666667,108.0-112.0 - 112.0,108,112,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Diamond_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Diamond_SUMM_006.jpg,Methyl Orange Alk Range
63265686,"[['166.0', '166.0-172.0', '166.0-172.0'], ['-', '', ''], ['172.0', '', '']]",3,1.333333333,166.0-172.0 - 172.0,166,172,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Grass_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Grass_SUMM_007.jpg,Methyl Orange Alk Range
63265695,"[['148.0', '148.0-167.0', '148.0-167.0', '148.0-167.0'], ['-', '', '', ''], ['167.0', '', '', ''], ['ppm', 'ppm.', 'ppm', 'ppm.']]",4,1.75,148.0-167.0 - 167.0 ppm,148,167,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Lost_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Lost_SUMM_008.jpg,Methyl Orange Alk Range
63265696,"[['147-154', '147-154', '147', '147-154'], ['', '', '-', ''], ['', '', '154', '']]",4,1.666666667,147-154 - 154,147,154,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_RogersPond_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_RogersPond_SUMM_010.jpg,Methyl Orange Alk Range
63265698,"[['119.7-143.9', '119.7', '119.7-143.9', '119.7'], ['', '-', '', '-'], ['', '143.9', '', '143.9'], ['', 'ppm', '', '']]",4,1.75,119.7-143.9 - 143.9 ppm,119.7,143.9,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Townline15N_9W_S1_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Townline15N_9W_S1_SUMM_008.jpg,Methyl Orange Alk Range
63265700,"[['108-140', '108', '108-140', '108-140'], ['', '-', '', ''], ['', '140', '', ''], ['ppm.', 'ppm', 'ppm.', 'ppm']]",4,1.75,108-140 - 140 ppm.,108,140,ppm,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Round_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Round_SUMM_009.jpg,Methyl Orange Alk Range
63265730,"[['192', '192-200', '192-200', '192-200'], ['-', '', '', ''], ['200', '', '', '']]",4,1.666666667,192-200 - 200,192,200,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_MARSHALL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_MARSHALL_SUMM_0001_2.jpeg,Methyl Orange Alk Range
63265733,"[['196', '196-207', '196-207', '196-207'], ['-', '', '', ''], ['207', '', '', '']]",4,1.666666667,196-207 - 207,196,207,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_SAGEMIDDLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_SAGEMIDDLE_SUMM_0001_2.jpeg,Methyl Orange Alk Range
