subject_id,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,URL_front,URL_back,column_name,min,max,units,comments
63264543,"[['5', '', '', ''], ['-', '', '', ''], [""6'"", ""5-6'"", ""5-6'"", ""5-6'""]]",4,1.666666667,5 - 5-6',https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Summit_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Summit_SUMM_004.jpg,Secchi disk ,5,6,,
63264545,"[[""40'"", ""40'"", ""40'"", '40'], ['', '', '', 'feet']]",4,2,40' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Taylor_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Taylor_SUMM_009.jpg,Max Depth,40,,,
63264545,"[[""6'"", ""6'-7'"", ""6-7'"", '6'], ['', '', '', 'feet'], ['-', '', '', '-'], [""7'"", '', '', '7'], ['', '', '', 'feet']]",4,1.2,6' feet - 7' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Taylor_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Taylor_SUMM_009.jpg,Secchi disk ,6,7,,
63264546,"[['', '', '', '3'], ['', '', '', '-'], [""3-4'"", ""3-4'"", ""3-4'"", ""4'""]]",4,1.666666667,3 - 3-4',https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Taps_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Taps_SUMM_005.jpg,Secchi disk ,3,4,,
63264548,"[['5-7', '5-7', ""5-7'""]]",3,2,7-May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Suns_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Suns_SUMM_007.jpg,Secchi disk ,5,7,,
63264549,"[['20', ""20'"", ""20'"", '20'], ['ft', '', '', 'feet']]",4,1.5,20 ft,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Thrush_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Thrush_SUMM_006.jpg,Max Depth,20,,,
63264549,"[['9-10', '9', ""9-10'"", '9-10'], ['ft', '-', '', 'feet'], ['', ""10'"", '', '']]",4,1.333333333,9-10 ft 10',https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Thrush_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Thrush_SUMM_006.jpg,Secchi disk ,9,10,,
63264552,"[['54’', ""54'"", '54', ""54'?""], ['', '', 'ft', ''], ['?', '?', '?', '']]",4,1.666666667,54’ ft ?,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Wilson_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Wilson_SUMM_006.jpg,Max Depth,54,,,
63264552,"[['4.5’', ""4.5'"", '4.5', ""4.5'""], ['', '', 'ft', '']]",4,1.5,4.5' ft,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Wilson_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Gogebic_Wilson_SUMM_006.jpg,Secchi disk ,4.5,,,
63264557,"[['18.5m', '18.5m', '18.5m', '18.5'], ['', '', '', 'm']]",4,2,18.5m m,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Boardman_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Boardman_SUMM_016.jpg,Max Depth,18.5,,meters,
63264559,"[['40', ""40'"", '40', ""40'""], ['feet', '', 'ft', '']]",4,1.5,40 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Boardman_SUMM_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Boardman_SUMM_040.jpg,Max Depth,40,,,
63264561,"[[""40'"", '40', ""40'"", ""40'""], ['', 'feet', '', '']]",4,2,40' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Boardman_SUMM_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Boardman_SUMM_038.jpg,Max Depth,40,,,
63264562,"[[""39'"", ""39'"", '39', ""39'""], ['', '', 'feet', '']]",4,2,39' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Bridges_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Bridges_SUMM_011.jpg,Max Depth,39,,,
63264563,"[['40’', ""40'"", ""40'"", '40'], ['', '', '', 'feet']]",4,1.5,40' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_BrownBridgePond_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_BrownBridgePond_SUMM_007.jpg,Max Depth,40,,,
63264566,"[[""40'"", '40', ""40'"", ""40'""], ['', 'ft', '', '']]",4,2,40' ft,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_BrownBridgePond_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_BrownBridgePond_SUMM_009.jpg,Max Depth,40,,,
63264567,"[[""24'"", '24', ""24'"", ""24'""], ['', 'feet', '', '']]",4,2,24' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_ChristmasTree_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_ChristmasTree_SUMM_007.jpg,Max Depth,24,,,
63264567,[['-']],1,1,-,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_ChristmasTree_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_ChristmasTree_SUMM_007.jpg,Secchi disk ,NA,,,
63264568,[['-']],1,1,-,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Chandler_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Chandler_SUMM_007.jpg,Secchi disk ,NA,,,
63264569,"[['-', '-']]",2,2,-,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Coon_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Coon_SUMM_002.jpg,Secchi disk ,NA,,,
63264573,"[[""28'"", ""28'"", '28', ""28'""], ['', '', 'feet', '']]",4,2,28' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Dollar_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Dollar_SUMM_015.jpg,Max Depth,28,,,
63264574,"[[""2-4'"", ""2-4'"", '2-4', '2-4'], ['', '', 'FEET', 'feet']]",4,1.5,2-4' FEET,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fish_SUMM_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fish_SUMM_018.jpg,Max Depth,4,,,
63264574,"[['One', '1', 'ONE', '1'], ['', 'acre', '', 'acre']]",4,2,1 acre,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fish_SUMM_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fish_SUMM_018.jpg,Area of Vegetation,1,,acres,
63264576,"[[""60'"", '60""', '60”', '60""']]",4,2,"60""",https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fife_SUMM_060.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fife_SUMM_061.jpg,Max Depth,60,,feet,
63264576,"[['308'], ['to'], ['200'], ['ft.'], ['avg.'], ['100'], ['ft.']]",1,1,308 to 200 ft. avg. 100 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fife_SUMM_060.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Fife_SUMM_061.jpg,Area of Vegetation,200,308,feet,
63264578,"[['Approximately', 'inlet'], ['5', 'is'], ['', '2*'], ['acres', 'wide']]",2,1,Approximately 5 2* acres,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_GrawnPond_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_GrawnPond_SUMM_014.jpg,Area,NA,,,
63264578,"[[""4'"", ""4''""], ['', 'deep']]",2,1,4' deep,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_GrawnPond_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_GrawnPond_SUMM_014.jpg,Max Depth,NA,,,
63264579,"[['2', ""2-3'"", '2-3', ""2-3'""], ['-', '', '', ''], [""3'"", '', ""'"", '']]",4,1.333333333,2-3' - 3',https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_HydroPond_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_HydroPond_SUMM_002.jpg,Max Depth,2,3,feet,
63264581,"[['About', 'About', 'About'], ['12', ""12'"", ""12'""], [""'"", '', '']]",3,2,About 12' ',https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Green_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Green_SUMM_002.jpg,Secchi disk ,12,,feet,
63264583,"[['25', '25', ""25'"", ""25'""], ['feet', 'feet', '', '']]",4,2,25 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_High_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_High_SUMM_008.jpg,Max Depth,25,,feet,
63264583,"[['10', '10', ""10'"", ""10'""], ['feet', 'feet', '', ''], ['approx', 'approx.', 'approx', 'approximately']]",4,2,10 feet approx,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_High_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_High_SUMM_008.jpg,Area of Vegetation,10,,feet,
63264584,[['-']],1,1,-,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Indian_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Indian_SUMM_005.jpg,Secchi disk ,NA,,,
63264587,"[['2-3', '2', ""2-3'"", '2-3'], ['', '-', '', ''], ['', '3', '', ''], ['ft.', 'ft.', '', 'ft.']]",4,1.75,2-3 - 3 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_HydroPond_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_HydroPond_SUMM_004.jpg,Max Depth,2,3,feet,
63264588,"[[""88'"", ""88'"", '88', ""88'""], ['', '', 'feet', '']]",4,2,88' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Long_SUMM_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Long_SUMM_024.jpg,Max Depth,88,,feet,
63264588,"[[""15'"", ""15'"", '15', ""15'""], ['', '', 'feet', '']]",4,2,15' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Long_SUMM_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Long_SUMM_024.jpg,Secchi disk ,15,,feet,
63264591,"[['15', '15-20', ""15-20'"", '15-20'], ['-', '', '', ''], ['20', '', '', ''], ['ft.', 'feet', '', 'ft.']]",4,1.5,15-20 - 20 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_NoName_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_NoName_SUMM_002.jpg,Max Depth,15,20,feet,
63264592,"[['40', ""40'"", ""40'"", '40'], ['feet', '', '', 'feet']]",4,2,40 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Rennie_SUMM_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_Rennie_SUMM_021.jpg,Max Depth,40,,feet,
63264596,"[[""30'"", ""30'"", ""30'"", '30'], ['', '', '', 'feet']]",4,2,30' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_SabinPond_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_SabinPond_SUMM_004.jpg,Max Depth,30,,feet,
63264603,"[[""28'"", ""28'"", '28', ""28'""], ['', '', 'feet', '']]",4,2,28' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_TwinNorth_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/GrandTraverse_TwinNorth_SUMM_014.jpg,Secchi disk ,28,,feet,
63264607,"[['140', '140', '140', '140'], ['ac', '', 'ac', ''], ['', '', 'fishing', ''], ['', '', 'in', ''], ['', '', 'neighboring', ''], ['', 'acres', 'lakes', 'acres']]",4,1.833333333,140 ac fishing in neighboring acres,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Hillsdale_Hemlock_SUMM_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Hillsdale_Hemlock_SUMM_020.jpg,Area,140,,acres,
63264608,"[['2-4', '2', '2-4', '3-4'], ['', '-', '', ''], ['', '4', '', ''], ['acres', 'acres', 'acres', 'acres']]",4,2,2-4 - 4 acres,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Bohmier_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Bohmier_SUMM_004.jpg,Area of Vegetation,2,4,acres,
63264608,"[['--', '--', '---']]",3,2,--,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Bohmier_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Bohmier_SUMM_004.jpg,Secchi disk ,NA,,,
63264609,"[['7'], ['acres']]",1,1,7 acres,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_BostonPond_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_BostonPond_SUMM_004.jpg,Area of Vegetation,7,acres,,
63264609,"[['5’', ""5'"", ""5'""]]",3,2,5',https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_BostonPond_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_BostonPond_SUMM_004.jpg,Secchi disk ,5,,feet,
63264610,"[['--', '--']]",2,2,--,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Crystal_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Crystal_SUMM_006.jpg,Secchi disk ,NA,,,
63264614,"[[""90'"", ""90'"", '90', ""90'""], ['', '', 'feet', '']]",4,2,90' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Emily_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Emily_SUMM_004.jpg,Max Depth,90,,feet,
63264614,"[[""19'"", ""19'"", '19', ""19'""], ['', '', 'feet', '']]",4,2,19' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Emily_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Emily_SUMM_004.jpg,Secchi disk ,19,,feet,
63264615,"[[""21'"", ""21'"", '21', '21’'], ['', '', 'feet', '']]",4,1.5,21' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Crystal_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Crystal_SUMM_008.jpg,Max Depth,21,,feet,
63264615,"[[""9.5'"", ""9.5'"", '9.5', '9.5’'], ['', '', 'feet', '']]",4,1.5,9.5' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Crystal_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Crystal_SUMM_008.jpg,Secchi disk ,9.5,,feet,
63264617,"[['4', '4-5', '4-5', '4'], ['-', '', '', '-'], ['5', '', '', '5']]",4,2,5-Apr,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Hauger_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Hauger_SUMM_011.jpg,Secchi disk ,4,5,,
63264619,"[['59', ""59'"", ""59'"", ""59'""], ['feet', '', '', '']]",4,2,59' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kunze_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kunze_SUMM_004.jpg,Max Depth,59,,feet,
63264619,"[['4', ""4'"", ""4'"", ""4'""], ['feet', '', '', '']]",4,2,4' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kunze_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Kunze_SUMM_004.jpg,Secchi disk ,4,,feet,
63264620,"[[""12'"", ""12'"", ""12'"", '12'], ['', '', '', 'feet']]",4,2,12' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Mud55N_32W_S25-26-35-36_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Mud55N_32W_S25-26-35-36_SUMM_010.jpg,Max Depth,12,,feet,
63264620,"[[""4'"", ""4'"", ""4'"", '4'], ['', '', '', 'feet']]",4,2,4' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Mud55N_32W_S25-26-35-36_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Mud55N_32W_S25-26-35-36_SUMM_010.jpg,Secchi disk ,4,,feet,
63264622,[['---']],1,1,---,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Maggie_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Maggie_SUMM_005.jpg,Area of Vegetation,NA,,,
63264623,"[['38’', ""38'"", ""38'"", '38'], ['', '', '', 'feet']]",4,1.5,38' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_LakeOnThree_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_LakeOnThree_SUMM_004.jpg,Max Depth,38,,feet,
63264624,"[['73*', '73*F', '73*F'], ['F', '', '']]",3,1.5,73*F F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Mud55N_32W_S25-26-35-36_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Mud55N_32W_S25-26-35-36_SUMM_008.jpg,Secchi disk ,NA,,,value is refering to bottom temperature
63264626,"[[""9'"", ""9'"", '9', ""9'""], ['', '', 'feet', '']]",4,2,9' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_RiceLittle_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_RiceLittle_SUMM_005.jpg,Max Depth,9,,feet,
63264626,"[[""6'"", ""6'"", '6', ""6'""], ['', '', 'feet', '']]",4,2,6' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_RiceLittle_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_RiceLittle_SUMM_005.jpg,Secchi disk ,6,,feet,
63264627,"[['see'], ['talk'], ['boards']]",1,1,see talk boards,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Ongie_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Ongie_SUMM_012.jpg,Area of Vegetation,60,300,feet,
63264628,"[[""29'"", '29', ""29'"", ""29'""], ['', 'feet', '', '']]",4,2,29' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Otter_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Otter_SUMM_014.jpg,Max Depth,29,,feet,
63264628,"[['About', 'about', 'about', 'About'], ['15', '45', '45', '45'], ['', '', '', 'acres']]",4,2,About 45 acres,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Otter_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Otter_SUMM_014.jpg,Area of Vegetation,45,,acres,
63264630,"[[""40'"", ""40'"", '40', '40'], ['', '', 'feet', 'feet']]",4,2,40' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Roland_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Roland_SUMM_025.jpg,Max Depth,40,,feet,
63264630,"[['8', '8', '8.5', '8½'], [""1/2'"", '1/2', '', ''], ['', 'feet', 'feet', 'feet']]",4,2,8 1/2' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Roland_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Roland_SUMM_025.jpg,Secchi disk ,8.5,,feet,
63264631,"[['5-5.5', '5', '5-5.5', '5-55'], ['', '-', '', ''], ['', '55', '', ''], ['ft.', 'ft.', 'feet', 'ft.']]",4,1.75,5-5.5 - 55 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Sandy_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Sandy_SUMM_007.jpg,Secchi disk ,5,5.5,feet,
63264632,"[[""30'"", '30', ""30'"", ""30'""], ['', 'feet', '', '']]",4,2,30' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_ThirteenMile_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_ThirteenMile_SUMM_006.jpg,Max Depth,30,,feet,
63264634,"[['10', '10', ""10'."", ""10'""], ['feet.', 'ft', '', '']]",4,1.5,10 feet.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Thirteen_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Thirteen_SUMM_009.jpg,Max Depth,10,,feet,
63264638,"[['', '', '4', ''], ['', '', '-', ''], [""4-5'"", ""4-5'"", ""5'"", ""4-5'""]]",4,1.666666667,4 - 4-5',https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Twenty-Eight_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Twenty-Eight_SUMM_003.jpg,Secchi disk ,4,5,feet,
63264639,[['none']],1,1,none,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Webber_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Webber_SUMM_006.jpg,Area of Vegetation,NA,,,
63264639,"[['10', '10', ""10'"", ""10'""], ['feet', 'feet', '', '']]",4,2,10 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Webber_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Houghton_Webber_SUMM_006.jpg,Secchi disk ,10,,feet,
63264643,"[['see'], ['talk'], ['boards']]",1,1,see talk boards,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ingham_Lansing_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ingham_Lansing_SUMM_027.jpg,Area of Vegetation,350,2800,feet,
63264644,"[['50'], ['-'], ['750'], ['(to'], ['10'], ['ft.'], ['contour)']]",1,1,50 - 750 (to 10 ft. contour),https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ionia_Morrison_SUMM_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ionia_Morrison_SUMM_030.jpg,Area of Vegetation,50,750,feet,
