subject_id,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,URL_front,URL_back,column_name,min,max,units,comments
63265078,"[[""25'"", ""25'"", ""25'"", '25'], ['', '', '', 'feet']]",4,2,25' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_BALDY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_BALDY_SUMM_0001_2.jpeg,Max Depth,25,,feet,
63265081,"[['126', ""126'"", ""126'+"", ""126'""], ['ft', '+', '', '+']]",4,2,126' +,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CHAPEL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CHAPEL_SUMM_0001_2.jpeg,Max Depth,126,,feet,
63265083,"[[""31'"", ""31'"", ""31'"", '31'], ['', '', '', 'feet']]",4,2,31' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CHERRY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CHERRY_SUMM_0001_2.jpeg,Max Depth,31,,feet,
63265083,"[[""9'"", ""9'"", ""9'"", '9'], ['', '', '', 'feet']]",4,2,9' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CHERRY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CHERRY_SUMM_0001_2.jpeg,Secchi disk ,9,,feet,
63265086,"[[""8'"", ""8'"", '8', '8’'], ['', '', 'feet', '']]",4,1.5,8' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CLUSTER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CLUSTER_SUMM_0001_2.jpeg,Max Depth,8,,feet,
63265086,"[[""3'"", ""3'"", '3', '3’'], ['', '', 'feet', '']]",4,1.5,3' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CLUSTER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CLUSTER_SUMM_0001_2.jpeg,Secchi disk ,3,,feet,
63265090,"[['14½', '14.5', '14.5', '14'], ['', '', '', '1/2'], ['', 'ft', 'ft', 'ft.']]",4,1.666666667,14.5 1/2 ft,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_2.jpeg,Max Depth,14.5,,feet,
63265090,"[['6½', '6.5', '6.5', '6'], ['', '', '', '1/2'], ['ft.', '', 'ft', 'ft.']]",4,1.666666667,6.5 1/2 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_2.jpeg,Secchi disk ,6.5,,feet,
63265091,"[['10', '10’', ""10'"", ""10'""], [""'"", '', '', '']]",4,1.5,10' ',https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CLYDES_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CLYDES_SUMM_0001_2.jpeg,Max Depth,10,,feet,
63265093,"[['45', '45a', '45', '45a'], ['acres', '', 'a', '']]",4,1.5,45 acres,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEADMANS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEADMANS_SUMM_0001_2.jpeg,Area,45,,acres,
63265095,"[['6', ""6'"", ""6'"", ""6'""], ['ft', '', '', '']]",4,2,6' ft,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DUCK_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DUCK_SUMM_0001_2.jpeg,Max Depth,6,,feet,
63265098,"[['13', '13', ""13½'"", '13'], ['1/2', ""1/2'"", '', ""1.2'""]]",4,2,13 1/2,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ECHO_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ECHO_SUMM_0001_2.jpeg,Max Depth,13.5,,feet,
63265102,"[[""12'"", '12’', '12', ""12'""], ['', '', 'feet', '']]",4,1.5,12' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRASS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRASS_SUMM_0001_2.jpeg,Max Depth,12,,feet,
63265102,"[[""5'"", '5’', '5', ""5'""], ['', '', 'feet', '']]",4,1.5,5' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRASS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRASS_SUMM_0001_2.jpeg,Secchi disk ,5,,feet,
63265104,"[['35', '', '', ''], ['-', '', '', ''], ['45%', '35-45%', '35-45%', '35-45%']]",4,1.666666667,35 - 35-45%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRIMES_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRIMES_SUMM_0001_2.jpeg,Area of Vegetation,35,45,percent,
63265108,"[[""6'"", ""6'"", '6', ""6'""], ['', '', 'feet', '']]",4,2,6' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HARTNEY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HARTNEY_SUMM_0001_2.jpeg,Secchi disk ,6,,feet,
63265118,"[[""25'"", ""25'"", '25', ""25'""], ['', '', 'feet', ''], ['app.', 'app', 'app.', 'approximately']]",4,2,25' feet app.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_KENNEDY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_KENNEDY_SUMM_0001_2.jpeg,Max Depth,25,,feet,
63265126,"[[""15'"", '15', ""15'"", ""15'""], ['', 'feet', '', '']]",4,2,15' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LONG48NR16SEC33_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LONG48NR16SEC33_SUMM_0001_2.jpeg,Secchi disk ,15,,feet,
63265127,"[['see'], ['talk'], ['boards']]",1,1,see talk boards,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MAN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MAN_SUMM_0001_2.jpeg,Area of Vegetation,3,8,feet,
63265128,"[[""12'"", '12', ""12'"", ""12'""], ['', 'feet', '', '']]",4,2,12' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LOON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LOON_SUMM_0001_2.jpeg,Secchi disk ,12,,feet,
63265129,"[[""17'"", '17', ""17'"", ""17'""], ['', 'feet', '', '']]",4,2,17' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MIRROR_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MIRROR_SUMM_0001_2.jpeg,Secchi disk ,17,,feet,
63265130,"[['20'], ['ft.'], ['to'], ['10'], ['ft.']]",1,1,20 ft. to 10 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_McCOMB_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_McCOMB_SUMM_0001_2.jpeg,Area of Vegetation,10,20,feet,
63265132,"[[""25'?"", ""25'"", ""25'"", '25’'], ['', '', '?', '?']]",4,2,25' ?,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0001_2.jpeg,Max Depth,25,,feet,
63265132,"[['one', 'one', 'one'], ['acre', '', '']]",3,2,one acre,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0001_2.jpeg,Area of Vegetation,1,,acres,
63265133,"[['2-3'], ['acres']]",1,1,2-3 acres,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MINERS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MINERS_SUMM_0001_2.jpeg,Max Depth,NA,,,
63265134,"[['33’', ""33'"", ""33'"", '33'], ['', '', '', 'feet']]",4,1.5,33' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0002_2.jpeg,Max Depth,33,,feet,
63265134,"[['13’', ""13'"", ""13'"", '13'], ['', '', '', 'feet']]",4,1.5,13' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0002_2.jpeg,Secchi disk ,13,,feet,
63265136,"[[""18'"", ""18'"", ""18'"", '18'], ['', '', '', 'feet']]",4,2,18' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_2.jpeg,Max Depth,18,,feet,
63265137,"[['17', ""17'"", ""17'"", ""17'""], ['feet', '', '', '']]",4,2,17' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NITA_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NITA_SUMM_0001_2.jpeg,Max Depth,17,,feet,
63265138,"[[""37'"", ""37'"", ""37'"", '37'], ['', '', '', 'feet']]",4,2,37' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NAWAKWA_SUMM_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NAWAKWA_SUMM_0007_2.jpeg,Max Depth,37,,feet,
63265139,"[['', '4', '4½', '4'], ['4-1/2', '1/2', '', '1/2']]",4,2,4 1/2,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NONAMES_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NONAMES_SUMM_0002_2.jpeg,Secchi disk ,4.5,,,
63265143,"[['32’', ""32'"", ""32'"", '32'], ['', '', '', 'feet']]",4,1.5,32' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NORTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NORTH_SUMM_0001_2.jpeg,Max Depth,32,,feet,
63265147,"[['plants'], ['depth'], ['10'], ['ft'], ['area,'], ['26'], ['acres,'], ['26.5/50.5'], ['='], ['52.5'], ['26.5%']]",1,1,"plants depth 10 ft area, 26 acres, 26.5/50.5 = 52.5 26.5%",https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUND_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUND_SUMM_0001_2.jpeg,Area of Vegetation,165,700,feet,
63265149,"[[""9'"", '9', ""9'"", '9'], ['', 'feet', '', 'feet']]",4,2,9' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SAND48NR14W20_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SAND48NR14W20_SUMM_0002_2.jpeg,Secchi disk ,9,,feet,
63265151,"[['10-12', ""10-12'"", '10-12', '10-12'], ['ft', '', 'feet', 'ft.']]",4,2,10-12 ft,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SECTIONTHIRTYSIX_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SECTIONTHIRTYSIX_SUMM_0001_2.jpeg,Max Depth,10,12,feet,
63265153,"[['', '', '5', '', ''], ['', '', '-', '', ''], ['5-10%', '5-10%', '10%', '5-10%', '5-10%']]",5,2,5 - 5-10%,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUNDLITTLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUNDLITTLE_SUMM_0001_2.jpeg,Area of Vegetation,5,10,percent,
63265155,"[[""11-12'"", ""11-12'"", '11-12', ""11-12'""], ['', '', 'ft.', '']]",4,2,11-12' ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SECTIONSEVEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SECTIONSEVEN_SUMM_0001_2.jpeg,Max Depth,11,12,feet,
63265157,"[['37', ""37'"", '37', '37’'], [""'"", '', 'feet', '']]",4,1.5,37 ',https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOENORTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOENORTH_SUMM_0001_2.jpeg,Max Depth,37,,feet,
63265159,"[['Width'], ['of'], ['shoal'], ['(range)']]",1,1,Width of shoal (range),https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SITKA_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SITKA_SUMM_0001_2.jpeg,Area of Vegetation,NA,,,
63265160,"[[""12''"", '12""', '12""', '12'], ['', '', '', 'inches']]",4,1.5,"12"" inches",https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOESOUTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOESOUTH_SUMM_0001_2.jpeg,Secchi disk ,12,,inches,
63265161,"[['7.6', '7.6', '7.6'], ['', 'acres', '']]",3,2,7.6 acres,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SNIPE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SNIPE_SUMM_0001_2.jpeg,Area of Vegetation,7.6,,acres,
63265163,"[['20ft', '20', '20', ""20'""], ['', 'ft.', 'feet', '']]",4,1.5,20 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_2.jpeg,Max Depth,20,,feet,
63265163,"[['6', '6'], ['to', 'to'], ['10ft', '10'], ['(width', ''], ['of', 'feet'], ['shoal)', '']]",2,1.333333333,6 to 10ft (width of shoal),https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_2.jpeg,Area of Vegetation,6,10,feet,
63265163,"[['', '13', '13', ""13'""], ['13ft.', 'ft.', 'feet', '']]",4,1.5,13 13ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_2.jpeg,Secchi disk ,13,,feet,
63265166,"[['30', 'see'], ['feet', 'talk'], ['to', 'boards'], ['6', ''], ['feet', '']]",2,1,30 feet to 6 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TIE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TIE_SUMM_0001_2.jpeg,Area of Vegetation,6,30,feet,
63265174,"[['35', ""35'"", ""35'"", ""35'""], ['feet', '', '', '']]",4,2,35' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_WEBER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_WEBER_SUMM_0001_2.jpeg,Max Depth,35,,feet,
63265176,"[[""15'+"", ""15'"", '15', ""15'""], ['', '', 'feet', ''], ['', 'plus.', 'plus', 'plus']]",4,1.666666667,15' feet plus,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_WHEEELBARROW_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_WHEEELBARROW_SUMM_0001_2.jpeg,Max Depth,15,,feet,
63265184,"[['7-8', ""7-8'"", '7', '7-8'], ['', '', '-', ''], ['', '', '8', ''], ['feet', '', 'ft.', 'ft.']]",4,1.5,7-8 - 8 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_GREEN_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_GREEN_SUMM_0002_2.jpeg,Secchi disk ,7,8,feet,
63265185,"[['10', '10-15', '10-15', '10'], ['-', 'acres', 'acres', '-'], ['15', '', '', '15']]",4,2,15-Oct,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_PIKE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_PIKE_SUMM_0001_2.jpeg,Area of Vegetation,10,15,acres,
63265186,"[['6-7ft', '6', '6-7', ""6-7'""], ['', '-', '', ''], ['', '7', '', ''], ['', 'ft.', 'ft', '']]",4,1,6-7ft - 7 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_SCOTTUPPER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_SCOTTUPPER_SUMM_0001_2.jpeg,Secchi disk ,6,7,feet,
63265189,"[[""5'"", '5', '5', '5'], ['', 'ft', 'ft.', 'feet']]",4,2,5 ft,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_ROUND_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_ROUND_SUMM_0001_2.jpeg,Secchi disk ,5,,feet,
63265190,"[['8-10', '8-10ft.', '8', '8-10'], ['', '', '-', ''], ['', '', '10', ''], ['ft.', '', 'ft', 'ft.']]",4,1.5,8-10 - 10 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_9THSTREETDAM_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_9THSTREETDAM_SUMM_0001_2.jpeg,Secchi disk ,8,10,feet,
63265191,"[['8-10', '8', '8-10', '8-'], ['', '-', '', ''], ['', '10', '', '10'], ['feet', 'ft.', 'feet', 'feet']]",4,2,8-10 - 10 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_SEVENMILE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_SEVENMILE_SUMM_0001_2.jpeg,Secchi disk ,8,10,feet,
63265193,"[['', 'Width'], ['', 'of'], ['', 'Shoal'], ['20', '20'], ['ft', 'ft'], ['to', 'to'], ['1/2', '1/2'], ['mi,', 'mile,'], ['Average', 'average'], ['about', 'about'], ['500', '500'], ['ft.', 'ft']]",2,1.5,"Width of Shoal 20 ft to 1/2 mi, Average about 500 ft.",https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_LONG_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_LONG_SUMM_0001_2.jpeg,Area of Vegetation,20,2640,feet,
63265195,"[['8', '8-10', ""8-10'"", '8-10'], ['-', '', '', ''], ['10', '', '', ''], ['feet', 'Feet', '', 'feet']]",4,1.5,8-10 - 10 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_CLAM_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_CLAM_SUMM_0001_2.jpeg,Secchi disk ,8,10,feet,
63265197,"[['', '22', ""22'"", '22'], ['22ft.', 'ft.', '', 'ft.']]",4,2,22 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_GREEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_GREEN_SUMM_0001_2.jpeg,Secchi disk ,22,,feet,
63265198,"[['12-15', ""12-15'"", '12', '12'], ['', '', '-', '-'], ['', '', '15', '15'], ['ft.', '', 'ft', 'ft.']]",4,2,12 - 15 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_ELLSWORTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_ELLSWORTH_SUMM_0001_2.jpeg,Secchi disk ,12,15,feet,
63265200,"[['13-15', '13-15', '13-15', '13'], ['', '', '', '-'], ['', '', '', '15'], ['ft.', 'feet', 'ft.', 'ft.']]",4,2,13-15 - 15 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BENWAY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BENWAY_SUMM_0001_2.jpeg,Secchi disk ,13,15,feet,
63265201,"[['10-12', '10-12', '10', ""10-12'""], ['', '', '-', ''], ['', '', '12', ''], ['ft.', 'ft.', 'ft.', '']]",4,1.75,10-12 - 12 ft.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_HANLEY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_HANLEY_SUMM_0001_2.jpeg,Secchi disk ,10,12,feet,
63265202,"[['12-14', '12-14', ""12-14'"", '12'], ['', '', '', '-'], ['', '', '', '14'], ['feet', 'feet', '', 'feet']]",4,1.75,12-14 - 14 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_SKEGEMOG_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_SKEGEMOG_SUMM_0001_2.jpeg,Secchi disk ,12,14,feet,
63265204,"[[""285'"", '285', '285', '285'], ['', 'feet', 'ft', 'ft.']]",4,2,285 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_TORCH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_TORCH_SUMM_0001_2.jpeg,Max Depth,285,,feet,
63265204,"[[""22-23'"", '22-23', '22-23', '22-23'], ['', 'feet', 'ft', 'ft.']]",4,2,22-23 feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_TORCH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_TORCH_SUMM_0001_2.jpeg,Secchi disk ,22,23,feet,
63265207,"[['Quite', 'Quite'], ['turbid.', 'turbid']]",2,1.5,Quite turbid.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_ALBERTA_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_ALBERTA_SUMM_0001_2.jpeg,Secchi disk ,NA,,,
63265208,"[[""35'"", '35', ""35'"", ""35'""], ['', 'feet', '', '']]",4,2,35' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_BEAUFORT_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_BEAUFORT_SUMM_0001_2.jpeg,Max Depth,35,,feet,
63265211,"[[""13'"", ""13'"", '13', ""13'""], ['', '', 'feet', '']]",4,2,13' feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_BELLA_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_BELLA_SUMM_0001_2.jpeg,Max Depth,13,,feet,
