subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,min,max,units,URL_front,URL_back,column_name
63265316,T26,"[['40ft.'], ['wide'], ['with'], ['an'], ['ave.'], ['depth'], ['of'], ['4ft.']]",1,1,40ft. wide with an ave. depth of 4ft.,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_CRAIG_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_CRAIG_SUMM_0001_2.jpeg,Height of dam
63265318,T26,"[['16""', ""16''"", '16""', '16'], ['', '', '', 'inches']]",4,1.5,"16"" inches",16,,inches,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_MARBLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_MARBLE_SUMM_0001_2.jpeg,Height of dam
63265320,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_LOON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_LOON_SUMM_0001_2.jpeg,Height of dam
63265325,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_MESSENGER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_MESSENGER_SUMM_0001_2.jpeg,Height of dam
63265329,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_SOUTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_SOUTH_SUMM_0001_2.jpeg,Height of dam
63265346,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_015.jpg,Height of dam
63265363,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Black10N_9W_S15_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Black10N_9W_S15_SUMM_010.jpg,Height of dam
63265366,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Blue10N_9W_S10-15_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Blue10N_9W_S10-15_SUMM_012.jpg,Height of dam
63265371,T26,[['---']],1,1,---,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Camp_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Camp_SUMM_009.jpg,Height of dam
63265377,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Frant_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Frant_SUMM_006.jpg,Height of dam
63265382,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_LincolnLittle_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_LincolnLittle_SUMM_009.jpg,Height of dam
63265392,T26,[['*']],1,1,*,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Silver_SUMM_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Silver_SUMM_018.jpg,Height of dam
63265396,T26,[['---']],1,1,---,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Spring_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Spring_SUMM_015.jpg,Height of dam
63265398,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Ziegenfuss_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Ziegenfuss_SUMM_005.jpg,Height of dam
63265431,T26,"[['Effect'], ['on'], ['level']]",1,1,Effect on level,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_StarLittle_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_StarLittle_SUMM_004.jpg,Height of dam
63265439,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Wolf_SUMM_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Wolf_SUMM_032.jpg,Height of dam
63265442,T26,[['none']],1,1,none,NA,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Davis_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Davis_SUMM_006.jpg,Height of dam
63265454,T26,"[['18""', ""18'"", '18', '18""'], ['', '', 'inches', '']]",4,1.5,"18"" inches",18,,inches,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_School_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_School_SUMM_009.jpg,Height of dam
63265492,T26,"[[""1-1/2'"", '1-1/2', '1-1/2', '1'], ['', 'ft', 'feet', '-'], ['', '', '', '1'], ['', '', '', ""1/2'""]]",4,1.25,1-1/2 ft 1 1/2',1.5,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_BelleII_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_BelleII_SUMM_008.jpg,Height of dam
63265495,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Buckeye_SUMM_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Buckeye_SUMM_026.jpg,Height of dam
63265506,T26,[['x']],1,1,x,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Goose_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Goose_SUMM_005.jpg,Height of dam
63265507,T26,"[['6-8', ""6-8'"", '6-8', ""6-8'""], ['ft', '', 'feet', '']]",4,1.5,6-8 ft,6,8,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_FurFarm_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_FurFarm_SUMM_004.jpg,Height of dam
63265508,T26,"[[""4'"", '4', ""4'"", '4'], ['', 'ft', '', 'feet']]",4,1.5,4' ft,4,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Grass_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Grass_SUMM_002.jpg,Height of dam
63265542,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_BrevortLittle_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_BrevortLittle_SUMM_016.jpg,Height of dam
63265544,T26,"[['x', 'X']]",2,1,x,NA,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_DollarBig_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_DollarBig_SUMM_004.jpg,Height of dam
63265553,T26,[['X']],1,1,X,NA,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_Unnamed_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_Unnamed_SUMM_003.jpg,Height of dam
63265568,T26,"[['10', '10-12', '10-12', '10-12'], ['-', '', '', ''], ['12', '', '', ''], ['ft.', 'ft.', 'feet', 'feet']]",4,1.75,10-12 - 12 ft.,10,12,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_BlairPond_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_BlairPond_SUMM_013.jpg,Height of dam
63265580,T26,"[[""3-4'"", '3-4’', ""3-4'"", '3-4'], ['', '', '', 'feet']]",4,1.5,3-4' feet,3,4,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Clear_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Clear_SUMM_012.jpg,Height of dam
63265606,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Irene_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Irene_SUMM_005.jpg,Height of dam
63265630,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_PelesierLittle_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_PelesierLittle_SUMM_008.jpg,Height of dam
63265632,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch45N_25W_S34_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch45N_25W_S34_SUMM_006.jpg,Height of dam
63265638,T26,"[[""1½'"", '1', '1', '1½’'], ['', ""1/2'"", '1/2', ''], ['', '', 'feet', '']]",4,1.333333333,1 1/2' feet,1.5,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Pike_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Pike_SUMM_011.jpg,Height of dam
63265640,T26,[['--']],1,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Powell_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Powell_SUMM_006.jpg,Height of dam
63265643,T26,"[['20', '20ft', ""20'"", '20'], ['ft.', '', '', 'ft']]",4,1.5,20 ft.,20,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_SauxHead_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_SauxHead_SUMM_007.jpg,Height of dam
63265656,T26,"[[""4-6'"", ""4-6'"", '4-6""', '4'], ['', '', '', '-'], ['', '', '', '6""']]",4,1.333333333,"4-6' - 6""",4,6,inches,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_TroutBig_SUMM_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_TroutBig_SUMM_045.jpg,Height of dam
63265661,T26,[['0']],1,1,0,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_UnnamedPond_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_UnnamedPond_SUMM_004.jpg,Height of dam
63265692,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Manaka_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Manaka_SUMM_007.jpg,Height of dam
63265697,T26,"[[""3'"", ""3'."", ""3'"", '3'], ['', '', '', 'feet.']]",4,1.5,3' feet.,3,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Mecosta_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Mecosta_SUMM_014.jpg,Height of dam
63265700,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Round_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Round_SUMM_009.jpg,Height of dam
63265704,T26,[['----']],1,1,----,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Saddleback_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Saddleback_SUMM_007.jpg,Height of dam
63265714,T26,"[['20', ""10'"", '20""', ""20''""], ['inches', '', '', '']]",4,1,20 inches,20,,inches,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Menominee_Sunset_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Menominee_Sunset_SUMM_006.jpg,Height of dam
63265747,T26,"[['At'], ['mouth'], ['of'], ['Lake'], ['Michigan']]",1,1,At mouth of Lake Michigan,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_MONA_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_MONA_SUMM_0001_2.jpeg,Height of dam
63265755,T26,[['none']],1,1,none,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BAPTIST_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BAPTIST_SUMM_0001_2.jpeg,Height of dam
63265771,T26,"[['1', '1', '1', ""1'.""], ['ft', 'ft', 'ft.', ''], ['', '', 'Dam', ''], ['', '', 'so', ''], ['', '', 'constructed', ''], ['', '', 'that', ''], ['', '', 'it', ''], ['', '', 'probably', ''], ['', '', 'does', ''], ['', '', 'not', ''], ['', '', 'stop', ''], ['', '', 'fish', ''], ['', '', 'movement.', ''], ['', '', 'Dam', 'Dam'], ['', '', 'constructed', 'constructed'], ['', '', 'about', 'about'], ['', '', '5', ""5'""], ['', '', 'feet', ''], ['', '', 'high', 'high'], ['', '', 'and', 'and'], ['', '', 'made', 'made'], ['', '', 'so', 'so'], ['', '', 'that', 'that'], ['', '', 'boards', 'boards'], ['', '', 'can', 'can'], ['', '', 'control', 'control'], ['', '', 'water', 'water'], ['', '', 'level', 'level'], ['', '', 'for', 'for'], ['', '', 'about', 'about'], ['', '', 'one', 'one'], ['', '', 'foot', 'foot'], ['', '', 'in', 'in'], ['', '', 'height.', 'height.']]",4,1.647058824,1 ft Dam so constructed that it probably does not stop fish movement. Dam constructed about 5 feet high and made so that boards can control water level for about one foot in height.,5,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_EMERALD_SUMM_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_EMERALD_SUMM_0003_2.jpeg,Height of dam
63265784,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_SAND_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_SAND_SUMM_0001_2.jpeg,Height of dam
63265798,T26,[['none']],1,1,none,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_GRAVELPIT_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_GRAVELPIT_SUMM_0002_2.jpeg,Height of dam
63265805,T26,"[['2', ""2'"", '2', ""2'""], [""'"", '', 'feet', '']]",4,1.5,2 ',2,,feet,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_HART_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_HART_SUMM_0001_2.jpeg,Height of dam
63265849,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Grey_SUMM_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Grey_SUMM_011.jpeg,Height of dam
63265874,T26,"[['to'], ['P.A.S.']]",1,1,to P.A.S.,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Ross_SUMM_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Ross_SUMM_013.jpeg,Height of dam
63265898,T26,[['------']],1,1,------,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_GreenBass_SUMM_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_GreenBass_SUMM_001.jpeg,Height of dam
63265918,T26,[['None']],1,1,None,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Colwell_SUMM_086.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Colwell_SUMM_085.jpeg,Height of dam
63265938,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Rainbow_SUMM_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/PresqueIsle_Rainbow_SUMM_003.jpeg,Height of dam
63265953,T26,[['---']],1,1,---,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Ottawa_Crockery_SUMM_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Ottawa_Crockery_SUMM_001.jpeg,Height of dam
63266000,T26,"[['----', '---']]",2,1,----,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CASS_DONNELL_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/CASS_DONNELL_SUMM_0002_2.jpeg,Height of dam
63266015,T26,[['---']],1,1,---,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_COWDEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_COWDEN_SUMM_0001_2.jpeg,Height of dam
63266019,T26,[['---']],1,1,---,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_DICKERSON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_DICKERSON_SUMM_0001_2.jpeg,Height of dam
63266021,T26,[['-']],1,1,-,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_HORSESHOET12NR7WSEC19202930_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_HORSESHOET12NR7WSEC19202930_SUMM_0001_2.jpeg,Height of dam
63266033,T26,[['none']],1,1,none,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_RAMUSSEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/MONTCALM_RAMUSSEN_SUMM_0001_2.jpeg,Height of dam
63266061,T26,[['none']],1,1,none,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_PEETS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WASHTENAW_PEETS_SUMM_0001_2.jpeg,Height of dam
63266079,T26,"[['average'], ['about'], ['28""'], ['-'], ['medium'], ['or'], ['/']]",1,1,"average about 28"" - medium or /",NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WEXFORD_MEAUWATAKA_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/WEXFORD_MEAUWATAKA_SUMM_0001_2.jpeg,Height of dam
