subject_id,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,column_name,min,max,comment,URL_front,URL_back
63264661,[['-']],1,1,-,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bass_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bass_SUMM_002.jpg
63264662,"[['None', '0', 'none']]",3,1,None,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_008.jpg
63264662,"[['None', '0', 'none']]",3,1,None,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_008.jpg
63264662,"[['None', '0', 'none']]",3,1,None,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_008.jpg
63264662,"[['None', '0', 'none']]",3,1,None,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_008.jpg
63264670,"[['None', '0']]",2,1,None,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_007.jpg
63264670,[['0']],1,1,0,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_007.jpg
63264670,[['0']],1,1,0,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_007.jpg
63264670,[['0']],1,1,0,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_007.jpg
63264691,[['None']],1,1,None,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_002.jpg
63264691,[['none']],1,1,none,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_002.jpg
63264691,[['none']],1,1,none,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_002.jpg
63264691,[['none']],1,1,none,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_002.jpg
63264704,"[['None', 'none', 'nonr']]",3,1,None,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Wildwood_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Wildwood_SUMM_006.jpg
63264727,"[['--', '-']]",2,1,--,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Austin_SUMM_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Austin_SUMM_034.jpg
63264727,"[['--', '-']]",2,1,--,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Austin_SUMM_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Austin_SUMM_034.jpg
63264727,"[['--', '-']]",2,1,--,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Austin_SUMM_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Austin_SUMM_034.jpg
63264729,[['--']],1,1,--,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Barton_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Barton_SUMM_010.jpg
63264742,"[['---', '-']]",2,1,---,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg
63264742,"[['---', '-']]",2,1,---,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg
63264742,"[['---', '-']]",2,1,---,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg
63264742,"[['---', '-']]",2,1,---,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg
63264747,"[['No', 'no']]",2,1,No,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_025.jpg
63264747,"[['No', 'no']]",2,1,No,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_025.jpg
63264747,"[['No', 'no']]",2,1,No,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_025.jpg
63264760,[['-']],1,1,-,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_010.jpg
63264784,[['---']],1,1,---,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Maston_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Maston_SUMM_011.jpg
63264784,[['---']],1,1,---,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Maston_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Maston_SUMM_011.jpg
63264784,[['---']],1,1,---,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Maston_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Maston_SUMM_011.jpg
63264802,[['--']],1,1,--,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_WabasisBig_SUMM_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_WabasisBig_SUMM_020.jpg
63264849,"[['1', 'X']]",2,1,1,Hotels and Homes,1,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Reed_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Reed_SUMM_010.jpg
63264862,[['0']],1,1,0,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Cedar_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Cedar_SUMM_014.jpg
63264886,[['0']],1,1,0,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Watts_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Watts_SUMM_016.jpg
63264889,[['0']],1,1,0,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Bishop_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Bishop_SUMM_001_B.jpg
63264889,[['0']],1,1,0,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Bishop_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Bishop_SUMM_001_B.jpg
63264891,[['0']],1,1,0,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Thompson_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Thompson_SUMM_001_B.jpg
63264891,[['0']],1,1,0,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Thompson_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Thompson_SUMM_001_B.jpg
63264891,[['0']],1,1,0,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Thompson_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Thompson_SUMM_001_B.jpg
63264897,"[['60-70', '60-70', '60-70', '60'], ['', '', '', '-'], ['', '', '', '70']]",4,1.666666667,60-70 - 70,Cottages,60,70,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Zukey_47-97_1939_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Livingston_Zukey_47-97_1939_SUMM_001_02.jpg
63264909,"[['6', '6-8', '6-8'], ['-', '', ''], ['8', '', '']]",3,1.333333333,6/8/08,Cottages,6,8,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pike_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Luce_Pike_SUMM_001_B.jpg
63264928,"[['?', '0']]",2,1,?,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Fish_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Fish_SUMM_001_B.jpg
63264934,[['-']],1,1,-,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1950_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1950_SUMM_001_02.jpg
63264934,[['-']],1,1,-,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1950_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1950_SUMM_001_02.jpg
63264934,[['-']],1,1,-,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1950_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Marquette_Wolf_52-1356_1950_SUMM_001_02.jpg
63264942,"[['25-30', '25', '25-30', '25-30'], ['', '-', '', ''], ['', '30', '', '']]",4,1.666666667,25-30 - 30,Cottages,25,30,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Newaygo_Sylvan_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Newaygo_Sylvan_SUMM_001_B.jpg
63264953,[['no']],1,1,no,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Pleasant_63-915_1936_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Pleasant_63-915_1936_SUMM_001_02.jpg
63264953,[['no']],1,1,no,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Pleasant_63-915_1936_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Pleasant_63-915_1936_SUMM_001_02.jpg
63264953,[['no']],1,1,no,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Pleasant_63-915_1936_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oakland_Pleasant_63-915_1936_SUMM_001_02.jpg
63264958,"[['3', '3', '3', '3'], ['(with', '', 'with', ''], ['Boat', '', 'boat', ''], ['Liveries)', '', 'liveries)', '']]",4,1.75,3 (with Boat Liveries),Boat Resorts ,3,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OCEANA_MCLAREN_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OCEANA_MCLAREN_SUMM_0001_2.jpg
63264960,[['-']],1,1,-,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AMBROSE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AMBROSE_SUMM_0001_2.jpeg
63264964,"[['none', 'None']]",2,1,none,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AUSABLELTL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AUSABLELTL_SUMM_0001_2.jpeg
63264964,"[['none', 'None']]",2,1,none,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AUSABLELTL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AUSABLELTL_SUMM_0001_2.jpeg
63264964,"[['none', 'None']]",2,1,none,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AUSABLELTL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AUSABLELTL_SUMM_0001_2.jpeg
63264964,"[['none', 'None']]",2,1,none,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AUSABLELTL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_AUSABLELTL_SUMM_0001_2.jpeg
63264976,[['--']],1,1,--,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_ELNI_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_ELNI_SUMM_0001_2.jpeg
63264976,[['--']],1,1,--,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_ELNI_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OGEMAW_ELNI_SUMM_0001_2.jpeg
63265004,[['0']],1,1,0,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_CENTER_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_CENTER_SUMM_0001_2.jpg
63265027,"[['10-15', '10-15', '10', '10-15'], ['', '', '-', ''], ['', '', '15', '']]",4,1.666666667,10/15/15,Cottages,10,15,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Bruin_SUMM_Washtenaw_Bruin_SUMM_20200218104508573_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Bruin_SUMM_Washtenaw_Bruin_SUMM_20200218104508573_0002.jpg
63265047,"[['--', '---']]",2,1,--,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Bass_SUMM_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Bass_SUMM_19.jpeg
63265047,"[['--', '----']]",2,1,--,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Bass_SUMM_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Bass_SUMM_19.jpeg
63265047,"[['--', '---']]",2,1,--,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Bass_SUMM_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Bass_SUMM_19.jpeg
63265054,[['-']],1,1,-,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Douglas_SUMM_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Douglas_SUMM_3.jpeg
63265054,[['-']],1,1,-,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Douglas_SUMM_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Douglas_SUMM_3.jpeg
63265054,[['-']],1,1,-,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Douglas_SUMM_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Douglas_SUMM_3.jpeg
63265059,[['0']],1,1,0,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Round_SUMM_16.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Round_SUMM_15.jpeg
63265071,"[['none', 'None']]",2,1,none,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_REID_SUMM_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_REID_SUMM_0003_2.jpeg
63265072,"[['None', '0', 'none']]",3,1,None,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_NORTHINDIAN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_NORTHINDIAN_SUMM_0001_2.jpeg
63265072,"[['None', '0', 'none']]",3,1,None,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_NORTHINDIAN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_NORTHINDIAN_SUMM_0001_2.jpeg
63265072,"[['None', '0', 'none']]",3,1,None,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_NORTHINDIAN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_NORTHINDIAN_SUMM_0001_2.jpeg
63265072,"[['None', '0', 'none']]",3,1,None,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_NORTHINDIAN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_NORTHINDIAN_SUMM_0001_2.jpeg
63265078,"[['Boats'], ['from'], ['Midway'], ['Resort'], ['moor'], ['at'], ['lake'], ['shore'], ['for'], ['rent.']]",1,1,Boats from Midway Resort moor at lake shore for rent.,Liveries,0,,Boats from Midway Resort moor at lake shore for rent.,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_BALDY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_BALDY_SUMM_0001_2.jpeg
63265085,[['0']],1,1,0,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CARP_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_CARP_SUMM_0001_2.jpeg
63265090,"[['none', '-']]",2,1,none,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_2.jpeg
63265090,[['-']],1,1,-,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_2.jpeg
63265090,[['-']],1,1,-,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_2.jpeg
63265090,[['-']],1,1,-,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DEAD_SUMM_0001_2.jpeg
63265095,[['-']],1,1,-,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DUCK_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DUCK_SUMM_0001_2.jpeg
63265116,"[['None', 'none']]",2,1,None,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_2.jpeg
63265116,"[['None', 'none']]",2,1,None,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_2.jpeg
63265116,"[['None', 'none']]",2,1,None,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_2.jpeg
63265116,"[['None', 'none']]",2,1,None,Liveries,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_2.jpeg
63265136,[['0']],1,1,0,Cottages,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_2.jpeg
63265136,[['0']],1,1,0,Hotels and Homes,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_2.jpeg
63265136,[['0']],1,1,0,Boat Resorts ,0,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_2.jpeg
