subject_id,begin_date_day,begin_date_month,begin_date_year,end_date_day,end_date_month,end_date_year,review,URL_front,URL_back,comment
58754604,20,July,1962,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_GROW_046.jpg,
58754605,30,May,1986,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Clear_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Clear_GROW_022.jpg,
58754621,2,August,1991,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Pike_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Pike_GROW_006.jpg,
58754631,29,July,1986,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Fidelity_GROW_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ingham_Fidelity_GROW_005.jpg,
58754653,29,May,1983,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Morrison_GROW_120.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Morrison_GROW_121.jpg,
58754657,9,May,1990,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Woodard_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Woodard_GROW_020.jpg,
58754662,1,September,1987,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Woodard_GROW_101.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Ionia_Woodard_GROW_102.jpg,
58754685,19,September,1989,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Sand_GROW_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iosco_Sand_GROW_013.jpg,
58754691,14,June,1994,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Bass_GROW_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Bass_GROW_037.jpg,
58754699,21,June,1993,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Buck_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Buck_GROW_035.jpg,
58754702,14,September,1995,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Cable_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Cable_GROW_036.jpg,
58754714,10,May,1984,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Chicagon_GROW_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Chicagon_GROW_050.jpg,
58754729,13,June,1984,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Dawson_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Dawson_GROW_017.jpg,
58754742,12,September,1991,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Emily_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Emily_GROW_035.jpg,
58754743,19,June,1985,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Erickson_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Erickson_GROW_017.jpg,
58754760,28,September,1994,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Hagerman_GROW_089.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Hagerman_GROW_090.jpg,
58754768,17,September,1990,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Ice_GROW_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Ice_GROW_050.jpg,
58754773,7,October,1981,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Iron_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Iron_GROW_017.jpg,
58754777,21,April,1994,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Iron_GROW_078.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Iron_GROW_079.jpg,
58754781,22,October,1991,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_038.jpg,
58754784,2,May,1986,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Long43N_33W_S16-17_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Long43N_33W_S16-17_GROW_054.jpg,
58754786,29,October,1991,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Madelyn_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Madelyn_GROW_011.jpg,
58754792,26,September,1990,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_MichigammeReservoir_GROW_077.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_MichigammeReservoir_GROW_078.jpg,
58754801,25,April,1988,17,May,1988,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Ottawa_GROW_101.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Ottawa_GROW_102.jpg,year cut off
58754808,13,October,1988,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_PaintPond_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_PaintPond_GROW_019.jpg,
58754812,23,September,1992,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Perch_GROW_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Perch_GROW_043.jpg,
58754813,8,June,1984,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_PeavyPond_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_PeavyPond_GROW_018.jpg,
58754823,23,July,1987,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_014.jpg,
58754828,29,October,1991,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_014.jpg,
58754831,15,June,1988,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_028.jpg,
58754850,21,April,1990,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Sunset_GROW_068.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Sunset_GROW_069.jpg,
58754853,15,September,1981,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Swan_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Swan_GROW_018.jpg,
58754854,9,June,1981,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Swan_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Swan_GROW_020.jpg,
58754873,10,October,1962,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Halls_GROW_073.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Halls_GROW_074.jpg,
58754878,9,August,1988,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Herrick_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Herrick_GROW_007.jpg,
58754889,4,October,1984,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Stevenson_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Stevenson_GROW_014.jpg,
58754927,28,September,1964,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Lime_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Lime_GROW_019.jpg,
58754930,11,June,1985,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_015.jpg,
58754941,1,June,1990,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_GROW_065.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Round4S_1-2W_S30-31-25-36_GROW_066.jpg,
58754972,7,December,1962,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Indian_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Indian_GROW_028.jpg,
58754974,14,September,1962,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Long_GROW_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Long_GROW_030.jpg,
58754990,20,October,1981,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Threes_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Threes_GROW_012.jpg,
58754997,16,October,1962,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_BlueBig_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_BlueBig_GROW_040.jpg,
58755003,13,September,1963,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_GuernseyBig_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_GuernseyBig_GROW_055.jpg,
58755005,30,May,1991,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Log_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Log_GROW_028.jpg,
58755032,3,September,1975,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_081.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_082.jpg,
58755038,9,June,1993,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_101.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_102.jpg,
58755049,1,October,1986,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_078.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_079.jpg,
58755056,22,June,1977,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Campau_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Campau_GROW_025.jpg,
58755077,9,March,1975,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_GrandvilleGravelPit_GROW_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_GrandvilleGravelPit_GROW_003.jpg,
58755078,3,June,1970,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Gove_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Gove_GROW_018.jpg,
58755084,1,November,1977,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lime_GROW_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lime_GROW_029.jpg,
58755105,14,November,1978,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Marjella_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Marjella_GROW_015.jpg,
58755112,3,February,1973,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_022.jpg,
58755131,16,June,1970,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_093.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_094.jpg,
58755136,24,August,1976,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Reeds_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Reeds_GROW_020.jpg,
58755138,2,March,1972,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Reeds_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Reeds_GROW_026.jpg,
58755143,22,July,1971,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_012.jpg,
58755144,6,October,1960,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scally_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scally_GROW_025.jpg,
58755146,21,August,1983,2,January,1984,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Scram_GROW_060.jpg,"Many separate dates, first and last date included"
58755160,19,October,1989,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_FannyHooe_GROW_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_FannyHooe_GROW_031.jpg,
58755162,9,August,1994,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_LacLaBelle_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_LacLaBelle_GROW_014.jpg,
58755171,17,May,1990,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_Manganese_GROW_046.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_Manganese_GROW_047.jpg,
58755176,NA,June,1982,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BassBig_GROW_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BassBig_GROW_054.jpg,
58755189,13,October,1960,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_Oxbow_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_Oxbow_GROW_006.jpg,
58755191,NA,July,1982,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_Rainbow_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_Rainbow_GROW_008.jpg,
58755207,3,May,1990,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_020.jpg,
58755214,15,September,1965,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Long8N_10E_S18_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Long8N_10E_S18_FISHc_059.jpg,
58755230,19,July,1983,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Pero_FISHc_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Pero_FISHc_017.jpg,
58755254,14,December,1966,12,January,1967,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1967_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1967_GROW_001_02.jpg,two separate survey dates
58755266,1,March,1993,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/VanBuren_VanBuren_Huzzy_GROW_GROW_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/VanBuren_VanBuren_Huzzy_GROW_GROW_2.jpeg,
58755304,19,May,1994,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0013.jpeg,
58755312,13,May,1988,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0072.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Joslin_GROW_20200225125514132_0073.jpeg,
59073198,17,May,1977,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_024.jpg,
59073200,3,August,1973,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_050.jpg,
59073211,27,July,1972,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_139.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_140.jpg,
59152204,1,May,1972,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Douglas_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Douglas_GROW_076.jpg,
59152211,17,May,1977,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_024.jpg,
59152215,12,October,1961,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_058.jpg,
59687821,14,July,1959,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_044.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_043.jpeg,
59687823,6,November,1981,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_024.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_023.jpeg,
59687835,25,April,1972,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_072.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_071.jpeg,
59687850,8,September,1994,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_008.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Otsego_GROW_007.jpeg,
59687864,9,July,1968,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Marjory_GROW_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Marjory_GROW_003.jpeg,
59687865,14,June,1975,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Manuka_GROW_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Manuka_GROW_015.jpeg,
59687893,10,June,1970,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Douglas_GROW_046.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Douglas_GROW_045.jpeg,
59687906,7,September,1994,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Dixon_GROW_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Dixon_GROW_001.jpeg,
59687987,NA,NA,1990,NA,NA,1991,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/ALPENA_LONG_GROW_0005.jpeg,NA,Mant dates not listed
59688027,29,August,1984,29,May,1985,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kent_Long_GROW_002.jpg,NA,two separate survey dates
59688056,2,June,1983,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_BelleI_FISHs_003.jpg,NA,
59688070,17,September,1980,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Pratt_FISHs_004.jpg,NA,
59688073,10,June,1983,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Syphon_FISHs_039.jpg,NA,
59688119,18,July,1986,NA,NA,NA,TRUE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Log_GROW_095.jpg,NA,
