subject_id,data.aligned_text,data.consensus_text,column_name,data,units,URL_front,URL_back
58754181,"[['.', '7.2', '.'], ['.', '', '.'], ['.', '', '.']]",. . .,5th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Deadmans_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Deadmans_GROW_012.jpg
58754184,"[['4.2', '.'], ['', '.'], ['', '.']]",4.2 . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Dodge_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Dodge_GROW_008.jpg
58754187,"[['16', '17', '17']]",17,Fourth row Number of Fish ,17,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754187,"[['4.1-8.8', '4.1-7.9', '4.1-7.9']]",4.1-7.9,Fourth row Length Range ,4.1-7.9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754187,"[['5.4', '6.4', '6.4']]",6.4,Fourth row Mean Length ,6.4,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754187,"[['17', '3', '3']]",3,5th row Number of Fish ,3,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754187,"[['4.1-7.9', '5.5-8.4', '5.5-8.4']]",5.5-8.4,5th row Length Range ,5.5-8.4,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754187,"[['6.4', '6.5', '6.5']]",6.5,5th row Mean Length ,6.5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754187,"[['3', '1', '1']]",1,6th row Number of Fish ,1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754187,"[['5.5-8.4', '8.1', '8.1']]",8.1,6th row Length Range ,8.1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754187,"[['6.5', '8.1', '8.1']]",8.1,6th row Mean Length ,8.1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg
58754189,"[['3.2', '4.1', '4.1']]",4.1,Second row Mean Length ,4.1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_108.jpg
58754198,"[['9.3', '.'], ['', '.'], ['', '.']]",9.3 . .,6th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_George_GROW_117.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_George_GROW_118.jpg
58754201,"[['7', '7', '23']]",7,5th row Number of Fish ,7,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Hoister_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Hoister_GROW_007.jpg
58754201,"[['5.7-8.1', '5.7-8.1', '5.3-7.5']]",5.7-8.1,5th row Length Range ,5.7-8.1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Hoister_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Hoister_GROW_007.jpg
58754201,"[['6.9', '6.9', '6.5']]",6.9,5th row Mean Length ,6.9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Hoister_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Hoister_GROW_007.jpg
58754219,"[['4.3', '4.3', '4.9']]",4.3,First row Mean Length ,4.3,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Nester_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Nester_GROW_009.jpg
58754223,"[['5.2-5.-4', '5.2-5.4', '5.2-5.4']]",5.2-5.4,Second row Length Range ,5.2-5.4,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Perch17N_6W_S23_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Perch17N_6W_S23_GROW_011.jpg
58754227,"[['6.0', '5.5', '6.0']]",6,Third row Mean Length ,6,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Shamrock_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Shamrock_GROW_012.jpg
58754241,"[['5.6-6.0', '5.6-6.0', '5.6', '5.6-6.0'], ['', '', '&', ''], ['', '', '6.0', '']]",5.6-6.0 & 6.0,Third row Length Range ,5.6-6,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Sutherland_GROW_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Sutherland_GROW_027.jpg
58754245,"[['.', '6.9'], ['.', ''], ['.', '']]",. . .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Sutherland_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Sutherland_GROW_041.jpg
58754285,"[['.', '4.2'], ['.', ''], ['.', '']]",. . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Glory_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Glory_GROW_032.jpg
58754285,"[['.', '5.5'], ['.', ''], ['.', '']]",. . .,Second row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Glory_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Glory_GROW_032.jpg
58754285,"[['.', '5.7'], ['.', ''], ['.', '']]",. . .,Third row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Glory_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Glory_GROW_032.jpg
58754285,"[['.', '6.6'], ['.', ''], ['.', '']]",. . .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Glory_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Glory_GROW_032.jpg
58754287,"[['.', '———', '.', '0'], ['.', '', '.', ''], ['.', '', '.', '']]",. . .,Second row Number of Fish ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_014.jpg
58754287,"[['.', '———', '.', '0'], ['.', '', '.', ''], ['.', '', '.', '']]",. . .,Second row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_014.jpg
58754287,"[['.', '———', '.', '0'], ['.', '', '.', ''], ['.', '', '.', '']]",. . .,Second row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Hardgrove_GROW_014.jpg
58754301,"[['.', '0', '6.8', '.'], ['.', '', '', '.'], ['.', '', '', '.']]",. . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_031.jpg
58754306,"[['1', '.', '.', '1'], ['', '.', '.', ''], ['', '.', '.', '']]",1 . .,6th row Number of Fish ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_057.jpg
58754306,"[['10.2', '.', '.', '10.2'], ['', '.', '.', ''], ['', '.', '.', '']]",10.2 . .,6th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_057.jpg
58754306,"[['10.2', '.', '.', '10.2'], ['', '.', '.', ''], ['', '.', '.', '']]",10.2 . .,6th row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_057.jpg
58754306,"[['10.3', '10.2', '10.2', '10.3']]",10.3,7th row Length Range ,10.2,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_057.jpg
58754306,"[['10.3', '10.2', '10.2', '10.3']]",10.3,7th row Mean Length ,10.2,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_057.jpg
58754312,"[['4.0', '4', '4.0']]",4,Second row Mean Length ,4,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Lost_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Lost_GROW_006.jpg
58754312,"[['5.0', '5', '5.0']]",5,Third row Mean Length ,5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Lost_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Lost_GROW_006.jpg
58754333,"[['10.-10.2', '10.0-10.2', '10.0-10.2']]",10.0-10.2,6th row Length Range ,10-10.2,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Wakeley_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Wakeley_GROW_007.jpg
58754347,"[['5.4', '5.0', '5.4', '5.0']]",5.4,Fourth row Mean Length ,5.4,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Island_GROW_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Island_GROW_005.jpg
58754351,"[['7.1-7.3', '7.1-7.2', '5.o', '7.1-7.3']]",7.1-7.3,Second row Length Range ,7.1-7.3,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Lake Lancer_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Lake Lancer_GROW_007.jpg
58754367,"[['2.4', '2.4', '2.4', '.'], ['', '', '', '.'], ['', '', '', '.']]",2.4 . .,First row Length Range ,2.4,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_127.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_128.jpg
58754367,"[['9.0', '9.0', '9.0', '.'], ['', '', '', '.'], ['', '', '', '.']]",9.0 . .,9th row Length Range ,9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_127.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Pratts_GROW_128.jpg
58754372,"[['.', '4.3'], ['.', ''], ['.', '']]",. . .,First row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Ross_GROW_153.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Ross_GROW_154.jpg
58754372,"[['.', '5.0'], ['.', ''], ['.', '']]",. . .,Second row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Ross_GROW_153.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Ross_GROW_154.jpg
58754373,"[['6.1', '6.1', '6.1', '.'], ['', '', '', '.'], ['', '', '', '.']]",6.1 . .,Third row Length Range ,6.1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Ross_GROW_167.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Ross_GROW_168.jpg
58754373,"[['6.5', '6.5', '6.5', '.'], ['', '', '', '.'], ['', '', '', '.']]",6.5 . .,Fourth row Length Range ,6.5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Ross_GROW_167.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Ross_GROW_168.jpg
58754382,"[['83.0-3.5', '3.0-3.5']]",83.0-3.5,First row Length Range ,3-3.5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_175.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_176.jpg
58754401,"[['8.7', '.'], ['', '.'], ['', '.']]",8.7 . .,5th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Wiggins_GROW_068.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Wiggins_GROW_069.jpg
58754401,"[['9.4', '.'], ['', '.'], ['', '.']]",9.4 . .,6th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Wiggins_GROW_068.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Wiggins_GROW_069.jpg
58754410,"[['.', '4.6'], ['.', ''], ['.', '']]",. . .,First row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Allen_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Allen_GROW_012.jpg
58754410,"[['.', '8.2'], ['.', ''], ['.', '']]",. . .,7th row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Allen_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Allen_GROW_012.jpg
58754410,"[['.', '9.9'], ['.', ''], ['.', '']]",. . .,10th row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Allen_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Allen_GROW_012.jpg
58754415,"[['7.7', '8.4', '7.7', '8.4']]",7.7,Fourth row Mean Length ,7.7,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_BayEast_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_BayEast_GROW_009.jpg
58754423,"[['6.9', '7.0', '6.9']]",6.9,5th row Mean Length ,6.9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Bobcat_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Bobcat_GROW_034.jpg
58754435,"[['9', '9.0', '9.0', '9']]",9,8th row Length Range ,9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Crooked_GROW_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Crooked_GROW_052.jpg
58754435,"[['9', '9.0', '9.0', '9']]",9,8th row Mean Length ,9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Crooked_GROW_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Crooked_GROW_052.jpg
58754471,"[['13', '132.6-4.5', '13']]",13,First row Number of Fish ,13,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_027.jpg
58754471,"[['2.6-4.5', '3.5', '2.6-4.5']]",2.6-4.5,First row Length Range ,2.6-4.5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_027.jpg
58754471,"[['3.5', '3.4', '3.5']]",3.5,First row Mean Length ,3.5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_027.jpg
58754477,"[['3', '5', '36.1-6.7', '3']]",3,5th row Number of Fish ,3,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Ormes_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Ormes_GROW_015.jpg
58754479,"[['3.1', '3.1', '3.10', '3.10']]",3.1,First row Mean Length ,3.1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Ormes_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Ormes_GROW_017.jpg
58754483,"[['.', '.', '7.2'], ['.', '.', ''], ['.', '.', '']]",. . .,5th row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Pomeroy_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Pomeroy_GROW_017.jpg
58754483,"[['.', '.', '8.3'], ['.', '.', ''], ['.', '.', '']]",. . .,7th row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Pomeroy_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Pomeroy_GROW_017.jpg
58754483,"[['.', '.', '10'], ['.', '.', ''], ['.', '.', '']]",. . .,8th row Mean Length ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Pomeroy_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Pomeroy_GROW_017.jpg
58754498,"[['10.3', '.', '.'], ['', '.', '.'], ['', '.', '.']]",. . .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Tamarack_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Tamarack_GROW_023.jpg
58754510,"[['10', '5', '10']]",10,Fourth row Number of Fish ,10,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_096.jpg
58754510,"[['7.4-9.2', '8.0-9.1', '7.4-9.2']]",7.4-9.2,Fourth row Length Range ,7.4-9.2,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_096.jpg
58754510,"[['8.2', '8.4', '8.2']]",8.2,Fourth row Mean Length ,8.2,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_096.jpg
58754510,"[['5', '2', '5']]",5,5th row Number of Fish ,5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_096.jpg
58754510,"[['8.0-9.1', '8.5-9.1', '8.0-9.1']]",8.0-9.1,5th row Length Range ,8.0-9.1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_096.jpg
58754510,"[['8.4', '8.8', '8.4']]",8.4,5th row Mean Length ,8.4,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Arbutus_GROW_096.jpg
58754512,"[['10.5', '.'], ['', '.'], ['', '.']]",10.5 . .,5th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S1-2-35-36_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S1-2-35-36_GROW_014.jpg
58754515,"[['6.0-7.3', '6-7.3', '6-7.3']]",6-7.3,Second row Length Range ,6-7.3,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_022.jpg
58754515,"[['7.0', '7', '7']]",7,Second row Mean Length ,7,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_022.jpg
58754515,"[['8.0', '8', '8']]",8,Third row Mean Length ,8,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_022.jpg
58754515,"[['9.0', '9', '9']]",9,5th row Length Range ,9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_022.jpg
58754515,"[['9.0', '9', '9']]",9,5th row Mean Length ,9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Bass26N_12W_S31_GROW_022.jpg
58754525,"[['4.9-5.5', '4.0-5.5']]",4.9-5.5,Fourth row Length Range ,4.9-5.5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_005.jpg
