subject_id,data.aligned_text,data.consensus_text,column_name,data,units,URL_front,URL_back
58755037,"[['6.7', '.'], ['', '.'], ['', '.']]",6.7 . .,Third row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_091.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_092.jpg
58755040,"[['.', '.', '4.3-6.5', '5.8'], ['.', '.', '', ''], ['.', '.', '', '']]",. . .,Third row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bostwick_GROW_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bostwick_GROW_027.jpg
58755042,"[['3', '19', '19']]",19,Second row Number of Fish ,19,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_029.jpg
58755043,"[['2-5', '.'], ['', '.'], ['', '.']]",2-5 . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_043.jpg
58755051,"[['.', '8.2'], ['.', ''], ['.', '']]",. . .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Camp_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Camp_GROW_015.jpg
58755052,"[['108mm', '108', '108mm', '108'], ['', '', '', 'mm']]",108mm mm,First row Mean Length ,108,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg
58755052,"[['90-144mm', '90-144', '90mm-144mm', '90-144'], ['', '', '', 'mm']]",90-144 mm,Second row Length Range ,90-144,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg
58755052,"[['111mm', '111', '111mm', '111'], ['', '', '', 'mm']]",111mm mm,Second row Mean Length ,111,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg
58755052,"[['134-217mm', '134-217', '134-217mm', '134-217'], ['', '', '', 'mm']]",134-217mm mm,Third row Length Range ,134-217,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg
58755052,"[['168mm', '168', '168mm', '168'], ['', '', '', 'mm']]",168mm mm,Third row Mean Length ,168,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg
58755052,"[['150-218mm', '150-218', '150-218mm', '150-218'], ['', '', '', 'mm']]",150-218mm mm,Fourth row Length Range ,150-218,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg
58755052,"[['181mm', '181', '181mm', '181'], ['', '', '', 'mm']]",181mm mm,Fourth row Mean Length ,181,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg
58755061,"[['.', '8.3', '8.3'], ['.', '', ''], ['.', '', '']]",8.3 . .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Campbell_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Campbell_GROW_011.jpg
58755067,"[['4.6', '4.6', '4.5']]",4.6,First row Mean Length ,4.6,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_CrookedBig_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_CrookedBig_GROW_008.jpg
58755068,"[['8.6', '.', '.'], ['', '.', '.'], ['', '.', '.']]",. . .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_CrookedBig_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_CrookedBig_GROW_006.jpg
58755069,"[['.', '8.6'], ['.', ''], ['.', '']]",. . .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_CrookedBig_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_CrookedBig_GROW_018.jpg
58755071,"[['5', '3', '5', '3']]",5,First row Number of Fish ,5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Dean_GROW_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Dean_GROW_030.jpg
58755086,"[['No', '.'], ['data', '.'], ['', '.']]",No data .,Third row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_021.jpg
58755086,"[['No', '.'], ['data', '.'], ['', '.']]",No data .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_021.jpg
58755103,"[['183-191', '183-191', '183']]",183-191,Third row Length Range ,183-191,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Long_GROW_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Long_GROW_044.jpg
58755103,"[['187', '187', '191']]",187,Third row Mean Length ,187,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Long_GROW_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Long_GROW_044.jpg
58755103,"[['180-188', '180']]",180-188,Fourth row Length Range ,180-188,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Long_GROW_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Long_GROW_044.jpg
58755103,"[['184', '188']]",184,Fourth row Mean Length ,184,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Long_GROW_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Long_GROW_044.jpg
58755104,"[['2', '1', '3', '1']]",1,Second row Number of Fish ,1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Middleboro_GROW_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Middleboro_GROW_003.jpg
58755105,"[['112-163mm', '112-163', '112-163', '112-163'], ['', '', '', 'mm']]",112-163 mm,First row Length Range ,112-163,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Marjella_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Marjella_GROW_015.jpg
58755105,"[['136mm', '136', '136', '136'], ['', '', '', 'mm']]",136 mm,First row Mean Length ,136,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Marjella_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Marjella_GROW_015.jpg
58755107,"[['137', '5.39', '137mm', '137']]",137,First row Length Range ,137,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_033.jpg
58755107,"[['137', '5.39', '137mm', '137']]",137,First row Mean Length ,137,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_033.jpg
58755107,"[['145-162', '5.7-6.4', '145-162mm', '145-162']]",145-162,Second row Length Range ,145-162,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_033.jpg
58755107,"[['152', '6.0', '152mm', '152']]",152,Second row Mean Length ,152,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_033.jpg
58755107,"[['168-192', '6.6-7.6', '168-192mm', '168-192']]",168-192,Third row Length Range ,168-192,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_033.jpg
58755107,"[['179', '7.0', '179mm', '179']]",179,Third row Mean Length ,179,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_033.jpg
58755107,"[['170-211', '6.7-8.3', '170-211mm', '170-211']]",170-211,Fourth row Length Range ,170-211,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_033.jpg
58755107,"[['191', '7.5', '191mm', '191']]",191,Fourth row Mean Length ,191,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Murray_GROW_033.jpg
58755108,"[['6.60', '6.60', '6.6']]",6.6,6th row Mean Length ,6.6,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Myers_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Myers_GROW_018.jpg
58755109,"[['.', '4.8'], ['.', ''], ['.', '']]",. . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Myers_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Myers_GROW_024.jpg
58755114,"[['9', '9', '14']]",9,First row Number of Fish ,9,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_010.jpg
58755114,"[['5.7', '5.7', '5.8']]",5.7,First row Mean Length ,5.7,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_010.jpg
58755114,"[['1', '1', '2']]",1,Second row Number of Fish ,1,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_010.jpg
58755114,"[['8.0', '8.0', '7.4']]",8,Second row Mean Length ,8,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_010.jpg
58755114,"[['5', '5', '1']]",5,Third row Number of Fish ,5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_010.jpg
58755114,"[['6.3', '6.3', '8.0']]",6.3,Third row Mean Length ,6.3,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_010.jpg
58755117,"[['5..4-5.5', '5.4-5.5', '5.4-5.5']]",5.4-5.5,Third row Length Range ,5.4-5.5,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_024.jpg
58755117,"[['8.1', '.'], ['', '.'], ['', '.']]",8.1 . .,6th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Pine_GROW_024.jpg
58755118,"[['6.0', '3.0', '6.0', '6']]",6,Fourth row Mean Length ,6,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_026.jpg
58755123,"[['5.5', '.'], ['', '.'], ['', '.']]",5.5 . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_040.jpg
58755124,"[['6.7-7.4', '6.5-7.4', '6.5-7.4']]",6.5-7.4,Third row Length Range ,6.5-7.4,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_042.jpg
58755126,"[['.', '.', '3.8'], ['.', '.', ''], ['.', '.', '']]",. . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_044.jpg
58755126,"[['.', '.', '5.4'], ['.', '.', ''], ['.', '.', '']]",. . .,Third row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_044.jpg
58755142,"[['.', '.', '3.8'], ['.', '.', ''], ['.', '.', '']]",. . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Sand10N_10W_S5-32_GROW_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Sand10N_10W_S5-32_GROW_058.jpg
58755142,"[['.', '.', '6.8'], ['.', '.', ''], ['.', '.', '']]",. . .,5th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Sand10N_10W_S5-32_GROW_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Sand10N_10W_S5-32_GROW_058.jpg
58755148,"[['9.2', '7.7']]",9.2,6th row Mean Length ,9.2,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_WabasisBig_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_WabasisBig_GROW_096.jpg
58755149,"[['6.2-6.8', '6.2-6.8', '6.2', '6.2-6.8'], ['', '', '6.8', '']]",6.2-6.8 6.8,Fourth row Length Range ,6.2-6.8,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Thomas_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Thomas_GROW_007.jpg
58755178,"[['60-75mm', '60-70', '60-75', '2.4-2.9']]",60-75mm,First row Length Range ,60-75,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['70mm', '70', '70', '2.6']]",70,First row Mean Length ,70,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['80-118mm', '80-118', '80-118', '3.1-4.6']]",80-118,Second row Length Range ,80-118,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['93mm', '93', '93', '3.7']]",93,Second row Mean Length ,93,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['125-130mm', '125-130', '125-130', '4.9-5.1']]",125-130,Third row Length Range ,125-130,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['127mm', '127', '127', '5.0']]",127,Third row Mean Length ,127,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['135-157mm', '135-157', '135-137', '5.3-6.2']]",135-157mm,Fourth row Length Range ,135-157,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['145mm', '145', '145', '5.7']]",145,Fourth row Mean Length ,145,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['142-157mm', '142-157', '142-157', '5.6-6.2']]",142-157,5th row Length Range ,142-157,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['150mm', '150', '150', '5.9']]",150,5th row Mean Length ,150,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['185mm', '185', '185', '7.3']]",185,6th row Length Range ,185,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755178,"[['185mm', '185', '185', '7.3']]",185,6th row Mean Length ,185,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0002.jpeg
58755179,"[['.', '3.9'], ['.', ''], ['.', '']]",. . .,Second row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127123028804_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127123028804_0002.jpg
58755179,"[['.', '7.2'], ['.', ''], ['.', '']]",. . .,7th row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127123028804_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127123028804_0002.jpg
58755182,"[['163', '136', '136']]",136,Second row Length Range ,136,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0005.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121745299_0006.jpeg
58755184,"[['.', '9.9', '.'], ['.', '', '.'], ['.', '', '.']]",. . .,Fourth row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_Leverentz_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_Leverentz_GROW_006.jpg
58755190,"[['9.6', '9.8', '9.8']]",9.8,7th row Mean Length ,9.8,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_Paradise_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_Paradise_GROW_018.jpg
58755194,"[['125-130', '135-130', '125-130', '125-130'], ['mm', '', '', '']]",125-130 mm,Third row Length Range ,125-130,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_069.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_070.jpg
58755194,"[['145', '145', '150', '145'], ['mm', '', '', '']]",145 mm,Fourth row Mean Length ,145,mm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_069.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_070.jpg
58755202,"[['10.', '10.0', '10.0', '10']]",10,7th row Length Range ,10,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_198.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_199.jpg
58755202,"[['10.', '10.0', '10.0', '10']]",10,7th row Mean Length ,10,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_198.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_199.jpg
58755238,"[['.', '5.7'], ['.', ''], ['.', '']]",. . .,Third row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_West8N_9E_S16_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_West8N_9E_S16_FISHc_018.jpg
58755246,"[['10.0', '10.3']]",10,9th row Mean Length ,10,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211122004465_0001.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Roscommon_Houghton_GROW_20191211122004465_0002.jpeg
58755256,"[['8.9', '.'], ['', '.'], ['', '.']]",8.9 . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1962_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1962_GROW_001_02.jpg
58755267,"[['4.8', '.'], ['', '.'], ['', '.']]",4.8 . .,First row Length Range ,,NA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Barton_GROW_20200203131647465_0019.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Washtenaw_Barton_GROW_20200203131647465_0020.jpeg
