"subject_id","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","front","back"
58687658,"16","August","1938","18","August","1938","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_008.jpg"
58687659,"25","July","1959","25","July","1959","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Buddle_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Buddle_SUMM_004.jpg"
58687660,"5","July","1960","7","July","1960","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Buck_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Buck_SUMM_008.jpg"
58687661,"29","August","1949","31","August","1949","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Camp_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Camp_SUMM_014.jpg"
58687662,"28","July","1949","29","July","1949","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Camp_SUMM_011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Camp_SUMM_012.jpg"
58687663,"2","August","1954","6","August","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Brule_SUMM_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Brule_SUMM_009.jpg"
58687664,"23","August","1948",NA,"August",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_ChiefEdwards_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_ChiefEdwards_SUMM_006.jpg"
58687665,"14","August","1962","15","August","1962","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Curry_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Curry_SUMM_003.jpg"
58687666,"8","September","1943","21","August","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_007.jpg"
58687667,"14","August","1962","15","August","1962","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Curry_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Curry_SUMM_005.jpg"
58687668,"26","June","1964","2","September","1964","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Chamberlain_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Chamberlain_SUMM_003.jpg"
58687669,"10","September","1946","10","September","1946","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Dawson_SUMM_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Dawson_SUMM_009.jpg"
58687670,"27","July","1948",NA,"July",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Dawson_SUMM_010.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Dawson_SUMM_011.jpg"
58687671,"25","August","1949","27","August","1949","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_36-849_1949_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_36-849_1949_SUMM_001_02.jpg"
58687672,"18","August","1948",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_014.jpg"
58687673,"25","August","1949","27","August","1949","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_SUMM_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_SUMM_017.jpg"
58687674,"31","August","195","3","September","1959","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Emily_SUMM_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Emily_SUMM_009.jpg"
58687675,"24","August","1950","28","August","1950","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_016.jpg"
58687676,"26","August","1953","29","August","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Fence_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Fence_SUMM_006.jpg"
58687677,"2","September","1953","4","September","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_014.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_015.jpg"
58687678,"19","August","1948","19","August","1948","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Fire_SUMM_014.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Fire_SUMM_015.jpg"
58687679,"19","August","1948","19","August","1948","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_012.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_013.jpg"
58687680,"25","August","1937",NA,"August",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Five_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Five_SUMM_010.jpg"
58687681,"6","July","1954","9","July","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gibson_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gibson_SUMM_010.jpg"
58687682,"19","August","1957",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gabbit_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gabbit_SUMM_004.jpg"
58687683,"25","August","1937","25","August","1937","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Golden_SUMM_042.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Golden_SUMM_043.jpg"
58687684,"2","August","1938","3","August","1938","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Hagerman_SUMM_020.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Hagerman_SUMM_021.jpg"
58687685,"14","August","1961","18","August","1961","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Glidden_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Glidden_SUMM_008.jpg"
58687686,"17","August","1944","18","August","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_017.jpg"
58687687,"15","August","1960","18","August","1960","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_018.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_019.jpg"
58687688,"25","June","1964","25","June","1964","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_002.jpg"
58687689,"14","August","1958","15","August","1958","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes43N_31W_S24_SUMM_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes43N_31W_S24_SUMM_009.jpg"
58687690,"31","August","1950","2","September","1950","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Hollister_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Hollister_SUMM_003.jpg"
58687691,"23","July","1951","23","July","1951","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HolmesUpper_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HolmesUpper_SUMM_008.jpg"
58687692,"30","August","1937","30","August","1937","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Harding_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Harding_SUMM_010.jpg"
58687693,"25","July","1960","29","July","1960","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Norway_36-1488_1960_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Norway_36-1488_1960_SUMM_001_02.jpg"
58687694,"27","August","1958","27","August","1958","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Perch_36-1529_1958_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Perch_36-1529_1958_SUMM_001_02.jpg"
58687695,"1","July","1955","7","July","1955","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ice_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ice_SUMM_010.jpg"
58687696,"26","August","1958","24","September","1958","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Stanley_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Stanley_SUMM_016.jpg"
58687697,"1","September","1937",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Paint_36-2067_1937_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Paint_36-2067_1937_SUMM_001_02.jpg"
58687698,"20","August","1949","23","August","1949","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Sunset_SUMM_010.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Sunset_SUMM_011.jpg"
58687699,"5","June","1962","14","June","1962","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Swan_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Swan_SUMM_016.jpg"
58687700,"22","August","1960","26","August","1960","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Tepee_36-1936_1960_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Tepee_36-1936_1960_SUMM_001_02.jpg"
58687701,"22","August","1960","26","August","1960","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Tepee_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Tepee_SUMM_004.jpg"
58687702,"15","August","1962","16","August","1962","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Timber_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Timber_SUMM_004.jpg"
58687703,"7","June","1960","9","June","1960","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Wildwood_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Wildwood_SUMM_006.jpg"
58687704,"25","August","1938","27","August","1938","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Winslow_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Winslow_SUMM_014.jpg"
58687705,"1","August","1941","2","August","1941","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Coldwater_SUMM_024.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Coldwater_SUMM_025.jpg"
58687706,"26","May","1959",NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Halls_SUMM_023.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Halls_SUMM_024.jpg"
58687707,"15","September","1958",NA,"September",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_BlanchardMillPond_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_BlanchardMillPond_SUMM_003.jpg"
58687708,"28","February","1961","28","February","1961","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_EldredBig__SUMM_001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_EldredBig__SUMM_002.jpg"
58687710,"27","September","1958","27","September","1958","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Marshall_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Marshall_SUMM_003.jpg"
58687711,"11","September","1967","12","September","1967","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_StateHome_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_StateHome_SUMM_003.jpg"
58687712,"4","August","1953","6","August","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_LimeNorth_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_LimeNorth_SUMM_004.jpg"
58687713,"21","August","1950","22","August","1950","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Littlefield_SUMM_019.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Littlefield_SUMM_020.jpg"
58687714,"8","July","1964",NA,"July",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Lost_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Lost_SUMM_003.jpg"
58687716,"28","June","1944","4","July","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PondLily1S_2E_S32_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PondLily1S_2E_S32_SUMM_006.jpg"
58687717,"3","August","1944","5","August","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PondLily2S_2E_S12_SUMM_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PondLily2S_2E_S12_SUMM_017.jpg"
58687718,"14","June","1944","27","June","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Portage_SUMM_069.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Portage_SUMM_070.jpg"
58687719,"24","July","1944","24","July","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PortageCreekPond_SUMM_048.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PortageCreekPond_SUMM_049.jpg"
58687720,"6","July","1944","13","July","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PortageLittle_SUMM_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_PortageLittle_SUMM_009.jpg"
58687721,"29","June","1942","30","June","1942","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Prison_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Prison_SUMM_007.jpg"
58687722,"23","June","1953","6","August","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Round4S_1-2W_S30-31-25-36_SUMM_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Round4S_1-2W_S30-31-25-36_SUMM_014.jpg"
58687723,"18","July","1944","19","July","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Tish_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Tish_SUMM_005.jpg"
58687724,"13","August","1951","24","August","1951","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Sweezy_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Sweezy_SUMM_007.jpg"
58687725,"12","September","1940","14","September","1940","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Swains_SUMM_044.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Swains_SUMM_045.jpg"
58687726,"6","August","1951","10","August","1951","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Vineyard_SUMM_025.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Vineyard_SUMM_026.jpg"
58687727,"1","August","1944","2","August","1944","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Walz_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_Walz_SUMM_005.jpg"
58687728,"9","July","1943","9","July","1943","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Barton_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Barton_SUMM_010.jpg"
58687729,"3","July","1953","8","July","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Austin_SUMM_033.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Austin_SUMM_034.jpg"
58687730,"11","July","1936","21","July","1936","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_WaterlooMillPond_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Jackson_WaterlooMillPond_SUMM_006.jpg"
58687731,"4","August","1945","5","August","1945","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle_SUMM_018.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle_SUMM_019.jpg"
58687732,NA,"August","1950",NA,NA,"1950","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle_SUMM_020.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle_SUMM_021.jpg"
58687733,"3","September","1939","6","September","1939","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Goslin's_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Goslin's_SUMM_004.jpg"
58687734,"4","August","1945","5","August","1945","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle2S_9W_S2_SUMM_024.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle2S_9W_S2_SUMM_025.jpg"
58687735,"11","August","1952","14","August","1952","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle2S_9W_S2_SUMM_026.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Eagle2S_9W_S2_SUMM_027.jpg"
58687736,"14","July","1953","16","July","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Gourdneck_SUMM_011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Gourdneck_SUMM_012.jpg"
58687737,"4","September","1952","4","September","1952","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Green_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Green_SUMM_005.jpg"
58687738,"7","August","1945",NA,"August",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Indian_SUMM_025.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Indian_SUMM_026.jpg"
58687739,"30","June","1953","3","July","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Long_SUMM_021.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Long_SUMM_022.jpg"
58687740,"5","August","1952","8","August","1952","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg"
58687741,"13","August","1952","15","August","1952","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_JacksonPond_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_JacksonPond_SUMM_005.jpg"
58687742,"15","August","1961",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lyons_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lyons_SUMM_004.jpg"
58687743,"28","July","1952","1","August","1952","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lawler_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lawler_SUMM_005.jpg"
58687744,NA,"August","1950",NA,"August","1950","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Pretty_SUMM_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Pretty_SUMM_005.jpg"
58687745,"8","July","1943","8","July","1943","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_PawPawLittle_SUMM_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_PawPawLittle_SUMM_017.jpg"
58687746,"28","August","1950","28","August","1950","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_014.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_015.jpg"
58687747,"28","July","1952","31","July","1952","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Whitford_SUMM_003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Whitford_SUMM_004.jpg"
58687748,"8","July","1953","13","July","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_024.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_025.jpg"
58687749,"14","October","1959",NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Antrim_SUMM_20200227150503013_0003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Antrim_SUMM_20200227150503013_0004.jpg"
58687750,"13","August","1930","13","August","1930","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Abbot_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Abbot_SUMM_007.jpg"
58687751,"25","August","1930",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Antrim_SUMM_20200227150503013_0005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Antrim_SUMM_20200227150503013_0006.jpg"
58687752,"13","August","1930",NA,"August",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Abbot_SUMM_20200227144911601_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Abbot_SUMM_20200227144911601_0002.jpg"
58687753,"25","August","1930",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_AntrimPond_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_AntrimPond_SUMM_016.jpg"
