subject_id
58733409
58734837
58734836
58734835
58734834
58734833
58734832
58734831
58734830
58734828
58734827
58734825
58734824
58734823
58734822
58734821
58734820
58734819
58734818
58734817
58734816
58734815
58734814
58734813
58734812
58734811
58734805
58734804
58734802
58734801
58734798
58734796
58734792
58734791
58734790
58734784
58734780
58734776
58734774
58734764
58734758
58734747
58734728
58734806
58734803
58734800
58734799
58734797
58734795
58734793
58734789
58734785
58734781
58734778
58734772
58734770
58734762
58734754
58734739
58734707
58734786
58734783
58734782
58734779
58734777
58734775
58734773
58734771
58734767
58734765
58734760
58734755
58734752
58734742
58734732
58734721
58734691
58734768
58734766
58734763
58734761
58734759
58734757
58734756
58734753
58734749
58734745
58734738
58734736
58734735
58734723
58734717
58734701
58734670
58734748
58734746
58734744
58734741
58734740
58734737
58734734
58734733
58734729
58734725
58734720
58734715
58734714
58734703
58734698
58734683
58734650
58734727
58734726
58734724
58734722
58734719
58734718
58734716
58734713
58734710
58734705
58734704
58734697
58734696
58734685
58734678
58734663
58734629
58734709
58734708
58734706
58734702
58734700
58734699
58734695
58734694
58734690
58734687
58734681
58734677
58734675
58734665
58734657
58734641
58734611
58734689
58734688
58734686
58734684
58734682
58734680
58734679
58734676
58734672
58734666
58734662
58734656
58734655
58734648
58734638
58734623
58734590
58734669
58734668
58734667
58734664
58734661
58734660
58734659
58734658
58734652
58734647
58734642
58734636
58734635
58734625
58734620
58734603
58734568
58734651
58734649
58734646
58734645
58734643
58734640
58734639
58734637
58734632
58734628
58734626
58734618
58734617
58734605
58734598
58734584
58734547
58734631
58734630
58734627
58734624
58734622
58734621
58734619
58734616
58734613
58734609
58734607
58734602
58734599
58734587
58734580
58734562
58734527
58734612
58734610
58734608
58734490
58734486
58734481
58734480
58734472
58734462
58734444
58734414
58734492
58734491
58734489
58734485
58734484
58734483
58734479
58734478
58734476
58734473
58734467
58734464
58734461
58734450
58734441
58734427
58734394
58734475
58734471
58734470
58734469
58734468
58734465
58734463
58734460
58734456
58734453
58734447
58734443
58734440
58734431
58734422
58734407
58734377
58734455
58734452
58734451
58734449
58734446
58734445
58734442
58734439
58734437
58734434
58734429
58734424
58734421
58734413
58734401
58734388
58734357
58734435
58734433
58734432
58734430
58734428
58734426
58734425
58734423
58734416
58734412
58734409
58734403
58734402
58734392
58734385
58734367
58734334
58734417
58734415
58734411
58734410
58734408
58734406
58734405
58734404
58734400
58734395
58734389
58734386
58734384
58734371
58734363
58734349
58734319
58734399
58734396
58734393
58734391
58734390
58734387
58734383
58734382
58734379
58734374
58734370
58734364
58734362
58734352
58734344
58734330
58734299
58734378
58734373
58734372
58734369
58734368
58734366
58734365
58734361
58734358
58734354
58734348
58734346
58734342
58734333
58734323
58734310
58734277
58734356
58734355
58734353
58734351
58734350
58734347
58734345
58734343
58734339
58734335
58734331
58734327
58734324
58734314
58734305
58734291
58734261
58734338
58734337
58734336
58734332
58734329
58734328
58734326
58734325
58734321
58734318
58734311
58734307
58734306
58734295
58734285
58734269
58734239
58734320
58734317
58734316
58734315
58734313
58734312
58734309
58734308
58734301
58734298
58734294
58734289
58734287
58734274
58734264
58734252
58734221
58734300
58734297
58734296
58734293
58734292
58734290
58734288
58734286
58734280
58734278
58734272
58734266
58734265
58734259
58734250
58734231
58734200
58734279
58734276
58734275
58734273
58734271
58734270
58734268
58734267
58734262
58734260
58734253
58734249
58734248
58734236
58734230
58734216
58734180
58734263
58734258
58734257
58734256
58734134
58734118
58734085
58734165
58734164
58734162
58734159
58734157
58734155
58734153
58734606
58734604
58734601
58734600
58734597
58734594
58734589
58734583
58734579
58734577
58734566
58734561
58734541
58734514
58734593
58734591
58734588
58734586
58734585
58734582
58734581
58734578
58734573
58734567
58734565
58734560
58734557
58734546
58734536
58734522
58734493
58734572
58734571
58734570
58734569
58734564
58734563
58734559
58734558
58734552
58734548
58734544
58734538
58734537
58734528
58734518
58734505
58734474
58734551
58734549
58734545
58734543
58734542
58734540
58734539
58734535
58734532
58734530
58734524
58734519
58734517
58734512
58734499
58734487
58734454
58734533
58734531
58734529
58734526
58734525
58734523
58734521
58734520
58734515
58734510
58734506
58734501
58734498
58734488
58734482
58734466
58734436
58734516
58734513
58734511
58734508
58734507
58734504
58734503
58734500
58734494
58734150
58734146
58734141
58734136
58734133
58734132
58734120
58734110
58734099
58734065
58734147
58734143
58734142
58734139
58734138
58734137
58734131
58734130
58734127
58734123
58734117
58734113
58734111
58734102
58734093
58734078
58734047
58734126
58734124
58734121
58734119
58734116
58734115
58734114
58734112
58734108
58734104
58734100
58734094
58734092
58734082
58734075
58734059
58734028
58734106
58734105
58734103
58734101
58734098
58734097
58734096
58734095
58734088
58734084
58734080
58734076
58734073
58734064
58734057
58734039
58734010
58734087
58734086
58734083
58734081
58734079
58734077
58734074
58734072
58734070
58734066
58734061
58734058
58734054
58734044
58734034
58734021
58733989
58734069
58734068
58734067
58734063
58734062
58734060
58734056
58734055
58734049
58734045
58734040
58734036
58734033
58734025
58734015
58734002
58733968
58734048
58734046
58734043
58734042
58734041
58734038
58734037
58734035
58734031
58734027
58734024
58734017
58734016
58734006
58733998
58733983
58733952
58734030
58734029
58734026
58734023
58734022
58734020
58734019
58734018
58734012
58734007
58734003
58734000
58733996
58733986
