"subject_id","front","back"
58641216,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Keweenaw_FannyHope_20200313155651942_CTRE_0006.jpg",NA
58641217,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Keweenaw_Eliza_20200313154525513_CTRE_0007.jpg",NA
58641218,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Keweenaw_Manganese_20200313163938847_CTRE_0002.jpg",NA
58641219,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Lapeer_Duperow_CTRE_001.jpg",NA
58641220,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Marquette_Arfelin_52-1585_1974_CTRE_001_01.jpg",NA
58641221,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/ONTONAGON_COURTNEY_CTRE_0001.jpg",NA
58641222,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/ONTONAGON_SIXMILE_CTRE_0001.jpg",NA
58641223,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/ONTONAGON_SIXMILE_CTRE_0003.jpg",NA
58641224,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/ONTONAGON_SUDDEN_CTRE_0001.jpg",NA
58641225,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/ONTONAGON_SIXMILE_CTRE_0002.jpg",NA
58641226,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/ONTONAGON_SUDDEN_CTRE_0002.jpg",NA
58641227,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/OSCEOLA_CENTER_CTRE_0001.jpg",NA
58641228,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/OSCEOLA_CENTER_CTRE_0003.jpg",NA
58641229,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/OSCEOLA_CENTER_CTRE_0002.jpg",NA
58641230,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/OSCEOLA_MCCOY_CTRE_0001.jpg",NA
58641231,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Bear_CTRE_30.jpeg",NA
58641232,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Dixon_CTRE_58.jpeg",NA
58641233,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Fennessey_CTRE_2.jpeg",NA
58641234,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Ford_CTRE_2.jpeg",NA
58641235,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Heart_CTRE_34.jpeg",NA
58641236,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_LittleBear_CTRE_36.jpeg",NA
58641237,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Round_CTRE_46.jpeg",NA
58641238,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Ford_CTRE_20.jpeg",NA
58641239,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Sand_CTRE_16.jpeg",NA
58641240,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Ottawa_Crockery_CTRE_8.jpeg",NA
58641241,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/Otsego_Section_CTRE_100.jpeg",NA
58641242,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/PresqueIsle_Ferdleman_CTRE_20.jpeg",NA
58641243,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/CTRE/single/PresqueIsle_Shoepac_CTRE_34.jpeg",NA
58642021,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/EXAM/single/Alcona_Churchill_EXAM_Doc0349.jpg",NA
58642022,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/EXAM/single/Alpena_Beaver_20200219151331666_EXAM_0003.jpg",NA
58642023,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/EXAM/single/Alcona_Hubbard_EXAM20200129141807611_0003.jpg",NA
58642024,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/EXAM/single/Alcona_Hubbard_EXAM_20200129141807611_0001.jpg",NA
58642025,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/EXAM/single/Alcona_Brownlee_EXAM_Doc0152.jpg",NA
58642026,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/EXAM/single/Alcona_Dam_EXAM_Doc0004.jpg",NA
