subject_id,new_key,lakename,county,url_front,url_back,comments
59106596,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_058.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_057.jpeg,
59106597,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_054.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_053.jpeg,
59106598,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_056.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_055.jpeg,
59106599,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_052.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_051.jpeg,
59106600,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_048.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_047.jpeg,
59106601,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_046.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_045.jpeg,
59106602,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_044.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_043.jpeg,
59106603,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_042.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_041.jpeg,
59106604,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_040.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_039.jpeg,
59106605,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_038.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_037.jpeg,
59106607,69-1,BEARBIG,OTSEGO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_034.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Bear_FISHc_033.jpeg,
59966931,NA,BLUEBERRYPOND,LIVINGSTON,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_BlueberryPond_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Livingston_BlueberryPond_FISHc_014.jpg,cant match; too many noname lakes with TRS
59105965,75-495,BLUSH,SCHOOLCRAFT,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_020.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_019.jpeg,also called Farm Lake
59105966,75-495,BLUSH,SCHOOLCRAFT,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_015.jpeg,also called Farm Lake
59105967,75-495,BLUSH,SCHOOLCRAFT,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_018.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_017.jpeg,also called Farm Lake
59105968,75-495,BLUSH,SCHOOLCRAFT,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_011.jpeg,also called Farm Lake
59105970,75-495,BLUSH,SCHOOLCRAFT,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_014.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Blush_FISHc_013.jpeg,also called Farm Lake
59965232,NA,BOULDER,BARAGA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_BOULDER_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_BOULDER_FISHc_0001_2.jpeg,No match to TRS and acres
59685767,NA,CARP,MACKINAC,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/single/Mackinac_Carp_FISHc_001.jpg,NA,no TRS provided
59965572,23-154,CARR,BARRY,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CARR_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CARR_FISHc_0001_2.jpeg,also in Eaton county
58748575,15-21,CHARLEVOIX,CHARLEVOIX,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_ Charlevoix216_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_ Charlevoix216_FISHc_0002.jpg,
58748587,15-21,CHARLEVOIX,CHARLEVOIX,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_ Charlevoix217_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_ Charlevoix217_FISHc_0002.jpg,
59106037,NA,CHESANING,SAGINAW,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Saginaw_Saginaw_FISHc_006.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Saginaw_Saginaw_FISHc_005.jpeg,no match to TRS
58751247,42-205,CHICKENBONE,HOUGHTON,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_ChickenBone_FISHc_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_ChickenBone_FISHc_002.jpg,card says isle royale which is technically in Keweenaw County
59969765,NA,COUNTYDRAIN,OAKLAND,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/OAKLAND_COPNECONIC_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/OAKLAND_COPNECONIC_FISHc_0001_2.jpeg,too many no name match TRS
82937349,47-285,CROOKEDBIG,LIVINGSTON,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Livingston_Crooked(EastWest)_FISHc_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/Livingston_Crooked(EastWest)_FISHc_021.jpg,matched by TRS
59967925,52-1263,DEADRIVER,MARQUETTE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_HoistBasin_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_HoistBasin_FISHc_015.jpg,
58752631,NA,DRCRUMBLUEGILLREARINGPOND,KALAMAZOO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Dr CrumBluegillRearingPond_FISHc_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalamazoo_Dr CrumBluegillRearingPond_FISHc_002.jpg,too many no name match TRS
59966697,NA,DRCRUMBLUEGILLREARINGPOND,KALAMAZOO,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_DrCrumBluegillRearingPond_FISHc_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_DrCrumBluegillRearingPond_FISHc_002.jpg,
59965280,NA,ENGMANS,BARAGA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ENGMANS_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ENGMANS_FISHc_0001_2.jpeg,No match to TRS and acres
59965278,NA,FALLSRIVER,BARAGA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_FALLSRIVER_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_FALLSRIVER_FISHc_0001_2.jpeg,No match to TRS and lake name
82941858,78-29,FISHERS,STJOSESPH,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,
82942119,78-29,FISHERS,STJOSESPH,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,
58752898,NA,GRANDRAPIDSGRAVELPIT,KENT,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_GrandRapidsGravelPit_FISHc_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_GrandRapidsGravelPit_FISHc_002.jpg,too many no name match TRS
59963531,1-121-125,HARRISVILLLE,ALCONA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HARRISVILLLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HARRISVILLLE_FISHc_0001_2.jpeg,
82937345,1-121-125,HARRISVILLLE,ALCONA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/ALCONA_HARRISVILLLE_FISHc_0001_2.jpeg,
58749859,20-60,HARTWICK,CRAWFORD,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Hartwick_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Hartwick_FISHc_018.jpg,MDNRID L12951
59967926,NA,HOGAN,MARQUETTE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Hogan_FISHc_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Hogan_FISHc_005.jpg,too many no name match TRS
58750955,NA,HURON,HURON,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Huron_Huron_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Huron_Huron_FISHc_004.jpg,could not find match to TRS
58752788,40-168,KALKASKAMILLPOND,KALKASKA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_KalkaskaMillPond_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kalkaska_KalkaskaMillPond_FISHc_010.jpg,match by TRS
58751980,36-1953,LEWIS,IRON,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Lewis_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Lewis_FISHc_006.jpg,
61361213,NA,LIME,MONTCALM,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/FISHc/double/MONTCALM_LIME_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/FISHc/double/MONTCALM_LIME_FISHc_0001_2.jpeg,too many no name match TRS
58752019,36-219,MANSFIELDMINEPIT,IRON,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_MansfieldMinePit_FISHc_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_MansfieldMinePit_FISHc_002.jpg,match by TRS
59105662,NA,MIDDEN,SCHOOLCRAFT,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Midden_FISHc_002.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Midden_FISHc_001.jpeg,No match to TRS and lake name
59105444,80-343,MUD,VANBUREN,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Mud_FISHc_007.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Mud_FISHc_006.jpeg,
59105448,80-343,MUD,VANBUREN,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Mud_FISHc_005.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Mud_FISHc_004.jpeg,
59105449,80-343,MUD,VANBUREN,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Mud_FISHc_003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Mud_FISHc_002.jpeg,
82937376,82-56,NEWBURG,WAYNE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/WAYNE_NEWBURG_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/FISHc/cards/double/WAYNE_NEWBURG_FISHc_0001_2.jpeg,
59965399,NA,NONAME,BARAGA,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_NONAME_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_NONAME_FISHc_0001_2.jpeg,no match to TRS
58642445,NA,NONAME,CRAWFORD,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Crawford_NoName_FISHc_005.jpg,NA,too many lakes match TRS
59966836,NA,NONAMEPOND,LEELANAU,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Leelanau_NoNamePond_FISHc_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Leelanau_NoNamePond_FISHc_011.jpg,no match to TRS
59105445,80-30,NORTH,VANBUREN,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_North_FISHc_019.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_North_FISHc_018.jpeg,
59105446,80-30,NORTH,VANBUREN,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_North_FISHc_015.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_North_FISHc_014.jpeg,
59105447,80-30,NORTH,VANBUREN,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_North_FISHc_017.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_North_FISHc_016.jpeg,
59968159,NA,PESHEKEE,MARQUETTE,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Peshekee_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Peshekee_FISHc_004.jpg,no match to TRS
