subject_id,workflow_id,task,reducer,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.gold_standard,data.user_ids,data.aggregation_version
59070885,17771,T9,text_reducer,"[['8W', '8', '8W', '8W'], ['', 'W', '', '']]",4.0,2.0,8W W,"[False, False, False, False]","[2017299.0, 2271829.0, nan, 1484814.0]",3.4.5
59070885,17771,T10,text_reducer,"[['19,30', '19,', '19,30', '19,'], ['', '30', '', '30']]",4.0,2.0,"19,30 30","[False, False, False, False]","[2017299.0, 2271829.0, nan, 1484814.0]",3.4.5
59070885,17771,T12,text_reducer,"[['', 'prepared', '', ''], ['', 'by', '', ''], ['S.', 'S.', '', 'S.'], ['Lievense', 'Lievense', 'S.Lievense', 'Lievense']]",4.0,2.0,prepared by S. Lievense,"[False, False, False, False]","[2017299.0, 2271829.0, nan, 1484814.0]",3.4.5
59070886,17771,T6,text_reducer,,,,,,,3.4.5
59070886,17771,T8,text_reducer,"[['27N', '27N', '27N,', '27N'], ['', '', 'Wilson', '']]",4.0,2.0,27N Wilson,"[False, False, False, False]","[2023041.0, 2278307.0, 2309755.0, 1806106.0]",3.4.5
59070886,17771,T9,text_reducer,"[['8W', '8W', '8W', '8W']]",4.0,4.0,8W,"[False, False, False, False]","[2023041.0, 2278307.0, 2309755.0, 1806106.0]",3.4.5
59070886,17771,T10,text_reducer,"[['21', '21', '21', '21']]",4.0,4.0,21,"[False, False, False, False]","[2023041.0, 2278307.0, 2309755.0, 1806106.0]",3.4.5
59070886,17771,T12,text_reducer,"[['S,', 'S.', 'S.', 'S..'], ['Lievenne,', 'Lievense', 'Lievense,', 'Lievenen'], ['Dist.', '', 'S.', ''], ['Fish.', '', 'Lievense.Dist.Fish.Supv.', ''], ['Supv.', '', '', '']]",4.0,1.2,"S. Lievenne, Dist. Fish. Supv.","[False, False, False, False]","[2023041.0, 2278307.0, 2309755.0, 1806106.0]",3.4.5
59070887,17771,T6,text_reducer,,,,,,,3.4.5
59070887,17771,T8,text_reducer,"[['27N', '27N', '27N', '27N']]",4.0,4.0,27N,"[False, False, False, False]","[2262647.0, 2305978.0, 2017299.0, 2326513.0]",3.4.5
59070887,17771,T9,text_reducer,"[['7W', '7W', '7W', '7W']]",4.0,4.0,7W,"[False, False, False, False]","[2262647.0, 2305978.0, 2017299.0, 2326513.0]",3.4.5
59070887,17771,T10,text_reducer,"[['10', '10', '10', '10']]",4.0,4.0,10,"[False, False, False, False]","[2262647.0, 2305978.0, 2017299.0, 2326513.0]",3.4.5
59070887,17771,T12,text_reducer,"[['', '', '', 'Prepared'], ['', '', '', 'by'], ['Stanley', 'Stanley', 'Stanley', 'Stanely'], ['Lievense', 'Lievense', 'Lievense', 'Lievence']]",4.0,2.0,Prepared by Stanley Lievense,"[False, False, False, False]","[2262647.0, 2305978.0, 2017299.0, 2326513.0]",3.4.5
59070888,17771,T6,text_reducer,,,,,,,3.4.5
59070888,17771,T8,text_reducer,"[['28N', '28N', '28N', '28N']]",4.0,4.0,28N,"[False, False, False, False]","[2310323.0, 2301059.0, 2271829.0, 2060660.0]",3.4.5
59070888,17771,T9,text_reducer,"[['5W', '5W', '5W', '5W']]",4.0,4.0,5W,"[False, False, False, False]","[2310323.0, 2301059.0, 2271829.0, 2060660.0]",3.4.5
59070888,17771,T10,text_reducer,"[['8', '8', '8', '8']]",4.0,4.0,8,"[False, False, False, False]","[2310323.0, 2301059.0, 2271829.0, 2060660.0]",3.4.5
59070888,17771,T12,text_reducer,"[['Carroll.R.Norden', 'local', 'Carroll'], ['', '', 'R.'], ['', 'fishermen', 'Norden']]",3.0,1.0,Carroll.R.Norden R. fishermen,"[False, False, False]","[2301059.0, 2271829.0, 2060660.0]",3.4.5
59070889,17771,T6,text_reducer,,,,,,,3.4.5
59070889,17771,T8,text_reducer,"[['27N', '27N', '27N', '7N']]",4.0,3.0,27N,"[False, False, False, False]","[1325481.0, 2023041.0, 643541.0, 2017299.0]",3.4.5
59070889,17771,T9,text_reducer,"[['5W', '5W', '5W', '5W']]",4.0,4.0,5W,"[False, False, False, False]","[1325481.0, 2023041.0, 643541.0, 2017299.0]",3.4.5
59070889,17771,T10,text_reducer,"[['19,20', '19,', '19,20', '19,20'], ['', '20', '', '']]",4.0,2.0,"19,20 20","[False, False, False, False]","[1325481.0, 2023041.0, 643541.0, 2017299.0]",3.4.5
59070889,17771,T12,text_reducer,"[['Carroll', 'Carroll', 'Carrol', 'Carroll'], ['B.', 'B.', 'B.', 'B.'], ['Norden', 'Nordn', 'Norden', 'Norden'], ['', '(I.F.R.)', '', '']]",4.0,2.75,Carroll B. Norden (I.F.R.),"[False, False, False, False]","[1325481.0, 2023041.0, 643541.0, 2017299.0]",3.4.5
59070890,17771,T6,text_reducer,,,,,,,3.4.5
59070890,17771,T8,text_reducer,"[['27,', '27,', '27,28N', '27,28N'], ['28N', '28N', '', '']]",4.0,2.0,"27, 28N","[False, False, False, False]","[2023041.0, 1766298.0, nan, 2017299.0]",3.4.5
59070890,17771,T9,text_reducer,"[['6W', '6W', '6W', '6W']]",4.0,4.0,6W,"[False, False, False, False]","[2023041.0, 1766298.0, nan, 2017299.0]",3.4.5
59070890,17771,T10,text_reducer,"[['34,', '34,', '34,35,3,27,33', '34,35,3,27,33'], ['35,', '35,', '', ''], ['3,', '3,', '', ''], ['27,', '27,', '', ''], ['33', '33', '', '']]",4.0,2.0,"34, 35, 3, 27, 33","[False, False, False, False]","[2023041.0, 1766298.0, nan, 2017299.0]",3.4.5
59070890,17771,T12,text_reducer,"[['Carroll', 'Carroll', 'Carroll', 'Carroll'], ['R.', 'R.', 'R.', 'R.'], ['Norden', 'Norden', 'Norden', 'Norden'], ['(I.F.R.)', '(I.F.R.)', '', '']]",4.0,3.5,Carroll R. Norden (I.F.R.),"[False, False, False, False]","[2023041.0, 1766298.0, nan, 2017299.0]",3.4.5
59070891,17771,T6,text_reducer,[['8-19-48']],1.0,1.0,8-19-48,[False],[1440915.0],3.4.5
59070891,17771,T8,text_reducer,"[['28N', '28N', '28N', '28N']]",4.0,4.0,28N,"[False, False, False, False]","[1325481.0, 1440915.0, 2203867.0, 2278307.0]",3.4.5
59070891,17771,T9,text_reducer,"[['6W', '6W', '6W', '6W']]",4.0,4.0,6W,"[False, False, False, False]","[1325481.0, 1440915.0, 2203867.0, 2278307.0]",3.4.5
59070891,17771,T10,text_reducer,"[['19', '19', '19', '19']]",4.0,4.0,19,"[False, False, False, False]","[1325481.0, 1440915.0, 2203867.0, 2278307.0]",3.4.5
59070891,17771,T12,text_reducer,"[['S.', 'S.J.', 'S.', ''], ['J.', '', 'J.', 'J.'], ['Lievense', 'Lievense', 'Lievense', 'Lievense']]",4.0,3.0,S. J. Lievense,"[False, False, False, False]","[1325481.0, 1440915.0, 2203867.0, 2278307.0]",3.4.5
59070892,17771,T6,text_reducer,,,,,,,3.4.5
59070892,17771,T8,text_reducer,"[['28N', '28N', '28N']]",3.0,3.0,28N,"[False, False, False]","[2203867.0, 2030.0, 2023041.0]",3.4.5
59070892,17771,T9,text_reducer,"[['6W', '6W', '6W']]",3.0,3.0,6W,"[False, False, False]","[2203867.0, 2030.0, 2023041.0]",3.4.5
59070892,17771,T10,text_reducer,"[['24,', '24,25', '24,'], ['25', '', '25']]",3.0,2.0,"24, 25","[False, False, False]","[2203867.0, 2030.0, 2023041.0]",3.4.5
59070892,17771,T12,text_reducer,"[['S.', 'S.', 'S.Lievense,'], ['Lievense', 'Lievense', 'Dist.'], ['', '', 'Fish.'], ['', '', 'Supv.']]",3.0,1.5,S. Lievense Fish. Supv.,"[False, False, False]","[2203867.0, 2030.0, 2023041.0]",3.4.5
59070893,17771,T6,text_reducer,,,,,,,3.4.5
59070893,17771,T8,text_reducer,"[['28N', '28N', '28N', '28N']]",4.0,4.0,28N,"[False, False, False, False]","[2301059.0, 2017299.0, 2137134.0, 2091560.0]",3.4.5
59070893,17771,T9,text_reducer,"[['6W', '6W', '6W', '6W']]",4.0,4.0,6W,"[False, False, False, False]","[2301059.0, 2017299.0, 2137134.0, 2091560.0]",3.4.5
59070893,17771,T10,text_reducer,"[['12,13', '12,13', '12,', '12,13'], ['', '', '13,', ''], ['', '', 'Twp.', ''], ['', '', 'Coldsprings', '']]",4.0,1.5,"12,13 13, Twp. Coldsprings","[False, False, False, False]","[2301059.0, 2017299.0, 2137134.0, 2091560.0]",3.4.5
59070893,17771,T12,text_reducer,"[['', 'S.', 'S.J.', 'S.J.'], ['', 'J.', '', ''], ['S.J.Lievense', 'Lievense', 'Lievense', 'Lievense']]",4.0,2.0,S.J. J. Lievense,"[False, False, False, False]","[2301059.0, 2017299.0, 2137134.0, 2091560.0]",3.4.5
59070894,17771,T6,text_reducer,,,,,,,3.4.5
59070894,17771,T8,text_reducer,"[['27N', '27N', '27N', '27N']]",4.0,4.0,27N,"[False, False, False, False]","[2218429.0, nan, 2023041.0, 1741294.0]",3.4.5
59070894,17771,T9,text_reducer,"[['7W', '7W', '7W', '7W']]",4.0,4.0,7W,"[False, False, False, False]","[2218429.0, nan, 2023041.0, 1741294.0]",3.4.5
59070894,17771,T10,text_reducer,"[['14', '14', '14', '14']]",4.0,4.0,14,"[False, False, False, False]","[2218429.0, nan, 2023041.0, 1741294.0]",3.4.5
59070894,17771,T12,text_reducer,"[['S.', 'S.', 'S.'], ['lievense', 'Lievense,', 'Lievense'], ['', 'District', ''], ['', 'Fisheries', ''], ['', 'Supervisor', '']]",3.0,1.4,S. lievense District Fisheries Supervisor,"[False, False, False]","[nan, 2023041.0, 1741294.0]",3.4.5
59070895,17771,T6,text_reducer,,,,,,,3.4.5
59070895,17771,T8,text_reducer,"[['28N', '28N', '28N', '28N']]",4.0,4.0,28N,"[False, False, False, False]","[2023041.0, 2278307.0, 1969631.0, 2262631.0]",3.4.5
59070895,17771,T9,text_reducer,"[['5W', '5W', '5W', '5W']]",4.0,4.0,5W,"[False, False, False, False]","[2023041.0, 2278307.0, 1969631.0, 2262631.0]",3.4.5
59070895,17771,T10,text_reducer,"[['5,', '5,6,7,8', '5,6,7,8', '5,6,7,8'], ['6,', '', '', ''], ['7,', '', '', ''], ['8', '', '', '']]",4.0,1.5,"5,6,7,8 6, 7, 8","[False, False, False, False]","[2023041.0, 2278307.0, 1969631.0, 2262631.0]",3.4.5
59070895,17771,T12,text_reducer,"[['L.', 'L.N.', 'L.', 'L.N.'], ['N.', '', 'N.', ''], ['Allison,', 'ALLISON,', 'Allison,', 'Allison,'], ['W.', 'W.R.', 'W.', 'W.R.'], ['R.', 'CROWE', 'R.', ''], ['Crowe', '', 'Crowe', 'Crowe']]",4.0,2.3333333333333335,"L. N. Allison, W. R. Crowe","[False, False, False, False]","[2023041.0, 2278307.0, 1969631.0, 2262631.0]",3.4.5
59070896,17771,T6,text_reducer,,,,,,,3.4.5
59070896,17771,T8,text_reducer,"[['27N', '27N', '27N', '27N']]",4.0,4.0,27N,"[False, False, False, False]","[2232561.0, 2110448.0, 2001001.0, 1325481.0]",3.4.5
59070896,17771,T9,text_reducer,"[['8W', '8W', '8W', '8W']]",4.0,4.0,8W,"[False, False, False, False]","[2232561.0, 2110448.0, 2001001.0, 1325481.0]",3.4.5
59070896,17771,T10,text_reducer,"[['6', '6', '6', '6']]",4.0,4.0,6,"[False, False, False, False]","[2232561.0, 2110448.0, 2001001.0, 1325481.0]",3.4.5
59070896,17771,T12,text_reducer,"[['Charles', 'S.', 'S', ''], ['Hicking,', 'J.', 'J', ''], ['S.J.', '', '', 'S.J.'], ['Idevense', 'Lievense', 'Lievense', 'Lievense']]",4.0,1.75,"Charles Hicking, S.J. Lievense","[False, False, False, False]","[2232561.0, 2110448.0, 2001001.0, 1325481.0]",3.4.5
59070897,17771,T6,text_reducer,,,,,,,3.4.5
59070897,17771,T8,text_reducer,"[['26N', '28N', '28N', '28'], ['', '', '', 'N']]",4.0,1.5,28N N,"[False, False, False, False]","[2232561.0, 2017299.0, 2317676.0, 2271829.0]",3.4.5
59070897,17771,T9,text_reducer,"[['5,6W', '5,6W', '5,', '5,'], ['', '', '6W', '6'], ['', '', '', 'W']]",4.0,1.3333333333333333,"5,6W 6W W","[False, False, False, False]","[2232561.0, 2017299.0, 2317676.0, 2271829.0]",3.4.5
59070897,17771,T10,text_reducer,"[['13,18', '18,13', '18,', '18,'], ['', '', '13', '13']]",4.0,2.0,"18, 13","[False, False, False, False]","[2232561.0, 2017299.0, 2317676.0, 2271829.0]",3.4.5
59070897,17771,T12,text_reducer,"[['', '', '', 'reported'], ['', '', '', 'by'], ['', '', '', 'Harry'], ['', '', '', 'Ostendorf'], ['', '', '', 'prepared'], ['', '', '', 'by'], ['Stanley', 'Stanley', 'Stanley', 'Stanley'], ['Lievense', 'Lievense', 'Lievense', 'Lievense']]",4.0,1.75,reported by Harry Ostendorf prepared by Stanley Lievense,"[False, False, False, False]","[2232561.0, 2017299.0, 2317676.0, 2271829.0]",3.4.5
59070898,17771,T6,text_reducer,,,,,,,3.4.5
59070898,17771,T8,text_reducer,"[['10N', '10N', '10N', '10N']]",4.0,4.0,10N,"[False, False, False, False]","[1440915.0, 2017299.0, 2271829.0, 2110448.0]",3.4.5
59070898,17771,T9,text_reducer,"[['9W', '9W', '9W', '9W']]",4.0,4.0,9W,"[False, False, False, False]","[1440915.0, 2017299.0, 2271829.0, 2110448.0]",3.4.5
59070898,17771,T10,text_reducer,"[['15', '15', '15', '15']]",4.0,4.0,15,"[False, False, False, False]","[1440915.0, 2017299.0, 2271829.0, 2110448.0]",3.4.5
59070898,17771,T12,text_reducer,"[['', '', 'reported', ''], ['', '', 'by', ''], ['', '', 'Blue', ''], ['', '', 'Lake', ''], ['', '', 'Bill', ''], ['', '', 'prepared', ''], ['', '', 'by', ''], ['R.P.', 'R.', 'R.', ''], ['', 'P.', 'P.', ''], [""'42"", ""'42"", ""'42"", ''], ['(Van', '(Van', '(Van', 'Van'], ['Deusen)', 'Deusen)', 'Deusen)', 'Deuen']]",4.0,1.6666666666666667,reported by Blue Lake Bill prepared by R. P. '42 (Van Deusen),"[False, False, False, False]","[1440915.0, 2017299.0, 2271829.0, 2110448.0]",3.4.5
59070899,17771,T6,text_reducer,"[['Date', '8-11-47,', '8-11-47,'], ['of', '10-23,24,', '10-23,24,'], ['survey:', '', ''], ['8-11-47', '1947', '1947']]",3.0,1.75,"8-11-47, 10-23,24, survey: 1947","[False, False, False]","[nan, 2017299.0, 1325481.0]",3.4.5
59070899,17771,T8,text_reducer,"[['28', '28N', '28N', '28N'], ['N.', '', '', '']]",4.0,2.0,28N N.,"[False, False, False, False]","[nan, 2017299.0, 2327298.0, 1325481.0]",3.4.5
59070899,17771,T9,text_reducer,"[['5,', '5,6W', '5,6', '5,6W'], ['6', '', '', ''], ['W.', '', 'W.', '']]",4.0,1.6666666666666667,"5,6W 6 W.","[False, False, False, False]","[nan, 2017299.0, 2327298.0, 1325481.0]",3.4.5
59070899,17771,T10,text_reducer,"[['18,', '18,13,19,24', '18,13,19,24', '18,13,19,24'], ['13,', '', '', ''], ['19,', '', '', ''], ['24', '', '', '']]",4.0,1.5,"18,13,19,24 13, 19, 24","[False, False, False, False]","[nan, 2017299.0, 2327298.0, 1325481.0]",3.4.5
59070899,17771,T12,text_reducer,"[['Stanley', 'Stanley', 'Stanley', 'Stanley'], ['Lievense', 'Lievense', 'Lievense', 'Lievense']]",4.0,4.0,Stanley Lievense,"[False, False, False, False]","[nan, 2017299.0, 2327298.0, 1325481.0]",3.4.5
59070900,17771,T6,text_reducer,[['6/19-23/42']],1.0,1.0,6/19-23/42,[False],[2257240.0],3.4.5
59070900,17771,T8,text_reducer,"[['10N', '10N', '10N', '10N']]",4.0,4.0,10N,"[False, False, False, False]","[2023041.0, 2257240.0, 2253914.0, 2278307.0]",3.4.5
59070900,17771,T9,text_reducer,"[['9W', '9W', '9W', '9W']]",4.0,4.0,9W,"[False, False, False, False]","[2023041.0, 2257240.0, 2253914.0, 2278307.0]",3.4.5
59070900,17771,T10,text_reducer,"[['10,', '10,15', '10,15'], ['15', '', '']]",3.0,1.5,"10,15 15","[False, False, False]","[2023041.0, 2253914.0, 2278307.0]",3.4.5
59070900,17771,T12,text_reducer,"[['R.', '10,', 'R.', 'R.'], ['P.', '15', 'P.', 'P.']]",4.0,3.0,R. P.,"[False, False, False, False]","[2023041.0, 2257240.0, 2253914.0, 2278307.0]",3.4.5
59070901,17771,T6,text_reducer,,,,,,,3.4.5
59070901,17771,T8,text_reducer,"[['9N', '9N', '9N', '9N']]",4.0,4.0,9N,"[False, False, False, False]","[318891.0, 1440915.0, 1484814.0, 2278307.0]",3.4.5
59070901,17771,T9,text_reducer,"[['10W', '10W', '10W', '10W']]",4.0,4.0,10W,"[False, False, False, False]","[318891.0, 1440915.0, 1484814.0, 2278307.0]",3.4.5
59070901,17771,T10,text_reducer,"[['34', '34', '34', '34']]",4.0,4.0,34,"[False, False, False, False]","[318891.0, 1440915.0, 1484814.0, 2278307.0]",3.4.5
59070901,17771,T12,text_reducer,"[['Edward', 'Edward', 'Edward', 'Edward'], ['H.', 'H.', 'H.', 'H.'], ['Bacon', 'Bacon', 'Bacon', 'Bacon']]",4.0,4.0,Edward H. Bacon,"[False, False, False, False]","[318891.0, 1440915.0, 1484814.0, 2278307.0]",3.4.5
59070902,17771,T6,text_reducer,,,,,,,3.4.5
59070902,17771,T8,text_reducer,"[['7N', '7N', '2N', '7N']]",4.0,3.0,7N,"[False, False, False, False]","[nan, 318891.0, 2271829.0, 2023041.0]",3.4.5
59070902,17771,T9,text_reducer,"[['11W', '11W', '11W', '11W']]",4.0,4.0,11W,"[False, False, False, False]","[nan, 318891.0, 2271829.0, 2023041.0]",3.4.5
59070902,17771,T10,text_reducer,"[['4', '4', '4', '4']]",4.0,4.0,4,"[False, False, False, False]","[nan, 318891.0, 2271829.0, 2023041.0]",3.4.5
59070902,17771,T12,text_reducer,"[['', '', 'reported', ''], ['', '', 'by', ''], ['', '', 'Mrs.', ''], ['', '', 'Ruth', ''], ['', '', 'Miller,', ''], ['', '', 'Grand', ''], ['', '', 'Rapids', ''], ['', '', 'prepared', ''], ['', '', 'by', ''], ['', 'E.', 'E.', 'E.'], ['', 'H.', 'H.', 'H.'], ['E.H.Bacon', 'Bacon', 'Bacon', 'Bacon']]",4.0,1.5,"reported by Mrs. Ruth Miller, Grand Rapids prepared by E. H. Bacon","[False, False, False, False]","[nan, 318891.0, 2271829.0, 2023041.0]",3.4.5
59070903,17771,T6,text_reducer,,,,,,,3.4.5
59070903,17771,T8,text_reducer,"[['8N', '8N', '8N', '8N']]",4.0,4.0,8N,"[False, False, False, False]","[2017299.0, 2323717.0, 2225608.0, 1325481.0]",3.4.5
59070903,17771,T9,text_reducer,"[['9W', '9W', '9W', '5W']]",4.0,3.0,9W,"[False, False, False, False]","[2017299.0, 2323717.0, 2225608.0, 1325481.0]",3.4.5
59070903,17771,T10,text_reducer,"[['27,28', '27,', '27,28', '27,28'], ['', '28', '', '']]",4.0,2.0,"27,28 28","[False, False, False, False]","[2017299.0, 2323717.0, 2225608.0, 1325481.0]",3.4.5
59070903,17771,T12,text_reducer,"[['Max', 'Max', 'Max', 'Max'], ['A.', 'A.', 'A.', 'A.'], ['Hunt', 'Hunt', 'Hunt', 'Hunt']]",4.0,4.0,Max A. Hunt,"[False, False, False, False]","[2017299.0, 2323717.0, 2225608.0, 1325481.0]",3.4.5
59070904,17771,T6,text_reducer,,,,,,,3.4.5
59070904,17771,T8,text_reducer,"[['9N', '9N', '9N', '9N']]",4.0,4.0,9N,"[False, False, False, False]","[2262647.0, 2246341.0, 2301059.0, 1440915.0]",3.4.5
59070904,17771,T9,text_reducer,"[['11W', '11W', '11W', '11W']]",4.0,4.0,11W,"[False, False, False, False]","[2262647.0, 2246341.0, 2301059.0, 1440915.0]",3.4.5
59070904,17771,T10,text_reducer,"[['7,18', '7,18', '7,18', '7,18']]",4.0,4.0,"7,18","[False, False, False, False]","[2262647.0, 2246341.0, 2301059.0, 1440915.0]",3.4.5
59070904,17771,T12,text_reducer,"[['Max', 'Max', '', 'Max'], ['A.', 'A.', '', 'A.'], ['Hunt', 'Hunt,', 'Max.A.Hunt', 'Hunt'], ['', 'District', '', ''], ['', 'Fisheries', '', ''], ['', 'Supervisor', '', '']]",4.0,1.8333333333333333,Max A. Hunt District Fisheries Supervisor,"[False, False, False, False]","[2262647.0, 2246341.0, 2301059.0, 1440915.0]",3.4.5
59070905,17771,T6,text_reducer,,,,,,,3.4.5
59070905,17771,T8,text_reducer,"[['5N', '5N', '5N', '5N']]",4.0,4.0,5N,"[False, False, False, False]","[1325481.0, 2023041.0, 2277793.0, 2168985.0]",3.4.5
59070905,17771,T9,text_reducer,"[['10W', '100W', '10W', '10W']]",4.0,3.0,10W,"[False, False, False, False]","[1325481.0, 2023041.0, 2277793.0, 2168985.0]",3.4.5
59070905,17771,T10,text_reducer,"[['1,11', '1,', '1,', '1,'], ['', '11', '11', '11']]",4.0,3.0,"1, 11","[False, False, False, False]","[1325481.0, 2023041.0, 2277793.0, 2168985.0]",3.4.5
59070905,17771,T12,text_reducer,"[['Max', 'Max', 'Max', 'Max'], ['A.', 'A.', 'A.', 'A.'], ['Hunt', 'Hunt', 'Hunt', 'Hunt']]",4.0,4.0,Max A. Hunt,"[False, False, False, False]","[1325481.0, 2023041.0, 2277793.0, 2168985.0]",3.4.5
59070906,17771,T6,text_reducer,"[['Aug', 'Date', '', '8/30/1974'], ['30,', 'of', '', '(Limnol.);'], ['1974:', 'survey:', '', ''], ['1968-72', '1968-72', '1968-72', '1968-72'], ['(Limnol.)', '', '', ''], ['(fish)', '', '', '(fish)']]",4.0,1.6666666666666667,"Aug 30, 1974: 1968-72 (Limnol.) (fish)","[False, False, False, False]","[2271829.0, nan, 2131407.0, 2141950.0]",3.4.5
59070906,17771,T8,text_reducer,"[['5N', '5N', '5N', '5N']]",4.0,4.0,5N,"[False, False, False, False]","[2271829.0, nan, 2131407.0, 2141950.0]",3.4.5
59070906,17771,T9,text_reducer,"[['10W', '10W', '10W', '10W']]",4.0,4.0,10W,"[False, False, False, False]","[2271829.0, nan, 2131407.0, 2141950.0]",3.4.5
59070906,17771,T10,text_reducer,"[['1,', '1,', '', '1,'], ['2,', '2,', '', '2,'], ['11,', '11,', '1,2,11,12', '11,'], ['12', '12', '', '12']]",4.0,3.0,"1, 2, 11, 12","[False, False, False, False]","[2271829.0, nan, 2131407.0, 2141950.0]",3.4.5
59070906,17771,T12,text_reducer,"[['prepared', '', '', ''], ['by', '', '', ''], ['J.', 'J.', 'J.C.', 'J'], ['C.', 'C.', '', 'C'], ['Schneider', 'Schneider', 'Schneider', 'Schneider']]",4.0,2.0,prepared by J. C. Schneider,"[False, False, False, False]","[2271829.0, nan, 2131407.0, 2141950.0]",3.4.5
59070907,17771,T6,text_reducer,,,,,,,3.4.5
59070907,17771,T8,text_reducer,"[['5N', '5N', '5N', '5N']]",4.0,4.0,5N,"[False, False, False, False]","[2017299.0, 2271829.0, 2002458.0, nan]",3.4.5
59070907,17771,T9,text_reducer,"[['W', '9W', '9W', '9W']]",4.0,3.0,9W,"[False, False, False, False]","[2017299.0, 2271829.0, 2002458.0, nan]",3.4.5
59070907,17771,T10,text_reducer,"[['19,18', '19,', '19,18', '19,'], ['', '18', '', '18']]",4.0,2.0,"19,18 18","[False, False, False, False]","[2017299.0, 2271829.0, 2002458.0, nan]",3.4.5
59070907,17771,T12,text_reducer,"[['', 'prepared', '', ''], ['', 'by', '', ''], ['Max', 'Max', 'Max', 'Max'], ['Hunt', 'Hunt', 'Hunt', 'Hunt']]",4.0,2.5,prepared by Max Hunt,"[False, False, False, False]","[2017299.0, 2271829.0, 2002458.0, nan]",3.4.5
59070908,17771,T6,text_reducer,,,,,,,3.4.5
59070908,17771,T8,text_reducer,"[['8N', '8N', '8N', '8N']]",4.0,4.0,8N,"[False, False, False, False]","[2000991.0, 318891.0, 2320040.0, 2110448.0]",3.4.5
59070908,17771,T9,text_reducer,"[['11W', '11W', '11W', '11W']]",4.0,4.0,11W,"[False, False, False, False]","[2000991.0, 318891.0, 2320040.0, 2110448.0]",3.4.5
59070908,17771,T10,text_reducer,"[['33,34', '33,', '33,34', '33,'], ['', '34', '', '34']]",4.0,2.0,"33,34 34","[False, False, False, False]","[2000991.0, 318891.0, 2320040.0, 2110448.0]",3.4.5
59070908,17771,T12,text_reducer,"[['Max', 'Max', 'Max', 'Max'], ['A.', 'A.', 'A.', 'A.'], ['Hunt', 'Hunt', 'Hunt', 'Hunt']]",4.0,4.0,Max A. Hunt,"[False, False, False, False]","[2000991.0, 318891.0, 2320040.0, 2110448.0]",3.4.5
59070909,17771,T6,text_reducer,"[['8/17/53', '', '8/17/53'], ['&', '', '&'], ['9/1/53', '9/1/53', '9/1/53']]",3.0,2.3333333333333335,8/17/53 & 9/1/53,"[False, False, False]","[2017299.0, 2131407.0, 1969631.0]",3.4.5
59070909,17771,T8,text_reducer,"[['6N', '6N', '6N', '6N']]",4.0,4.0,6N,"[False, False, False, False]","[2286369.0, 2017299.0, 2131407.0, 1969631.0]",3.4.5
59070909,17771,T9,text_reducer,"[['10W', '10W', '10W', '10W']]",4.0,4.0,10W,"[False, False, False, False]","[2286369.0, 2017299.0, 2131407.0, 1969631.0]",3.4.5
59070909,17771,T10,text_reducer,"[['14', '14', '14', '14']]",4.0,4.0,14,"[False, False, False, False]","[2286369.0, 2017299.0, 2131407.0, 1969631.0]",3.4.5
59070909,17771,T12,text_reducer,"[['Max', 'Max', 'Max', 'Max'], ['Hunt.', 'Hunt', 'Hunt', 'Hunt'], ['', '', 'cc:', ''], ['', '', 'Lansing.', ''], ['', '', 'Region.', ''], ['', '', 'District', '']]",4.0,1.8333333333333333,Max Hunt cc: Lansing. Region. District,"[False, False, False, False]","[2286369.0, 2017299.0, 2131407.0, 1969631.0]",3.4.5
59070910,17771,T6,text_reducer,,,,,,,3.4.5
59070910,17771,T8,text_reducer,"[['9N', '9N', '9N', '9N']]",4.0,4.0,9N,"[False, False, False, False]","[1440915.0, nan, 2326148.0, 2023041.0]",3.4.5
59070910,17771,T9,text_reducer,"[['9W', '9W', '9W', '9W']]",4.0,4.0,9W,"[False, False, False, False]","[1440915.0, nan, 2326148.0, 2023041.0]",3.4.5
59070910,17771,T10,text_reducer,"[['24', '24', '24', '24']]",4.0,4.0,24,"[False, False, False, False]","[1440915.0, nan, 2326148.0, 2023041.0]",3.4.5
59070910,17771,T12,text_reducer,"[['Donald', 'Donald', 'Donald', 'Donald'], ['R.', 'R.', 'R.', 'R.'], ['Peterson', 'Peterson', 'Peterson', 'Peterson']]",4.0,4.0,Donald R. Peterson,"[False, False, False, False]","[1440915.0, nan, 2326148.0, 2023041.0]",3.4.5
59070911,17771,T6,text_reducer,,,,,,,3.4.5
59070911,17771,T8,text_reducer,"[['10N', '10', '10N', '10N'], ['', 'N', '', '']]",4.0,2.0,10N N,"[False, False, False, False]","[2003472.0, 2299301.0, 2308172.0, 2017299.0]",3.4.5
59070911,17771,T9,text_reducer,"[['9W', '9', '9W', '9W'], ['', 'W', '', '']]",4.0,2.0,9W W,"[False, False, False, False]","[2003472.0, 2299301.0, 2308172.0, 2017299.0]",3.4.5
59070911,17771,T10,text_reducer,"[['15', '15', '15', '15']]",4.0,4.0,15,"[False, False, False, False]","[2003472.0, 2299301.0, 2308172.0, 2017299.0]",3.4.5
59070911,17771,T12,text_reducer,"[['R.P.', 'R.', 'R.P.', 'R.'], ['', 'P.', '', 'P.'], ['1942', '', '', '1942']]",4.0,2.0,R.P. P. 1942,"[False, False, False, False]","[2003472.0, 2299301.0, 2308172.0, 2017299.0]",3.4.5
59070912,17771,T6,text_reducer,,,,,,,3.4.5
