subject_id,subject_set_id,metadata,T6,T8,T9,T10,T12,county,lakename,New_Key
58687653,93230,"{""id"":""Iosco_Sand_SUMM_010.jpg_Iosco_Sand_SUMM_011.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_Sand_SUMM_010.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_Sand_SUMM_011.jpg""}",,22N,6E,"2, 3, 11 1",J. H. Claridge,Iosco,SAND,35-9
58687654,93230,"{""id"":""Iosco_Secor_SUMM_004.jpg_Iosco_Secor_SUMM_005.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_Secor_SUMM_004.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_Secor_SUMM_005.jpg""}",,24N N,5E E.,30,A. S. Hazzard,Iosco,SECOR,35-190
58687655,93230,"{""id"":""Iron_Bass_SUMM_001.jpg_Iron_Bass_SUMM_002.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bass_SUMM_001.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bass_SUMM_002.jpg""}",,42N,36W,"11, 14",R. Haubrich,Iron,BASS,36-194
58687656,93230,"{""id"":""Iosco_VanEtten_SUMM_029.jpg_Iosco_VanEtten_SUMM_030.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_VanEtten_SUMM_029.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iosco_VanEtten_SUMM_030.jpg""}",,24N,24 N. 9E E.,,Lower Lake Survey Party,Iosco,VANETTEN,35-219
58687657,93230,"{""id"":""Iron_Bennan_SUMM_002.jpg_Iron_Bennan_SUMM_003.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bennan_SUMM_002.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bennan_SUMM_003.jpg""}",,43N,36W,36,prepared by F. Warren - no reported by given,Iron,BENNAN,36-188
58687658,93230,"{""id"":""Iron_Bela_SUMM_007.jpg_Iron_Bela_SUMM_008.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_007.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Bela_SUMM_008.jpg""}",,46N,37W,"16, 21","Forest Party, Carl E. Hoffman",Iron,BELA,36-1966
58687659,93230,"{""id"":""Iron_Buddle_SUMM_003.jpg_Iron_Buddle_SUMM_004.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Buddle_SUMM_003.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Buddle_SUMM_004.jpg""}",,46N N,36W W,28,Florin Warren,Iron,BUDDLE,36-1768
58687660,93230,"{""id"":""Iron_Buck_SUMM_007.jpg_Iron_Buck_SUMM_008.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Buck_SUMM_007.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Buck_SUMM_008.jpg""}",,42N,33W,"14,15,2? 15",Florin Warren District Fisheries Supervisor,Iron,BUCK,36-150
58687661,93230,"{""id"":""Iron_Camp_SUMM_013.jpg_Iron_Camp_SUMM_014.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Camp_SUMM_013.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Camp_SUMM_014.jpg""}",,42N,35W,"7, 8, 17, 18",R. Haubrich,Iron,CAMP,36-174
58687662,93230,"{""id"":""Iron_Camp_SUMM_011.jpg_Iron_Camp_SUMM_012.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Camp_SUMM_011.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Camp_SUMM_012.jpg""}",,42N,35W,"7,8,17,18 8, 17, 18","L. Anderson, Warren, Long",Iron,CAMP,36-174
58687663,93230,"{""id"":""Iron_Brule_SUMM_008.jpg_Iron_Brule_SUMM_009.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Brule_SUMM_008.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Brule_SUMM_009.jpg""}",,42N,36W,"5, 7, 8, 18",M. Galbraith - IFR,Iron,BRULE,36-192
58687664,93230,"{""id"":""Iron_ChiefEdwards_SUMM_005.jpg_Iron_ChiefEdwards_SUMM_006.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_ChiefEdwards_SUMM_005.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_ChiefEdwards_SUMM_006.jpg""}",Date of survey 8-23-48,45N,37W,4,L.R. R. Anderson,Iron,CHIEFEDWARDS,36-1159
58687665,93230,"{""id"":""Iron_Curry_SUMM_002.jpg_Iron_Curry_SUMM_003.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Curry_SUMM_002.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Curry_SUMM_003.jpg""}",,46N,37W,32,Florin Warren,Iron,CURRY,36-2097
58687666,93230,"{""id"":""Iron_Clear_SUMM_006.jpg_Iron_Clear_SUMM_007.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_006.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Clear_SUMM_007.jpg""}",9/8/43 and 8/20-21/44,46N,37W,20,A.S. Hazzard,Iron,CLEAR,36-2018
58687667,93230,"{""id"":""Iron_Curry_SUMM_004.jpg_Iron_Curry_SUMM_005.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Curry_SUMM_004.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Curry_SUMM_005.jpg""}",,46N,37W,32,Florin Warren,Iron,CURRY,36-2097
58687668,93230,"{""id"":""Iron_Chamberlain_SUMM_002.jpg_Iron_Chamberlain_SUMM_003.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Chamberlain_SUMM_002.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Chamberlain_SUMM_003.jpg""}",9-2-64,46N,36W,21,B. Ylkanen,Iron,CHAMBERLAIN,36-1744
58687669,93230,"{""id"":""Iron_Dawson_SUMM_008.jpg_Iron_Dawson_SUMM_009.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Dawson_SUMM_008.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Dawson_SUMM_009.jpg""}",,43N,31W,33,Paul H. Eschmeyer,Iron,DAWSON,36-256
58687670,93230,"{""id"":""Iron_Dawson_SUMM_010.jpg_Iron_Dawson_SUMM_011.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Dawson_SUMM_010.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Dawson_SUMM_011.jpg""}",,43N,31W,33,L.R.A. R. A,Iron,DAWSON,36-256
58687671,93230,"{""id"":""Iron_Deer_36-849_1949_SUMM_001_01.jpg_Iron_Deer_36-849_1949_SUMM_001_02.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_36-849_1949_SUMM_001_01.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_36-849_1949_SUMM_001_02.jpg""}",,45N,32W,"4,5 5",R. Haubrich,Iron,DEER,36-849
58687672,93230,"{""id"":""Iron_Ellen_SUMM_013.jpg_Iron_Ellen_SUMM_014.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_013.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_014.jpg""}",,44N,31W,26-35,L.R. R. Anderson,Iron,ELLEN,36-553
58687673,93230,"{""id"":""Iron_Deer_SUMM_016.jpg_Iron_Deer_SUMM_017.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_SUMM_016.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Deer_SUMM_017.jpg""}",,45N,32W,"4, 5",R. Haubrich,Iron,DEER,36-849
58687674,93230,"{""id"":""Iron_Emily_SUMM_008.jpg_Iron_Emily_SUMM_009.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Emily_SUMM_008.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Emily_SUMM_009.jpg""}",,43N,34W,"13,24",Florin Warren,Iron,EMILY,36-363
58687675,93230,"{""id"":""Iron_Ellen_SUMM_015.jpg_Iron_Ellen_SUMM_016.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_015.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ellen_SUMM_016.jpg""}",,44N,31W,"26,35 35",H. Tait,Iron,ELLEN,36-553
58687676,93230,"{""id"":""Iron_Fence_SUMM_005.jpg_Iron_Fence_SUMM_006.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Fence_SUMM_005.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Fence_SUMM_006.jpg""}",,45N,"30, 31W","30, 25",M. Galbraith - IFR,Iron,FENCE,36-826
58687677,93230,"{""id"":""Iron_Erickson_SUMM_014.jpg_Iron_Erickson_SUMM_015.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_014.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_015.jpg""}",,42N,31W,"2,3",M. Galbraith - IFR,Iron,ERICKSON,36-27
58687678,93230,"{""id"":""Iron_Fire_SUMM_014.jpg_Iron_Fire_SUMM_015.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Fire_SUMM_014.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Fire_SUMM_015.jpg""}",,44N,33W,"19, 20, 29",L. R. Anderson,Iron,FIRE,36-686
58687679,93230,"{""id"":""Iron_Erickson_SUMM_012.jpg_Iron_Erickson_SUMM_013.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_012.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Erickson_SUMM_013.jpg""}",8-19-48,42N N,31W W,2-4,L.R. R. Anderson,Iron,ERICKSON,36-27
58687680,93230,"{""id"":""Iron_Five_SUMM_009.jpg_Iron_Five_SUMM_010.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Five_SUMM_009.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Five_SUMM_010.jpg""}",,43N,36W,"4,5",Telford Party,Iron,FIVE,36-407
58687681,93230,"{""id"":""Iron_Gibson_SUMM_009.jpg_Iron_Gibson_SUMM_010.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gibson_SUMM_009.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gibson_SUMM_010.jpg""}",,44N,33W,21,M. Galbraith - IFR,Iron,GIBSON,36-690
58687682,93230,"{""id"":""Iron_Gabbit_SUMM_003.jpg_Iron_Gabbit_SUMM_004.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gabbit_SUMM_003.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Gabbit_SUMM_004.jpg""}",,46N,36W,"9,16 16",F. Warren and T. N. Davidson,Iron,GABBIT,36-1635
58687683,93230,"{""id"":""Iron_Golden_SUMM_042.jpg_Iron_Golden_SUMM_043.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Golden_SUMM_042.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Golden_SUMM_043.jpg""}",,44N,37W,"25, 26, 35, 36",H. S. Telford,Iron,GOLDEN,36-777
58687684,93230,"{""id"":""Iron_Hagerman_SUMM_020.jpg_Iron_Hagerman_SUMM_021.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Hagerman_SUMM_020.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Hagerman_SUMM_021.jpg""}",,"42,43N N",36W W,"2, 3, 2,3,11,10,34,35 10, 34, 35",reported by Erickson prepared by Forest Party - Carl E. Hoffman,Iron,HAGERMAN,36-190
58687685,93230,"{""id"":""Iron_Glidden_SUMM_007.jpg_Iron_Glidden_SUMM_008.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Glidden_SUMM_007.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Glidden_SUMM_008.jpg""}",,42N,31W,6,Florin Fish Warren,Iron,GLIDDEN,36-35
58687686,93230,"{""id"":""Iron_HannahWebb_SUMM_016.jpg_Iron_HannahWebb_SUMM_017.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_016.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_017.jpg""}","Aug 2-3, 1944",46N,35W,"29, 30",A. S. Hazzard,Iron,HANNAHWEBB,36-1536
58687687,93230,"{""id"":""Iron_HannahWebb_SUMM_018.jpg_Iron_HannahWebb_SUMM_019.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_018.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HannahWebb_SUMM_019.jpg""}",,46N,35W,"29, 30",Florin Warren District Fish Supervisor,Iron,HANNAHWEBB,36-1536
58687688,93230,"{""id"":""Iron_Holmes46N_36W_S29-32_SUMM_001.jpg_Iron_Holmes46N_36W_S29-32_SUMM_002.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_001.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes46N_36W_S29-32_SUMM_002.jpg""}",and 9-2-64 (H2O analysis),46N,36W,32,B. Ylkanen,Iron,HOLMES,conflict
58687689,93230,"{""id"":""Iron_Holmes43N_31W_S24_SUMM_008.jpg_Iron_Holmes43N_31W_S24_SUMM_009.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes43N_31W_S24_SUMM_008.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Holmes43N_31W_S24_SUMM_009.jpg""}",,43N,31W,24,Florin Warren Rosengren Supervisor,Iron,HOLMES,36-231
58687690,93230,"{""id"":""Iron_Hollister_SUMM_002.jpg_Iron_Hollister_SUMM_003.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Hollister_SUMM_002.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Hollister_SUMM_003.jpg""}",,43N,32W,"14, 23",H. Tait,Iron,HOLLISTER,36-272
58687691,93230,"{""id"":""Iron_HolmesUpper_SUMM_007.jpg_Iron_HolmesUpper_SUMM_008.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HolmesUpper_SUMM_007.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_HolmesUpper_SUMM_008.jpg""}",,44-43N 43N,32W,"5, 5,32,33 33",F. Warren,Iron,HOLMESUPPER,36-651
58687692,93230,"{""id"":""Iron_Harding_SUMM_009.jpg_Iron_Harding_SUMM_010.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Harding_SUMM_009.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Harding_SUMM_010.jpg""}",,46N N,37W W,"23,24,25,26 24, 25, 26",H. S. Telford,Iron,HARDING,36-2047
58687693,93230,"{""id"":""Iron_Norway_36-1488_1960_SUMM_001_01.jpg_Iron_Norway_36-1488_1960_SUMM_001_02.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Norway_36-1488_1960_SUMM_001_01.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Norway_36-1488_1960_SUMM_001_02.jpg""}",,46N,35W,4,Florin Warren,Iron,NORWAY,36-1488
58687694,93230,"{""id"":""Iron_Perch_36-1529_1958_SUMM_001_01.jpg_Iron_Perch_36-1529_1958_SUMM_001_02.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Perch_36-1529_1958_SUMM_001_01.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Perch_36-1529_1958_SUMM_001_02.jpg""}",,46N,35W,"22, 23, 26, 27",Florin Warren,Iron,PERCH,36-1529
58687695,93230,"{""id"":""Iron_Ice_SUMM_009.jpg_Iron_Ice_SUMM_010.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ice_SUMM_009.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Ice_SUMM_010.jpg""}","July 1, 5-7, 1955",43N,"34,35W 35W","19,24,25,30 24, 25, 30","C. & H. Johnson, M. Galbraith, and Don Thomson & H. Huizinga",Iron,ICE,36-371
58687696,93230,"{""id"":""Iron_Stanley_SUMM_015.jpg_Iron_Stanley_SUMM_016.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Stanley_SUMM_015.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Stanley_SUMM_016.jpg""}",8/26/58 & 9/23-24/58,42N,35W,"4, 5, 8",Florin Warren Supervisor,Iron,STANLEY,36-173
58687697,93230,"{""id"":""Iron_Paint_36-2067_1937_SUMM_001_01.jpg_Iron_Paint_36-2067_1937_SUMM_001_02.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Paint_36-2067_1937_SUMM_001_01.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Paint_36-2067_1937_SUMM_001_02.jpg""}",,46N,37W,"35, 36",H.S. S. Telford,Iron,PAINT,36-2067
58687698,93230,"{""id"":""Iron_Sunset_SUMM_010.jpg_Iron_Sunset_SUMM_011.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Sunset_SUMM_010.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Sunset_SUMM_011.jpg""}","Aug. 20,22,23, 1949",43N,34W,"7, 8, 9, 7,8,9,17,18 18",R. Haubrich,Iron,SUNSET,36-355
58687699,93230,"{""id"":""Iron_Swan_SUMM_015.jpg_Iron_Swan_SUMM_016.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Swan_SUMM_015.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Swan_SUMM_016.jpg""}",,43-44,33W,2-35 - 35,Florin Warren District Fish Supervisor,Iron,SWAN,36-307
58687700,93230,"{""id"":""Iron_Tepee_36-1936_1960_SUMM_001_01.jpg_Iron_Tepee_36-1936_1960_SUMM_001_02.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Tepee_36-1936_1960_SUMM_001_01.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Tepee_36-1936_1960_SUMM_001_02.jpg""}",,46N N,37W W,13,Florin Warren,Iron,TEPEE,36-1936
58687701,93230,"{""id"":""Iron_Tepee_SUMM_003.jpg_Iron_Tepee_SUMM_004.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Tepee_SUMM_003.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Tepee_SUMM_004.jpg""}",,46N,37W,13,Florin Warren,Iron,TEPEE,36-1936
58687702,93230,"{""id"":""Iron_Timber_SUMM_003.jpg_Iron_Timber_SUMM_004.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Timber_SUMM_003.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Timber_SUMM_004.jpg""}",,43N,36W,"8, 9","Local residents, Florin Warren",Iron,TIMBER,36-408
58687703,93230,"{""id"":""Iron_Wildwood_SUMM_005.jpg_Iron_Wildwood_SUMM_006.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Wildwood_SUMM_005.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Wildwood_SUMM_006.jpg""}",,43N N,34W W,28,District Fish Warren,Iron,WILDWOOD,36-373
58687704,93230,"{""id"":""Iron_Winslow_SUMM_013.jpg_Iron_Winslow_SUMM_014.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Winslow_SUMM_013.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Iron_Winslow_SUMM_014.jpg""}",Date of survey 8/25-26-27/1938,46N,36W,"25,26,35,36 26, 35, 36",Forest Party - Carl E. Hoffman,Iron,WINSLOW,36-1760
58687705,93230,"{""id"":""Isabella_Coldwater_SUMM_024.jpg_Isabella_Coldwater_SUMM_025.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Coldwater_SUMM_024.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Coldwater_SUMM_025.jpg""}",,15N,5W,"19, 29, 30, 31",John Funk - Fish Party 41,Isabella,COLDWATER,37-109
58687706,93230,"{""id"":""Isabella_Halls_SUMM_023.jpg_Isabella_Halls_SUMM_024.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Halls_SUMM_023.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_Halls_SUMM_024.jpg""}",,14N,6W,"19,20,21",Jack R. Hammond,Isabella,HALLS,37-98
58687707,93230,"{""id"":""Isabella_BlanchardMillPond_SUMM_002.jpg_Isabella_BlanchardMillPond_SUMM_003.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_BlanchardMillPond_SUMM_002.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_BlanchardMillPond_SUMM_003.jpg""}",,13N,6W,18,Jack R. Hammond,Isabella,BLANCHARDMILL,37-67
58687708,93230,"{""id"":""Isabella_EldredBig__SUMM_001.jpg_Isabella_EldredBig__SUMM_002.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_EldredBig__SUMM_001.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Isabella_EldredBig__SUMM_002.jpg""}",,14N,6W,18,Jack Hammond,Isabella,ELDREDBIG,37-95
