subject_id,subject_set_id,metadata,T6,T8,T9,T10,T12,county,lakename,New_Key
59070610,93396,"{""ID"":""ALGER_DOE_SUMM_0001_1.jpeg_ALGER_DOE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DOE_SUMM_0001_2.jpeg""}",,45N,19W,"27, 28, 33, 34",Cliff Long,,,2-210
59070611,93396,"{""ID"":""ALGER_DUNKLEYS_SUMM_0001_1.jpeg_ALGER_DUNKLEYS_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DUNKLEYS_SUMM_0001_2.jpeg""}",,45N,20W,"34,35",Cliff Long,,,
59070612,93396,"{""ID"":""ALGER_DUCK_SUMM_0001_1.jpeg_ALGER_DUCK_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DUCK_SUMM_0001_2.jpeg""}",,47N,19W,"11,14 14",A. S. Hazzard,,,2-449
59070613,93396,"{""ID"":""ALGER_ECHO_SUMM_0001_1.jpeg_ALGER_ECHO_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ECHO_SUMM_0001_2.jpeg""}",,"47N, & 48N",19W,"3,34 34",A. S. Hazzard,,,2-757
59070614,93396,"{""ID"":""ALGER_FISH_SUMM_0001_1.jpeg_ALGER_FISH_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_FISH_SUMM_0001_2.jpeg""}",8-24-77 & 9-2-77,44N,19W,11-12 12,Pryal,,,2-27
59070615,93396,"{""ID"":""ALGER_FORWELL_SUMM_0001_1.jpeg_ALGER_FORWELL_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_FORWELL_SUMM_0001_2.jpeg""}",,48N,15W,35,"CO L. Walstrom, Leland R. Anderson District Fisheries Supervisor Assisted by CO L. Malstrom",,,2-716
59070616,93396,"{""ID"":""ALGER_GINPOLE_SUMM_0001_1.jpeg_ALGER_GINPOLE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GINPOLE_SUMM_0001_2.jpeg""}",,46N,21W,9,Clifford Long District Fisheries Supervisor,,,2-383
59070617,93396,"{""ID"":""ALGER_GRANDMARAIS_SUMM_0001_1.jpeg_ALGER_GRANDMARAIS_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRANDMARAIS_SUMM_0001_2.jpeg""}",,49N,13W,"10,11 11",W. Gruhn Fish Habitat Biologist,,,2-761
59070618,93396,"{""ID"":""ALGER_GOPHER_SUMM_0001_1.jpeg_ALGER_GOPHER_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GOPHER_SUMM_0001_2.jpeg""}",,48N,14W,"26, 27",Leland R. Anderson,,,2-609
59070619,93396,"{""ID"":""ALGER_GRASS_SUMM_0001_1.jpeg_ALGER_GRASS_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRASS_SUMM_0001_2.jpeg""}",,48N,"14, 15","19, 24, 30","Bailey, Miller, Bouwkamp",,,2-589
59070620,93396,"{""ID"":""ALGER_GRIMES_SUMM_0001_1.jpeg_ALGER_GRIMES_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GRIMES_SUMM_0001_2.jpeg""}",,45N,19W,"22, 27",Peterson,,,2-190
59070621,93396,"{""ID"":""ALGER_HALFMOON_SUMM_0001_1.jpeg_ALGER_HALFMOON_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HALFMOON_SUMM_0001_2.jpeg""}",,45N,19W,"34,35 35","Cliff Long, Fisheries Biol.",,,2-220
59070622,93396,"{""ID"":""ALGER_HALFMOON_SUMM_0002_1.jpeg_ALGER_HALFMOON_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HALFMOON_SUMM_0002_2.jpeg""}",,45N,19W,"34,35 35","Dombeck, & Miller",,,2-220
59070623,93396,"{""ID"":""ALGER_HAMMOND_SUMM_0001_1.jpeg_ALGER_HAMMOND_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HAMMOND_SUMM_0001_2.jpeg""}",,44N,19W,24,prepared by D. Johnson,,,2-67
59070624,93396,"{""ID"":""ALGER_HARTNEY_SUMM_0001_1.jpeg_ALGER_HARTNEY_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HARTNEY_SUMM_0001_2.jpeg""}",,45N,19W,27,C. Long,,,2-209
59070625,93396,"{""ID"":""ALGER_HIKE_SUMM_0001_1.jpeg_ALGER_HIKE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HIKE_SUMM_0001_2.jpeg""}",Date not listed,44N,19W,2,C. Long,,,2-11
59070626,93396,"{""ID"":""ALGER_HIKE_SUMM_0002_1.jpeg_ALGER_HIKE_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HIKE_SUMM_0002_2.jpeg""}","June 24-25 & July 14, 1952","44,45N 45N",19W,"2, 3, 34, 35",C. M. Taube,,,2-11
59070627,93396,"{""ID"":""ALGER_HUGHIES_SUMM_0001_1.jpeg_ALGER_HUGHIES_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HUGHIES_SUMM_0001_2.jpeg""}",,44N,19W,25,Thomas F. Waters (I.F.R.),,,2-71
59070628,93396,"{""ID"":""ALGER_HOVEY_SUMM_0002_1.jpeg_ALGER_HOVEY_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HOVEY_SUMM_0002_2.jpeg""}",,45N,19W,"17,20 & 20",prepared by Cliff Long - Dist. Fisheries Supv.,,,2-181
59070629,93396,"{""ID"":""ALGER_HORSESHOE_SUMM_0001_1.jpeg_ALGER_HORSESHOE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HORSESHOE_SUMM_0001_2.jpeg""}",,48,13,16,Jerry Peterson DHB,,,2-502
59070630,93396,"{""ID"":""ALGER_ISLAND_SUMM_0003_1.jpeg_ALGER_ISLAND_SUMM_0003_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ISLAND_SUMM_0003_2.jpeg""}",,45N,19W,26,D. Johnson,,,2-206
59070631,93396,"{""ID"":""ALGER_IRON_SUMM_0001_1.jpeg_ALGER_IRON_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_IRON_SUMM_0001_2.jpeg""}",,45N,20W,25,Cliff Long,,,
59070632,93396,"{""ID"":""ALGER_JOHNSEAST_SUMM_0001_1.jpeg_ALGER_JOHNSEAST_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSEAST_SUMM_0001_2.jpeg""}",,48N,13W,26,"Form managed Dick Rintamaki, Jerry Peterson",,,
59070633,93396,"{""ID"":""ALGER_JUANITA_SUMM_0001_1.jpeg_ALGER_JUANITA_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JUANITA_SUMM_0001_2.jpeg""}",,44N,19W,24,Thomas F. Waters,,,2-65
59070634,93396,"{""ID"":""ALGER_KENNEDY_SUMM_0001_1.jpeg_ALGER_KENNEDY_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_KENNEDY_SUMM_0001_2.jpeg""}",,48,13,16,Jerry Peterson,,,2-501
59070635,93396,"{""ID"":""ALGER_JOES_SUMM_0001_1.jpeg_ALGER_JOES_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOES_SUMM_0001_2.jpeg""}",July 11 and 12 1950,45N,20W,"9,16 16",Cliff Long,,,2-232
59070636,93396,"{""ID"":""ALGER_JOHNSWEST_SUMM_0001_1.jpeg_ALGER_JOHNSWEST_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_JOHNSWEST_SUMM_0001_2.jpeg""}",,48N,13W,26,Dick Rintamaki Jerry Peterman,,,
59070637,93396,"{""ID"":""ALGER_LAKEDAM_SUMM_0001_1.jpeg_ALGER_LAKEDAM_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LAKEDAM_SUMM_0001_2.jpeg""}",,44N,19W,"29, 30",Clifford Long,,,2-84
59070638,93396,"{""ID"":""ALGER_KINGSTONPOND_SUMM_0001_1.jpeg_ALGER_KINGSTONPOND_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_KINGSTONPOND_SUMM_0001_2.jpeg""}",,48N,15W,8,"C. O. W. Sprang & others, Leland R. Anderson",,,2-627
59070639,93396,"{""ID"":""ALGER_LAMBERT_SUMM_0002_1.jpeg_ALGER_LAMBERT_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LAMBERT_SUMM_0002_2.jpeg""}",7-6-67,48,14,32,"J. Peterson D.H,.B H. B.",,,2-622
59070640,93396,"{""ID"":""ALGER_LINE_SUMM_0001_1.jpeg_ALGER_LINE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LINE_SUMM_0001_2.jpeg""}",,45N,19W,35,"Dombeck Dombeck, Miller",,,2-375
59070641,93396,"{""ID"":""ALGER_LEGIONPINE_SUMM_0001_1.jpeg_ALGER_LEGIONPINE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LEGIONPINE_SUMM_0001_2.jpeg""}",,48,16,30,J. Peterson F.B.T,,,2-736
59070642,93396,"{""ID"":""ALGER_LONG48NR16SEC33_SUMM_0001_1.jpeg_ALGER_LONG48NR16SEC33_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LONG48NR16SEC33_SUMM_0001_2.jpeg""}",,"47,48N 48N",16W,"4,33 33",Leland R. Anderson,,,
59070643,93396,"{""ID"":""ALGER_LOON_SUMM_0001_1.jpeg_ALGER_LOON_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LOON_SUMM_0001_2.jpeg""}",,"43, 44N",19W,"2, 35",A. S. Hazzard,,,2-676
59070644,93396,"{""ID"":""ALGER_MAN_SUMM_0001_1.jpeg_ALGER_MAN_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MAN_SUMM_0001_2.jpeg""}",,44N,19W,23,reported by H. E. Kilpela prepared by Random Party - H. E. Kilpela,,,2-60
59070645,93396,"{""ID"":""ALGER_LOST_SUMM_0001_1.jpeg_ALGER_LOST_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_LOST_SUMM_0001_2.jpeg""}",,45N,19W,"14,15 15",C. Long,,,2-177
59070646,93396,"{""ID"":""ALGER_MINERS_SUMM_0001_1.jpeg_ALGER_MINERS_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MINERS_SUMM_0001_2.jpeg""}",,47N,18W,10,W. G. Yoder (R & D),,,2-439
59070647,93396,"{""ID"":""ALGER_McCOMB_SUMM_0001_1.jpeg_ALGER_McCOMB_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_McCOMB_SUMM_0001_2.jpeg""}",,44N,19W,"23,26,27 26, 27",prepared by Random Party - Hugo E. Kilpela,,,2-61
59070648,93396,"{""ID"":""ALGER_MIRROR_SUMM_0001_1.jpeg_ALGER_MIRROR_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MIRROR_SUMM_0001_2.jpeg""}",,45N N,19W W,"21,28 & 28",prepared by Cliff Long,,,2-188
59070649,93396,"{""ID"":""ALGER_MITCHELL_SUMM_0001_1.jpeg_ALGER_MITCHELL_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0001_2.jpeg""}",,48N,13W,"22,27 27",L.R. R. Anderson,,,2-525
59070650,93396,"{""ID"":""ALGER_MITCHELL_SUMM_0002_1.jpeg_ALGER_MITCHELL_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MITCHELL_SUMM_0002_2.jpeg""}",,48N,13W,"22, 27",D. B. Reynolds Jr.,,,2-525
59070651,93396,"{""ID"":""ALGER_MUDDY_SUMM_0001_1.jpeg_ALGER_MUDDY_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_MUDDY_SUMM_0001_2.jpeg""}",,45N,19W,22,Peterson,,,2-189
59070652,93396,"{""ID"":""ALGER_NEVINS_SUMM_0001_1.jpeg_ALGER_NEVINS_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NEVINS_SUMM_0001_2.jpeg""}",,48N,15W,25,Leland R. District Fisheries Anderson,,,2-693
59070653,93396,"{""ID"":""ALGER_NAWAKWA_SUMM_0007_1.jpeg_ALGER_NAWAKWA_SUMM_0007_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NAWAKWA_SUMM_0007_2.jpeg""}",,48N,13W,"19, 20, 29, 30","prepared by J. Peterson, F. B. T., D. Rintausaki FSA",,,2-514
59070654,93396,"{""ID"":""ALGER_NITA_SUMM_0001_1.jpeg_ALGER_NITA_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NITA_SUMM_0001_2.jpeg""}",,48N,14W,"16,21 21",Leland R. Anderson,,,2-585
59070655,93396,"{""ID"":""ALGER_NONAMES_SUMM_0001_1.jpeg_ALGER_NONAMES_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NONAMES_SUMM_0001_2.jpeg""}",9/13/43 and 9/8/44,44N,19W,S.E. of S.E. of Sect. 14,A.S. S. Hazzard,,,2-51
59070656,93396,"{""ID"":""ALGER_NONAMES_SUMM_0002_1.jpeg_ALGER_NONAMES_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NONAMES_SUMM_0002_2.jpeg""}",,48N,15W,22,A. S. Hazzard,,,2-639
59070657,93396,"{""ID"":""ALGER_OTTER_SUMM_0002_1.jpeg_ALGER_OTTER_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_OTTER_SUMM_0002_2.jpeg""}",,45N N,19W W,7,Cliff Long,,,2-156
59070658,93396,"{""ID"":""ALGER_NONAMES_SUMM_0003_1.jpeg_ALGER_NONAMES_SUMM_0003_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NONAMES_SUMM_0003_2.jpeg""}","June 17 & 24, 1952",44N,19W,3,M. Galbraith,,,2-51
59070659,93396,"{""ID"":""ALGER_NORTH_SUMM_0001_1.jpeg_ALGER_NORTH_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_NORTH_SUMM_0001_2.jpeg""}",,48N,13W,"24,25",Leland R. Anderson District Fisheries Supervisor,,,2-539
59070660,93396,"{""ID"":""ALGER_PAN_SUMM_0001_1.jpeg_ALGER_PAN_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_PAN_SUMM_0001_2.jpeg""}",,44N,19W,24 and 25,D. Johnson,,,2-73
59070661,93396,"{""ID"":""ALGER_PERCH_SUMM_0001_1.jpeg_ALGER_PERCH_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_PERCH_SUMM_0001_2.jpeg""}",,46N,19W,"8,17 17",C. C. Larsen and local fishermen,,,2-343
59070662,93396,"{""ID"":""ALGER_PEARLIES_SUMM_0001_1.jpeg_ALGER_PEARLIES_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_PEARLIES_SUMM_0001_2.jpeg""}",,44N,19W,25,Thomas F. Waters (I.F.R.),,,2-70
59070663,93396,"{""ID"":""ALGER_REDJACK_SUMM_0001_1.jpeg_ALGER_REDJACK_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_REDJACK_SUMM_0001_2.jpeg""}",6/6-7/78 & 8/2-3/78,44N,19W,2,Dombeck & Miller,,,2-6
59070664,93396,"{""ID"":""ALGER_ROUND_SUMM_0001_1.jpeg_ALGER_ROUND_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUND_SUMM_0001_2.jpeg""}",,"43,44 44","19,20W 20 W","6, 1, 6,1,12,36 30 36",Telford Party,,,2-127
59070665,93396,"{""ID"":""ALGER_SAND48NR14W20_SUMM_0002_1.jpeg_ALGER_SAND48NR14W20_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SAND48NR14W20_SUMM_0002_2.jpeg""}",,48N,14W,"20,29 29",Bouwkamp & Miller,,,2-592
59070666,93396,"{""ID"":""ALGER_RIELLY_SUMM_0001_1.jpeg_ALGER_RIELLY_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_RIELLY_SUMM_0001_2.jpeg""}",,44N,20W,30,Cliff Long,,,2-121
59070667,93396,"{""ID"":""ALGER_ROCK_SUMM_0001_1.jpeg_ALGER_ROCK_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROCK_SUMM_0001_2.jpeg""}",,45N,19W,34,C. Long,,,2-221
59070668,93396,"{""ID"":""ALGER_ROUNDLITTLE_SUMM_0001_1.jpeg_ALGER_ROUNDLITTLE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUNDLITTLE_SUMM_0001_2.jpeg""}",,45N,20W,27,Cliff Long,,,2-261
59070669,93396,"{""ID"":""ALGER_SAUL_SUMM_0001_1.jpeg_ALGER_SAUL_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SAUL_SUMM_0001_2.jpeg""}",,44N,20W,"20,29 29",Cliff Long,,,2-116
59070670,93396,"{""ID"":""ALGER_SECTIONTHIRTYSIX_SUMM_0001_1.jpeg_ALGER_SECTIONTHIRTYSIX_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SECTIONTHIRTYSIX_SUMM_0001_2.jpeg""}",,48N,R7W,36,Leland R. Anderson,,,2-754
59070671,93396,"{""ID"":""ALGER_SECTIONSEVEN_SUMM_0001_1.jpeg_ALGER_SECTIONSEVEN_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SECTIONSEVEN_SUMM_0001_2.jpeg""}",,47N,14W,7,Leland R. Anderson,,,75-946
59070672,93396,"{""ID"":""ALGER_SHADY_SUMM_0001_1.jpeg_ALGER_SHADY_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHADY_SUMM_0001_2.jpeg""}",,45N N.,19W W.,33,A.S. S. Hazzard,,,2-217
59070673,93396,"{""ID"":""ALGER_SHOENORTH_SUMM_0001_1.jpeg_ALGER_SHOENORTH_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOENORTH_SUMM_0001_2.jpeg""}",,47-48N 48N,17W,"1, 36",L. R. Anderson D.F.S.,,,2-408
59070674,93396,"{""ID"":""ALGER_SHOENORTH_SUMM_0002_1.jpeg_ALGER_SHOENORTH_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOENORTH_SUMM_0002_2.jpeg""}",,"47,48N 48N",17W,"1,36 36","Prepared by: Leland N. Anderson, District Fisheries Supervisor",,,2-409
59070675,93396,"{""ID"":""ALGER_SHOESOUTH_SUMM_0001_1.jpeg_ALGER_SHOESOUTH_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOESOUTH_SUMM_0001_2.jpeg""}",,47N N,17W W,"1,2 & 2",reported by CO Bruce Andrews prepared by L.R. R. Anderson District Fisheries Supervisor,,,2-409
59070676,93396,"{""ID"":""ALGER_SITKA_SUMM_0001_1.jpeg_ALGER_SITKA_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SITKA_SUMM_0001_2.jpeg""}",,48N,13W,9,L. R. Anderson,,,2-486
59070677,93396,"{""ID"":""ALGER_SNIPE_SUMM_0001_1.jpeg_ALGER_SNIPE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SNIPE_SUMM_0001_2.jpeg""}",,44N,19W,2,Dombeck & Miller,,,2-7
59070678,93396,"{""ID"":""ALGER_SIXTEENMILE_SUMM_0001_1.jpeg_ALGER_SIXTEENMILE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SIXTEENMILE_SUMM_0001_2.jpeg""}",,45N,20W,"11, 12, 13, & 14",Clifford Long,,,2-234
59070679,93396,"{""ID"":""ALGER_STARVATION_SUMM_0001_1.jpeg_ALGER_STARVATION_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_STARVATION_SUMM_0001_2.jpeg""}",,44N,19W,1,Thomas F. Waters (I. F. R.),,,2-4
59070680,93396,"{""ID"":""ALGER_STELLA_SUMM_0001_1.jpeg_ALGER_STELLA_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_STELLA_SUMM_0001_2.jpeg""}",,44N,20W W,"23, 26, 27",H. S. Telford,,,2-118
59070681,93396,"{""ID"":""ALGER_TEAL_SUMM_0001_1.jpeg_ALGER_TEAL_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEAL_SUMM_0001_2.jpeg""}",,48,14,"7,8,19 8, 19","J. Peterson, F. S. T.",,,2-572
59070682,93396,"{""ID"":""ALGER_THORNTON_SUMM_0001_1.jpeg_ALGER_THORNTON_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_THORNTON_SUMM_0001_2.jpeg""}",,"44,45N &45 N",19W W,"1 & 1,36",Cliff Long,,,2-1
59070683,93396,"{""ID"":""ALGER_STONER_SUMM_0001_1.jpeg_ALGER_STONER_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_STONER_SUMM_0001_2.jpeg""}",,"44,43N 43N",20W,"2, 35",H. S. Telford,,,2-124
59070684,93396,"{""ID"":""ALGER_TEMPLE_SUMM_0001_1.jpeg_ALGER_TEMPLE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_2.jpeg""}",,44N,19W,"14, 23",Random Party - H. E. Kilpela,,,2-42
59070685,93396,"{""ID"":""ALGER_TIE_SUMM_0001_1.jpeg_ALGER_TIE_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TIE_SUMM_0001_2.jpeg""}",,44N,19W,23,"Burt Chaffee, Random Party - H. E. Kilpela",,,2-62
59070686,93396,"{""ID"":""ALGER_TRIANGLE_SUMM_0002_1.jpeg_ALGER_TRIANGLE_SUMM_0002_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TRIANGLE_SUMM_0002_2.jpeg""}",,48N,14W,"29,30 & 30","Bailey, Miller, and Bouwkamp",,,2-614
