subject_id,Filename,Reason for Removal,Removed?
58753610,Schoolcraft_Indian_75-69_1937_FISHc_026_01,duplicate,
58753611,Schoolcraft_Indian_75-69_1937_FISHc_027_01,duplicate,
58753612,Schoolcraft_Indian_75-69_1937_FISHc_030_01,duplicate,
58753613,Schoolcraft_Indian_75-69_1937_FISHc_029_01,duplicate,
58753614,Schoolcraft_Indian_75-69_1937_FISHc_031_01,duplicate,
58753615,Schoolcraft_Indian_75-69_1937_FISHc_033_01,duplicate,
58753616,Schoolcraft_Indian_75-69_1937_FISHc_032_01,duplicate,
58753617,Schoolcraft_Indian_75-69_1937_FISHc_034_01,duplicate,
58753618,Schoolcraft_Indian_75-69_1937_FISHc_035_01,duplicate,
58753619,Schoolcraft_Indian_75-69_1937_FISHc_037_01,duplicate,
58753620,Schoolcraft_Indian_75-69_1937_FISHc_036_01,duplicate,
58753621,Schoolcraft_Indian_75-69_1937_FISHc_038_01,duplicate,
58753622,Schoolcraft_Indian_75-69_1937_FISHc_039_01,duplicate,
58753624,Schoolcraft_Indian_75-69_1937_FISHc_044_01,duplicate,
58753626,Schoolcraft_Indian_75-69_1937_FISHc_042_01,duplicate,
58753627,Schoolcraft_Indian_75-69_1937_FISHc_043_01,duplicate,
58753628,Schoolcraft_Indian_75-69_1937_FISHc_045_01,duplicate,
58753629,Schoolcraft_Indian_75-69_1937_FISHc_046_01,duplicate,
58753630,Schoolcraft_Indian_75-69_1937_FISHc_048_01,duplicate,
58753631,Schoolcraft_Indian_75-69_1937_FISHc_049_01,duplicate,
58753632,Schoolcraft_Indian_75-69_1937_FISHc_047_01,duplicate,
58753633,Schoolcraft_Indian_75-69_1937_FISHc_050_01,duplicate,
58753634,Schoolcraft_Indian_75-69_1937_FISHc_051_01,duplicate,
58753635,Schoolcraft_Indian_75-69_1952_FISHc_001_01,duplicate,
58753636,Schoolcraft_Indian_75-69_1952_FISHc_004_01,duplicate,
58753637,Schoolcraft_Indian_75-69_1952_FISHc_002_01,duplicate,
58753638,Schoolcraft_Indian_75-69_1952_FISHc_003_01,duplicate,
58753639,Schoolcraft_Indian_75-69_1952_FISHc_005_01,duplicate,
58753640,Schoolcraft_Indian_75-69_1952_FISHc_006_01,duplicate,
58753641,Schoolcraft_Indian_75-69_1952_FISHc_007_01,duplicate,
58753642,Schoolcraft_Indian_75-69_1952_FISHc_008_01,duplicate,
58753643,Schoolcraft_Indian_75-69_1952_FISHc_010_01,duplicate,
58753644,Schoolcraft_Indian_75-69_1952_FISHc_009_01,duplicate,
58753645,Schoolcraft_Indian_75-69_1952_FISHc_011_01,duplicate,
58753646,Schoolcraft_Indian_75-69_1952_FISHc_013_01,duplicate,
58753647,Schoolcraft_Indian_75-69_1952_FISHc_012_01,duplicate,
58753648,Schoolcraft_Indian_75-69_1952_FISHc_014_01,duplicate,
58753649,Schoolcraft_Indian_75-69_1952_FISHc_015_01,duplicate,
58753650,Schoolcraft_Indian_75-69_1952_FISHc_016_01,duplicate,
58753651,Schoolcraft_Indian_75-69_1952_FISHc_017_01,duplicate,
58753652,Schoolcraft_Indian_75-69_1952_FISHc_020_01,duplicate,
58753653,Schoolcraft_Indian_75-69_1952_FISHc_018_01,duplicate,
58753654,Schoolcraft_Indian_75-69_1952_FISHc_019_01,duplicate,
58753655,Schoolcraft_Indian_75-69_1952_FISHc_021_01,duplicate,
58753656,Schoolcraft_Indian_75-69_1952_FISHc_022_01,duplicate,
58753657,Schoolcraft_Indian_75-69_1952_FISHc_023_01,duplicate,
58753658,Schoolcraft_Indian_75-69_1952_FISHc_024_01,duplicate,
58753659,Schoolcraft_Indian_75-69_1962_FISHc_001_01,duplicate,
58753660,Schoolcraft_Indian_75-69_1962_FISHc_003_01,duplicate,
58753661,Schoolcraft_Indian_75-69_1962_FISHc_002_01,duplicate,
58753662,Schoolcraft_Indian_75-69_1962_FISHc_004_01,duplicate,
58753663,Schoolcraft_Indian_75-69_1962_FISHc_005_01,duplicate,
58753664,Schoolcraft_Indian_75-69_1962_FISHc_006_01,duplicate,
82937351,Marquette_LittleWhiteGoat_FISHc_20191202102857672_0001,duplicate,
82937352,Marquette_LittleWhiteGoat_FISHc_20191202102857672_0003,duplicate,
82937353,Marquette_LittleWhiteGoat_FISHc_20191202102857672_0005,duplicate,
58752066,Iron_Norway_36-1488_1960_FISHc_001_01,duplicate,
58752067,Iron_Norway_36-1488_1960_FISHc_002_01,duplicate,
58752069,Iron_Norway_36-1488_1960_FISHc_003_01,duplicate,
58752090,Iron_Paint_36-2067_1937_FISHc_003_01,duplicate,
58752091,Iron_Paint_36-2067_1937_FISHc_001_01,duplicate,
58752092,Iron_Paint_36-2067_1937_FISHc_004_01,duplicate,
58752093,Iron_Paint_36-2067_1937_FISHc_005_01,duplicate,
58752094,Iron_Paint_36-2067_1937_FISHc_002_01,duplicate,
58752097,Iron_Paint_36-2067_1937_FISHc_006_01,duplicate,
58752099,Iron_Paint_36-2067_1937_FISHc_007_01,duplicate,
58752107,Iron_Perch_36-1529_1958_FISHc_002_01,duplicate,
58752109,Iron_Perch_36-1529_1958_FISHc_001_01,duplicate,
58752111,Iron_Perch_36-1529_1959_FISHc_003_01,duplicate,
82941305,Chippewa_Shelldrake_FISHc_018,duplicate,
58752226,Iron_Tepee_36-1936_1960_FISHc_002_01,duplicate,
58752229,Iron_Tepee_36-1936_1960_FISHc_001_01,duplicate,
58752231,Iron_Tepee_36-1936_1960_FISHc_003_01,duplicate,
58752232,Iron_Tepee_36-1936_1960_FISHc_004_01,duplicate,
58643103,Alcona_Hubbard_SUMM_Doc1180,duplicate,
58643104,Alcona_Hubbard_SUMM_Doc1183,duplicate,
58687243,Alcona_Crooked_SUMM_20200115135113000_0001,duplicate,
58687244,Alcona_Jewell_SUMM_20200129142627943_0001,duplicate,
58687245,Alcona_Hubbard_SUMM_Doc0816,duplicate,
58687247,Alcona_Clear_SUMM_20191125105850178_0001,duplicate,
58687248,Alcona_Hubbard_SUMM_20200129141656326_0001,duplicate,
58687249,Alcona_North_SUMM_20200129143705919_0001,duplicate,
58687250,Alcona_Vaughn_SUMM_20200129151605368_0001,duplicate,
58687251,Alcona_Vaughn_SUMM_20200129152856338_0005,duplicate,
59106839,Alcona_SouthIndian_SUMM_Doc1228,duplicate,
59106841,Alcona_NorthIndian_SUMM_Doc1218,duplicate,
59106842,Alcona_Hunter_SUMM_Doc1195,duplicate,
59106843,Alcona_Horseshoe_SUMM_Doc0667,duplicate,
59106844,Alcona_MiddleIndian_SUMM_Doc1208,duplicate,
59106845,Alcona_Deer_SUMM_Doc0553,duplicate,
59106846,Alcona_Curtis_SUMM_Doc0542,duplicate,
59106847,Alcona_Crystal_SUMM_Doc0482,duplicate,
59106848,Alcona_Clear_SUMM_Doc0365,duplicate,
59106849,Alcona_Crooked_SUMM_Doc0410,duplicate,
59106850,Alcona_Cedar_SUMM_Doc0208,duplicate,
59106851,Alcona_Bear_SUMM_Doc0118,duplicate,
59106852,Alcona_BamfieldDam_SUMM_Doc0056,duplicate,
58687252,Alger_Cook_SUMM_20200130135115726_0001,duplicate,
58687253,Alger_Beaver_SUMM_20200129155440605_0001,duplicate,
58687254,Alger_Cook_SUMM_20200130135115726_0003,duplicate,
58687255,Alger_Deer_SUMM_20200130140509982_0001,duplicate,
58687256,Alger_Deer_SUMM_20200130140457447_0001,duplicate,
58687257,Alger_Ready_SUMM_20200219122908529_0001,duplicate,
58687259,Alger_Kingston_SUMM_20200219122455196_0013,duplicate,
58687260,Alger_Irwin_SUMM_20200219115354867_0001,duplicate,
58687261,Alger_GrandSable_SUMM_20200130144543948_0001,duplicate,
58687262,Alger_Trout_SUMM_20200219123445480_0001,duplicate,
58687258,Allegan_Dumont_SUMM_20200219142223236_0001,duplicate,
58687263,Allegan_Dumont_SUMM_20200219142750524_0001,duplicate,
58687264,Allegan_Osterhaut_SUMM_20200219140457487_0001,duplicate,
58643107,Alpena_Beaver_SUMM_20200219151000777_0003,duplicate,
58687265,Alpena_Beaver_SUMM_20200219145953082_0001,duplicate,
58687266,Alpena_FourMileImpoundment_SUMM_20200219151735462_0001,duplicate,
58687268,Alpena_Beaver_SUMM_20200219151000777_0001,duplicate,
58687267,Balaga_Spruce_SUMM_20191125110234818_0001,duplicate,
58687269,Barry_McDonald_SUMM_20191125111429749_0001,duplicate,
58687271,Charlevoix_Barneys_2,duplicate,
58687272,Charlevoix_Barneys_3,duplicate,
58687275,Charlevoix_Booth_2,duplicate,
58687284,Charlevoix_Hoffman_SUMM_20191125112552851_0001,duplicate,
58687309,Cheboygan_Silver_33N_3W_S11-12_027,duplicate,
58687310,Cheboygan_Silver_33N_1E_S33_014,duplicate,
58687313,Cheboygan_Silver_33N_3W_S11-12_031,duplicate,
58687315,Cheboygan_Silver_33N_3W_S11-12_029,duplicate,
58687319,Cheboygan_Weber_027,duplicate,
58687320,Cheboygan_Weber_029,duplicate,
58687352,Clare_Crooked_SUMM_001_01,duplicate,
58687379,Crawford_Howe_SUMM_20191125112930134_0001,duplicate,
58687381,Delta_Round_SUMM_20191125114231708_0001,duplicate,
58687382,Delta_Round_SUMM_20191125114245941_0001,duplicate,
58687671,Iron_Deer_36-849_1949_SUMM_001_01,duplicate,
58687733,Kalamazoo_Goslin's_SUMM_003,duplicate,
58687749,Kalkaska_Antrim_SUMM_20200227150503013_0003,duplicate,
58687751,Kalkaska_Antrim_SUMM_20200227150503013_0005,duplicate,
58687752,Kalkaska_Abbot_SUMM_20200227144911601_0001,duplicate,
58687755,Kalkaska_Bass_SUMM_20200227151622950_0001,duplicate,
59070495,Kalkaska_Smith's27N_8W_S6_SUMM_007,duplicate,
59070502,Kalkaska_Waddell'sPond_SUMM_001,duplicate,
58687793,Kent_Black_SUMM_20191125115431228_0001,duplicate,
58687794,Kent_Blue_SUMM_20191125120100144_0001,duplicate,
58687805,Kent_Frant_SUMM_20191125120204234_0001,duplicate,
58687808,Kent_LittleLincoln_SUMM_20191125120304851_0001,duplicate,
58687812,Kent_LittleLincoln_SUMM_20191125120323308_0001,duplicate,
58643172,Keweenaw_Manganese_SUMM_20200313164925647_0002 2,duplicate,
58687840,Keweenaw_Manganese_SUMM_20191125121024910_0001,duplicate,
58687847,Lake_BigStar_SUMM_20191127121347198_0001,duplicate,
58687848,Lake_BigStar_SUMM_20191127121417025_0001,duplicate,
58687849,Lake_BigStar_SUMM_20191127121332670_0001,duplicate,
58687859,Lake_L s BigandLittle_SUMM_005,duplicate,
58686522,Livingston_47-153_1890_SUMM_001_01,duplicate,
58687940,Luce_CampEight_SUMM_001_A,duplicate,
58687941,Luce_Pike_SUMM_001_A,duplicate,
58687955,Marquette_ChainOfLakes_SUMM_20191127131305537_0001,duplicate,
58687956,Marquette_ChainOfLakes_SUMM_20191127131009632_0001,duplicate,
58687960,Marquette_Island_SUMM_20191202101038966_0005,duplicate,
58687961,Marquette_Island_SUMM_20191202100549331_0001,duplicate,
58687962,Marquette_Indian_SUMM_20191202095715411_0003,duplicate,
58687964,Marquette_LittleWhiteGoat_SUMM_20191202102826217_0001,duplicate,
58687969,Marquette_Wolf_52-1356_1950_SUMM_001_01,duplicate,
58687968,Menominee_Bass_SUMM_20191202121716322_0003,duplicate,
58687971,Menominee_Dawn_SUMM_20191204120909155_0001,duplicate,
58687972,Menominee_Linnbeck_SUMM_20191204122632435_0001,duplicate,
58687973,Menominee_Linnbeck_SUMM_20191204122632435_0003,duplicate,
58687974,Menominee_Long_SUMM_20191204124755473_0001,duplicate,
58687978,Montmorency_Jackson_SUMM_20191204131712124_0005,duplicate,
58687981,Montmorency_Jackson_SUMM_20191204131712124_0003,duplicate,
58643170,Newaygo_Nichols_SUMM_20191204135518670_0003,duplicate,
58687983,Newaygo_Nichols_SUMM_20191204135518670_0005,duplicate,
58687986,Newaygo_Nichols_SUMM_20191204134802895_0007,duplicate,
58687987,Oakland_Deep_SUMM_20191211145550015_0001,duplicate,
58687990,Oakland_MilfordHuron_SUMM_20191204141903730_0001,duplicate,
58687991,Oakland_MilfordHuron_SUMM_20191204141903730_0003,duplicate,
58687996,Oakland_UpperPettibone_63-564_1945_SUMM_001_01,duplicate,
82941004,OGEMAW_DEVOE_SUMM_0001_1,duplicate,
82941006,OGEMAW_GREBET23NR34ES1712_SUMM_0001_1,duplicate,
59070535,OSCEOLA_CENTER_SUMM_0002,duplicate,
59070541,OSCEOLA_SADDLEBAG_SUMM_0002,duplicate,
58688054,Oscoda_David_SUMM_20191210091333950_0001,duplicate,
58688056,Oscoda_Loon_SUMM_20191210112529965_0001,duplicate,
58688059,Oscoda_Twin_SUMM_20191210115757519_0001,duplicate,
58688718,Otsego_Manuka_SUMM_28,duplicate,
58688721,Otsego_Fowler_SUMM_12,duplicate,
58688726,Otsego_DevilsSoup_SUMM_24,duplicate,
58688727,Otsego_Chub_SUMM_6,duplicate,
58688729,Otsego_Caulkins_SUMM_4,duplicate,
58688731,Otsego_Bridge_SUMM_2,duplicate,
58688732,Otsego_Bear_SUMM_94,duplicate,
59070542,Otsego_Bass_SUMM_20,duplicate,
59070543,Otsego_Bridge_SUMM_2,duplicate,
59070546,Otsego_Bear_SUMM_94,duplicate,
59070547,Otsego_Caulkins_SUMM_4,duplicate,
59070548,Otsego_DevilsSoup_SUMM_24,duplicate,
59070549,Otsego_Chub_SUMM_6,duplicate,
59070550,Otsego_Chub_SUMM_4,duplicate,
59070551,Otsego_Douglas_SUMM_4,duplicate,
59070554,Otsego_Fowler_SUMM_12,duplicate,
59070555,Otsego_Grass_SUMM_4,duplicate,
59070556,Otsego_Ford_SUMM_9,duplicate,
59070557,Otsego_Hardwood_SUMM_12,duplicate,
59070558,Otsego_Lost_SUMM_20,duplicate,
59070559,Otsego_Manuka_SUMM_28,duplicate,
59070560,Otsego_McCrimmon_SUMM_4,duplicate,
59070564,Otsego_Pickerel_SUMM_4,duplicate,
59070565,Otsego_Round_SUMM_16,duplicate,
59070566,Otsego_Section_SUMM_2,duplicate,
59070567,Otsego_TwinNorth_SUMM_2,duplicate,
59070568,Otsego_TwinSouth_SUMM_26,duplicate,
59070569,Otsego_TwoAcre_SUMM_9,duplicate,
59070570,Otsego_Viking_SUMM_7,duplicate,
59070571,Otsego_Viking_SUMM_9,duplicate,
59070572,Otsego_WestLost_SUMM_14,duplicate,
59106827,Otsego_Ford_SUMM_008,duplicate,
58688061,Ottawa_Crockery_70-164_1954_SUMM_001_01,duplicate,
58688060,Schoolcraft_Indian_75-69_1937_SUMM_001_01,duplicate,
58643173,Washtenaw_Crooked2_SUMM_20200218130751801_0011,duplicate,
58688062,Washtenaw_Argo_SUMM_20200203130132622_0005,duplicate,
58688063,Washtenaw_BartonRes_81-179_1938_SUMM_001_01,duplicate,
58688065,Washtenaw_Barton_SUMM_20200203131647465_0001,duplicate,
58688067,Washtenaw_Blind_81-5_1936_SUMM_001_01,duplicate,
58688068,Washtenaw_Blind_SUMM_20200203135034551_0001,duplicate,
58688069,Washtenaw_Bruin_81-6_1954_SUMM_001_01,duplicate,
58688070,Washtenaw_Bruin_SUMM_Washtenaw_Bruin_SUMM_20200218104508573_0001,duplicate,
58688071,Washtenaw_Cassidy_SUMM_20200218110606167_0007,duplicate,
58688072,Washtenaw_Cavanaugh_SUMM_20200218114608565_0001,duplicate,
58688073,Washtenaw_Cassidy_SUMM_20200218110606167_0009,duplicate,
58688074,Washtenaw_CedarBig_SUMM_20200218120329658_0001,duplicate,
58688075,Washtenaw_Crooked_81-147_1944_SUMM_001_01,duplicate,
58688076,Washtenaw_Crooked2_SUMM_20200218130751801_0009,duplicate,
58688077,Washtenaw_Doyle_SUMM_20200218134439233_0001,duplicate,
58688078,Washtenaw_Ford_SUMM_20200218142243109_0024,duplicate,
58688079,Washtenaw_Frain_SUMM_20200224112646917_0003,duplicate,
58688080,Washtenaw_FordRes_81-266_1938_SUMM_001_01,duplicate,
58688081,Washtenaw_Geddes_SUMM_20200224114400057_0009,duplicate,
58688082,Washtenaw_Geddes_SUMM_20200224114400057_0011,duplicate,
58688083,Washtenaw_FourMile_SUMM_20200218143718807_0007,duplicate,
58688084,Washtenaw_Green_SUMM_20200224123234844_0001,duplicate,
58688085,Washtenaw_Green_81-46_1936_SUMM_001_01,duplicate,
58688086,Washtenaw_Green_SUMM_936_1a,duplicate,
58688088,Washtenaw_Hankard_SUMM_20200224125752535_0001,duplicate,
58688089,Washtenaw_Klink_SUMM_20200225130740036_0005,duplicate,
58688091,Washtenaw_Mill_SUMM_20200225140104865_0001,duplicate,
58688092,Washtenaw_LongLake_SUMM_20200225132549240_0003,duplicate,
58688575,Washtenaw_Walsh_SUMM_2,duplicate,
59106680,Washtenaw_Winnewanna_SUMM_002,duplicate,
59106681,Washtenaw_Walsh_SUMM_002,duplicate,
59106684,Washtenaw_Suttons_SUMM_002,duplicate,
82942106,Otsego_TwentySeven_GROW_4.jpeg,duplicate,
58755241,Ottawa_Crockery_70-164_1977_GROW_001_01.jpg,duplicate,
58755244,Ottawa_Crockery_70-164_1991_GROW_001_01.jpg,duplicate,
82942110,PresqueIsle_Grand_GROW_10.jpeg,duplicate,
82942112,PresqueIsle_Grand_GROW_12.jpeg,duplicate,
82942113,PresqueIsle_Grand_GROW_8.jpeg,duplicate,
82942114,PresqueIsle_Nettie_GROW_2.jpeg,duplicate,
82942115,PresqueIsle_Nettie_GROW_4.jpeg,duplicate,
58755245,Roscommon_Houghton_GROW_20191211121950490_0001.jpeg,duplicate,
58755253,Roscommon_Houghton_GROW_20191211125301962_0005.jpg,duplicate,
58755255,Roscommon_Houghton_GROW_20191211124406128_0009.jpg,duplicate,
58755252,Schoolcraft_Indian_75-69_1952_GROW_001_01.jpg,duplicate,
58755256,Schoolcraft_Indian_75-69_1962_GROW_001_01.jpg,duplicate,
58755258,Schoolcraft_Indian_75-69_1968_GROW_001_01.jpg,duplicate,
58755273,Washtenaw_Cassidy_GROW_20200218112930810_0025.jpeg,duplicate,
