"new_key","lat_dd","long_dd","mdnrid","nhdid"
"14-6",42.05971,-85.87065,"L28572","155636494"
"14-66",41.98443,-85.9037,"L26937","155636927"
"14-67",41.9924,-85.89256,"L24723","9d2a4ee8-a905-429d-b499-d04f57039a17"
"14-68",42.06749,-86.09037,"L24781","155636534"
"14-69",42.0661,-86.09704,"L25502","155636550"
"14-71",42.06971,-86.09676,"L26859","155636523"
"14-75",42.03367,-86.04742,"L28286","155636693"
"14-76",42.02926,-86.04911,"L28258","155636718"
"14-777",41.96724,-86.05013,"L30118","155637168"
"14-778",41.86721,-86.16349,"L26856","155637824"
"14-779",41.81164,-85.80965,"L30482","155638061"
"14-780",41.80159,-85.8061,"L29801","155638239"
"14-781",41.79727,-85.80611,"L23416","155638300"
"14-782",41.98847,-86.13413,"L28569","155637047"
"14-783",41.9878,-86.13057,"L23274","155637058"
"14-784",41.8879,-85.84653,"L28261","155637533"
"14-785",41.9524,-86.21595,"L23577","155637348"
"14-786",42.06479,-86.20826,"L26415","155636593"
"14-8",42.04832,-85.88204,"L48482","155636555"
"14-80",42.00042,-86.09884,"L25588","155636955"
"14-81",42.01054,-86.10009,"L24034","155636852"
"14-82",41.98707,-86.06928,"L31552","155637033"
"14-88",42.05499,-86.18704,"L30265","155636602"
"14-9",42.05165,-85.82204,"L27436","155636509"
"14-91",42.06499,-86.19704,"L26930","155636578"
"14-92",42.07721,-86.20065,"L23433","155636519"
"14-94",42.05971,-86.21592,"L26075","155636613"
"14-98",42.04193,-86.13926,"L29660","155636698"
"15-1",45.20272,-84.73542,"L48162","155411151"
"15-11",45.12647,-84.79679,"L7137","155411218"
"15-13",45.19489,-84.94827,"L5435","155417334"
"15-14",45.16869,-84.91853,"L1185","155417347"
"15-15",45.16832,-84.9776,"L13898","155417344"
"15-17",45.16277,-85.04732,"L3392","155417352"
"15-19.1",45.14854,-85.13309,NA,NA
"15-2",45.19908,-84.73541,"L2022","155411151"
"15-20",45.13499,-85.10704,"L8060","155417363"
"15-21",45.26665,-85.13343,"L1620","155417357"
"15-25",45.27499,-85.0001,"L4651","155417299"
"15-26",45.25499,-84.99482,"L4854","155417298"
"15-27",45.24054,-85.22038,"L8392","155417305"
"15-28",45.21666,-85.08982,"L1977","155417322"
"15-29",45.2386,-85.12149,"L4066","155417306"
"15-3",45.19166,-84.7626,"L8743","155411163"
"15-32",45.20832,-85.16871,"L3516","155417331"
"15-33",45.20888,-85.12843,"L78","155417328"
"15-37",45.2636,-85.24454,"L12875","155417297"
"15-38",45.24615,-85.30313,"L11695","155417303"
"15-39",45.2488,-85.25858,"L4529","155417301"
"15-40",45.24578,-85.25342,"L9806","155417302"
"15-42",45.23138,-85.25371,"L10598","155417308"
"15-43",45.22277,-85.30232,"L4856","155417314"
"15-44",45.22138,-85.29232,"L1501","155417312"
"15-45",45.21749,-85.30565,"L3961","155417320"
"15-46",45.21572,-85.33248,"L14031","155417323"
"15-47",45.20749,-85.3076,"L7803","155417329"
"15-5",45.15027,-84.77899,"L3998","155411205"
"15-55",45.33471,-85.16676,"L6198","155417285"
"15-56",45.3261,-85.18121,"L9356","155417287"
"15-6",45.13193,-84.78038,"L8879","155411213"
"15-61",45.31665,-85.25454,"L1620","155417357"
"15-65",45.61249,-85.59176,"L2885","155417262"
"15-66",45.59804,-85.53899,"L10502","155417265"
"15-69",45.71554,-85.53065,"L4196","155417238"
"15-7",45.13138,-84.79565,"L6621","155411214"
"15-70",45.71221,-85.55815,"L8751","155417240"
"15-71",45.69999,-85.53649,"L4983","155417242"
"15-72",45.65165,-85.56676,"L9062","155417254"
"15-75",45.63332,-85.58343,"L8653","155417255"
"15-76",45.7386,-85.54288,"L4446","155417225"
"15-77",45.73193,-85.65982,"L2226","155417231"
"15-78",45.80887,-85.50781,"L40651","155417196"
"15-79",45.72937,-85.55569,"L10821","155417234"
"15-8",45.13638,-84.8176,"L9618","155411211"
"15-80",45.72951,-85.55848,"L544","155417235"
"15-81",45.30899,-85.29375,NA,NA
"15-82",45.12296,-84.80407,"L4349","155411223"
"15-83",45.12363,-84.79988,NA,NA
"15-84",45.12055,-84.80295,"L13151","155411227"
"15-85",45.23079,-85.03326,"L49010",NA
"15-86",45.80069,-85.52046,"L42227","155417197"
"15-87",45.69748,-85.6831,"L1778","155417245"
"15-88",45.80663,-85.47031,NA,NA
"15-89",45.71583,-85.49811,NA,NA
"15-9",45.12424,-84.80525,"L3953","155411221"
"15-90",45.78586,-85.35926,NA,NA
"15-91",45.59287,-85.626,NA,NA
"15-92",45.69895,-85.49528,NA,NA
"16-109",45.32971,-84.43593,"L9083","155411105"
"16-113",45.32465,-84.38897,"L9443","155408489"
"16-115",45.30999,-84.40815,"L3074","155408495"
"16-127",45.33798,-84.54514,"L2275","155411103"
"16-14",45.20471,-84.31732,"L7175","155408547"
"16-142",45.29804,-84.72426,"L3539","155411115"
"16-144",45.46666,-84.26676,"L11512","155408465"
"16-145",45.44832,-84.3051,"L3236","155408464"
"16-156",45.380066,-84.320198,"L2543","155408479"
"16-157",45.37631,-84.32997,"L2543","155408479"
"16-158",45.43304,-84.48593,"L3149","155411048"
"16-172",45.39134,-84.41212,"L3865","155408478"
"16-179",45.43332,-84.60149,"L11545","155411059"
"16-18",45.28388,-84.39871,"L8500","155408500"
"16-180",45.44084,-84.55884,"L3802","155411046"
"16-186",45.40666,-84.55121,"L4566","155411077"
"16-19",45.26988,-84.39564,"L745","155408507"
"16-191",45.40138,-84.55649,"L10730","155411085"
"16-192",45.5361,-84.51676,"L10946","155411040"
"16-193",45.46666,-84.66676,"L9846","155411074"
"16-194",45.53749,-84.28732,"L28192","155408451"
"16-195",45.53986,-84.28097,"L26640","155408452"
"16-196",45.53166,-84.2771,"L339","155408455"
"16-203",45.49138,-84.33065,"L2437","155408458"
"16-205",45.53471,-84.39871,"L26641","155408453"
"16-206",45.48527,-84.45732,"L7235","155411020"
"16-221",45.61221,-84.35926,"L28380","122382733"
"16-222",45.60287,-84.34062,"L24960","122382741"
"16-223",45.60804,-84.34593,"L29121","122382735"
"16-224",45.5936,-84.32538,"L29353","122382744"
"16-229",45.56677,-84.3089,"L27972","122382751"
"16-241",45.6086,-84.59954,"L27750","155417258"
"16-249",45.61471,-84.68288,"L24571","155410956"
"16-250",45.62193,-84.70788,"L29806","155410950"
"16-251",45.60304,-84.69454,"L28111","155410970"
"16-252",45.5811,-84.69704,"L30182","155410978"
"16-269",45.65582,-84.36788,"L27823","122382712"
"16-29",45.22008,-84.38758,"L13310","155411145"
"16-290",45.71352,-84.6857,"L25441","162099513"
"16-293",45.70527,-84.72788,"L48172",NA
"16-294",45.70783,-84.71986,"L25796","162099514"
"16-295",45.70365,-84.65535,NA,NA
"16-298",45.70166,-84.64649,"L27586","162099509"
"16-299",45.68925,-84.65787,"L30074","162099510"
"16-3",45.27554,-84.34704,"L3871","155408504"
"16-300",45.68023,-84.66151,"L48405",NA
"16-301",45.69304,-84.72315,"L23240","155417243"
"16-303",45.66582,-84.68399,"L31889","155417247"
"16-308",45.73413,-84.72392,"L31802","162099505"
"16-312",45.22726,-84.41397,"L6998","155411146"
"16-313",45.22726,-84.41397,"L6998","155411146"
"16-314",45.25011,-84.51966,"L13035","155411133"
"16-315",45.26411,-84.50185,"L7174","155411129"
"16-316",45.53324,-84.28528,"L28192","155408451"
"16-317",45.53216,-84.28134,"L28192","155408451"
"16-318",45.69914,-84.60112,"L25128","162099515"
"16-319",45.24281,-84.56792,"L8433","155411136"
"16-32",45.19971,-84.40788,"L2909","155411150"
"16-320",45.23367,-84.60848,"L6919","155411143"
"16-37",45.27666,-84.49343,"L6601","155411124"
"16-4",45.2861,-84.35538,"L5524","155408503"
"16-40",45.28027,-84.5476,"L7934","155411123"
"16-50",45.24749,-84.49982,"L3396","155411132"
"16-58",45.22943,-84.56871,"L3568","155411144"
"16-59",45.23205,-84.55708,"L9475","155411135"
"16-7",45.25592,-84.30802,NA,NA
"16-79",45.21054,-84.49538,"L1676","155411147"
"16-80",45.26443,-84.65982,"L2331","155411130"
"16-81",45.27027,-84.65038,"L9797","155411128"
"16-82",45.26943,-84.63288,"L1358","155411126"
"16-93",45.36195,-84.29568,"L7028","155408483"
"17-1",45.96971,-83.53843,"L7046","111831207"
"17-11",45.98193,-83.70427,"L9020","111831219"
"17-117",46.20615,-84.44862,"L30767","111830687"
"17-12",45.95971,-83.7251,"L13343","111831307"
"17-13",45.95388,-83.70565,"L11585","111831293"
"17-14",45.95943,-83.6851,"L11574","111831267"
"17-15",45.95221,-83.65038,"L11673","111831283"
"17-16",45.9461,-83.70593,"L48189","111831293"
"17-17",45.94666,-83.73815,"L2600","111831313"
"17-18",45.96749,-83.75315,"L5493","111831255"
"17-19",45.97527,-83.7651,"L10353","111831233"
"17-190",46.19388,-84.78065,"L28412","123110770"
"17-198",46.21249,-84.92732,"L27595","123110755"
"17-2",45.98527,-83.61454,"L7196","111831159"
"17-20",45.98582,-83.83343,"L12741","111831235"
"17-201",46.19888,-84.88843,"L30424","123110779"
"17-202",46.17166,-84.87982,"L24712","123110903"
"17-204",46.16443,-84.9351,"L31567","123110959"
"17-209",46.18332,-85.04177,"L29931","123110970"
"17-21",45.97916,-83.8501,"L14003","111831253"
"17-210",46.19041,-85.02958,"L27955","{6A75F426-59F0-4C60-9765-69F8BAFDFBC9}"
"17-211",46.1836,-85.01565,"L23193","123110915"
"17-212",46.17777,-85.01399,"L27596","123110935"
"17-213",46.1736,-85.02871,"L26705","123110967"
"17-214",46.17054,-85.01621,"L30905","123110968"
"17-215",46.16666,-85.0126,"L30382","123110977"
"17-22",45.95321,-83.75279,"L12870","111831309"
"17-23",45.9461,-83.78288,"L7353","111831323"
"17-233",46.26832,-84.21593,"L24729","111830507"
"17-234",46.27109,-84.22662,"L23039","111830503"
"17-235",46.26823,-84.22754,"L25732","111830511"
"17-239",46.30038,-84.42338,"L29451","111830463"
"17-24",45.95082,-83.80149,"L11497","111831325"
"17-240",46.26138,-84.44177,"L31123","111830547"
"17-243",46.31054,-84.54982,"L30769","83826365"
"17-244",46.29471,-84.55816,"L26496","111830513"
"17-246",46.27721,-84.50204,"L28786","83826439"
"17-247",46.26804,-84.50343,"L29864","111830541"
"17-25",45.94138,-83.83065,"L13491","111831339"
"17-256",46.30027,-84.73843,"L29588","83826433"
"17-258",46.25527,-84.85371,"L30111","123110574"
"17-261",46.3161,-84.91593,"L28342","86671659"
"17-265",46.31749,-84.9801,"L29869","86671673"
"17-266",46.32193,-84.98038,"L28545","86671655"
"17-267",46.3211,-84.98454,"L28008","86671661"
"17-268",46.30442,-84.95002,"L24080","123110479"
"17-27",45.98027,-83.98732,"L1829","123111508"
"17-270",46.30641,-84.95716,"L27538","123110481"
"17-272",46.29133,-84.91643,"L24428","123110501"
"17-273",46.29638,-84.92149,"L26022","123110495"
"17-277",46.26916,-84.87899,"L30053","123110541"
"17-28",45.97943,-84.00815,"L796","123111572"
"17-281",46.33166,-84.99288,"L29957","86671611"
"17-282",46.31832,-84.99843,"L25369","86671677"
"17-283",46.31915,-85.0976,"L26728","86671705"
"17-284",46.32249,-85.12177,"L29404","120018801"
"17-285",46.3161,-85.1076,"L23851","e5dbdba6-bd47-4f15-9bdc-d8e6f9fc95cc"
"17-286",46.30971,-85.04288,"L25314","86671721"
"17-287",46.31249,-84.99649,"L27270","86671701"
"17-288",46.28888,-85.0176,"L29092","123110527"
"17-29",45.97127,-84.01616,"L28575","123111627"
"17-290",46.29888,-85.06121,"L25900","86671769"
"17-3",45.95305,-83.57177,"L1732","111831243"
"17-309",46.36725,-84.1506,"L48232","{E131707E-2281-4361-8A25-FCCAE3DA0DF2}"
"17-31",46.04967,-83.60208,NA,NA
"17-319",46.36749,-84.46204,"L30125","83826273"
"17-32",46.039141,-83.622086,"L26325","111830887"
"17-32-B",46.05034,-83.59398,"L26850","111830845"
"17-32-C",46.03135,-83.57144,"L48233","111830849"
"17-32-D",46.01573,-83.55969,"L4865","111831081"
"17-321",46.40943,-84.77371,"L27666","83826227"
"17-323",46.34666,-84.8576,"L27438","123110426"
"17-327",46.34888,-84.86621,"L25075","123110420"
"17-328",46.39721,-84.96677,"L31227","86671229"
"17-329",46.39193,-84.93449,"L29386","86671253"
"17-33",46.0186,-83.58399,"L10356","111830965"
"17-330",46.37064,-84.86978,"L24367","123110414"
"17-331",46.36443,-84.86677,"L29227","123110416"
"17-333",46.36443,-84.87454,"L30231","86671435"
"17-334",46.35777,-84.86621,"L28853","123110418"
"17-339",46.33443,-84.90343,"L28812","86671567"
"17-34",46.01038,-83.58221,"L8812","111831019"
"17-340",46.42249,-85.01732,"L30453","83826235"
"17-345",46.34027,-85.11121,"L28814","86671625"
"17-346",46.33582,-84.9976,"L27855","86671601"
"17-370",46.49759,-84.36055,NA,NA
"17-386",46.47027,-84.27871,"L27260","111830259"
"17-387",46.47527,-84.27093,"L23192","111830245"
"17-39",46.00166,-83.65427,"L9914","111831099"
"17-395",46.46166,-84.61288,"L31724","83826085"
"17-396",46.45249,-84.60677,"L24574","83826091"
"17-4",45.95027,-83.5576,"L8813","111831263"
"17-40",45.99971,-83.6926,"L9219","111831115"
"17-403",46.47416,-84.64593,"L27740","83826083"
"17-404",46.45999,-84.6351,"L31349","83826087"
"17-409",46.43777,-84.77038,"L30459","83826165"
"17-41",46.00777,-83.71899,"L4394","111831105"
"17-413",46.42721,-84.9576,"L25888","83826219"
"17-417",46.45554,-84.99454,"L28977","83826149"
"17-42",45.98504,-83.67876,NA,NA
"17-420",46.43582,-85.05093,"L29962","83826223"
"17-423",46.42471,-85.04427,"L24870","83826241"
"17-427",46.47888,-85.14204,"L24607","83826109"
"17-43",45.98555,-83.68482,"L7773","111831209"
"17-44",46.00055,-83.84288,"L12742","111831189"
"17-45",45.98832,-83.84121,"L8491","111831231"
"17-450",46.56983,-85.14417,"L26585","86670841"
"17-46",45.99305,-83.76427,"L7957","111831211"
"17-460",46.59916,-85.07399,"L24599","86670783"
"17-461",46.59582,-85.07788,"L31169","86670791"
"17-469",46.64138,-85.22954,"L23993","109943538"
"17-47",45.99582,-83.99454,"L12220","123111245"
"17-471",46.63456,-85.15344,"L29558","109943584"
"17-473",46.61325,-85.15396,"L30651","86670775"
"17-478",46.6029,-85.1802,"L26534","86670801"
"17-479",46.60082,-85.17677,"L28683","86670805"
"17-48",45.98627,-83.97037,"L9189","123111373"
"17-482",46.59749,-85.11982,"L28163","86670803"
"17-486",46.75943,-85.0026,"L23257","109943290"
"17-489",46.74749,-85.04788,"L30729","109943326"
"17-49",45.99166,-83.93093,"L48188",NA
"17-497",46.75693,-85.12343,"L30590","109943336"
"17-50",46.07221,-84.08177,"L31644","111830943"
"17-500",46.74082,-85.06454,"L25001","109943356"
"17-504",46.75047,-85.03565,"L29878","109943316"
"17-505",46.73951,-85.02238,"L28404","109943350"
"17-507",46.74694,-84.9973,"L27629","109943312"
"17-51",46.03582,-84.04788,"L28513","111831131"
"17-512",46.72943,-85.06954,"L27558","109943386"
"17-514",46.71054,-85.06954,"L28848","109943390"
"17-515",46.70166,-85.03927,"L24601","109943394"
"17-52",46.01804,-84.11677,"L31057","123111191"
"17-523",46.7586,-85.15482,"L28203","109943334"
"17-532",46.75138,-85.23121,"L29445","109943372"
"17-533",46.74638,-85.12566,"L27293","88e1da9c-aebd-4cd0-ad98-edaea55f28fe"
"17-537",46.70277,-85.20482,"L30531","109943396"
"17-546",46.27563,-84.33057,"L29993","111830505"
"17-547",45.95916,-83.80649,"L3150","111831305"
"17-548",46.46721,-84.95621,"L26895","83826101"
"17-549",46.29587,-84.69805,"L25581","83826435"
"17-550",45.96383,-83.82825,"L12120","111831297"
"17-551",46.19433,-84.93318,"L24456","123110816"
"17-552",45.98127,-83.86568,"L11800","111831247"
"17-553",46.02741,-83.62722,"L3283","111830987"
"17-554",46.00772,-83.67375,"L5786","111831095"
"17-555",45.96742,-83.64718,"L10649","111831237"
"17-556",46.26552,-84.38579,"L28983","111830535"
"17-557",46.2958,-84.77284,"L30841","123110475"
"17-558",45.99833,-83.63792,"L5728","111831125"
"17-559",46.27675,-84.75903,"L30496","123110513"
"17-56",46.00971,-84.09593,"L24403","123111233"
"17-560",46.27687,-84.76802,"L28721","123110517"
"17-561",46.30219,-84.31597,"L25952","111830431"
"17-562",46.30981,-84.46212,"L26596","111830439"
"17-563",46.31165,-84.46008,"L23444","111830433"
"17-564",46.45019,-84.22621,NA,NA
"17-565",46.32333,-84.6966,"L24081","83826367"
"17-566",46.32426,-84.70616,"L25743","83826359"
"17-567",46.31493,-84.70526,"L23672","83826395"
"17-568",46.61629,-85.15547,"L29181","86670773"
"17-569",45.96734,-83.78374,"L6786","111831271"
"17-57",45.99193,-84.1076,"L28720","123111405"
"17-570",45.96758,-83.79642,"L5838","111831279"
"17-571",45.96458,-83.7987,"L4439","111831289"
"17-572",46.38701,-84.62772,"L30700","83826269"
"17-573",46.3727,-84.63902,"L24334","83826281"
"17-574",46.00552,-83.6363,"L6557","111831085"
"17-575",46.09797,-84.32443,"L27652","111830889"
"17-576",46.23646,-84.72284,"L29440","123110616"
"17-577",46.23332,-84.7282,"L30003","123110634"
"17-578",46.22433,-84.7244,"L27244","123110658"
"17-579",46.22502,-84.73275,"L30274","123110662"
"17-580",46.22059,-84.73473,"L31352","123110678"
"17-581",46.22112,-84.72917,"L27199","123110672"
"17-582",46.21523,-84.72683,"L31633","123110686"
"17-583",46.21561,-84.72323,"L31085","123110684"
"17-584",46.23032,-84.75108,"L28925","123110646"
"17-585",46.22637,-84.73733,"L27092","123110654"
"17-586",46.22325,-84.74483,"L26076","123110670"
"17-587",46.21683,-84.74831,"L31772","123110690"
"17-588",46.21683,-84.74293,"L29667","123110688"
"17-589",46.20964,-84.7407,"L23877","123110710"
"17-590",46.33852,-84.17212,"L28498","111830371"
"17-591",45.98505,-83.87326,"L2071","111831249"
"17-592",45.97996,-83.87068,"L8158","111831265"
"17-593",46.01344,-83.64511,"L8814","111831033"
"17-594",46.03478,-83.61536,"L26325","111830887"
"17-595",46.25414,-84.14499,NA,NA
"17-596",46.02174,-83.58135,"L5289","111830953"
"17-597",46.15925,-84.68682,"L28873","123110884"
"17-598",46.27492,-84.74043,"L28922","123110515"
"17-599",46.41286,-84.62969,"L26303","83826197"
"17-6",45.9286,-83.58121,"L1380","111831319"
"17-600",46.32456,-84.86133,"L31914","123110444"
"17-601",46.32283,-84.85974,"L23513","123110448"
"17-602",45.96413,-83.67987,"L11019","111831259"
"17-603",45.97645,-83.97818,NA,NA
"17-604",46.47831,-85.02027,"L23175","83826095"
"17-605",46.47743,-85.01115,"L25892","83826097"
"17-609",46.32138,-84.73528,"L32042","83826377"
"17-61",46.05638,-84.12621,"L48181",NA
"17-610",46.75568,-85.11059,"L26677","109943318"
"17-611",46.60552,-85.18338,"L24985","86670789"
"17-612",46.57653,-85.13994,"L26361","86670827"
"17-613",46.57197,-85.14098,"L26314","86670829"
"17-614",46.25509,-84.11179,"L31811","111830521"
"17-615",46.31732,-84.14327,"L31985","111830395"
"17-616",46.3372,-84.17422,"L23080","111830373"
"17-617",46.28889,-84.20674,"L25815","111830441"
"17-618",46.25499,-84.11045,"L30127","111830527"
"17-619",46.47986,-84.2911,"L28770","111830239"
"17-620",46.35906,-84.13701,"L29436","111830345"
"17-621",45.91862,-83.58778,"L10753","111831343"
"17-622",46.37135,-84.14395,"L25305","111830341"
"17-623",46.34048,-84.17621,"L30596","111830369"
"17-624",46.47434,-84.28484,"L23153","111830253"
"17-625",46.17135,-84.98602,"L29867","123110953"
"17-626",46.759661,-85.132861,"L27994","109943306"
"17-69",46.02054,-84.16565,"L24656","123111213"
"17-7",45.92638,-83.58899,"L10433","111831327"
"17-71",46.00304,-84.14788,"L27641","123111331"
"17-74",45.99089,-84.21375,"L28046","123111621"
"17-76",45.99054,-84.12454,"L30911","123111518"
"17-8",45.92805,-83.55732,"L5787","111831311"
"17-81",46.10068,-83.69186,"L48234",NA
"17-82",46.09888,-83.64204,"L27050","111830767"
"17-86",46.09666,-84.10427,"L27451","111830841"
"17-9",45.9811,-83.69371,"L10167","111831215"
"17-91",46.08721,-84.16843,"L23382","111830897"
"17-98",46.17047,-84.1766,"L27091","111830741"
"18-1",43.89888,-84.64148,NA,NA
"18-100",43.98139,-84.8375,"L5373","149759231"
"18-103",43.94554,-84.75898,"L2944","149759256"
"18-104",43.95056,-84.83354,"L581","{A9A75155-0AA3-405A-A10A-7D5F6A027F9F}"
"18-105",43.93277,-84.75232,"L4106","149759265"
"18-106",43.93231,-84.76595,NA,NA
"18-108",43.92971,-84.77426,"L11880","149759267"
"18-117",43.90466,-84.82866,"L9096","149759286"
"18-12",43.83123,-84.76083,"L374","149759357"
"18-123",43.99443,-84.90315,"L3853","121858908"
"18-124",43.96388,-84.95371,"L3642","121859009"
"18-125",43.95027,-84.92787,"L9351","121859022"
"18-129",43.94027,-84.91037,"L1345","149759259"
"18-134",43.93221,-84.8926,"L5570","149759263"
"18-135",43.9206,-84.85414,"L4227","149759275"
"18-136",43.91478,-84.87742,"L355","149759278"
"18-140",43.9211,-84.93037,"L6011","149759277"
"18-142",43.92527,-84.92454,"L8252","121859168"
"18-147",43.92638,-84.93676,"L5045","121859160"
"18-149",43.9211,-84.95482,"L11122","121859225"
"18-150",43.91888,-84.96565,"L2317","121859251"
"18-151",43.90971,-84.95315,"L5039","121859288"
"18-153",43.90277,-84.96926,"L11912","121859326"
"18-156",43.98193,-85.0101,"L8509","121858962"
"18-159",43.96777,-85.00787,"L159","121859024"
"18-160",43.95721,-84.99954,"L4289","121859063"
"18-161",43.96388,-85.00426,"L5194","121859044"
"18-163",43.95082,-84.99537,"L1401","121859080"
"18-164",43.94788,-84.99311,"L3301","121859094"
"18-166",43.94193,-85.0601,"L3838","121859140"
"18-167",43.93749,-85.04315,"L2322","121859148"
