subject_id,orig_subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data,column_name,url_front,url_back,
72070038,58754823,T39,[['9.2-9.5']],1,1,9.2-9.5,NA,7th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_014.jpg,
72070038,58754823,T40,[['9.3']],1,1,9.3,NA,7th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_014.jpg,
72070038,58754823,T44,[['2']],1,1,2,NA,8th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_014.jpg,
72070038,58754823,T45,[['13.2-13.3']],1,1,13.2-13.3,NA,8th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_SkylineLittle_GROW_014.jpg,
72070047,58754867,T4,[['5.0']],1,1,5,5,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Coldwater_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Coldwater_GROW_041.jpg,
72070047,58754867,T10,[['7.5']],1,1,7.5,7.5,Second row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Coldwater_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Coldwater_GROW_041.jpg,
72070047,58754867,T22,[['8.0']],1,1,8,8,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Coldwater_GROW_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Coldwater_GROW_041.jpg,
72070048,58754868,T9,[['10.4']],1,1,10.4,10.4,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Coldwater_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Coldwater_GROW_081.jpg,
72070052,58754873,T3,[['3.0']],1,1,3,3,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Halls_GROW_073.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Halls_GROW_074.jpg,
72070052,58754873,T15,[['9.8']],1,1,9.8,9.8,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Halls_GROW_073.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_Halls_GROW_074.jpg,
72070092,58754927,T3,[['10.2']],1,1,10.2,10.2,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Lime_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Lime_GROW_019.jpg,
72070097,58754930,T32,[['7']],1,1,7,NA,6th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_015.jpg,
72070097,58754930,T33,[['6.4-7.8']],1,1,6.4-7.8,NA,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_015.jpg,
72070097,58754930,T34,[['7.2']],1,1,7.2,NA,6th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_015.jpg,
72070097,58754930,T38,[['3']],1,1,3,NA,7th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_015.jpg,
72070097,58754930,T39,[['7.7-8.2']],1,1,7.7-8.2,NA,7th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_015.jpg,
72070097,58754930,T40,[['8.0']],1,1,8,NA,7th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Norvell_GROW_015.jpg,
72070104,58754938,T3,"[['4.3', '---']]",2,1,4.3,4.3,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Portage_GROW_113.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Portage_GROW_114.jpg,
72070108,58754946,T9,"[['231-261mm', '231-361mm', '231-261']]",3,1,231-261mm,231-261,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_055.jpg,mm
72070108,58754946,T15,"[['318mm', '---']]",2,1,318mm,NA,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_055.jpg,
72070108,58754946,T16,"[['318mm', '---']]",2,1,318mm,NA,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_055.jpg,
72070108,58754946,T21,"[['318mm', '318']]",2,1,318mm,318,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_055.jpg,mm
72070108,58754946,T22,"[['318.0mm', '318.0']]",2,1,318.0mm,318,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Swains_GROW_055.jpg,mm
72070138,58754968,T9,"[['11.3', '---']]",2,1,11.3,11.3,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Eagle2S_9W_S2_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalamazoo_Eagle2S_9W_S2_GROW_035.jpg,
72070174,58755008,T39,[['12.8']],1,1,12.8,12.8,7th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_028.jpg,
72070174,58755008,T51,[['13.6']],1,1,13.6,13.6,9th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_028.jpg,
72070179,58755010,T45,[['13.2']],1,1,13.2,13.2,8th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Manistee_GROW_036.jpg,
72070198,58755035,T3,[['8.1']],1,1,8.1,8.1,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_085.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_086.jpg,
72070201,58755038,T4,[['5.3']],1,1,5.3,5.3,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_101.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Bass_GROW_102.jpg,
72070205,58755052,T9,[['217']],1,1,217,217,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg,mm
72070205,58755052,T15,[['274']],1,1,274,274,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_080.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_081.jpg,mm
72070222,58755063,T3,[['7.1']],1,1,7.1,7.1,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Church_GROW_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Church_GROW_002.jpg,
72070222,58755063,T9,[['7.6']],1,1,7.6,7.6,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Church_GROW_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Church_GROW_002.jpg,
72070252,58755085,T3,"[['3.4', '---']]",2,1,3.4,3.4,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_017.jpg,
72070252,58755085,T9,"[['7.5', '---']]",2,1,7.5,7.5,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_017.jpg,
72070255,58755086,T9,[['9.5']],1,1,9.5,9.5,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_021.jpg,
72070255,58755086,T15,[['10.3']],1,1,10.3,10.3,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Lincoln_GROW_021.jpg,
72070285,58755109,T15,[['8.4']],1,1,8.4,8.4,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Myers_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_Myers_GROW_024.jpg,
72070305,58755122,T3,[['5.3']],1,1,5.3,5.3,First row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_085.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_086.jpg,
72070307,58755130,T21,"[['9.0-9.1', '9.0-9.3', '8.8-9.1']]",3,1,9.0-9.1,9.0-9.3,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_096.jpg,
72070307,58755130,T32,[['2']],1,1,2,NA,6th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_096.jpg,
72070307,58755130,T33,[['9.8-9.9']],1,1,9.8-9.9,NA,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_096.jpg,
72070307,58755130,T34,[['9.9']],1,1,9.9,NA,6th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_PineIslandBig_GROW_096.jpg,
72070342,58755177,T33,"[['236-250', '236-258', '238-250mm']]",3,1,236-250,236-250,6th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,mm
72070342,58755177,T51,"[['280-302', '102-106', '280-302mm']]",3,1,280-302,280-302,9th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,mm
72070342,58755177,T52,"[['289', '131', '289mm']]",3,1,289,289,9th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,mm
72070342,58755177,T57,"[['102-160', '172', '102-160mm']]",3,1,102-160,NA,10th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T58,"[['131', '172', '131mm']]",3,1,131,NA,10th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T63,"[['172', '210-227', '172mm']]",3,1,172,NA,11th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T64,"[['172', '218', '172mm']]",3,1,172,NA,11th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T69,"[['210-227', '230-240', '210-227mm']]",3,1,210-227,NA,12th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T70,"[['218', '235', '216mm']]",3,1,218,NA,12th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T75,"[['230-240', '265', '230-240mm']]",3,1,230-240,NA,13th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T76,"[['235', '265', '235mm']]",3,1,235,NA,13th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T81,"[['265', '265mm']]",2,1,265,NA,14th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070342,58755177,T82,"[['265', '265mm']]",2,1,265,NA,14th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_BigStar_GROW_20191127121717998_0004.jpeg,multiple gears; keep first gear only
72070363,58755195,T57,"[['102-160mm', '102-160']]",2,1,102-160mm,102-160,10th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T58,"[['161mm', '131']]",2,1,161mm,131,10th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T63,"[['172mm', '172']]",2,1,172mm,172,11th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T64,"[['172mm', '172']]",2,1,172mm,172,11th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T69,"[['210-227mm', '210-227']]",2,1,210-227mm,210-227,12th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T70,"[['218mm', '218']]",2,1,218mm,218,12th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T75,"[['230-240mm', '230-240']]",2,1,230-240mm,230-240,13th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T76,"[['235mm', '235']]",2,1,235mm,235,13th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T81,"[['265mm', '265']]",2,1,265mm,265,14th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070363,58755195,T82,"[['265mm', '265']]",2,1,265mm,265,14th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lake_StarBig_GROW_068.jpg,Duplicate of subject 72070342
72070378,58755214,T9,[['9.3']],1,1,9.3,9.3,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Long8N_10E_S18_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Long8N_10E_S18_FISHc_059.jpg,
72070384,58755220,T9,[['11.9']],1,1,11.9,11.9,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_036.jpg,
72070427,59963002,T4,[['4.2']],1,1,4.2,4.2,First row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_021.jpg,
72070428,59963000,T14,[['6']],1,1,6,6,Third row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070428,59963000,T15,[['9.0-10.8']],1,1,9.0-10.8,9.0-10.8,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070428,59963000,T16,[['9.8']],1,1,9.8,9.8,Third row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070428,59963000,T20,[['10']],1,1,10,10,Fourth row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070428,59963000,T21,[['9.9-11.8']],1,1,9.9-11.8,9.9-11.8,Fourth row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070428,59963000,T22,[['10.7']],1,1,10.7,10.7,Fourth row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070428,59963000,T26,[['6']],1,1,6,6,5th row Number of Fish,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070428,59963000,T27,[['9.9-11.6']],1,1,9.9-11.6,9.9-11.6,5th row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070428,59963000,T28,[['10.7']],1,1,10.7,10.7,5th row Mean Length,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_Hiland_GROW_028.jpg,
72070436,59963017,T9,[['6.8']],1,1,6.8,6.8,Second row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_PortageBig_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_PortageBig_GROW_076.jpg,
72070436,59963017,T15,[['8.3']],1,1,8.3,8.3,Third row Length Range,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_PortageBig_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Livingston_PortageBig_GROW_076.jpg,
