subject_id,URL 4,URL 8,workflow_id,task,data.value
80048685,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FORD_GROW_0001_7.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FORD_GROW_0001_8.jpeg,20630,T1,[{'II / 2': 3}]
80048685,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FORD_GROW_0001_7.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FORD_GROW_0001_8.jpeg,20630,T7,[{'III / 3': 3}]
80048685,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FORD_GROW_0001_7.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FORD_GROW_0001_8.jpeg,20630,T13,[{'IV / 4': 3}]
80048685,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FORD_GROW_0001_7.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FORD_GROW_0001_8.jpeg,20630,T19,[{'V / 5': 3}]
80048686,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_10.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_11.jpeg,20630,T1,[{'II / 2': 3}]
80048686,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_10.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_11.jpeg,20630,T7,[{'III / 3': 3}]
80048686,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_10.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_11.jpeg,20630,T13,[{'IV / 4': 3}]
80048686,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_10.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_11.jpeg,20630,T19,[{'V / 5': 3}]
80048686,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_10.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_11.jpeg,20630,T25,[{'VIII / 8': 3}]
80048686,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_10.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_FOURMILE_GROW_0001_11.jpeg,20630,T31,[{'IX / 9 ': 3}]
80048687,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_WINNEWANNA_GROW_0001_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_WINNEWANNA_GROW_0001_7.jpeg,20630,T1,[{'II / 2': 3}]
80048687,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_WINNEWANNA_GROW_0001_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_WINNEWANNA_GROW_0001_7.jpeg,20630,T7,[{'III / 3': 3}]
80048687,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_WINNEWANNA_GROW_0001_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_WINNEWANNA_GROW_0001_7.jpeg,20630,T13,[{'IV / 4': 3}]
80048687,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_WINNEWANNA_GROW_0001_6.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/double/WASHTENAW_WINNEWANNA_GROW_0001_7.jpeg,20630,T19,[{'V / 5': 3}]
80065854,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T1,[{'II / 2': 3}]
80065854,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T7,[{'III / 3': 3}]
80065854,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T13,[{'IV / 4': 3}]
80065854,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_001.jpeg,,20630,T19,[{'V / 5': 3}]
80065855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T1,[{'II / 2': 3}]
80065855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T7,[{'III / 3': 3}]
80065855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T13,[{'IV / 4': 3}]
80065855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T19,[{'V / 5': 3}]
80065855,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_002.jpeg,,20630,T25,[{'VI / 6': 3}]
80065856,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_003.jpeg,,20630,T1,[{'II / 2': 3}]
80065856,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Genesee_MiddlePond_GROW_003.jpeg,,20630,T7,[{'IV / 4': 3}]
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20630,T1,[{'III / 3': 3}]
82937316,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/single/Manistee_Bear_GROW_126.jpg,,20630,T7,[{'V / 5': 3}]
82937323,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_2.jpeg,20630,T1,[{'IV / 4': 3}]
82937323,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/ALPENA_9THSTREETDAM_GROW_0004_2.jpeg,20630,T7,[{'VI / 6': 3}]
82937324,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0002_2.jpeg,20630,T1,[{'II / 2': 3}]
82937324,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0002_2.jpeg,20630,T7,[{'III / 3': 3}]
82937324,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0002_2.jpeg,20630,T13,[{'IV / 4': 3}]
82937325,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_2.jpeg,20630,T1,[{'I / 1': 3}]
82937325,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_2.jpeg,20630,T7,[{'II / 2': 3}]
82937325,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_2.jpeg,20630,T13,[{'III / 3': 3}]
82937325,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_2.jpeg,20630,T19,[{'IV / 4': 3}]
82937325,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_2.jpeg,20630,T25,[{'V / 5': 3}]
82937325,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_2.jpeg,20630,T31,[{'VI / 6': 3}]
82937325,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SILVER_GROW_0003_2.jpeg,20630,T37,[{'VII / 7': 3}]
82937328,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_2.jpeg,20630,T1,[{'II / 2': 3}]
82937328,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_2.jpeg,20630,T7,[{'III / 3': 3}]
82937328,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_2.jpeg,20630,T13,[{'IV / 4': 3}]
82937328,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_2.jpeg,20630,T19,[{'V / 5': 3}]
82937328,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_2.jpeg,20630,T25,[{'VI / 6': 3}]
82937328,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/BRANCH_SOUTH_GROW_0002_2.jpeg,20630,T31,[{'VII / 7': 3}]
82937331,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Lapeer_NepessingLake_GROW_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Lapeer_NepessingLake_GROW_031.jpg,20630,T1,[{'I / 1': 3}]
82937331,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Lapeer_NepessingLake_GROW_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Lapeer_NepessingLake_GROW_031.jpg,20630,T7,[{'II / 2': 3}]
82937331,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Lapeer_NepessingLake_GROW_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Lapeer_NepessingLake_GROW_031.jpg,20630,T13,[{'III / 3': 3}]
82937331,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Lapeer_NepessingLake_GROW_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Lapeer_NepessingLake_GROW_031.jpg,20630,T19,[{'IV / 4': 3}]
82937332,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_017.jpg,20630,T1,[{'II / 2': 3}]
82937332,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_017.jpg,20630,T7,[{'III / 3': 3}]
82937332,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_017.jpg,20630,T13,[{'IV / 4': 3}]
82937332,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_017.jpg,20630,T19,[{'V / 5': 3}]
82937332,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_017.jpg,20630,T25,[{'VI / 6': 3}]
82937332,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_017.jpg,20630,T31,[{'VII / 7': 3}]
82937333,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_034.jpg,20630,T1,[{'II / 2': 3}]
82937333,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_034.jpg,20630,T7,[{'III / 3': 3}]
82937333,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_034.jpg,20630,T13,[{'IV / 4': 3}]
82937333,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_034.jpg,20630,T19,[{'V / 5': 3}]
82937333,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_034.jpg,20630,T25,[{'VI / 6': 3}]
82937333,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Livingston_CrookedEastWest_GROW_034.jpg,20630,T31,[{'VII / 7': 3}]
82937337,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_2.jpeg,20630,T1,[{'III / 3': 3}]
82937337,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_2.jpeg,20630,T7,[{'IV / 4': 3}]
82937337,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_2.jpeg,20630,T13,[{'V / 5': 3}]
82937337,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_2.jpeg,20630,T19,[{'VI / 6': 3}]
82937337,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_2.jpeg,20630,T25,[{'IX / 9 ': 3}]
82937337,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/NEWAYGO_PICKEREL12N13WSEC1_GROW_0005_2.jpeg,20630,T31,[{'X / 10': 3}]
82937339,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1963_GROW_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1963_GROW_002_02.jpg,20630,T1,[{'II / 2': 3}]
82937340,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1984_GROW_001_01.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1984_GROW_001_02.jpeg,20630,T1,[{'I / 1': 3}]
82937341,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1990_GROW_001_01.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1990_GROW_001_02.jpeg,20630,T1,[{'0 / 0': 3}]
82937341,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1990_GROW_001_01.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1990_GROW_001_02.jpeg,20630,T7,[{'I / 1': 3}]
82937341,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1990_GROW_001_01.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1990_GROW_001_02.jpeg,20630,T13,[{'II / 2': 3}]
82937341,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1990_GROW_001_01.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Oakland_LowerPettibone_63-673_1990_GROW_001_02.jpeg,20630,T19,[{'III / 3': 3}]
82937342,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Otsego_Dixon_GROW_008.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Otsego_Dixon_GROW_010.jpeg,20630,T1,[{'II / 2': 3}]
82937342,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Otsego_Dixon_GROW_008.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss6/GROW/cards/double/Otsego_Dixon_GROW_010.jpeg,20630,T7,[{'VII / 7': 2}]
82942110,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_10.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Grand_GROW_9.jpeg,20630,T1,[{'VIII / 8': 3}]
82942115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_3.jpeg,20630,T1,[{'II / 2': 3}]
82942115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_3.jpeg,20630,T7,[{'III / 3': 3}]
82942115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_3.jpeg,20630,T13,[{'IV / 4': 3}]
82942115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_3.jpeg,20630,T19,[{'V / 5': 3}]
82942115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_3.jpeg,20630,T25,[{'VI / 6': 3}]
82942115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_3.jpeg,20630,T31,[{'VII / 7': 3}]
82942115,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_4.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/PresqueIsle_Nettie_GROW_3.jpeg,20630,T37,[{'VIII / 8': 3}]
82942119,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,20630,T1,[{'I / 1': 3}]
82942119,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,20630,T7,[{'II / 2': 3}]
82942119,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,20630,T13,[{'III / 3': 3}]
82942119,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,20630,T19,[{'IV / 4': 3}]
82942119,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,20630,T25,[{'V / 5': 3}]
82942119,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_20.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/GROW/double/StJosesph_Fishers_GROW_18.jpeg,20630,T31,[{'VI / 6': 3}]
