subject_id,metadata,filename,T6,T8,T9,T10,T12,county,lakename,TR,matching,new key,Notes
58642605,"{""id"":""Alcona_AlconaDam_GROW_Doc0006.jpg"",""#image"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Alcona_AlconaDam_GROW_Doc0006.jpg""}",Alcona_AlconaDam_GROW_Doc0006.jpg,,25N,5E,"3, 4, 9, 10, 11, 14, 15, 16",LMS M & S Engineers M. Phillips,Alcona,ALCONADAM,T25NR5E,ALCONADAM  Alcona T25NR5E,1-4,
58642606,"{""id"":""Alcona_AlconaDam_GROW_Doc0005.jpg"",""#image"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Alcona_AlconaDam_GROW_Doc0005.jpg""}",Alcona_AlconaDam_GROW_Doc0005.jpg,,25N,5E,"3, 4, 9, 3,4,9,10,11,14,15,16 11, 14, 15, 16","L, M & S Engineers",Alcona,ALCONADAM,T25NR5E,ALCONADAM  Alcona T25NR5E,1-4,
59070442,"{""id"":""ALCONA_ALCONADAM_SUMM_0001.jpeg"",""#IMAGE_URL"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/ALCONA_ALCONADAM_SUMM_0001.jpeg""}",ALCONA_ALCONADAM_SUMM_0001.jpeg,,,,,"C. L. Hubbs, T. H. Langlois",ALCONA,ALCONADAM,,ALCONADAM  Alcona T25NR5E,1-4,
59962239,"{""id"":""ALCONA_ALCONADAM_GROW_0003_1.jpeg_ALCONA_ALCONADAM_GROW_0003_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_ALCONADAM_GROW_0003_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_ALCONADAM_GROW_0003_2.jpeg""}",ALCONA_ALCONADAM_GROW_0003_1.jpeg_ALCONA_ALCONADAM_GROW_0003_2.jpeg,,25N,5E,"3, 4, 9, 3,4,9,10,11,14,15,16 11, 14, 15, 16","L, M & S Engineers",ALCONA,ALCONADAM,T25NR5E,ALCONADAM  Alcona T25NR5E,1-4,
59962242,"{""id"":""ALCONA_ALCONADAM_GROW_0002_1.jpeg_ALCONA_ALCONADAM_GROW_0002_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_ALCONADAM_GROW_0002_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_ALCONADAM_GROW_0002_2.jpeg""}",ALCONA_ALCONADAM_GROW_0002_1.jpeg_ALCONA_ALCONADAM_GROW_0002_2.jpeg,5/23/90 - 3/22/91,25N,5E,"3, 4, 9, 10, 11, 14, 15, 16","L, M & S Engineers",ALCONA,ALCONADAM,T25NR5E,ALCONADAM  Alcona T25NR5E,1-4,
59070575,"{""id"":""ALCONA_BADGER_SUMM_0001_1.jpeg_ALCONA_BADGER_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BADGER_SUMM_0001_2.jpeg""}",ALCONA_BADGER_SUMM_0001_1.jpeg_ALCONA_BADGER_SUMM_0001_2.jpeg,,28N,8E,35,L. A. Woodbury,ALCONA,BADGER,T28NR8E,BADGER  Alcona T28NR8E,1-194,
59106852,"{""id"":""Alcona_BamfieldDam_SUMM_Doc0056.jpg_Alcona_BamfieldDam_SUMM_Doc0055.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_BamfieldDam_SUMM_Doc0056.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_BamfieldDam_SUMM_Doc0055.jpg""}",Alcona_BamfieldDam_SUMM_Doc0056.jpg_Alcona_BamfieldDam_SUMM_Doc0055.jpg,,28N N,8E,35,L. A. Woodbury,Alcona,BAMFIELDDAM,T28NR8E,BAMFIELDDAM  Alcona T28NR8E,,Not found
59962240,"{""id"":""ALCONA_BAMFIELDDAM_GROW_0001_1.jpeg_ALCONA_BAMFIELDDAM_GROW_0001_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BAMFIELDDAM_GROW_0001_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BAMFIELDDAM_GROW_0001_2.jpeg""}",ALCONA_BAMFIELDDAM_GROW_0001_1.jpeg_ALCONA_BAMFIELDDAM_GROW_0001_2.jpeg,,25N,5E,"3,10 10",B. L. Jacob,ALCONA,BAMFIELDDAM,T25NR5E,BAMFIELDDAM  ALCONA T25NR5E,,Not found
59070576,"{""id"":""ALCONA_BEAR_SUMM_0001_1.jpeg_ALCONA_BEAR_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BEAR_SUMM_0001_2.jpeg""}",ALCONA_BEAR_SUMM_0001_1.jpeg_ALCONA_BEAR_SUMM_0001_2.jpeg,,28N,8E E.,29,C. Tarywell (?) + L. A. Woodbury,ALCONA,BEAR,T28NR8E,BEAR  Alcona T28NR8E,1-192,
59106851,"{""id"":""Alcona_Bear_SUMM_Doc0118.jpg_Alcona_Bear_SUMM_Doc0117.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Bear_SUMM_Doc0118.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Bear_SUMM_Doc0117.jpg""}",Alcona_Bear_SUMM_Doc0118.jpg_Alcona_Bear_SUMM_Doc0117.jpg,,28N,8E,29,L. A. Woodbury,Alcona,BEAR,T28NR8E,BEAR  Alcona T28NR8E,1-192,
59962238,"{""id"":""ALCONA_BROWNLEE_GROW_0001_1.jpeg_ALCONA_BROWNLEE_GROW_0001_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BROWNLEE_GROW_0001_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BROWNLEE_GROW_0001_2.jpeg""}",ALCONA_BROWNLEE_GROW_0001_1.jpeg_ALCONA_BROWNLEE_GROW_0001_2.jpeg,,27N,8E,36,"M. Phillips, K. Reed",ALCONA,BROWNLEE,T27NR8E,BROWNLEE  Alcona T27NR8E,1-179,
59962241,"{""id"":""ALCONA_BROWNLEE_GROW_0002_1.jpeg_ALCONA_BROWNLEE_GROW_0002_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BROWNLEE_GROW_0002_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BROWNLEE_GROW_0002_2.jpeg""}",ALCONA_BROWNLEE_GROW_0002_1.jpeg_ALCONA_BROWNLEE_GROW_0002_2.jpeg,8/31/62,27N,8E,36,B. L. P.W. Jacob,ALCONA,BROWNLEE,T27NR8E,BROWNLEE  Alcona T27NR8E,1-179,
59962243,"{""id"":""ALCONA_BROWNLEE_GROW_0003_1.jpeg_ALCONA_BROWNLEE_GROW_0003_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BROWNLEE_GROW_0003_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BROWNLEE_GROW_0003_2.jpeg""}",ALCONA_BROWNLEE_GROW_0003_1.jpeg_ALCONA_BROWNLEE_GROW_0003_2.jpeg,"8/16,18/83",27N,8E,36,"Fox, Kent, Casey, Sendek",ALCONA,BROWNLEE,T27NR8E,BROWNLEE  Alcona T27NR8E,1-179,
58642608,"{""id"":""Alcona_Byron_GROW_Doc0172.jpg"",""#image"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Alcona_Byron_GROW_Doc0172.jpg""}",Alcona_Byron_GROW_Doc0172.jpg,,26N,5E,15,USFS Sendek,Alcona,BYRON,T26NR5E,BYRON  Alcona T26NR5E,1-61,
58642610,"{""id"":""Alcona_Byron_GROW_Doc0175.jpg"",""#image"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Alcona_Byron_GROW_Doc0175.jpg""}",Alcona_Byron_GROW_Doc0175.jpg,,26N,5E,15,Schnicke Kent,Alcona,BYRON,T26NR5E,BYRON  Alcona T26NR5E,1-61,
59070574,"{""id"":""ALCONA_BYRON_SUMM_0003_1.jpeg_ALCONA_BYRON_SUMM_0003_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BYRON_SUMM_0003_2.jpeg""}",ALCONA_BYRON_SUMM_0003_1.jpeg_ALCONA_BYRON_SUMM_0003_2.jpeg,,25N N,5E,15,Forest Party,ALCONA,BYRON,T25NR5E,BYRON  Alcona T26NR5E,1-61,
59687964,"{""id"":""ALCONA_BYRON_GROW_0001.jpeg"",""#image_url"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/ALCONA_BYRON_GROW_0001.jpeg""}",ALCONA_BYRON_GROW_0001.jpeg,,26N,5E,15,USFS Sendak,ALCONA,BYRON,T26NR5E,BYRON  Alcona T26NR5E,1-61,
59687966,"{""id"":""ALCONA_BYRON_GROW_0002.jpeg"",""#image_url"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/ALCONA_BYRON_GROW_0002.jpeg""}",ALCONA_BYRON_GROW_0002.jpeg,,26N,5E,15,USFS,ALCONA,BYRON,T26NR5E,BYRON  Alcona T26NR5E,1-61,
59962245,"{""id"":""ALCONA_BYRON_GROW_0003_1.jpeg_ALCONA_BYRON_GROW_0003_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BYRON_GROW_0003_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_BYRON_GROW_0003_2.jpeg""}",ALCONA_BYRON_GROW_0003_1.jpeg_ALCONA_BYRON_GROW_0003_2.jpeg,3-3-83,26N,5E,15,Schnicke Kent,ALCONA,BYRON,T26NR5E,BYRON  Alcona T26NR5E,1-61,
59070577,"{""id"":""ALCONA_CEDAR_SUMM_0001_1.jpeg_ALCONA_CEDAR_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CEDAR_SUMM_0001_2.jpeg""}",ALCONA_CEDAR_SUMM_0001_1.jpeg_ALCONA_CEDAR_SUMM_0001_2.jpeg,June 27-29 & July 2-4 & 11 1956,"24, 25N",9E,"3, 10, 15, 22, 27, 34","Mr. Chas. Barker, Mr. Laforre, Carroll R. Norden (I.F.R.)",ALCONA,CEDAR,T24NR9E,CEDAR  Alcona T25NR9E,1-52,
59106850,"{""id"":""Alcona_Cedar_SUMM_Doc0208.jpg_Alcona_Cedar_SUMM_Doc0207.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Cedar_SUMM_Doc0208.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Cedar_SUMM_Doc0207.jpg""}",Alcona_Cedar_SUMM_Doc0208.jpg_Alcona_Cedar_SUMM_Doc0207.jpg,July 2-4 & 11 1956,"24,25N 25N",9E,"3,10,15,22,27,34 10, 15, 22, 27, 34","Mr. Chas. Baker, Mr. LaForre, Carroll R. Norden (I.F.R.)",Alcona,CEDAR,T24NR9E,CEDAR  Alcona T25NR9E,1-52,
59962244,"{""id"":""ALCONA_CEDAR_GROW_0001_1.jpeg_ALCONA_CEDAR_GROW_0001_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0001_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0001_2.jpeg""}",ALCONA_CEDAR_GROW_0001_1.jpeg_ALCONA_CEDAR_GROW_0001_2.jpeg,,24-25N,09E,many,"Gerald Casey, crew Michael Phillips",ALCONA,CEDAR,T24NR9E,CEDAR  Alcona T25NR9E,1-52,
59962246,"{""id"":""ALCONA_CEDAR_GROW_0003_1.jpeg_ALCONA_CEDAR_GROW_0003_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0003_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0003_2.jpeg""}",ALCONA_CEDAR_GROW_0003_1.jpeg_ALCONA_CEDAR_GROW_0003_2.jpeg,9/14-18/61,25N,9E,Many,P. W. Laarman,ALCONA,CEDAR,T25NR9E,CEDAR  Alcona T25NR9E,1-52,
59962247,"{""id"":""ALCONA_CEDAR_GROW_0002_1.jpeg_ALCONA_CEDAR_GROW_0002_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0002_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0002_2.jpeg""}",ALCONA_CEDAR_GROW_0002_1.jpeg_ALCONA_CEDAR_GROW_0002_2.jpeg,,24-25N,09E,many,"Michael Phillips, Gerald Casey",ALCONA,CEDAR,T24NR9E,CEDAR  Alcona T25NR9E,1-52,
59962248,"{""id"":""ALCONA_CEDAR_GROW_0004_1.jpeg_ALCONA_CEDAR_GROW_0004_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0004_2.jpeg""}",ALCONA_CEDAR_GROW_0004_1.jpeg_ALCONA_CEDAR_GROW_0004_2.jpeg,"8-25, 26 7-15,16 1970",24N-25N,9E,"15, 22, 27, 34, 3, 10",Larkins Fish Div,ALCONA,CEDAR,T24NR9E,CEDAR  Alcona T25NR9E,1-52,
59962249,"{""id"":""ALCONA_CEDAR_GROW_0005_1.jpeg_ALCONA_CEDAR_GROW_0005_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0005_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0005_2.jpeg""}",ALCONA_CEDAR_GROW_0005_1.jpeg_ALCONA_CEDAR_GROW_0005_2.jpeg,"8-25, 26 7-15,16 1970",24N and 25N,9E-9E - 9E,"15, 22, 27, 34, 3, 10",Larkins Div,ALCONA,CEDAR,T24NR9E,CEDAR  Alcona T25NR9E,1-52,
59962250,"{""id"":""ALCONA_CEDAR_GROW_0007_1.jpeg_ALCONA_CEDAR_GROW_0007_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0007_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0007_2.jpeg""}",ALCONA_CEDAR_GROW_0007_1.jpeg_ALCONA_CEDAR_GROW_0007_2.jpeg,3/4/83,24-25N,8-9E,many,"Fox, Kent, Casey, Sendek",ALCONA,CEDAR,T24NR8E,CEDAR  Alcona T25NR9E,1-52,
59962251,"{""id"":""ALCONA_CEDAR_GROW_0006_1.jpeg_ALCONA_CEDAR_GROW_0006_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0006_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CEDAR_GROW_0006_2.jpeg""}",ALCONA_CEDAR_GROW_0006_1.jpeg_ALCONA_CEDAR_GROW_0006_2.jpeg,,24-25N,"8,9E",many,"B. Kent Casey, Sendek",ALCONA,CEDAR,T24NR8E,CEDAR  Alcona T25NR9E,1-52,
58687247,"{""id"":""Alcona_Clear_SUMM_20191125105850178_0001.jpg_Alcona_Clear_SUMM_20191125105850178_0002.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Alcona_Clear_SUMM_20191125105850178_0001.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Alcona_Clear_SUMM_20191125105850178_0002.jpg""}",Alcona_Clear_SUMM_20191125105850178_0001.jpg_Alcona_Clear_SUMM_20191125105850178_0002.jpg,Prepared 7/19/37,26N,6E,"19-20, 29-30",F. P.,Alcona,CLEAR,T26NR6E,CLEAR  Alcona T26NR6E,1-83,
59106848,"{""id"":""Alcona_Clear_SUMM_Doc0365.jpg_Alcona_Clear_SUMM_Doc0364.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Clear_SUMM_Doc0365.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Clear_SUMM_Doc0364.jpg""}",Alcona_Clear_SUMM_Doc0365.jpg_Alcona_Clear_SUMM_Doc0364.jpg,,26N,6E,"19-20, 20, 29, 29-30",F. P.,Alcona,CLEAR,T26NR6E,CLEAR  Alcona T26NR6E,1-83,
58687243,"{""id"":""Alcona_Crooked_SUMM_20200115135113000_0001.jpg_Alcona_Crooked_SUMM_20200115135113000_0002.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Alcona_Crooked_SUMM_20200115135113000_0001.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Alcona_Crooked_SUMM_20200115135113000_0002.jpg""}",Alcona_Crooked_SUMM_20200115135113000_0001.jpg_Alcona_Crooked_SUMM_20200115135113000_0002.jpg,,27N,5E,"8, 8,17,18 18",J. H. Claridge,Alcona,CROOKED,T27NR5E,CROOKED  Alcona T27NR5E,1-138,
59106849,"{""id"":""Alcona_Crooked_SUMM_Doc0410.jpg_Alcona_Crooked_SUMM_Doc0409.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Crooked_SUMM_Doc0410.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Crooked_SUMM_Doc0409.jpg""}",Alcona_Crooked_SUMM_Doc0410.jpg_Alcona_Crooked_SUMM_Doc0409.jpg,,27N,5E,"8, 8,17,18 18",J. H. Claridge,Alcona,CROOKED,T27NR5E,CROOKED  Alcona T27NR5E,1-138,
59962252,"{""id"":""ALCONA_CROOKED_GROW_0001_1.jpeg_ALCONA_CROOKED_GROW_0001_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0001_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0001_2.jpeg""}",ALCONA_CROOKED_GROW_0001_1.jpeg_ALCONA_CROOKED_GROW_0001_2.jpeg,,27N,5E,"17,18 18","Sendek, Kent, Casey",ALCONA,CROOKED,T27NR5E,CROOKED  Alcona T27NR5E,1-138,
59962253,"{""id"":""ALCONA_CROOKED_GROW_0002_1.jpeg_ALCONA_CROOKED_GROW_0002_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0002_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0002_2.jpeg""}",ALCONA_CROOKED_GROW_0002_1.jpeg_ALCONA_CROOKED_GROW_0002_2.jpeg,1/23/91,27N,5E,"8, 8,17,18 18","M. Phillips, G. Casey",ALCONA,CROOKED,T27NR5E,CROOKED  Alcona T27NR5E,1-138,
59962254,"{""id"":""ALCONA_CROOKED_GROW_0003_1.jpeg_ALCONA_CROOKED_GROW_0003_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0003_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0003_2.jpeg""}",ALCONA_CROOKED_GROW_0003_1.jpeg_ALCONA_CROOKED_GROW_0003_2.jpeg,3-4-85,27N,5E,"17, 18","Casey, Sendek, Kent",ALCONA,CROOKED,T27NR5E,CROOKED  Alcona T27NR5E,1-138,
59962255,"{""id"":""ALCONA_CROOKED_GROW_0004_1.jpeg_ALCONA_CROOKED_GROW_0004_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0004_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0004_2.jpeg""}",ALCONA_CROOKED_GROW_0004_1.jpeg_ALCONA_CROOKED_GROW_0004_2.jpeg,,27N,5E,"17, 18",Casey 1 MCC - 1 DSS,ALCONA,CROOKED,T27NR5E,CROOKED  Alcona T27NR5E,1-138,
59962256,"{""id"":""ALCONA_CROOKED_GROW_0005_1.jpeg_ALCONA_CROOKED_GROW_0005_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0005_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_CROOKED_GROW_0005_2.jpeg""}",ALCONA_CROOKED_GROW_0005_1.jpeg_ALCONA_CROOKED_GROW_0005_2.jpeg,2-8-62,27N,5E,Many,P.W. D. Laarman,ALCONA,CROOKED,T27NR5E,CROOKED  Alcona T27NR5E,1-138,
59070578,"{""id"":""ALCONA_CRYSTAL_SUMM_0001_1.jpeg_ALCONA_CRYSTAL_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CRYSTAL_SUMM_0001_2.jpeg""}",ALCONA_CRYSTAL_SUMM_0001_1.jpeg_ALCONA_CRYSTAL_SUMM_0001_2.jpeg,,22N N.,9E E.,31,A.S. S. Hazzard,ALCONA,CRYSTAL,T22NR9E,CRYSTAL  Alcona T27NR9E,1-184,
59106847,"{""id"":""Alcona_Crystal_SUMM_Doc0482.jpg_Alcona_Crystal_SUMM_Doc0481.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Crystal_SUMM_Doc0482.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Crystal_SUMM_Doc0481.jpg""}",Alcona_Crystal_SUMM_Doc0482.jpg_Alcona_Crystal_SUMM_Doc0481.jpg,,22N N,9E E,S 31,A.S. S. Hazzard,Alcona,CRYSTAL,T22NR9E,CRYSTAL  Alcona T27NR9E,1-184,
59070579,"{""id"":""ALCONA_CURTIS_SUMM_0001_1.jpeg_ALCONA_CURTIS_SUMM_0001_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CURTIS_SUMM_0001_2.jpeg""}",ALCONA_CURTIS_SUMM_0001_1.jpeg_ALCONA_CURTIS_SUMM_0001_2.jpeg,,25N,6E,"4, 9",J. H. Claridge,ALCONA,CURTIS,T25NR6E,CURTISS  Alcona T25NR6E,1-10,
59106846,"{""id"":""Alcona_Curtis_SUMM_Doc0542.jpg_Alcona_Curtis_SUMM_Doc0541.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Curtis_SUMM_Doc0542.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Curtis_SUMM_Doc0541.jpg""}",Alcona_Curtis_SUMM_Doc0542.jpg_Alcona_Curtis_SUMM_Doc0541.jpg,,25N,6E,"4, 9",reported by Carl Dunn prepared by J. H. Claridge,Alcona,CURTIS,T25NR6E,CURTISS  Alcona T25NR6E,1-10,
59070581,"{""id"":""ALCONA_DEER_SUMM_0003_1.jpeg_ALCONA_DEER_SUMM_0003_2.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_DEER_SUMM_0003_2.jpeg""}",ALCONA_DEER_SUMM_0003_1.jpeg_ALCONA_DEER_SUMM_0003_2.jpeg,,28N,8E,33,prepared by Lost Lake Woods Club Party,ALCONA,DEER,T28NR8E,DEER  Alcona T28NR8E,1-193,
59106845,"{""id"":""Alcona_Deer_SUMM_Doc0553.jpg_Alcona_Deer_SUMM_Doc0552.jpg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Deer_SUMM_Doc0553.jpg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Alcona_Deer_SUMM_Doc0552.jpg""}",Alcona_Deer_SUMM_Doc0553.jpg_Alcona_Deer_SUMM_Doc0552.jpg,9/24/36,28N,8E,33,Prepared by Lost Lake Woods Club Party,Alcona,DEER,T28NR8E,DEER  Alcona T28NR8E,1-193,
59962257,"{""id"":""ALCONA_FOOTE_GROW_0001_1.jpeg_ALCONA_FOOTE_GROW_0001_2.jpeg"",""#image_url1"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_FOOTE_GROW_0001_1.jpeg"",""#image_url2"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_FOOTE_GROW_0001_2.jpeg""}",ALCONA_FOOTE_GROW_0001_1.jpeg_ALCONA_FOOTE_GROW_0001_2.jpeg,,24N,8E,"27, & 34",Hubbell Trap & Fyke,ALCONA,FOOTE,T24NR8E,FOOTE  ALCONA T24NR8E,,Not found
58642615,"{""id"":""Alcona_NorthHoist_GROW_Doc0619.jpg"",""#image"":""https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Alcona_NorthHoist_GROW_Doc0619.jpg""}",Alcona_NorthHoist_GROW_Doc0619.jpg,There is no end date,26N,5E,13,"Kent, Sendek",Alcona,HOIST NORTH,T26NR5E,HOIST  Alcona T26NR5E,1-57,
