"subject_id","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","url_front","url_back","comment"
59962723,"8","June","1981","19","June","1981","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0003_2.jpeg",NA
59962724,"8","June","1981","19","June","1981","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0004_2.jpeg",NA
59962725,"28","May","1992","28","May","1992","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0002_2.jpeg",NA
59962726,"23","June","1981","26","June","1981","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTELITTLE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTELITTLE_GROW_0001_2.jpeg",NA
59962727,"3","June","1975","6","June","1975","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0005_2.jpeg",NA
59962728,"19","June","1989","22","June","1989","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_SANFORD_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_SANFORD_GROW_0001_2.jpeg",NA
59962729,"2","May","1961","2","May","1961","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_CLEAR_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_CLEAR_GROW_0001_2.jpeg",NA
59962730,"2","May","1961",NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_CLEAR_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_CLEAR_GROW_0002_2.jpeg",NA
59962731,"9","June","1981","9","June","1981","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_GRANDMEREMIDDLE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_GRANDMEREMIDDLE_GROW_0001_2.jpeg",NA
59962732,"9","June","1981",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_GRANDMERENORTH_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_GRANDMERENORTH_GROW_0001_2.jpeg",NA
59962733,"11","October","1984",NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_PAWPAWBIG_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_PAWPAWBIG_GROW_0001_2.jpeg",NA
59962734,"8","June","1962","12","June","1962","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_PAWPAWBIG_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_PAWPAWBIG_GROW_0002_2.jpeg",NA
59962735,"7","June","1962",NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_PIPESTONE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_PIPESTONE_GROW_0001_2.jpeg",NA
59962736,"7","June","1962",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_PIPESTONE_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_PIPESTONE_GROW_0002_2.jpeg",NA
59962737,"22","September","1987","22","September","1987","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_SINGER_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_SINGER_GROW_0001_2.jpeg",NA
59962738,"3","May","1961",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_SINGER_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_SINGER_GROW_0002_2.jpeg",NA
59962739,"30","July","1991","1","August","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_TURTLE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_TURTLE_GROW_0001_2.jpeg",NA
59962740,"3","May","1961",NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_SINGER_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BERRIEN_SINGER_GROW_0003_2.jpeg",NA
59962741,"3","November","1964","3","November","1964","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CARY_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CARY_GROW_0002_2.jpeg",NA
59962742,"9","May","1963",NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CLAYTON_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CLAYTON_GROW_0001_2.jpeg",NA
59962743,"24","May","1994","24","May","1994","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0001_2.jpeg",NA
59962744,"14","May","1980","16","May","1980","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CEMETARY_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CEMETARY_GROW_0001_2.jpeg",NA
59962745,"24","May","1994","24","May","1994","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0002_2.jpeg",NA
59962746,"14","September","1991","14","September","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0007_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0007_2.jpeg",NA
59962747,"31","May","1983","3","June","1983","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0009_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0009_2.jpeg",NA
59962748,"30","October","1986","30","October","1986","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0008_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0008_2.jpeg",NA
59962749,"31","July","1967","15","August","1967","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0010_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_COLDWATER_GROW_0010_2.jpeg",NA
59962750,"18","June","1965","18","June","1965","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CRAIG_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CRAIG_GROW_0001_2.jpeg",NA
59962752,"28","May","1980","30","May","1980","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CRAIG_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_CRAIG_GROW_0002_2.jpeg",NA
59962753,"10","July","1968",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GEORGE_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GEORGE_GROW_0003_2.jpeg",NA
59962754,"9","July","1968","10","July","1968","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GEORGE_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GEORGE_GROW_0004_2.jpeg",NA
59962755,"23","May","1986","23","May","1986","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GEORGE_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GEORGE_GROW_0002_2.jpeg",NA
59962756,"4","June","1991","4","June","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0001_2.jpeg",NA
59962757,"8","June","1961","9","June","1961","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_HUYCK_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_HUYCK_GROW_0001_2.jpeg",NA
59962758,"2","October","1987","2","October","1987","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0004_2.jpeg",NA
59962759,"2","October","1987",NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0003_2.jpeg",NA
59962760,"2","October","1987","10","December","1987","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0002_2.jpeg",NA
59962761,"28","June","1978","29","June","1978","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_GILEAD_GROW_0005_2.jpeg",NA
59962762,"12","June","1992",NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_KENYON_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_KENYON_GROW_0001_2.jpeg",NA
59962763,"10","May","1963",NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_KENYON_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_KENYON_GROW_0002_2.jpeg",NA
59962764,"7","June","1989","7","June","1989","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_LAVINE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_LAVINE_GROW_0001_2.jpeg",NA
59962765,"5","June","1968","6","June","1968","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_LAVINE_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_LAVINE_GROW_0003_2.jpeg",NA
59962767,"11","July","1968",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_LAVINE_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_LAVINE_GROW_0004_2.jpeg",NA
59962768,"15","May","1986","16","May","1986","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MARBLE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MARBLE_GROW_0001_2.jpeg",NA
59962769,"4","October","1988",NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0003_2.jpeg",NA
59962770,"15","June","1993","15","June","1993","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0001_2.jpeg",NA
59962771,"13","June","1990",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0002_2.jpeg",NA
59962772,"14","June","1983","14","June","1983","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0005_2.jpeg",NA
59962773,"4","June","1985","4","June","1985","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0004_2.jpeg",NA
59962774,"27","June","1990","27","June","1990","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MORRISON_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MORRISON_GROW_0001_2.jpeg",NA
59962775,"11","May","1982","18","May","1982","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0006_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MATTESON_GROW_0006_2.jpeg",NA
59962776,"27","June","1990",NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MORRISON_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MORRISON_GROW_0002_2.jpeg",NA
59962777,"20","May","1980","22","May","1980","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MORRISON_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MORRISON_GROW_0003_2.jpeg",NA
59962778,"19","June","1965",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MORRISON_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_MORRISON_GROW_0004_2.jpeg",NA
59962779,"12","September","1960","13","September","1960","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_NORTH_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_NORTH_GROW_0001_2.jpeg",NA
59962780,"11","June","1992",NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_OLIVERDA_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_OLIVERDA_GROW_0001_2.jpeg",NA
59962782,"21","September","1991",NA,"September",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_RANDALL_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_RANDALL_GROW_0002_2.jpeg",NA
59962783,"27","May","1993",NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_ROSE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_ROSE_GROW_0001_2.jpeg",NA
59962784,"10","October","1983",NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_ROSE_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_ROSE_GROW_0002_2.jpeg",NA
59962785,"25","May","1962","28","May","1962","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_ROSE_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_ROSE_GROW_0003_2.jpeg",NA
59962791,"11","June","1991","12","June","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0004_2.jpeg",NA
59962792,"6","June","1983","9","June","1983","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0003_2.jpeg",NA
59962794,"17","July","1962","19","July","1962","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0005_2.jpeg",NA
59962795,"28","September","1987","28","September","1987","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0002_2.jpeg",NA
59962796,"18","September","1961",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BEADLE_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BEADLE_GROW_0002_2.jpeg",NA
59962797,"16","June","1982",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_WITHINGTON_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_WITHINGTON_GROW_0001_2.jpeg",NA
59962798,"18","October","1983",NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BEADLE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BEADLE_GROW_0001_2.jpeg",NA
59962799,"12","September","1962","13","September","1962","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BEADLE_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BEADLE_GROW_0003_2.jpeg",NA
59962800,"15","September","1960",NA,"September",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0006_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_UNION_GROW_0006_2.jpeg",NA
59962802,"30","May","1990","30","May","1990","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0001_2.jpeg",NA
59962803,"31","May","1990",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0002_2.jpeg",NA
59962804,"28","September","1982","30","September","1982","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0003_2.jpeg",NA
59962805,"15","October","1986",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0004_2.jpeg",NA
59962806,"21","September","1960","21","September","1960","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACELOWER_GROW_0005_2.jpeg",NA
59962807,"20","September","1960",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACEUPPER_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACEUPPER_GROW_0001_2.jpeg",NA
59962808,"24","September","1991","26","September","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0001_2.jpeg",NA
59962809,"5","June","1991","6","June","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0002_2.jpeg",NA
59962810,"19","June","1990",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_CLARKS_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_CLARKS_GROW_0001_2.jpeg",NA
59962811,"14","October","1986",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACEUPPER_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_BRACEUPPER_GROW_0002_2.jpeg",NA
59962812,"24","September","1991","26","September","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0003_2.jpeg",NA
59962813,"24","September","1991","26","September","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0004_2.jpeg",NA
59962814,"14","May","1987","15","May","1987","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0005_2.jpeg",NA
59962816,"20","April","1987","20","April","1987","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0006_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0006_2.jpeg",NA
59962817,"13","June","1961","14","June","1961","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0008_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_DUCK_GROW_0008_2.jpeg",NA
59962819,"19","June","1990","20","June","1990","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GANGOFLAKES_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GANGOFLAKES_GROW_0004_2.jpeg",NA
59962820,"20","June","1990",NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GANGOFLAKES_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GANGOFLAKES_GROW_0002_2.jpeg",NA
59962821,"11","September","1979","13","September","1979","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GANGOFLAKES_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GANGOFLAKES_GROW_0005_2.jpeg",NA
59962822,"17","June","1988","17","June","1988","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GOGUAC_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GOGUAC_GROW_0001_2.jpeg",NA
59962823,"26","June","1978","26","June","1978","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GOGUAC_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GOGUAC_GROW_0002_2.jpeg",NA
59962824,"9","June","1981","12","June","1981","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GOGUAC_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GOGUAC_GROW_0003_2.jpeg",NA
59962825,"9","June","1992",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GRAHAM_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/CALHOUN_GRAHAM_GROW_0001_2.jpeg",NA
