subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back,comments
58642440,"[['Jar', 'Jar'], ['23', '#23'], ['in', 'in'], ['part', 'part']]",1.75,Jar 23 in part,Jar 23 in part,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Charlevoix_Charlevoix217_FISHc.jpg,NA,
58642441,[['none']],1,none,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Ionia_Woodard_FISHc_039.jpg,NA,
58642445,[['LSI']],1,LSI,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Crawford_NoName_FISHc_005.jpg,NA,
58642464,"[['???', 'Section'], ['', 'cut'], ['', 'off'], ['', 'from'], ['', 'scan']]",1,??? cut off from scan,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Bailey_FISHc_20200313152123646_0003.jpeg,NA,Field No Cutoff
58642468,"[['1'], ['(?)']]",1,1 (?),NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Eliza_FISHc_20200313154627930_0001.jpeg,NA,Field No Cutoff
58642486,"[['Cut'], ['off']]",1,Cut off,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0015.jpeg,NA,Field No Cutoff
58642487,[['Rp']],1,Rp,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0012.jpeg,NA,Field No Cutoff
58642492,"[[""can't""], ['read']]",1,can't read,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0018.jpeg,NA,Field No Cutoff
58642494,"[['spot'], ['tall']]",1,spot tall,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Glasson_FISHc_20200313160700287_0007.jpeg,NA,Field No Cutoff
58642499,[['unclear']],1,unclear,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Gratiot_FISHc_20200313161503169_0004.jpeg,NA,Field No Cutoff
58642503,[['[unclear]']],1,[unclear],NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Gratiot_FISHc_20200313161503169_0003.jpeg,NA,Field No Cutoff
58642504,"[['cant'], ['see'], ['on'], ['pic']]",1,cant see on pic,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Gratiot_FISHc_20200313161503169_0007.jpeg,NA,Field No Cutoff
58642517,"[['(information'], ['cut'], ['off)']]",1,(information cut off),NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Gratiot_FISHc_20200313161749389_0011.jpeg,NA,Field No Cutoff
58642522,[['[?]']],1,[?],NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Gratiot_FISHc_20200313161749389_0018.jpeg,NA,Field No Cutoff
58642525,"[['RP38-', '[ineligible]']]",1,RP38-,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Gratiot_FISHc_20200313161749389_0019.jpeg,NA,Field No Cutoff
58642567,"[['Raised:'], ['8'], ['a.m.'], ['October'], ['28']]",1,Raised: 8 a.m. October 28,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Manganese_FISHc_20200313164755305_0006.jpeg,NA,
58642581,[['[?]']],1,[?],NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Manganese_FISHc_20200313164925647_0006.jpeg,NA,Field No Cutoff
58642585,"[['BP', 'RP'], ['38', '38-'], ['118', '']]",1,BP 38 118,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Manganese_FISHc_20200313164925647_0011.jpeg,NA,Field No Cutoff
58748621,"[['', '', '55', '5'], ['', '', 'with', ''], ['', '', 'a', ''], ['', '', 'slash', ''], ['26', '26', '26', '']]",1.4,55 with a slash 26,26,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix152_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix152p2_FISHc.jpg,55 is crossed out
58748632,"[['', '', '', '[64'], ['', '', '', 'crossed'], ['', '', '', 'out]'], ['35', '35', '35', '35']]",1.75,[64 crossed out] 35,35,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix161_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix161p2_FISHc.jpg,64 is crossed out
58748636,"[['', '', '', '69'], ['', '', '', 'slash'], ['', '', '', 'out'], ['40', '40', '40', '40']]",1.75,69 slash out 40,40,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix165_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix165p2_FISHc.jpg,69 is crossed out
58748650,"[['', '[strikeout]', '', ''], ['8152', '81', '', ''], ['', '{/strikeout]', '', ''], ['', '52', '52', '52']]",1.5,[strikeout] 8152 {/strikeout] 52,52,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix177_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix177p2_FISHc.jpg,81 is crossed out
58748658,"[['7-P', '7-T', '7-t', '7T']]",1,7-P,7-T,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix57_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix57p2_FISHc.jpg,
58748661,"[['2-T', '2-T', '2-T', '2-T'], ['', '', '', 'Dist.'], ['', '', '', '5'], ['', '', '', 'mgt.']]",1.75,2-T Dist. 5 mgt.,2-T,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix62_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix62p2_FISHc.jpg,
58748915,"[['Fish'], ['Mgt.']]",1,Fish Mgt.,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Cochran_FISHc_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Cochran_FISHc_058.jpg,
58748916,"[['', '???', 'McC', ''], ['', '-', '', ''], ['3', '(3)', '-(3)', '???-(3)'], ['', '1', '1', '1']]",1.5,??? - 3 1,MPC-(3) 1,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Cochran_FISHc_071.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Cochran_FISHc_072.jpg,
58748922,"[['IT', '1T', '1T', '1T'], ['Dist.', '', '', ''], ['5', '', '', ''], ['mgt.', '', '', '']]",1.5,1T Dist. 5 mgt.,1T,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_CornwellImpoundment_FISHc_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_CornwellImpoundment_FISHc_010.jpg,
58749047,"[['3:30'], ['P.M.'], ['-'], ['1:30'], ['P.M.']]",1,3:30 P.M. - 1:30 P.M.,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_MullettLake_FISHc_211.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_MullettLake_FISHc_212.jpg,
58749056,"[['', '8', '', ''], ['', '-', '', ''], ['8-55-49', '55', '8-55-49', '8-55-49'], ['', '-', '', ''], ['', '49', '', '']]",1.4,8 - 8-55-49 - 49,8-55-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_036.jpg,
58749057,"[['', '(Taube)', '(Taube)', ''], ['', '7', '', ''], ['', '-', '', ''], ['7-54-49', '54', '7-54-49', '7-54-49'], ['', '-', '', ''], ['', '59', '', '']]",1.5,(Taube) 7 - 7-54-49 - 59,7-54-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_034.jpg,
58749061,"[['12-59-9', '12', '12-59-49'], ['', '-', ''], ['', '59', ''], ['', '-', ''], ['', '49', '']]",1,12-59-9 - 59 - 49,12-59-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_044.jpg,
58749062,"[['16-65-49', '16', '16-65-49', '16-65-49'], ['', '-', '', ''], ['', '65', '', ''], ['', '-', '', ''], ['', '49', '', '']]",1.4,16-65-49 - 65 - 49,16-65-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_052.jpg,
58749066,"[['18-64-49', '18-64-49', '18-64-49', '18'], ['', '', '', '-'], ['', '', '', '64'], ['', '', '', '-'], ['', '', '', '49']]",1.4,18-64-49 - 64 - 49,18-64-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_056.jpg,
58749067,"[['17-63-49', '17', '17-63-49', '17-63-49'], ['', '-', '', ''], ['', '63', '', ''], ['', '-', '', ''], ['', '49', '', '']]",1.4,17-63-49 - 63 - 49,17-63-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_054.jpg,
58749069,"[['2-MPC', '2-GM', '2-MC']]",1,2-MPC,2-MPC,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_069.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_070.jpg,
58749070,"[['', '', '6', ''], ['', '', '-', ''], ['', '', '53', ''], ['6-53-49', '6-53-49', '-49', '6-53-49']]",1.5,6 - 53 6-53-49,6-53-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_032.jpg,
58749072,"[['', '', '7', ''], ['', '', '-', ''], ['7-54-49', '7-54-49', '54', '7-54-49'], ['', '', '-', ''], ['', '', '49', ''], ['', '', '(Taube)', '']]",1.333333333,7 - 7-54-49 - 49 (Taube),7-54-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_034.jpg,
58749078,"[['14-61-49', '14-61-49', '14-61-49', '14'], ['', '', '', '-'], ['', '', '', '61'], ['', '', '', '-'], ['', '', '', '49']]",1.4,14-61-49 - 61 - 49,14-61-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_048.jpg,
58749080,"[['13-60-49', '13-60-49', '13', '13-60-49'], ['', '', '-', ''], ['', '', '60', ''], ['', '', '-', ''], ['', '', '49', '']]",1.4,13-60-49 - 60 - 49,13-60-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_046.jpg,
58749082,"[['16-65-49', '16', '16-65-49.', '16-65-49'], ['', '-', '', ''], ['', '65', '', ''], ['', '-', '', ''], ['', '99', '', '']]",1.2,16-65-49 - 65 - 99,16-65-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_052.jpg,
58749084,"[['2', '2', '2', ''], ['', '-', '', ''], ['', 'MC', '', '2-MC']]",1.666666667,2 - MC,2-MPC,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_069.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_070.jpg,
58749085,"[['18-64-49', '18-64-49', '18-64-49', '18'], ['', '', '', '-'], ['', '', '', '64'], ['', '', '', '-'], ['', '', '', '49']]",1.4,18-64-49 - 64 - 49,18-64-49,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_056.jpg,
58749086,"[['', '1', '1'], ['', '-', ''], ['1-GPC', 'MPC', '']]",1.333333333,1 - 1-GPC,1-MPC,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_068.jpg,
58749087,"[['', '', 'MPC'], ['GPE-3', '3', '3']]",1.5,MPC 3,MPC-3,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_071.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_072.jpg,
58749110,[['MGT.']],1,MGT.,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_104.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_105.jpg,
58749119,"[['F-1', 'F-1', 'F-1', 'F-1,'], ['', '', '', 'Station'], ['', '', '', '7']]",1.666666667,F-1 Station 7,F-1 Station 7,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_TwinLakes_FISHc_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_TwinLakes_FISHc_058.jpg,
58749169,[['none']],1,none,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_WeberLake_FISHc_089.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_WeberLake_FISHc_090.jpg,
58749177,"[['1c', '1c.', '/', '1c'], ['', '', 'c', '']]",1.5,1c c,1 c,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_073.jpg,
58749178,"[['1', '1', '1d', '1d'], ['d', 'a', '', '']]",1.5,1 d,1 d,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_075.jpg,
58749181,"[['1f', '1', '1f'], ['', 'f', '']]",1.5,1f f,1 f,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_078.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_079.jpg,
58749193,"[['5b', '5', '5b'], ['', 'b', '']]",1.5,5b b,5 b,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_106.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_107.jpg,
58749198,"[['5d', '5e', '5e', '5', '5'], ['', '', '', '', 'e']]",1.5,5e e,5 e,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_112.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_113.jpg,
58749238,"[['', '57', '', ''], ['', '-', '', ''], ['57-1,2,3,4,5,6,7,8', '1,2,3,4,5,6,7.8', '57-1,2,3,4,5,6,7,8', '57-1,2,3,4,5,6,7,8']]",1.666666667,"57 - 57-1,2,3,4,5,6,7,8",57-1;2;3;4;5;6;7;8,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_057.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_058.jpg,
58749258,"[['Station'], ['D-4,'], ['Fisheries'], ['Mgt.']]",1,"Station D-4, Fisheries Mgt.",NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Monacle_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Monacle_FISHc_016.jpg,
58749411,"[['', '1', '1-', ''], ['1-127-50', '-', '', '1-127-50'], ['', '127', '127-', ''], ['', '-', '', ''], ['', '50', '50', '']]",1.4,1 1-127-50 127 - 50,1-127-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Bluegill_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Bluegill_FISHc_052.jpg,
58749417,"[['7', '', '', ''], ['-', '', '', ''], ['133', '7-133-50', '7-133-50', '7-133-50'], ['-', '', '', ''], ['50', '', '', '']]",1.4,7 - 7-133-50 - 50,7-133-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Bluegill_FISHc_063.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Bluegill_FISHc_064.jpg,
58749457,"[['', 'Rp', 'RP', ''], ['RP38-10', '38-10', '38-10', 'RP38-10']]",1.5,Rp RP38-10,RP 38-10,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Budd_FISHc_104.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Budd_FISHc_105.jpg,
58749522,"[['L.S.I.', 'LSI']]",1,L.S.I.,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Crooked_FISHc_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Crooked_FISHc_042.jpg,
58749700,"[['', '', '6', ''], ['', '', '-', ''], ['6-124-50', '6-124-50', '124', '6-124-50'], ['', '', '-', ''], ['', '', '50', '']]",1.4,6 - 6-124-50 - 50,6-124-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_LittleLong_FISHc_143.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_LittleLong_FISHc_144.jpg,
58749701,"[['', '6', '', ''], ['', '-', '', ''], ['6-141-50', '141-', '6-141-50', '6-141-50'], ['', '50', '', '']]",1.5,6 - 6-141-50 50,6-141-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_036.jpg,
58749706,"[['', '', '10', '10'], ['', '', '-', '-'], ['10-145-50', '10-145-50', '145-', '145'], ['', '', '', '-'], ['', '', '50', '50.']]",1.6,10 - 10-145-50 - 50,10-145-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_044.jpg,
58749708,"[['11', '11-146-50', '11-145-50', '11-146-50'], ['-', '', '', ''], ['146', '', '', ''], ['-', '', '', ''], ['50', '', '', '']]",1.2,11-146-50 - 146 - 50,11-146-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_046.jpg,
58749709,"[['16', '', '', ''], ['-', '', '', ''], ['151', '16-151-50', '16-151-50', '16-151-50'], ['-', '', '', ''], ['50', '', '', '']]",1.4,16 - 16-151-50 - 50,16-151-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_056.jpg,
58749711,"[['', '13', '', ''], ['', '-', '', ''], ['13-148-50', '148', '13-148-50', '13-148-50'], ['', '-', '', ''], ['', '50', '', '']]",1.4,13 - 13-148-50 - 50,13-148-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Long20N_4W_S22-26-27_FISHc_050.jpg,
58749759,"[['5', '', '', ''], ['-', '', '', ''], ['164-50', '5-164-50', '5-164-50', '5-164-50']]",1.666666667,5 - 5-164-50,5-164-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Silver_FISHc_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Silver_FISHc_054.jpg,
58749761,"[['8', '', '', ''], ['-', '', '', ''], ['167', '8-167-50', '8-167-50', '8-167-50'], ['-', '', '', ''], ['50', '', '', '']]",1.4,8 - 8-167-50 - 50,8-167-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Silver_FISHc_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Silver_FISHc_060.jpg,
58749764,"[['6', '6', '', ''], ['-', '-', '', ''], ['165-', '165', '6-165-50', '6-165-50'], ['', '-', '', ''], ['50', '50', '', '']]",1.8,6 - 6-165-50 - 50,6-165-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Silver_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Silver_FISHc_056.jpg,
58749776,"[['8', '', '8'], ['-', '', '-'], ['159', '8-159-50', '159'], ['-', '', '-'], ['50', '', '50.']]",1.8,8 - 159 - 50,8-159-50,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Windover_FISHc_078.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clare_Windover_FISHc_079.jpg,
58749809,"[['Fish'], ['Mgt.']]",1,Fish Mgt.,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Burke_FISHc_040.jpg,
58749829,"[['fish'], ['Mgt']]",1,fish Mgt,NA,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Ovid_FISHc_012.jpg,
58749835,"[['S38-121', 'S38-121', 'S38-121', 'S38'], ['', '', '', '-'], ['', '', '', '121']]",1.666666667,S38-121 - 121,S38-121,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Park_FISHc_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Clinton_Park_FISHc_035.jpg,
58749845,[['LSI']],1,LSI,LSI,field_no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Glory_FISHc_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Crawford_Glory_FISHc_026.jpg,
