subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back,comments,
58642462,"[['10-11:30', '10:00', '10-11:30', '10-11:30'], ['pm', '-', 'p.m.', 'p.m.'], ['', '11:30', '', ''], ['', 'am', '', '']]",1.75,10-11:30 p.m. 11:30 am,10pm-11:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Bailey_FISHc_20200313152123646_0004.jpeg,NA,NA,
58642464,"[['????', 'Section'], ['', 'cut'], ['', 'off'], ['', 'from'], ['', 'scan']]",1,???? cut off from scan,,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Bailey_FISHc_20200313152123646_0003.jpeg,NA,card cutoff,
58642472,"[['6:15AM', '6:15AM-6:15PM', '6:15', '6:15am'], ['', '', 'am', ''], ['-', '', '-', '-'], ['6:15PM', '', '6:15', '6:15pm'], ['', '', 'pm', ''], ['(variable)', '(variable)', '(variable)', '(variable)']]",1.833333333,6:15AM am - 6:15PM pm (variable), 6:15am-6:15pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155651942_0014.jpeg,NA,NA,
58642474,[['4pm-']],1,4pm-,,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Eliza_FISHc_20200313154627930_0003.jpeg,NA,card cutoff,
58642483,"[['5:45', '5:45'], ['p.m.', 'p.m.'], ['-', '-'], ['7:', '7']]",1.75,5:45 p.m. - 7:,,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0011.jpeg,NA,card cutoff,
58642484,"[['3', '3:15-4', '3:15'], ['-', '', ''], ['15', '', ''], ['-', '', '-'], ['4', '', '4'], ['p.m.', 'p.m.', 'p.m.']]",1.666666667,3 - 15 - 4 p.m.,3:15pm-4pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0013.jpeg,NA,NA,
58642486,"[['Cut'], ['off']]",1,Cut off,,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0015.jpeg,NA,card cutoff,
58642488,"[['4', ''], ['-', ''], ['4:15', '4-4:15']]",1,4 - 4:15,4pm-4:15pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0014.jpeg,NA,NA,
58642489,"[['8', '8:00', '8'], ['a.m.-6:30', 'am', 'a.m.'], ['', '-', '-'], ['', '6:30', '6:30'], ['p.m.', 'pm', 'p.m.']]",1.8,8 a.m.-6:30 - 6:30 p.m.,8am-6:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0017.jpeg,NA,NA,
58642491,"[['', '9', '', ''], ['', '-', '', ''], ['9-10', '10', '9-10', '9:00-10:00'], ['p.m.', 'p.m.', 'pm', 'pm']]",1.5,9 - 9-10 p.m.,9pm-10pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0020.jpeg,NA,NA,
58642493,"[['Set', '', 'Set', 'set'], ['8', '8', '8', '8pm'], ['P.M.', 'pm', 'P.M.', 'and'], ['6/19/52', '-', '6/19/52', ''], ['', '', 'Lifted', 'lifted'], ['', '8', '8', ''], ['', 'am', 'A.M.', '8am'], ['', '', '6/20/52', '']]",1.75,Set 8 P.M. 6/19/52 Lifted 8 am 6/20/52,8pm-8am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0021.jpeg,NA,NA,
58642567,"[['Set:', 'Set:', 'Set'], ['6', '6', ''], ['p.m.', 'p.m.', '6pm'], ['October', 'October', ''], ['27', '27', ''], ['', 'Raised:', 'Raised'], ['', '8', '8'], ['', 'a.m.', 'am'], ['', 'October', ''], ['', '28', '']]",1.6,Set: 6 p.m. October 27 Raised: 8 a.m. October 28,6pm-8am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Manganese_FISHc_20200313164755305_0006.jpeg,NA,NA,
58642577,"[['', '9', '9', '9:00'], ['9am-8am', 'a.m.', 'a.m.-8a.m.', 'am'], ['', '-', '', '-'], ['', '8', '', '8:00'], ['', 'a.m.', '', 'am']]",1.4,9 9am-8am - 8 a.m.,9am-8am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Manganese_FISHc_20200313164845589_0004.jpeg,NA,NA,
58642578,"[['3pm-8:30', '3', '3pm', '3'], ['a.m.', '', '-', ''], ['', 'p.m.-8.30a.m.', '8:30am', 'PM-8:30AM']]",1.333333333,3 a.m. p.m.-8.30a.m.,3pm-8:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Manganese_FISHc_20200313164845589_0003.jpeg,NA,NA,
58748584,"[['2:00', '2', ''], ['pm', 'PM', '2PM-9AM'], ['-', '-', ''], ['9:00', '9', ''], ['am', 'AM', '']]",1.2,2:00 pm - 9:00 am,2pm-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_14.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_14p2.jpg,NA,
58748608,"[['5', '', '5'], ['pm', '', 'p.m.'], ['-', '', '-'], ['11:00', '5PM-11:00am', '11:00'], ['am', '', 'a.m.']]",1.6,5 pm - 11:00 am,5pm-11am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix138_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix138p2_FISHc.jpg,NA,
58748633,"[['11:00', '11AM-8AM', '11AM', '11AM'], ['am', '', '', ''], ['-', '', '-', '-'], ['8:00', '', '8:', ''], ['am', '', 'AM.', '8AM']]",1.6,11AM am - 8:00 am,11am-8am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix163_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix163p2_FISHc.jpg,NA,
58748634,"[['10:30', '10:30', '1030'], ['A.M.-12:30', 'A.M.', 'AM-12:30'], ['', '-', ''], ['', '12:30', ''], ['P.M.', 'P.M.', 'PM']]",1.4,10:30 A.M.-12:30 - 12:30 P.M.,10:30am-12:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix166_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix166p2_FISHc.jpg,NA,
58748642,"[['11am', '11', '11', '11AM'], ['to', 'AM', 'AM.', ''], ['8am', '-', '-', '-'], ['8/13/59', '8', '8:', '8:am'], ['', 'am', 'am', '']]",1.8,11 to - 8/13/59 am,11am-8am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix172_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix172p2_FISHc.jpg,NA,
58748643,"[['3', '', '3'], ['P.M.', '3PM', 'p.m.'], ['', '-', '-'], ['10', '10AM', '10'], ['AM', '', 'a.m.']]",1.6,3 P.M. - 10 AM,3pm-10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix174_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix174p2_FISHc.jpg,NA,
58748644,"[['10:30', '10:30am', '10:30am'], ['am', '', ''], ['-', '-', '-'], ['11:30', '', ''], ['am', '11am', '11am']]",1.8,10:30am am - 11:30 11am,10:30am-11am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix173_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix173p2_FISHc.jpg,NA,
58748665,"[['10-12', '10', '10-12PM', '10-12'], ['PM', 'am', '', 'PM'], ['', '-', '', ''], ['', '12', '', ''], ['', 'pm', '', '']]",1.4,10-12 PM - 12 pm,10pm-12pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix90_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix90p2_FISHc.jpg,NA,
58748685,"[['11', '11am-9am', '11am-9am', '11:00'], ['am', '', '', 'am'], ['-', '', '', '-'], ['9', '', '', '9:00'], ['am', '', '', 'am']]",1.8,11am-9am am - 9 am,11am-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Fox_033_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Fox_033_FISHc_0002.jpg,NA,
58748692,"[['1:00pm', '1:00', '1:00'], ['', 'pm', 'pm'], ['to', 'to', 'to'], ['3:00pm.', '3:00', '3:00'], ['', 'pm', 'pm.'], ['', '(26', ''], ['', 'hrs)', '']]",1.714285714,1:00 pm to 3:00 pm (26 hrs),1pm-3pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Fox_036_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Fox_036_FISHc_0002.jpg,NA,
58748703,"[['3:45', '3.45pm-1.00pm', '3:45', '3:45pm1:00pm'], ['pm', '', 'pm', ''], ['', '', '-', ''], ['1:00', '', '1:00', ''], ['pm', '', 'pm', '']]",1.8,3:45 pm - 1:00 pm,3:45pm-1pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Geneserath_026_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Geneserath_026_FISHc_0002.jpg,NA,
58748720,"[['11:30', '11:30', '11:30'], ['A', 'a.m.', 'A.M'], ['m.', '-', '-'], ['to', '', ''], ['12:', '12', '12'], ['am', '', ''], ['noon', 'noon', 'noon']]",1.857142857,11:30 A - to 12 am noon,11:30am-12pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Round_009_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Round_009_FISHc_0002.jpg,NA,
58748723,"[['11', '', '', '11'], ['A.M.', '11am-11am', '11A.M.', 'AM'], ['-', '', '', '-'], ['11', '', '11am', '11'], ['A.M.', '', '', 'AM']]",1.6,11 A.M. - 11 A.M.,11am-11am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Round_008_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Round_008_FISHc_0002.jpg,NA,
58748742,"[['10:00-10:00', '10:0', '', '10:0-10:60-24'], ['', '-', '', ''], ['', '10:00', '10:00', ''], ['', '-', '-', ''], ['', '', '10;', ''], ['24', '24', '60-24', ''], ['', 'net', 'met', 'net'], ['hrs', 'hrs', 'hrs', 'hrs']]",1.875,10:00-10:00 - 10:00 - 10; 24 net hrs,10-Oct,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_056_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_056_FISHc_0002.jpg,NA,
58748769,"[['1:15-2', '4:15-2pm', '4:15-2pm-22', '4:15'], ['', '', '', '-'], ['', '', '', '2pm'], ['', '-', '', '-'], ['pm-22', '22', '', '22'], ['meters', '', 'metro', 'netro']]",1.333333333,1:15-2 - 2pm - 22 meters,4:15pm-2pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_084_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_084_FISHc_0002.jpg,NA,
58748787,"[['11', '11am-9am', '11am', '11:00'], ['am', '', '-9am', 'am'], ['-', '', '', '-'], ['9', '', '', '9:00'], ['am,', '', '', 'am'], ['', '', '', '-'], ['22', '', '22', '22'], ['net', '', 'netnhrs', 'net'], ['hrs', '', '', 'hours']]",1.555555556,"11 am - 9 am, - 22 net hrs",11am-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_101_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_101_FISHc_0002.jpg,NA,
58748835,"[['1', '1:00-4:00', '1'], ['to', '', 'to'], ['4', '', '4'], ['P.m.', 'pm', 'p.m.']]",1.75,1 to 4 P.m.,1pm-4pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_191.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_192.jpg,NA,
58748839,"[['1:30', '', '1:30'], ['pm', '', 'p.m.'], ['-', '', '-'], ['11:00', '1:30PM-11:00AM', '11:00'], ['AM', '', 'AM']]",1.8,1:30 pm - 11:00 AM,1:30pm-11am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Black_FISHc_145.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Black_FISHc_146.jpg,NA,
58748845,"[['2:30', '2:30pm', '2:30', '2:30pm'], ['p.m.', '10:10am', 'pm', '10:00am'], ['-', '', '-', '-'], ['10:10', '', '10:00', ''], ['p.m.', '', 'am', '']]",1.6,2:30 p.m. - 10:10 p.m.,2:30pm-10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Black_FISHc_159.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Black_FISHc_160.jpg,NA,
58748869,"[['1:15-2:30', '1:15-2:30', '1:15', '1:15-2:30'], ['p.m.', 'p.m.', 'pm', 'p.m.'], ['', '', '-', ''], ['', '', '2:30', ''], ['', '', 'pm', '']]",1.8,1:15-2:30 p.m. - 2:30 pm,1:15pm-2:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Black_FISHc_205.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Black_FISHc_206.jpg,NA,
58748919,"[['6-6:30', '6', '6-6:30'], ['', '-', ''], ['PM', '6:30PM', 'PM']]",1.666666667,6-6:30 - PM,6pm-6:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Cochran_FISHc_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Cochran_FISHc_076.jpg,NA,
58748953,"[['9-12', '9:00-12:00', '9-12', '9'], ['PM', '', 'PM', '-'], ['', '', '', '12'], ['', 'pm', '', 'pm']]",1.75,9-12 PM 12 pm,9pm-12pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_101.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_102.jpg,NA,
58748975,"[['10:45', '10:45', '10:45AM'], ['A.M.', 'am', ''], ['-', '-', '-'], ['12:30', '12:30', '12:30PM'], ['P.M.', 'pm', '']]",1.8,10:45 A.M. - 12:30 P.M.,10:45am-12:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_161.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_162.jpg,NA,
58748976,"[['4', '4:00', '', '4PM'], ['pm', 'pm', '4pm', ''], ['-', '-', '', ''], ['10', '10:00', '10am', '10AM'], ['am', 'am', '', '']]",1.6,4 pm - 10 am,4pm-10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_165.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_166.jpg,NA,
58748978,"[['11am', '11', '11am', '11'], ['', 'A.M-4', 'to', 'AM'], ['-', '', '', '-'], ['4pm', '', '4pm', '4'], ['', 'P.M', '', 'PM']]",1.6,11am A.M-4 - 4pm P.M,11am-4pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_171.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_172.jpg,NA,
58748980,"[['5:00', '5:00p.m.', '5', '5:00pm.'], ['pm', '12', '', '12'], ['-', 'noon.', '', 'noon'], ['12:00', '', '', ''], ['pm', '', 'pm', '']]",1.4,5:00 12 - 12:00 pm,5pm-12pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_169.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_170.jpg,NA,
58748997,"[['1015am', '10:15am', '10:15', '10:15'], ['', '', 'am', 'a.m.']]",1.5,10:15 AM,10:15am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_KleberPond_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_KleberPond_FISHc_008.jpg,NA,
58749066,"[['3-4', '3-4PM', '3-4', '3'], ['', '', '', '-'], ['', '', '', '4'], ['P.M.', '', 'P.M.', 'P.M.']]",1.75,3-4 - 4 P.M.,3pm-4pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_056.jpg,NA,
58749071,"[['4:30-5:30', '4:30', '4:30-5:30PM', '4:30-5:30'], ['', '-', '', 'pm'], ['', '5:30', '', ''], ['PM', 'P.M.', '', '']]",1.25,4:30-5:30 - 5:30 PM,4:30pm-5:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_071.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_072.jpg,NA,
58749080,"[['9:45A.', '9.45A', '9:45', '9:45'], ['', '', 'A', 'A.'], ['', '-', '-', '-'], ['-9:15A.', '9.15A', '9:15', '9:15'], ['', '', 'A', 'A.']]",1.8,9:45 A - 9:15 A,9:45am-9:15am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_046.jpg,NA,
58749085,"[['3-4', '3-4PM', '3:00', '3-4'], ['P.M.', '', 'pm', 'P.M.'], ['', '', '-', ''], ['', '', '4:00', ''], ['', '', 'pm', '']]",1.4,3-4 P.M. - 4:00 pm,3pm-4pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_RobertsLake_FISHc_056.jpg,NA,
58749140,"[['1:30', '1:30PM', '1:30PM', '1:30pm'], ['p.m.-', '-', '-', 'to'], ['10:20', '10:20AM', '10:20', '10:20am'], ['a.m.', '', 'AM', '']]",1.75,1:30PM - 10:20 a.m.,1:30pm-10:20am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Vincent_FISHc_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Vincent_FISHc_011.jpg,NA,
58749147,"[['2:00', '', '2', '2'], ['pm', '2P.M.', 'PM', 'P.M.-11'], ['-', '-', '-', ''], ['11:00', '11A.M.', '11', 'A.M.'], ['am', '', 'AM', '']]",1.6,2 pm - 11:00 am,2pm-11am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_VincentLake_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_VincentLake_FISHc_015.jpg,NA,
58749150,"[['1:30PM-10:20AM', '1:30PM-10:20', '1:30PM', '1:30'], ['', '', '', 'pm'], ['', '', '-', '-'], ['', '', '10:20', '10:20'], ['', 'AM', 'AM', 'am']]",1.6,1:30PM-10:20AM pm - 10:20 AM,1:30pm-10:20am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_VincentLake_FISHc_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_VincentLake_FISHc_011.jpg,NA,
58749152,"[['11:30AM', '11:30AM', '11.30am', '11:30'], ['', '', '', 'AM']]",1.5,11:30AM AM,11:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_VincentLake_FISHc_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_VincentLake_FISHc_019.jpg,NA,
58749169,[['none']],1,none,,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_WeberLake_FISHc_089.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_WeberLake_FISHc_090.jpg,NA,
58749173,"[['4p', '', '4', '4'], ['', '4p-10:30a', 'p-10:30a', 'p'], ['-', '', '', '-'], ['10:30a', '', '', '10:30a']]",1.75,4 4p-10:30a - 10:30a,4pm-10:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Andrus_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Andrus_FISHc_059.jpg,NA,
58749192,"[['1:20PM', '1:20', '1:20'], ['', 'PM', 'PM'], ['6:30AM', '6:40', '6:30'], ['', 'AM', 'AM']]",1.75,1:20 PM 6:30AM AM,1:20pm-6:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_104.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_105.jpg,NA,
58749193,"[['6:30', '6:30AM-7:20AM', '6:30'], ['AM', '', 'a.m.'], ['-', '', '-'], ['7:30', '', '7:20'], ['AM', '', 'a.m.']]",1.4,6:30 AM - 7:30 AM,6:30am-7:20am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_106.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_107.jpg,NA,
58749206,"[['11:15', '11:15', '', '11:15'], ['', 'AM-9:05', '11:15AM-9:05', 'a.m.'], ['AM', 'AM', 'AM', ''], ['-', '', '', '-'], ['9:05AM', '', '', '9:05'], ['', '', '', 'a.m.']]",1.833333333,11:15 AM-9:05 AM - 9:05AM a.m.,11:15am-9:05am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_122.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_123.jpg,NA,
58749212,"[['10:30-11:00', '10:30', '10:30-11:00'], ['', '-', ''], ['', '11:00', ''], ['p.m.', 'pm', 'p.m.']]",1.5,10:30-11:00 - 11:00 p.m.,10:30pm-11pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_142.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_143.jpg,NA,
58749229,"[['11:50-12:30', '11:50', '11:50-12:30', '11:50-12:30'], ['', '-', 'am', ''], ['', '12:30', '', ''], ['A.M.', 'AM', '', 'A.M.']]",1.75,11:50-12:30 - 12:30 A.M.,11:50am-12:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Dukes_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Dukes_FISHc_044.jpg,NA,
58749231,"[['10:30', '10:30-11:30P.M.', '10:30-11:30', '10:30-11:30'], ['-', '', 'pm', 'pm'], ['11:30', '', '', ''], ['P.M.', '', '', ''], ['&', '&', '', '&'], ['12:00', '12:00-12:30A.M.', '', '12:00-12:30'], ['-', '', '', ''], ['12:30', '', '', ''], ['A.M.', '', '', '']]",1.444444444,10:30-11:30 pm 11:30 P.M. & 12:00 - 12:30 A.M.,10:30-11:30pm ; 12-12:30 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_044.jpg,multiple time sets,
58749235,"[['11:25', '11:25pm', '11:25', '11:25'], ['', '', 'P.M.-1:18', 'P.M.'], ['', '-', '', '-'], ['P.M.-1:10A.M.', '1:10pm', 'A.M.', '1:10A.M.']]",1.75,11:25 P.M.-1:18 - P.M.-1:10A.M.,11:25pm-1:10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_042.jpg,NA,
