subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back,comments,
58752946,"[['9:30', '9:30', '9:30', '9:30'], ['PM', 'pm-9:45', '', ''], ['-', 'am', '', ''], ['9:45', '', '', 'PM-9:45'], ['AM', '', '', 'AM']]",1.8,9:30 PM - 9:45 AM,9:30pm-9:45am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_Murray_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_Murray_FISHc_059.jpg,NA,
58752957,"[['8-9', ':00', '8-9', '8-9'], ['a.m.', 'am', 'a.m.', 'a.m.'], ['', '-', '', ''], ['', '9:00', '', ''], ['', 'am', '', '']]",1.8,8-9 a.m. - 9:00 am,8am-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_PineIslandBig_FISHc_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_PineIslandBig_FISHc_046.jpg,NA,
58753002,"[['4.30', '', '4:30', '4.30pm'], ['', '', 'P.M.', 'to'], ['PM-10.30', '430pm-1030am', '-', ''], ['', '', '10:30', '10.30am'], ['AM', '', 'A.M.', '']]",1,4.30 P.M. PM-10.30 10:30 AM,4:30pm-10:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_Sand10N_10W_S5-32_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_Sand10N_10W_S5-32_FISHc_032.jpg,NA,
58753058,"[['3pm-9am', '3pm-9am', '3pm-9am', '3pm'], ['', '', '', '-'], ['', '', '', '9am']]",1.666666667,3pm-9am - 9am,3pm-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_012.jpg,NA,
58753059,"[['', '3', '3:00'], ['3pm', 'pm', 'pm'], ['-', '-', '-'], ['', '9', '9:00'], ['9am', 'am', 'am']]",1.8,3 pm - 9 am,3pm-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_014.jpg,NA,
58753063,"[['3pm-9am', '3:00', '', ''], ['', 'pm', '3pm', '3pm'], ['', '-', '-', '-'], ['', '9:00', '', ''], ['', 'am', '9am', '9am']]",1.8,3pm-9am 3pm - 9:00 9am,3pm-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_022.jpg,NA,
58753070,"[['9-9:30', '9', '9:00-9:30', '9-9:30'], ['', '-', '', ''], ['', '9:30', '', ''], ['am', 'a.m.', 'am', 'a.m.']]",1.5,9-9:30 - 9:30 am,9am-9:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_048.jpg,NA,
58753081,"[['3-4', '3:00', '3-4', '3-4'], ['p.m.', 'pm', 'p.m.', 'p.m.'], ['', '-', '', ''], ['', '4:00', '', ''], ['', 'pm', '', '']]",1.8,3-4 p.m. - 4:00 pm,3pm-4pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Eliza_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Eliza_FISHc_022.jpg,NA,
58753136,"[['Nets', 'Nets', 'Nets'], ['set', 'set:', 'set:'], ['3:00', '3', '3'], ['pm', 'p.m.,', 'p.m,'], ['9/13', 'Sept.', 'Sept.'], ['=', '13.', '13'], ['Raised', 'Raised:', 'Raised:'], ['2:00', '2', '2'], ['pm', 'p.m.,', 'p.m.,'], ['', 'Sept.', 'Sept.'], ['9/20', '20', '20']]",1.909090909,"Nets set: 3 pm Sept. = Raised: 2 p.m., Sept. 20",3pm-2pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_LacLaBelle_FISHc_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_LacLaBelle_FISHc_042.jpg,NA,
58753165,"[['7;8:30', '7-8.30pm.', '7-8:80', '7-8:30'], ['p.m.', '', 'pm', 'p.m.'], ['2-4', '2-4pm', '-', '2-4'], ['P.M', '', '2-4:00', 'P.M.'], ['', '', 'pm', '']]",1.4,7;8:30 p.m. 2-4 P.M pm,7-8:30 pm; 2-4 pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_088.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_089.jpg,multiple time sets,
58753224,"[['8:30-9', '8:30-9am', '8:30', '8:30-9'], ['a.m.', '', 'am', 'a.m.'], ['', '', '-', ''], ['', '', '9:00', ''], ['', '', 'am', '']]",1.4,8:30-9 a.m. - 9:00 am,8:30am-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_126.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_127.jpg,NA,
58753226,"[['9:30', '9:30-', '9:30', '9:30-10am'], ['', '10am', 'am', ''], ['-', '', '-', ''], ['10', '', '10:00', ''], ['a.m.', '', 'am', '']]",1.4,9:30 10am - 10 a.m.,9:30am-10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_128.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_129.jpg,NA,
58753255,"[['4:30', '4:30', '4:30PM', '4:30PM'], ['PM', 'pm', '', ''], ['', '-', '', ''], ['10:30', '10:30', '10:30AM', '10:30AM'], ['AM', 'am', '', '']]",1.4,4:30 PM - 10:30 AM,4:30pm-10:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_BigStar_FISHc_20191127124536336_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_BigStar_FISHc_20191127124536336_0002.jpg,NA,
58753283,"[['445pm-11am', '4:45P.M.', '4:45', '4:45'], ['', '', 'pm', ''], ['', '-', '-', 'P.M.-11:00'], ['', '11:00A.M.', '11:00', 'A.M.'], ['', '', 'am', '']]",1.4,4:45 pm - 11:00A.M. am,4:45pm-11am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Cool_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Cool_FISHc_014.jpg,NA,
58753335,"[['5:30P', '5:30', '5;30P-11:45A', '5:30PM-11:45AM'], ['', 'P', '', ''], ['-', '-', '', ''], ['11:45A', '11:45', '', ''], ['', 'A', '', '']]",1.2,5:30P P - 11:45A A,5:30pm-11:45am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_SaubleNo1_FISHc_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_SaubleNo1_FISHc_022.jpg,NA,
58753337,"[['5:20', '', '', ''], ['-', '', '', ''], ['12:20', '5:20-12:20', '5:20-12:20', '5:20-12:20'], ['p.m.', 'P.M.', 'P.M.', 'pm']]",1.75,5:20 - 5:20-12:20 P.M.,5:20pm-12:20pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_SaubleNo1_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_SaubleNo1_FISHc_020.jpg,NA,
58753402,"[['10:35', '10:35-9:30', '10:35-9:30', '10:35'], ['-', '', '', '-'], ['9:30', '', '', '9:30am'], ['A.M.', 'AM', 'A.M.', '']]",1.75,10:35 - 9:30 A.M.,10:35am-9:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_137.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_138.jpg,NA,
58753405,"[['3:45', '3:15', '3:45', '3:45'], ['P.', '', 'P', ''], ['', 'pm-', '-', ''], ['-10:30', '10:30', '10:30', 'P-10:30'], ['A.', 'am', 'A', 'A']]",1.8,3:45 P. pm- 10:30 A,3:45pm-10:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_135.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_136.jpg,NA,
58753417,"[['10:30am', '10:30am-12', '10:30AM-12noon', '10:30'], ['to', '', '', 'a.m.'], ['noon', 'noon', '', '-'], ['on', '', '', '12'], ['September', '', '', 'noon'], ['2,', '', '', ''], ['1954', '', '', '']]",1.142857143,"10:30am to noon on September 2, 1954",10:30am-12pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_161.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_162.jpg,NA,
58753421,"[['(See', '(see', '(See', 'See'], ['card', 'card', 'card', 'card'], ['for', 'for', 'for', 'for'], ['Coll.', 'Coll.', 'Coll.', 'Coll.'], ['#4S-54', '4S-54', '#4S-54', '#4S-54'], ['C.', '', '', ''], ['Taube,', '', '', ''], ['R.', '', '', ''], ['Sides', '', '', ''], ['(IFR);', '', '', ''], ['E.', '', '', ''], ['H.', '', '', ''], ['Andersen', '', '', ''], ['(Dist.', '', '', ''], ['Fish.', '', '', ''], ['Supv.);', '', '', ''], ['T.', '', '', ''], ['Buzzo,', '', '', ''], ['A.', '', '', ''], ['McKey', '', '', '']]",1.6,"(See card for Coll. #4S-54 C. Taube, R. Sides (IFR); E. H. Andersen (Dist. Fish. Supv.); T. Buzzo, A. McKey",,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_167.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_168.jpg,References other card: Coll. #4S-54,
58753423,"[['10:00-10:30', '10.00', '10:00-10:30am', '10:00', '10:00-10:30'], ['', '-', '', '-', ''], ['', '10.30AM', '', '10:30', ''], ['a.m.', '', '', 'a.m.', 'am']]",1.75,10:00-10:30 - 10.30AM a.m.,10am-10:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_163.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Wolf_FISHc_164.jpg,NA,
58753469,"[['8:50-9:40', '8:50-9:40', '8:50'], ['pm', 'pm', '-'], ['and', '', '9:40'], ['10:00-11:05', '', 'PM'], ['pm', '&', '&'], ['', '10:00', '10:00'], ['', '-', '-'], ['', '11:05', '11:05'], ['', 'P.M.', 'PM']]",1.666666667,8:50-9:40 pm and 10:00-11:05 & 10:00 - 11:05 P.M.,8:50-9:40 pm; 10-11:05 pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_Barnes_FISHc_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_Barnes_FISHc_009.jpg,multiple time sets,
58753477,"[['9:00', '9:00pm', '', '9:00'], ['', '', '', 'P.'], ['', '-', '', '-'], ['P.-10:50', '10:50am', '9PM-10:50AM', '10:50'], ['A.', '', '', 'A.']]",1.6,9:00 P. - P.-10:50 A.,9pm-10:50am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_044.jpg,NA,
58753485,"[['4:00', '4:00P.', '4:00', '4:00P.-9:40A.'], ['P', '', 'pm', ''], ['-', '-', '-', ''], ['9:40', '9:40A.', '9:40', ''], ['A', '', 'am', '']]",1.8,4:00 P - 9:40 A,4pm-9:40am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_068.jpg,NA,
58753487,"[['', '4:15', '4:15'], ['', 'P.', 'p.'], ['', '-', '-'], ['415pm-1040am', '10:40', '10:40'], ['', 'A.', 'A.']]",1.8,4:15 P. - 10:40 A.,4:15pm-10:40am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_071.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_072.jpg,NA,
58753497,"[['11:15A', '11:15', '11:15A-9:30A', '11:15'], ['', 'A.', '', 'am'], ['-', '-', '', '-'], ['9:30A', '9:30', '', '9:30'], ['', 'A.', '', 'am']]",1.8,11:15 A. - 9:30 A.,11:15am-9:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_091.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_092.jpg,NA,
58753537,"[['12:35', '12:35-12:45', '12:35-12:45', '12:35-12:45'], ['-', '', '', ''], ['12:45', '', '', '']]",1.666666667,12:35-12:45 - 12:45,12:35-12:45,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_143.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_144.jpeg,NA,
58753541,"[['1:23-1:33', '1:23', '1:23-1:33'], ['', '-', ''], ['', '1:33', '']]",1.333333333,1:23-1:33 - 1:33,1:23-1:33,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_147.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_148.jpeg,NA,
58753549,"[['24'], ['hour'], ['set']]",1,24 hour set,,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_180.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_181.jpeg,24 hour sets,
58753568,"[['186', '7:40PM', '7:40', '7:40'], ['min', '', 'p.m.', 'p.m.'], ['E', '', '', ''], ['200', '', '', ''], ['min', '', '', ''], ['W', '', '', '']]",1.333333333,7:40 p.m. E 200 min W,,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Roscommon_Houghton_FISHc_20191211122639219_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Roscommon_Houghton_FISHc_20191211122639219_0002.jpg,"186 minutes shocked east, 200 minutes shocked west",
58753571,"[['2.2', '2.2'], ['hours', 'hours'], ['', 'shocked']]",1.666666667,2.2 hours shocked,,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Roscommon_Houghton_FISHc_20191211122810447_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Roscommon_Houghton_FISHc_20191211122810447_0002.jpg,2.2 hours shocked,
58753586,"[['10:30', '10:30-11:30AM', '10:', '10:30'], ['', '', '30', ''], ['', '', 'A.M.', ''], ['-', '', '-', ''], ['11:30', '', '11:30', '11:30'], ['AM', '', 'A.M.', 'A.M.']]",1.833333333,10:30 30 A.M. - 11:30 A.M.,10:30am-11:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1937_FISHc_003_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1937_FISHc_003_02.jpg,NA,
58753596,"[['8:30', '8:30-9:00', '8:30-9:00', '8:30'], ['9:00', '', 'am', '9:00A.M.'], ['A.M.', 'A.M.', '', '']]",1.666666667,8:30 9:00 A.M.,8:30am-9am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1937_FISHc_012_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1937_FISHc_012_02.jpg,NA,
58753648,"[['July', '', '', ''], ['9,', '', '', ''], ['1952', '', '', ''], ['-', '', '', ''], ['11:25', '11:25', '11:25', '11:25'], ['AM', 'A.M.', 'A.M.', 'am']]",1.666666667,"July 9, 1952 - 11:25 A.M.",11:25am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1952_FISHc_014_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Schoolcraft_Indian_75-69_1952_FISHc_014_02.jpg,NA,
58753665,"[['1:30pm', '1:30', '1:30-3:30', '1:30-3:30'], ['-', '-', '', ''], ['3:30pm', '3:30', '', 'p.m.'], ['', 'PM', 'PM', '']]",1.75,1:30-3:30 - 3:30pm PM,1:30pm-3:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Argo_FISHc_20200203130132622_0023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Argo_FISHc_20200203130132622_0024.jpg,NA,
58753703,"[['8:30-11:30', '8:30', '8:30-11:30', '8:30-11:30'], ['AM', 'am', 'A.M.', 'A.M.'], ['', '-', '', ''], ['', '11:30', '', ''], ['', 'am', '', '']]",1.6,8:30-11:30 A.M. - 11:30 am,8:30am-11:30am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Cassidy_FISHc_20200218112930810_0061.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Cassidy_FISHc_20200218112930810_0062.jpg,NA,
58753765,"[['4-5', '4-5', '4:00'], ['PM', 'PM', 'pm'], ['', '', '-'], ['', '', '5:00'], ['', '', 'pm']]",1.4,4-5 PM - 5:00 pm,4pm-5pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Green_81-46_1945_FISHc_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Green_81-46_1945_FISHc_002_02.jpg,NA,
58753789,"[['10', '10', '10am', '10:00'], ['A.M.', 'a.m.', '', 'am']]",1.5,10 A.M.,10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Green_81-46_1947_FISHc_015_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Washtenaw_Green_81-46_1947_FISHc_015_02.jpg,NA,
59105370,"[['2:30-4:30', '2:30-4:30PM', '2:30-4:30', '2:30'], ['', '', '', '-'], ['', '', '', '4:30'], ['PM', '', 'PM', 'PM']]",1.75,2:30-4:30 - 4:30 PM,2:30pm-4:30pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Washtenaw_Wiltses001_FISHc.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Washtenaw_Wiltses000_FISHc.jpeg,NA,
59105384,"[['3:00', '3:00', '3:00am'], ['AM', 'AM.', '']]",1.5,3:00 AM,3am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Washtenaw_West085_FISHc.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Washtenaw_West084_FISHc.jpeg,NA,
59105396,"[['9.15-10AM', '9:15-10', '9:15', '9:15'], ['', 'a.m.', '', 'am'], ['', '', '-', '-'], ['', '', '10', '10:00'], ['', '', 'AM', 'am']]",1.4,9:15 a.m. - 10 AM,9:15am-10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Washtenaw_West057_FISHc.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Washtenaw_West056_FISHc.jpeg,NA,
59105409,"[['1-3PM.', '1-3pm,', '1-3PM,', '1-3'], ['5-9PM.', '', '5-9PM', 'PM,'], ['', '5-9pm', '', '5-9'], ['', '', '', 'PM']]",1,1-3PM. 5-9PM. 5-9pm PM,1-3 pm; 5-9 pm,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Washtenaw_Walsh209_FISHc.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Washtenaw_Walsh208_FISHc.jpeg,multiple time sets,
59105431,"[['1:30-4:00p.m.', '1:30', '1:30-4:00', '1:30-4:00pm'], ['', '-', '', ''], ['', '4:00', '', ''], ['', 'p.m.', 'pm', '']]",1,1:30-4:00p.m. - 4:00 p.m.,11:30am-4am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Saddle_FISHc_185.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Saddle_FISHc_184.jpeg,NA,
59105458,"[['3P-10A', '3P-10A', '3P-10A', '3:0'], ['', '', '', 'pm'], ['', '', '', '-'], ['', '', '', '10:00'], ['', '', '', 'am']]",1.4,3P-10A pm - 10:00 am,3pm-10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Keeler_FISHc_007.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/VanBuren_Keeler_FISHc_006.jpeg,NA,
59105544,"[['4:30PM-8:50AM', '4:30PM', '4:30', '4:30'], ['', '', 'pm', 'P.M.'], ['', 'to', 'to', 'to'], ['', '8:50AM', '8:50', '8:50'], ['', '', 'am', 'AM']]",1.8,4:30 pm to 8:50 am,4:30pm-8:50am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/StJoseph_Corey_FISHc_088.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/StJoseph_Corey_FISHc_087.jpeg,NA,
59105596,"[['10-11', '10', '10-11am', '10-11'], ['', '-', '', ''], ['', '11', '', ''], ['am', 'am', '', 'am']]",1.75,10-11 - 11 am,10am-11am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Stanley_FISHc_010.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Stanley_FISHc_009.jpeg,NA,
59105597,"[['11:30P-12:30A', '11:30P-12:30A', '11:30', '11:30P-12:30A'], ['', '', 'pm', ''], ['', '', '-', ''], ['', '', '12:30', ''], ['', '', 'am', ''], ['&', '&', '&', '&'], ['1:30-2:00A', '1:30-2:00A', '1:30', '1:30-2:00A'], ['', '', 'am', ''], ['', '', '-', ''], ['', '', '2:00', ''], ['', '', 'am', '']]",1.636363636,11:30P-12:30A pm - 12:30 am & 1:30-2:00A am - 2:00 am,11:30 pm - 12:30 am; 1:30 am - 2 am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Ross_FISHc_078.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Ross_FISHc_077.jpeg,multiple time sets,
59105602,"[['9:15', '9:15A', '9:15A', '9:15'], ['am-8:00', '', '', 'A'], ['am', '-', '-', '-'], ['', '8:00A', '9:00', '8:00'], ['', '', 'A', 'A']]",1.8,9:15 am-8:00 - 8:00A A,9:15am-8am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Petes_FISHc_104.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Petes_FISHc_103.jpeg,NA,
59105605,"[['8:4oam', '8:40A', '8:40', '8:40A'], ['-', ':', '-', ':'], ['9:40am', '9:40A', '9:40', '9:40A'], ['', '', 'AM', '']]",1.75,8:40A - 9:40A AM,8:40am-9:40am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Petes_FISHc_096.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Petes_FISHc_095.jpeg,NA,
59105609,"[['', '9:05', '9:05', '9:05A'], ['9:05A-10:00A', 'am', 'A-10:00', ''], ['', '-', '', '-'], ['', '10:00', 'A', '10:00A'], ['', 'am', '', '']]",1.4,9:05 9:05A-10:00A - 10:00 am,9:05am-10am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Petes_FISHc_088.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Petes_FISHc_087.jpeg,NA,
59105611,"[['', '10:45', '10:45', '10:45A'], ['10:45A-9:15A', '', 'A', ''], ['', '', '-', '-'], ['', 'A-9:15A', '9.15', '9:15A'], ['', '', 'A', '']]",1.4,10:45 10:45A-9:15A - A-9:15A A,10:45am-9:15am,time,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Petes_FISHc_086.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Petes_FISHc_085.jpeg,NA,
