subject_id,date,review,date2,review2,date3,review3,date4,review4,column_name,date,Comment,front,back
58750763,18,1,17,1,NA,NA,NA,NA,begin_date_day,17,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Mastadon_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Mastadon_FISHc_014.jpg
58750769,June,1,May,1,NA,NA,NA,NA,begin_date_month,June,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Mink_FISHc_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Mink_FISHc_028.jpg
58750781,17,1,18,1,NA,NA,NA,NA,begin_date_day,17,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Misty_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Misty_FISHc_006.jpg
58750811,24,1,27,1,NA,NA,NA,NA,begin_date_day,27,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_029.jpg
58750812,12,1,11,1,NA,NA,NA,NA,begin_date_day,11,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_027.jpg
58750815,17,1,19,1,NA,NA,NA,NA,begin_date_day,16,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_037.jpg
58750821,12,1,13,1,NA,NA,NA,NA,begin_date_day,12,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_033.jpg
58750825,August,1,October,1,NA,NA,NA,NA,begin_date_month,August,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_039.jpg
58750825,10,1,8,1,NA,NA,NA,NA,begin_date_day,10,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_039.jpg
58750825,August,1,November,1,NA,NA,NA,NA,end_date_month,August,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_039.jpg
58750825,11,1,8,1,NA,NA,NA,NA,end_date_day,11,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_039.jpg
58750826,29,1,31,1,NA,NA,NA,NA,begin_date_day,29,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_045.jpg
58750850,August,1,July,1,NA,NA,NA,NA,begin_date_month,August,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Pomeroy_FISHc_054.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Pomeroy_FISHc_055.jpg
58750857,1959,1,1956,1,NA,NA,NA,NA,begin_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Pomeroy_FISHc_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Pomeroy_FISHc_075.jpg
58750874,6,1,5,1,NA,NA,NA,NA,begin_date_day,5,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_PresqueIsleFlowage_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_PresqueIsleFlowage_FISHc_020.jpg
58750891,8,1,9,1,NA,NA,NA,NA,begin_date_day,8,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ridge_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ridge_FISHc_004.jpg
58750893,28,1,27,1,NA,NA,NA,NA,begin_date_day,27,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Schneider_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Schneider_FISHc_006.jpg
58750896,9,1,10,1,NA,NA,NA,NA,begin_date_day,9,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_StAugustine_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_StAugustine_FISHc_004.jpg
58750915,16,1,15,1,NA,NA,NA,NA,begin_date_day,15,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Sunday_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Sunday_FISHc_016.jpg
58750918,17,1,18,1,NA,NA,NA,NA,begin_date_day,17,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Sunday_FISHc_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Sunday_FISHc_026.jpg
58750996,23,1,24,1,NA,NA,NA,NA,begin_date_day,23,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Bridges_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Bridges_FISHc_015.jpg
58750996,24,1,25,1,NA,NA,NA,NA,end_date_day,24,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Bridges_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Bridges_FISHc_015.jpg
58751028,1950,1,1860,1,NA,NA,NA,NA,end_date_year,1950,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Duck_FISHc_050.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Duck_FISHc_051.jpg
58751201,August,1,June,1,NA,NA,NA,NA,begin_date_month,June,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Hillsdale_Cobb_FISHc_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Hillsdale_Cobb_FISHc_021.jpg
58751218,16,1,14,1,NA,NA,NA,NA,begin_date_day,14,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bear_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bear_FISHc_004.jpg
58751220,29,1,30,1,NA,NA,NA,NA,begin_date_day,29,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_002_02.jpg
58751238,June,1,July,1,NA,NA,NA,NA,begin_date_month,June,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_034.jpg
58751238,29,1,1,1,NA,NA,NA,NA,begin_date_day,29,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_034.jpg
58751254,20,1,19,1,NA,NA,NA,NA,begin_date_day,19,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Crystal_FISHc_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Crystal_FISHc_026.jpg
58751261,October,1,August,1,NA,NA,NA,NA,end_date_month,August,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Crystal_FISHc_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Crystal_FISHc_042.jpg
58751261,1,1,10,1,NA,NA,NA,NA,end_date_day,10,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Crystal_FISHc_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Crystal_FISHc_042.jpg
58751301,23,1,22,1,NA,NA,NA,NA,begin_date_day,23,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Emily_FISHc_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Emily_FISHc_046.jpg
58751311,1936,1,1956,1,NA,NA,NA,NA,begin_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Emily_FISHc_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Emily_FISHc_068.jpg
58751311,1936,1,1956,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Emily_FISHc_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Emily_FISHc_068.jpg
58751337,19,1,18,1,NA,NA,NA,NA,begin_date_day,18,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Hauger_FISHc_040.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Hauger_FISHc_041.jpg
58751346,8,1,9,1,NA,NA,NA,NA,begin_date_day,8,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_020.jpg
58751387,1956,1,1955,1,NA,NA,NA,NA,begin_date_year,1955,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Otter_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Otter_FISHc_052.jpg
58751390,14,1,13,1,NA,NA,NA,NA,end_date_day,14,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Otter_FISHc_061.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Otter_FISHc_062.jpg
58751403,1959,1,1955,1,NA,NA,NA,NA,end_date_year,1955,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Otter_FISHc_089.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Otter_FISHc_090.jpg
58751420,25,1,27,1,NA,NA,NA,NA,begin_date_day,27,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Portage_FISHc_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Portage_FISHc_038.jpg
58751462,1952,1,1957,1,NA,NA,NA,NA,begin_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Sandy_FISHc_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Sandy_FISHc_057.jpg
58751465,18,1,17,1,NA,NA,NA,NA,begin_date_day,18,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Sandy_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Sandy_FISHc_059.jpg
58751465,19,1,18,1,NA,NA,NA,NA,end_date_day,19,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Sandy_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Sandy_FISHc_059.jpg
58751474,1916,1,1956,1,NA,NA,NA,NA,end_date_year,1956,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Sandy_FISHc_074.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Sandy_FISHc_075.jpg
58751607,25,1,24,1,NA,NA,NA,NA,begin_date_day,24,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iosco_Indian_FISHc_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iosco_Indian_FISHc_030.jpg
58751709,28,1,27,1,NA,NA,NA,NA,begin_date_day,27,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Chicagon_FISHc_087.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Chicagon_FISHc_088.jpg
58751718,26,1,25,1,NA,NA,NA,NA,begin_date_day,25,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Chicagon_FISHc_099.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Chicagon_FISHc_100.jpg
58751740,27,1,26,1,NA,NA,NA,NA,end_date_day,27,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Deadmans_FISHc_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Deadmans_FISHc_031.jpg
58751834,August,1,July,1,NA,NA,NA,NA,end_date_month,July,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Gibson_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Gibson_FISHc_016.jpg
58751851,July,1,August,1,NA,NA,NA,NA,end_date_month,July,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Glidden_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Glidden_FISHc_018.jpg
58751910,25,1,24,1,NA,NA,NA,NA,begin_date_day,24,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Holmes46N_FISHc_36W_FISHc_S29-32_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Holmes46N_FISHc_36W_FISHc_S29-32_FISHc_004.jpg
58751913,1,1,2,1,NA,NA,NA,NA,begin_date_day,1,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Hope_FISHc_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Hope_FISHc_003.jpg
58751915,23,1,2,1,NA,NA,NA,NA,begin_date_day,1,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Hope_FISHc_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Hope_FISHc_005.jpg
58752001,November,1,September,1,NA,NA,NA,NA,begin_date_month,September,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Loon_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Loon_FISHc_018.jpg
58752001,9,1,10,1,NA,NA,NA,NA,begin_date_day,10,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Loon_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Loon_FISHc_018.jpg
58752001,10,1,11,1,NA,NA,NA,NA,end_date_day,11,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Loon_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Loon_FISHc_018.jpg
58752202,6,1,27,1,NA,NA,NA,NA,begin_date_day,26,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Iron_Stanley_FISHc_024.jpg
58752253,1867,1,1967,1,NA,NA,NA,NA,begin_date_year,1967,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_BlanchardMillPond_FISHc_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_BlanchardMillPond_FISHc_017.jpg
58752259,1966,1,1965,1,NA,NA,NA,NA,begin_date_year,1966,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_058.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_059.jpg
58752266,September,1,July,1,NA,NA,NA,NA,begin_date_month,September,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_073.jpg
58752266,7,1,9,1,NA,NA,NA,NA,end_date_day,7,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Coldwater_FISHc_073.jpg
58752361,June,1,August,1,NA,NA,NA,NA,end_date_month,June,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Stevenson_FISHc_049.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Isabella_Stevenson_FISHc_050.jpg
58752477,July,1,June,1,NA,NA,NA,NA,begin_date_month,July,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Goose2S_1-2E_SMany_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Goose2S_1-2E_SMany_FISHc_073.jpg
58752477,6,1,7,1,NA,NA,NA,NA,begin_date_day,6,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Goose2S_1-2E_SMany_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Goose2S_1-2E_SMany_FISHc_073.jpg
58752539,7,1,18,1,NA,NA,NA,NA,begin_date_day,18,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Portage_FISHc_136.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Portage_FISHc_137.jpg
58752566,12,1,13,1,NA,NA,NA,NA,begin_date_day,12,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Swains_FISHc_090.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Swains_FISHc_091.jpg
58752567,13,1,14,1,NA,NA,NA,NA,begin_date_day,13,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Swains_FISHc_092.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Jackson_Swains_FISHc_093.jpg
58752857,16,1,17,1,NA,NA,NA,NA,begin_date_day,17,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_BrowerBig_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_BrowerBig_FISHc_073.jpg
58752860,9,1,8,1,NA,NA,NA,NA,begin_date_day,8,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_BrowerBig_FISHc_064.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_BrowerBig_FISHc_065.jpg
58753068,August,1,June,1,NA,NA,NA,NA,end_date_month,August,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Bailey_FISHc_044.jpg
58753079,30,1,29,1,NA,NA,NA,NA,begin_date_day,29,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Eliza_FISHc_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Eliza_FISHc_024.jpg
58753105,7,1,15,1,NA,NA,NA,NA,begin_date_day,7,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Gratiot_FISHc_027.jpg
58753181,3,1,2,1,NA,NA,NA,NA,begin_date_day,2,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121420591_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121420591_0002.jpg
58753186,7,1,5,1,NA,NA,NA,NA,begin_date_day,5,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121450972_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Manganese_FISHc_20191125121450972_0002.jpg
58753200,8,1,7,1,NA,NA,NA,NA,begin_date_day,7,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_076.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_077.jpg
58753203,10,1,7,1,NA,NA,NA,NA,begin_date_day,7,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_086.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_087.jpg
58753215,27,1,26,1,NA,NA,NA,NA,begin_date_day,26,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_112.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Medora_FISHc_113.jpg
58753319,14,1,4,1,NA,NA,NA,NA,begin_date_day,14,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Orchard_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_Orchard_FISHc_018.jpg
58753337,23,1,2,1,NA,NA,NA,NA,begin_date_day,2,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_SaubleNo1_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_SaubleNo1_FISHc_020.jpg
58753361,April,1,September,1,NA,NA,NA,NA,begin_date_month,September,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_StarBig_FISHc_159.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lake_StarBig_FISHc_160.jpg
58753500,2,1,24,1,NA,NA,NA,NA,begin_date_day,24,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Lapeer_MinnewannaLake_FISHc_108.jpg
58753510,1980,1,1930,1,NA,NA,NA,NA,begin_date_year,1980,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1980_FISHc_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Crockery_70-164_1980_FISHc_001_02.jpg
58753543,18,1,10,1,NA,NA,NA,NA,begin_date_day,18,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_157.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Ottawa_Macatawa_FISHc_159.jpeg
