subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back
58642439,"[['', '3', '', ""3'""], ['', 'ft', '', ''], ['', '-', '', '-'], [""3'-35'"", '35', ""3'-35'"", ""35'""], ['', 'ft', '', '']]",1.4,3 ft - 3'-35' ft,3-35 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Houghton_Bohmier_FISHc_002.jpg,NA
58642454,"[[""3'-9'"", ""3'-9'"", '3', ""3'-9'""], ['', '', 'ft', ''], ['', '', '-', ''], ['', '', '9', ''], ['', '', 'ft', '']]",1.4,3'-9' ft - 9 ft,3-9 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Bailey_FISHc_20200313151715951_0006.jpeg,NA
58642470,"[[""4-6'"", '4-6ft', ""4-6'"", '4'], ['', '', '', '-'], ['', '', '', '6'], ['', '', '', 'ft']]",1.25,4-6' - 6 ft,4-6 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Eliza_FISHc_20200313154525513_0001.jpeg,NA
58642493,"[['14', ""14-30'"", ""14-30'"", '14-30'], ['-', '', '', ''], [""30'"", '', '', '']]",1.333333333,14-30' - 30',14-30 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_FannyHooe_FISHc_20200313155906394_0021.jpeg,NA
58642526,"[['5', ""5'"", ""5-30'"", ""5'-30'""], ['ft', '', '', ''], ['-', '-', '', ''], ['30', ""30'."", '', ''], ['ft', '', '', '']]",1.2,5 ft - 30 ft,5-30 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_LacLaBelle_FISHc_20200313162819863_0003.jpeg,NA
58642529,"[[""6'"", '', '', '6'], ['', '', '', 'ft'], ['-', '', '', '-'], [""22'"", ""6'-22'"", ""6'-22'"", '22'], ['', '', '', 'ft']]",1.4,6' ft - 6'-22' ft,6-22 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_LacLaBelle_FISHc_20200313162819863_0007.jpeg,NA
58642530,"[['5', ""5'"", ""5'-20'"", ""5'-20'.""], ['-', '-', '', ''], ['20', ""20'"", '', '']]",1.333333333,20-May,5-20 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_LacLaBelle_FISHc_20200313162819863_0005.jpeg,NA
58642560,"[['0-7’', '0', ""0-7'"", ""0-7'""], ['', '-', '', ''], ['', ""7'"", '', '']]",1.333333333,0-7' - 7',0-7 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Manganese_FISHc_20200313164452735_0004.jpeg,NA
58642567,"[['6', '', ''], ['-', '', ''], ['12', ""6-12'"", ""6-12'""], [""'"", '', '']]",1.25,6 - 6-12' ',6-12 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/single/Keweenaw_Manganese_FISHc_20200313164755305_0006.jpeg,NA
58748584,"[['See', 'see', 'see'], ['Point', '', ''], ['of', 'below', 'below'], ['Examination', '', ''], ['notes', '', '']]",1.4,see Point below Examination notes,3-7 ; 4-25 ; 4-20 - feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_14.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Booth_FISHc_14p2.jpg
58748654,"[['(see', '(see', 'Tow'], ['', '', '1'], ['', '', ""99'-102'""], ['above)', 'above)', 'Tow'], ['', '', '2'], ['', '', ""25'""], ['', '', 'Tow3'], ['', '', ""27'-42'""], ['', '', 'Tow'], ['', '', '4'], ['', '', ""51'-84'""]]",1.181818182,(see 1 99'-102' above) 2 25' Tow3 27'-42' Tow 4 51'-84',99-102 ; 25 ; 27-42 ; 51-84 - feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix208_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix208p2_FISHc.jpg
58748656,"[[""0-4'"", '0-4""', '0-4m', '0'], ['', '', '', '-'], ['', '', '', '4'], ['', '', '', 'm']]",1,0-4' - 4 m,0-4 m,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix56_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix56p2_FISHc.jpg
58748661,"[['0-3-m', '0-3m', '0', '0-3m'], ['', '', '-', ''], ['', '', '3', ''], ['', '', 'meters', '']]",1.25,0-3m - 3 meters,0-3 m,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix62_FISHc.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Charlevoix62p2_FISHc.jpg
58748703,"[['8-12', '8-17ft', ""8-12'"", '8'], ['', '', '', '-'], ['', '', '', '12'], ['ft', '', '', 'ft']]",1.25,8-12 - 12 ft,8-12 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Geneserath_026_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Geneserath_026_FISHc_0002.jpg
58748712,"[['45-50', '45-69', '45', '45-50'], ['', '', '-', ''], ['', '', '50', '']]",1.333333333,45-50 - 50,45-50 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Geneserath_033_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Geneserath_033_FISHc_0002.jpg
58748752,"[['10', '10-10', '10-10', ""10'""], ['-', '', '', ''], ['10', '', '', '']]",1.333333333,10/10/10,10-10 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_066_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_066_FISHc_0002.jpg
58748753,"[['11-20', ""11-20'"", '11-20', '11'], ['', '', '', '-'], ['', '', '', '20']]",1.333333333,11/20/20,11-20 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_067_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_067_FISHc_0002.jpg
58748759,"[['12', '12-27', ""12-27'"", ""12-27'""], ['-', '', '', ''], ['27', '', '', '']]",1.333333333,12-27' - 27,12-27 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_073_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_073_FISHc_0002.jpg
58748763,"[['41-43', '41', '41-43', ""41-43'""], ['', '-', '', ''], ['', '43', '', '']]",1.333333333,41-43 - 43,41-43 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_077_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_077_FISHc_0002.jpg
58748767,"[['12-14', ""12-14'"", '12'], ['', '', '-'], ['', '', ""14'""]]",1,12-14 - 14',12-14 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_082_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_082_FISHc_0002.jpg
58748772,"[['42-51', '42', '42-51', ""42-5'""], ['', '-', '', ''], ['', '51', '', '']]",1.333333333,42-51 - 51,42-51 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_087_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_087_FISHc_0002.jpg
58748775,"[['50-52', '50', '50-52', ""50-52'""], ['', '-', '', ''], ['', '52', '', '']]",1.333333333,50-52 - 52,50-52 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_091_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_091_FISHc_0002.jpg
58748779,"[['10-20', '10-20', '10', ""10-20'""], ['', '', '-', ''], ['', '', '20', '']]",1.333333333,10/20/20,10-20 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_090_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_090_FISHc_0002.jpg
58748782,"[['12', ""12-20'"", '12-20', '12-20ft'], ['-', '', '', ''], ['20ft', '', 'ft', '']]",1,12 - 20ft,12-20 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_097_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_097_FISHc_0002.jpg
58748788,"[['8-18ft', '8', '8-16ft', '8-16'], ['', '-', '', ''], ['', '16', '', ''], ['', 'ft.', '', 'ft']]",1,8-18ft - 16 ft.,8-16 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_102_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_102_FISHc_0002.jpg
58748790,"[['14', '', '14'], ['', '', '-'], ['-14', ""14-14'"", '14']]",1.333333333,14 - -14,14-14 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_106_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_106_FISHc_0002.jpg
58748793,"[['52-53', '52-53', '52'], ['', '', '-'], ['', '', ""53'""]]",1.333333333,52-53 - 53',52-53 ,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_107_FISHc_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_Walloon_107_FISHc_0002.jpg
58748821,"[['7', ""7-15'"", '7-15'], ['-', '', ''], ['15', '', ''], ['ft', '', 'ft.']]",1,7 - 15 ft,7-15 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_161.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_162.jpg
58748904,"[['1', ""1-4'"", '1-4ft', '1-4'], ['-', '', '', ''], ['4ft', '', '', 'ft.']]",1,1 - 4ft,1-4 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Burt_FISHc_301.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Burt_FISHc_302.jpg
58748913,"[['10', '10-12', ""10-12'"", ""10-12'""], ['-', 'ft', '', ''], [""12'"", '', '', '']]",1.333333333,10-12' - 12',10-12 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Cochran_FISHc_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Cochran_FISHc_054.jpg
58748924,"[['0-5’', ""0-5'"", '0', ""0-5'""], ['', '', '-', ''], ['', '', ""5'"", '']]",1.333333333,0-5' - 5',0-5 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_CornwellImpoundment_FISHc_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_CornwellImpoundment_FISHc_018.jpg
58748934,"[[""8'"", '8', ""8'-10'"", ""8-10'""], ['', 'ft', '', ''], ['-', '-', '', ''], [""10'"", '10', '', ''], ['', 'ft', '', '']]",1.2,8' ft - 10' ft,8-10 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_CornwellImpoundment_FISHc_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_CornwellImpoundment_FISHc_045.jpg
58748957,"[[""5'"", '', '5'], ['to', '', 'to'], ['17', '5-17', '17ft'], [""ft'"", 'feet', '']]",1.25,5' to 17 ft',5-17 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_127.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_128.jpg
58748983,"[[""5-30'"", '5', '5-30ft', '5-30'], ['', '-', '', ''], ['', '30', '', ''], ['', 'ft', '', 'ft']]",1.25,5-30' - 30 ft,5-30 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_177.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Douglas_FISHc_178.jpg
58748994,"[['15-35ft', ""15-35'"", '16-35', '15-35'], ['', '', 'ft', 'feet']]",1,15-35ft ft,15-35 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_HemlockLake_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_HemlockLake_FISHc_052.jpg
58748998,"[['20-25', ""20-20'"", ""20-25'"", ""20-25'.""], ['ft', '', '', '']]",1,20-25 ft,20-25 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_KleberPond_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_KleberPond_FISHc_012.jpg
58749014,"[[""6'-9'"", ""6'-9'"", ""6-9'"", ""6'""], ['', '', '', '-'], ['', '', '', ""9'""]]",1.333333333,6'-9' - 9',6-9 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Melavey_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Melavey_FISHc_014.jpg
58749020,"[[""6'"", ""6'-9'"", ""6'-9'""], ['-', '', ''], [""9'"", '', '']]",1.333333333,6'-9' - 9',6-9 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_MelaveyLake_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_MelaveyLake_FISHc_014.jpg
58749022,"[[""1-4'"", ""1'-4'"", ""1'-4'"", ""1'""], ['', '', '', '-'], ['', '', '', ""4'""]]",1.333333333,1'-4' - 4',1-4 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_MelaveyLake_FISHc_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_MelaveyLake_FISHc_016.jpg
58749024,"[['10-24ft', '10', '10-24', ""10-24'""], ['', '-24', '', ''], ['', 'ft.', 'ft', '']]",1,10-24ft -24 ft.,10-24 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Mullett_FISHc_163.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Mullett_FISHc_164.jpg
58749026,"[['', '', '', '9'], ['', '', '', 'ft'], ['', '', '', '-'], [""9'-12'"", ""9'-12'"", ""9'-12'"", '12'], ['', '', '', 'ft']]",1.4,9 ft - 9'-12' ft,9-12 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_MelaveyLake_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_MelaveyLake_FISHc_020.jpg
58749056,"[['4', '4-4', ""4'""], ['-', '', ''], ['4', '', ''], ['ft', 'ft', '']]",1.25,4 - 4 ft,4-4 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_036.jpg
58749066,"[['2'], ['1/2'], ['ft.'], ['to'], ['shore']]",1,2 1/2 ft. to shore,NA,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Roberts_FISHc_056.jpg
58749099,"[[""10'-20'"", '10', '10’-20’', ""10'""], ['', 'feet', '', '-'], ['', 'to', '', ''], ['', '20', '', ""20'""], ['', 'feet', '', '']]",1,10'-20' feet to 20 feet,10-20 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_FISHc_100.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_FISHc_101.jpg
58749104,"[[""75'-80'"", ""75'"", '75’', ""75-80'""], ['', '-', '-', ''], ['', ""80'"", '80’', '']]",1.333333333,75'-80' - 80',75-80 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_092.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_093.jpg
58749107,"[[""35-40'"", '35', ""35'-40'"", ""35'-40'""], ['', 'ft', '', ''], ['', '-', '', ''], ['', '40', '', ''], ['', 'ft', '', '']]",1.2,35'-40' ft - 40 ft,35-40 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_094.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_095.jpg
58749109,"[[""10'-18'"", '10', ""10'-8'"", '10’-18’'], ['', 'ft', '', ''], ['', '-', '', ''], ['', '18', '', ''], ['', 'ft', '', '']]",1,10'-18' ft - 18 ft,10-18 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_102.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_103.jpg
58749116,"[[""10-25'"", '10', '10-25', ""10-25'""], ['', '-', '', ''], ['', '25', '', ''], ['', 'feet', 'ft', '']]",1.25,10-25' - 25 feet,10-25 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_108.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_SilverLake33N_3W_S11-12_FISHc_109.jpg
58749123,"[[""5'-17'"", ""5'-17'"", ""5-17'"", '5'], ['', '', '', 'feet'], ['', '', '', 'to'], ['', '', '', '17'], ['', '', '', 'feet']]",1.2,5'-17' feet to 17 feet,5-17 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_TwinLakes_FISHc_123.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_TwinLakes_FISHc_124.jpg
58749155,"[[""2'-20'"", '2', ""2-20'"", ""2'""], ['', 'ft', '', ''], ['', '-', '', '-'], ['', '20', '', ""20'""], ['', 'ft', '', '']]",1.2,2'-20' ft - 20 ft,2-20 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_VincentLake_FISHc_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_VincentLake_FISHc_025.jpg
58749164,"[[""15'-18'"", ""15'"", ""15'-18'"", ""15'-18'.""], ['', '-', '', ''], ['', ""18'"", '', '']]",1.333333333,15'-18' - 18',15-18 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_WeberLake_FISHc_083.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_WeberLake_FISHc_084.jpg
58749169,"[['8-20', ""8'-20'"", ""8'"", ""8'-20'""], ['', '', '-', ''], ['', '', ""20'"", '']]",1.333333333,8'-20' - 20',8-20 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_WeberLake_FISHc_089.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_WeberLake_FISHc_090.jpg
58749171,"[['18', '18-25', ""18-25';"", ""18-25':5-15'""], ['-', 'ft:', '', ''], ['25', '5-15', ""5-15'"", ''], ['feet', 'ft', '', ''], [':', '', '', ''], ['5', '', '', ''], ['-', '', '', ''], ['15', '', '', ''], ['feet', '', '', '']]",1,18 - 25 feet : 5 - 15 feet,18-25; 5-15 - feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Andrus_FISHc_048.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Andrus_FISHc_049.jpg
58749172,"[['20-23’', '20-23', ""20-23'"", '20'], ['', 'ft', '', '-'], ['', '', '', ""23'""]]",1,20-23’ ft 23',20-23 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Andrus_FISHc_056.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Andrus_FISHc_057.jpg
58749175,"[[""1'"", ""1'-6'"", '1', ""1-6'"", ""1'-6'""], ['', '', 'ft', '', ''], ['-', '', '-', '', ''], [""6'"", '', '6', '', ''], ['', '', 'ft', '', '']]",1.4,1'-6' ft - 6' ft,1-6 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Andrus_FISHc_064.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Andrus_FISHc_065.jpg
58749177,"[['6', ""6-7'."", ""6-7'"", ""6-7'""], ['-', '', '', ''], ['7', '', '', ''], [""'"", '', '', '']]",1.25,6-7' - 7 ',6-7 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_073.jpg
58749190,"[['5', '5-7', ""5-7'"", ""5-7'""], ['-', 'ft', '', ''], [""7'"", '', '', '']]",1.333333333,5-7' - 7',5-7 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_100.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Caribou_FISHc_101.jpg
58749231,"[['1', '1-3', ""1-3'"", ""1-3'""], ['-', 'ft', '', ''], [""3'"", '', '', '']]",1.333333333,1-3' - 3',1-3 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_044.jpg
58749237,"[[""3'-6'"", ""3'"", ""3'"", '3'], ['', '', 'to', 'ft.'], ['', '-', '', '-'], ['', ""6'"", ""6'."", '6'], ['', '', '', 'ft.']]",1.4,3' to - 6' ft.,3-6 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_063.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Frenchmans_FISHc_064.jpg
58749259,"[[""5-20'"", '5', ""5-20'"", '5-20'], ['', '-', '', 'ft'], ['', ""20'"", '', '']]",1.333333333,5-20' - 20',5-20 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_McNearney_FISHc_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_McNearney_FISHc_013.jpg
58749260,"[['12-25', '12', ""12-25'"", ""12-25'""], ['', '-', '', ''], ['', ""25'"", '', '']]",1.333333333,12-25' - 25',12-25 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Monacle_FISHc_046.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Monacle_FISHc_047.jpg
58749262,"[[""3-10'"", ""3-10'."", '3', '3-10'], ['', '', '-', 'ft'], ['', '', ""10'"", '']]",1,3-10' - 10',3-10 feet,depth_of_collection,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Monacle_FISHc_050.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Chippewa_Monacle_FISHc_051.jpg
