"subject_id","new_key","lakename","county","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","url_front","url_back"
58748575,NA," CHARLEVOIX","CHARLEVOIX","6","July","1952",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_ Charlevoix216_FISHc_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_ Charlevoix216_FISHc_0002.jpg"
58748587,NA," CHARLEVOIX","CHARLEVOIX","29","July","1952",NA,NA,"1952","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_ Charlevoix217_FISHc_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Charlevoix_ Charlevoix217_FISHc_0002.jpg"
59963739,"2-228","ACKERMAN","ALGER","18","June","1969","19","June","1969","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0006_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0006_2.jpeg"
59963740,"2-228","ACKERMAN","ALGER","3","July","1968","4","July","1968","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0009_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0009_2.jpeg"
59963741,"2-228","ACKERMAN","ALGER","15","July","1966",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0007_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0007_2.jpeg"
59963742,"2-228","ACKERMAN","ALGER","31","October","1967",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0008_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0008_2.jpeg"
59963743,"2-228","ACKERMAN","ALGER","12","August","1947","13","August","1947","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0010_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0010_2.jpeg"
59963744,"2-228","ACKERMAN","ALGER","6","August","1941","6","August",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0011_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0011_2.jpeg"
59963745,"2-228","ACKERMAN","ALGER","6","August","1941","7","August","1941","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0012_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ACKERMAN_FISHc_0012_2.jpeg"
58752831,"41-119.1","ADAIMPOUNDMENT","KENT","19","August","1975","20","August","1975","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_AdaImpoundment_FISHc_001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Kent_AdaImpoundment_FISHc_002.jpg"
58753055,"42-74","ADDIE","KEWEENAW","14","August","1926","14","August","1926","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Addie_FISHc_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Addie_FISHc_003.jpg"
58753056,"42-74","ADDIE","KEWEENAW","14","August","1926",NA,NA,"1926","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Addie_FISHc_20200313150322168_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Keweenaw_Addie_FISHc_20200313150322168_0002.jpg"
59963746,"2-379","ADDIS","ALGER","27","July","1966",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ADDIS_FISHc_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ADDIS_FISHc_0002_2.jpeg"
59963747,"2-379","ADDIS","ALGER","12","September","1961","13",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ADDIS_FISHc_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ADDIS_FISHc_0003_2.jpeg"
59963748,"2-379","ADDIS","ALGER","14","July","1967",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ADDIS_FISHc_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ADDIS_FISHc_0004_2.jpeg"
59963749,"2-379","ADDIS","ALGER","3","July","1968","4","July","1968","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ADDIS_FISHc_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ADDIS_FISHc_0005_2.jpeg"
59966835,"46-178","ADRIAN","LENAWEE","17","September","1957",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_014.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_015.jpg"
59966840,"46-178","ADRIAN","LENAWEE","19","September","1957",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_017.jpg"
59966841,"46-178","ADRIAN","LENAWEE","17","June","1953",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_026.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_027.jpg"
59966842,"46-178","ADRIAN","LENAWEE","19","September","1957","19","September",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_018.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_019.jpg"
59966843,"46-178","ADRIAN","LENAWEE","17","June","1953",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_028.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_029.jpg"
59966844,"46-178","ADRIAN","LENAWEE","17","June","1953","18","June","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_030.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_031.jpg"
59966845,"46-178","ADRIAN","LENAWEE","17","June","1953","18","June","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_032.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_033.jpg"
59966846,"46-178","ADRIAN","LENAWEE","9","September","1953",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_038.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_039.jpg"
59966847,"46-178","ADRIAN","LENAWEE","17","June","1953","18","June","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_036.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_037.jpg"
59966848,"46-178","ADRIAN","LENAWEE","9","September","1953",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_040.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_041.jpg"
59966849,"46-178","ADRIAN","LENAWEE","17","June","1953","18","June","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_034.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_035.jpg"
59966850,"46-178","ADRIAN","LENAWEE","9","September","1953",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_042.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_043.jpg"
59966851,"46-178","ADRIAN","LENAWEE","9","September","1953",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_044.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_045.jpg"
59966853,"46-178","ADRIAN","LENAWEE","9","September","1953",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_046.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_047.jpg"
59966854,"46-178","ADRIAN","LENAWEE","20","August","1946",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_048.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Lenawee_Adrian_FISHc_049.jpg"
59967682,"52-243","AIRPORT","MARQUETTE","11","July","1968","12","July","1968","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_041.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_042.jpg"
59967687,"52-243","AIRPORT","MARQUETTE","10","September","1942","11","September","1942","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_049.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_050.jpg"
59967688,"52-243","AIRPORT","MARQUETTE","8","September","1947","9","September","1947","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_051.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_052.jpg"
59967689,"52-243","AIRPORT","MARQUETTE","12","August","1940",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_055.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_056.jpg"
59967690,"52-243","AIRPORT","MARQUETTE","12","August","1940","12","August","1940","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_057.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_058.jpg"
59967691,"52-243","AIRPORT","MARQUETTE","13","August","1940",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_059.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_060.jpg"
59967692,"52-243","AIRPORT","MARQUETTE","6","October","1941","7",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_061.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Marquette_Airport_FISHc_062.jpg"
58748821,"16-192","AKE","CHEBOYGAN","28","June","1956","28","June","1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_161.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_162.jpg"
58748822,"16-192","AKE","CHEBOYGAN","5","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_165.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_166.jpg"
58748823,"16-192","AKE","CHEBOYGAN","15","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_171.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_172.jpg"
58748824,"16-192","AKE","CHEBOYGAN","7","July","1956","18","July","1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_167.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_168.jpg"
58748825,"16-192","AKE","CHEBOYGAN","1","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_173.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_174.jpg"
58748826,"16-144","AKE","CHEBOYGAN","17","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_175.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_176.jpg"
58748827,"16-145","AKE","CHEBOYGAN","18","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_179.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_180.jpg"
58748828,"16-192","AKE","CHEBOYGAN","19","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_181.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_182.jpg"
58748829,"16-158","AKE","CHEBOYGAN","18","July","1956","20","July","1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_177.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_178.jpg"
58748830,"16-158","AKE","CHEBOYGAN","9","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_169.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_170.jpg"
58748831,"16-158","AKE","CHEBOYGAN","1","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_163.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_164.jpg"
58748832,"16-158","AKE","CHEBOYGAN","20","July","1956","23","July","1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_183.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_184.jpg"
58748834,"16-158","AKE","CHEBOYGAN","24","July","1956",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_187.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_188.jpg"
58748835,"16-192","AKE","CHEBOYGAN","17","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_191.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_192.jpg"
58748836,"16-192","AKE","CHEBOYGAN","19","July","1956",NA,NA,"1956","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_189.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Cheboygan_ake_FISHc_190.jpg"
59965159,"7-467","ALBERTA","BARAGA","28","June","1955",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ALBERTA_FISHc_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ALBERTA_FISHc_0003_2.jpeg"
59965160,"7-467","ALBERTA","BARAGA","30","July","1957","23",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ALBERTA_FISHc_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ALBERTA_FISHc_0004_2.jpeg"
58750269,"27-655","ALBINO","GOGEBIC","4","August","1959","4","August","1959","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_010.jpg"
58750270,"27-655","ALBINO","GOGEBIC","5","March","1957",NA,NA,"1957","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_008.jpg"
58750271,"27-655","ALBINO","GOGEBIC","4","August","1959",NA,NA,"1959","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_012.jpg"
58750272,"27-655","ALBINO","GOGEBIC","7","August","1953",NA,NA,"1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_021.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_022.jpg"
58750273,"27-655","ALBINO","GOGEBIC","4","August","1959",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_016.jpg"
58750274,"27-655","ALBINO","GOGEBIC","7","August","1953",NA,"August","1953","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_019.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_020.jpg"
58750275,"27-655","ALBINO","GOGEBIC","4","August","1959",NA,NA,"1959","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_013.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Albino_FISHc_014.jpg"
59963750,"2-270","ALECK","ALGER","18","June","1963","19","June","1963","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ALECK_FISHc_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_ALECK_FISHc_0001_2.jpeg"
59969734,"63-1337","ALFSPOND","OAKLAND","17","July","1948",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/OAKLAND_ALFSPOND_FISHc_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/OAKLAND_ALFSPOND_FISHc_0001_2.jpeg"
58642794,"44-346","ALGOE","LAPEER","18","May","1993","20","May","1993","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Lapeer_Algoe_FISHc_008.jpg",NA
58642797,"44-346","ALGOE","LAPEER","18","May","1992",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Lapeer_Algoe_FISHc_009.jpg",NA
58642798,"44-346","ALGOE","LAPEER","14","May","1991","3","June","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Lapeer_Algoe_FISHc_010.jpg",NA
58642799,"44-346","ALGOE","LAPEER","14","May","1991","3","June","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Lapeer_Algoe_FISHc_011.jpg",NA
58642800,"44-346","ALGOE","LAPEER","14","May","1991","3","June","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Lapeer_Algoe_FISHc_012.jpg",NA
58642805,"44-346","ALGOE","LAPEER","14","May","1991","3","June","1991","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Lapeer_Algoe_FISHc_013.jpg",NA
58642806,"44-346","ALGOE","LAPEER","18","May","1992",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/single/Lapeer_Algoe_FISHc_014.jpg",NA
58755203,"44-346","ALGOE","LAPEER","24","April","1990",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_017.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_018.jpg"
58755207,"44-346","ALGOE","LAPEER","3","May","1990",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_019.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_020.jpg"
58755208,"44-346","ALGOE","LAPEER","14","July","1988",NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_025.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_026.jpg"
58755209,"44-346","ALGOE","LAPEER","31","May","1989","2","June","1989","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_021.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Algoe_FISHc_022.jpg"
59965502,"8-520","ALGONQUIN","BARRY","14","September","1954","15","September","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0005_2.jpeg"
59965503,"8-520","ALGONQUIN","BARRY","14","September","1954","15","September","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0004_2.jpeg"
59965504,"8-520","ALGONQUIN","BARRY","14","September","1954","15","September","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0006_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0006_2.jpeg"
59965505,"8-520","ALGONQUIN","BARRY","14","September","1954","15","September","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0007_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0007_2.jpeg"
59965506,"8-520","ALGONQUIN","BARRY","14","September","1954","15",NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0008_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0008_2.jpeg"
59965507,"8-520","ALGONQUIN","BARRY","15","September","1954","16","September","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0012_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0012_2.jpeg"
59965508,"8-520","ALGONQUIN","BARRY","14","September","1954","15","September","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0009_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0009_2.jpeg"
59965509,"8-520","ALGONQUIN","BARRY","15","September","1954","16","September","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0010_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0010_2.jpeg"
59965510,"8-520","ALGONQUIN","BARRY","15","September","1954","16","September","1954","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0011_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0011_2.jpeg"
